14-155601,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_138/4957812580755_ll.jpg?fitin=700:700,6560.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,【送料無料】ヤマハ 密閉型インナーイヤーヘッドフォン ゴールド EPH-W32(N) [EPHW32N],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>●専用開発の8.5mmドライバーなど、サイズ感を超えた高音質設計のインイヤー型。<br>●装着スタイルが選べる独自の2Wayイヤサポーターなど、最適なフィット感を追求。<br>●ワイヤレス音楽再生が楽しめるBluetoothレシーバー。<br>●Bluetoothレシーバーで出来る操作。<br>【Bluetooth】<br>●バージョン:Ver.4.0<br>●対応プロファイル:A2DP、AVRCP、HFP、HSP<br>●対応コーデック:SBC、aptX&reg;<br>●無線出力:Bluetooth Class2<br>●最大通信距離:10m(障害物が無いとき)<br>【充電池】<br>●内蔵電池:リチウムポリマー電池<br>●充電時間:約2時間<br>●再生可能時間:約5時間 ※ご使用の環境によって異なります。<br>【その他仕様】<br>●型式:密閉ダイナミック型<br>●ドライバー口径:8.5mm<br>●インピーダンス:16Ω<br>●出力音圧レベル:99dB ±3dB<br>●再生周波数帯域:20Hz～40kHz<br>●プラグ:3.5mm L型ステレオミニ<br>●ケーブル長:0.6m<br>●質量:22.5g<br>●付属品:Bluetooth&reg;レシーバー、USB給電ケーブル、イヤピース 4サイズ(XS、S、M、L 各2個)、取扱説明書,【送料無料】ヤマハ 密閉型インナーイヤーヘッドフォン ゴールド EPH-W32(N) [EPHW32N]：エディオン　楽天市場店,【送料無料】ヤマハ 密閉型インナーイヤーヘッドフォン ゴールド EPH-W32(N) [EPHW32N],【送料無料】ヤマハ 密閉型インナーイヤーヘッドフォン ゴールド EPH-W32(N) [EPHW32N][rn]
14-155602,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_088/4975769330124_ll.jpg?fitin=700:700,1672.8000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,ビクター アームレスヘッドホン ホワイト&ピンク HP-AL302-WP [HPAL302WP],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>●型式 密閉型 <BR>●再生周波数帯域 12 Hz ～ 24000 Hz <BR>●出力音圧レベル 110 dB/1 mW <BR>●最大許容入力 1000 mW（IEC規格）<BR>●インピーダンス 32 Ω <BR>●コード 0 ～ 1 m、φ 3.5 mm 24金メッキステレオミニプラグ付 <BR>●質量（ コード含まず） 44 g,ビクター アームレスヘッドホン ホワイト&amp;ピンク HP-AL302-WP [HPAL302WP]：エディオン　楽天市場店,ビクター アームレスヘッドホン ホワイト&amp;ピンク HP-AL302-WP [HPAL302WP],ビクター アームレスヘッドホン ホワイト&amp;ピンク HP-AL302-WP [HPAL302WP][rn]
14-155603,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_088/4975769420085_ll.jpg?fitin=700:700,1256.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,JVCケンウッド 密閉型インナーイヤーヘッドフォン グリーン HA-FX26-G [HAFX26G],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●コードもボディと同じカラーリングで統一。スタイリングに合わせてコーディネートを楽しめます。<br>●高磁力ネオジウムドライバーユニットを搭載し、パワフルな低音から繊細な中高音までをクリアに再生します。<br>●丈夫で太い2ミリ径のコードを採用。厚手のシース素材で絡みにくく快適なリスニングを実現します。<br>●ボディをインナーボディとアウターボディの2重構造にすることにより、音漏れを大幅に低減し、外出先でも周囲を気にすることなく楽しめます。<br>●耳穴に合わせて交換できる4サイズ(XS、S、M、L)のシリコンイヤーピース付属。<br>●コードの長さを調節できるコードキーパー付属。<br>□商品仕様<br>●型式:ダイナミック型<br>●再生周波数帯域:8Hz～23000Hz<br>●出力音圧レベル:101dB/1mW<br>●最大許容入力:200mW(IEC)<br>●インピーダンス:16Ω<br>●コード:1.2m(Y型)、φ3.5mm 24金メッキL型ステレオミニプラグ付<br>●質量:約3.6g(コード含まず)<br>●付属品:イヤーピース(XS、S、M、L 各2個)、コードキーパー,JVCケンウッド 密閉型インナーイヤーヘッドフォン グリーン HA-FX26-G [HAFX26G]：エディオン　楽天市場店,JVCケンウッド 密閉型インナーイヤーヘッドフォン グリーン HA-FX26-G [HAFX26G],JVCケンウッド 密閉型インナーイヤーヘッドフォン グリーン HA-FX26-G [HAFX26G][rn]
14-155604,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_138/4957812576949_ll.jpg?fitin=700:700,6624.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,【送料無料】ヤマハ 密閉型インナーイヤーヘッドフォン クールホワイト EPH-M100(W) [EPHM100W],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>●シンプルな上質感を追求した、スタイリッシュデザイン。<br>●15mm大口径ドライバーなど、新開発の高音質設計。<br>●快適に装着できる、5種類のイヤピースを付属。<br>●Made for iPod iPhone iPad。<br>●型式:密閉ダイナミック型<br>●ドライバー口径:15mm<br>●インピーダンス:28Ω<br>●出力音圧レベル:106dB ±3dB<br>●再生周波数帯域:20Hz～20kHz<br>●プラグ:3.5mm L型ステレオミニ、6.3mmステレオ<br>●ケーブル長:1.2m(iPod/iPhone/iPad マイク/操作ボタン付きケーブル)<br>●質量:19.1g<br>●付属品:キャリングケース、金メッキ変換ステレオプラグ(6.3mm)、イヤピース 5サイズ(SS、S、M、L、LL 各2個)、取扱説明書,【送料無料】ヤマハ 密閉型インナーイヤーヘッドフォン クールホワイト EPH-M100(W) [EPHM100W]：エディオン　楽天市場店,【送料無料】ヤマハ 密閉型インナーイヤーヘッドフォン クールホワイト EPH-M100(W) [EPHM100W],【送料無料】ヤマハ 密閉型インナーイヤーヘッドフォン クールホワイト EPH-M100(W) [EPHM100W][rn]
14-155605,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_088/4975769395925_ll.jpg?fitin=700:700,624.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,JVC 密閉型インナーイヤーヘッドフォン ブラック HA-FX12-B [HAFX12B],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●左側のボディの背中を凸形状、右側は凹形状にすることにより、表示を見て確認しなくても指でさわって左右が判別できる、使いやすいデザインです。<br>●透明感のあるカラーボディと同色のコードとイヤーピースを採用。お手持ちのデジタルオーディオプレーヤーなどとのカラーコーディネートが楽しめます。<br>●高磁力ネオジウムドライバーユニットの採用により、デジタルサウンドを高音質で再生します。<br>●遮音性に優れ、音漏れを低減する密閉構造を採用。<br>●S、Mサイズに加え、耳穴の小さな方にもぴったりフィットするXSサイズも付属。<br>●デジタルオーディオプレーヤー等との接続に便利な1.2mY型コード。<br>●コードのからみを防ぐコードホルダーを採用。<br>□商品仕様<br>●型式:ダイナミック型<br>●再生周波数帯域:10Hz～23000Hz<br>●インピーダンス:16Ω<br>●出力音圧レベル:102dB/1mW<br>●最大許容入力:200mW(IEC)<br>●コード: 1.2m(Y型)、φ3.5mm 24金メッキL型ステレオミニプラグ付<br>●質量:3.2g(コード含まず)<br>●付属品:イヤーピース XS、S、M 各2,JVC 密閉型インナーイヤーヘッドフォン ブラック HA-FX12-B [HAFX12B]：エディオン　楽天市場店,JVC 密閉型インナーイヤーヘッドフォン ブラック HA-FX12-B [HAFX12B],JVC 密閉型インナーイヤーヘッドフォン ブラック HA-FX12-B [HAFX12B][rn]
14-155606,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_088/4975769420214_ll.jpg?fitin=700:700,1824.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,JVCケンウッド 密閉型インナーイヤーヘッドフォン ブルー HA-FX46-A [HAFX46A],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●コードもボディと同じカラーリングで統一。スタイリングに合わせてコーディネートを楽しめます。<br>●アルミ切削の高剛性メタルボディと、低音域の量感を高めるバスポートを採用。精緻で美しいデザインとともに、クリアでキレのある重低音サウンドを実現します。<br>●丈夫で太い2ミリ径のコードを採用。厚手のシース素材で絡みにくく快適なリスニングを実現します。<br>●ラバー素材の“フィットサポート”を採用。耳から落ちにくいフォルムで安定した装着感が得られます。<br>●耳穴に合わせて交換できる4サイズ(XS、S、M、L)のシリコンイヤーピース付属。<br>●コードの長さを調節できるコードキーパー付属。<br>□商品仕様<br>●型式:ダイナミック型<br>●再生周波数帯域:8Hz～24000Hz<br>●出力音圧レベル:101dB/1mW<br>●最大許容入力:200mW(IEC)<br>●インピーダンス:16Ω<br>●コード:1.2m(Y型)、φ3.5mm 24金メッキL型ステレオミニプラグ付<br>●質量:約6.4g(コード含まず)<br>●付属品:イヤーピース(XS、S、M、L 各2個)、コードキーパー,JVCケンウッド 密閉型インナーイヤーヘッドフォン ブルー HA-FX46-A [HAFX46A]：エディオン　楽天市場店,JVCケンウッド 密閉型インナーイヤーヘッドフォン ブルー HA-FX46-A [HAFX46A],JVCケンウッド 密閉型インナーイヤーヘッドフォン ブルー HA-FX46-A [HAFX46A][rn]
14-155607,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_072/4961310085636_ll.jpg?fitin=700:700,528.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,オーディオテクニカ ボリューム付きヘッドホン延長コード ブラック AT3A50ST/0.5 BK [AT3A50ST05BK],,●本体サイズ（W×D×H）mm：90×500×90<BR>●重さ(g)：8<BR>●2007年7月20日発売,オーディオテクニカ ボリューム付きヘッドホン延長コード ブラック AT3A50ST/0.5 BK [AT3A50ST05BK]：エディオン　楽天市場店,オーディオテクニカ ボリューム付きヘッドホン延長コード ブラック AT3A50ST/0.5 BK [AT3A50ST05BK],オーディオテクニカ ボリューム付きヘッドホン延長コード ブラック AT3A50ST/0.5 BK [AT3A50ST05BK][rn]
14-155608,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_049/4905524957044_ll.jpg?fitin=700:700,3104.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,SONY 密閉型インナーイヤーヘッドフォン クロムグレー MDR-EX450 H [MDREX450H]【KK9N0D18P】,,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●軽量で制振性に優れたアルミニウムのハウジング。<br>●小型・高感度の独自開発の12mmドライバーユニット。<br>●ビートレスポンスコントロール。<br>●快適で落ちにくい装着性。<br>●からみにくいセレーションコード。<br>●メタルハウジングの質感を生かした高級感あるデザイン。<br>●コード長アジャスターとキャリングポーチ付属で持ち運びに便利。<br>□商品仕様<br>●型式:密閉ダイナミック型<br>●ドライバーユニット:12mm ドーム型(CCAW)<br>●感度:106dB/mW<br>●マグネット:ネオジウム<br>●再生周波数帯域:5-25000Hz<br>●インピーダンス:16Ω<br>●最大入力:100mW<br>●入力プラグ:金メッキL型ステレオミニプラグ<br>●コードタイプ:Y型<br>●コード長:約1.2m OFCリッツ線<br>●質量:約6g(コード含まず)<br>●付属品:ハイブリッドイヤーピースSSSML(各2)、コード長アジャスター、キャリングポーチ,SONY 密閉型インナーイヤーヘッドフォン クロムグレー MDR-EX450 H [MDREX450H]【KK9N0D18P】：エディオン　楽天市場店,SONY 密閉型インナーイヤーヘッドフォン クロムグレー MDR-EX450 H [MDREX450H]【KK9N0D18P】,SONY 密閉型インナーイヤーヘッドフォン クロムグレー MDR-EX450 H [MDREX450H]【KK9N0D18P】[rn]
14-155609,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_138/4957812576925_ll.jpg?fitin=700:700,6624.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,【送料無料】ヤマハ 密閉型インナーイヤーヘッドフォン ジェントルブラック EPH-M100(B) [EPHM100B],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>●シンプルな上質感を追求した、スタイリッシュデザイン。<br>●15mm大口径ドライバーなど、新開発の高音質設計。<br>●快適に装着できる、5種類のイヤピースを付属。<br>●Made for iPod iPhone iPad。<br>●型式:密閉ダイナミック型<br>●ドライバー口径:15mm<br>●インピーダンス:28Ω<br>●出力音圧レベル:106dB ±3dB<br>●再生周波数帯域:20Hz～20kHz<br>●プラグ:3.5mm L型ステレオミニ、6.3mmステレオ<br>●ケーブル長:1.2m(iPod/iPhone/iPad マイク/操作ボタン付きケーブル)<br>●質量:19.1g<br>●付属品:キャリングケース、金メッキ変換ステレオプラグ(6.3mm)、イヤピース 5サイズ(SS、S、M、L、LL 各2個)、取扱説明書,【送料無料】ヤマハ 密閉型インナーイヤーヘッドフォン ジェントルブラック EPH-M100(B) [EPHM100B]：エディオン　楽天市場店,【送料無料】ヤマハ 密閉型インナーイヤーヘッドフォン ジェントルブラック EPH-M100(B) [EPHM100B],【送料無料】ヤマハ 密閉型インナーイヤーヘッドフォン ジェントルブラック EPH-M100(B) [EPHM100B][rn]
14-155610,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_146/4953103286139_ll.jpg?fitin=700:700,1392.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,エレコム アニソン向けステレオヘッドフォン ルビンレッド EHP-SL100ARD [EHPSL100ARD],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●アニソンのリスニングに最適なチューニングを施したステレオヘッドホン“SLシリーズ”です。<br>●迫力のある低域とクリアで伸びやかなボーカルボイスで、アニソンの世界観を余すところなく再現します。<br>●「アップルシード」、「攻殻機動隊」など世界的な人気を博す作品を生み出した漫画家 士郎正宗氏によるプロダクトデザインです。<br>●φ10mmのダイナミックドライバーに、チタンコートされたPETフィルムによる高剛性振動板を採用することにより、豊かな低域と明瞭感ある高域を実現しています。<br>●振動板の表面に40本のリブを設け、振動膜の変形、分割振動、ローリングなどの異常振動を防止します。これにより歪みの少ないリニアな出力特性を実現しています。<br>●軽量なCCAWボイスコイルを採用することにより、振動のレスポンスを向上させ、よりワイドレンジでクリアな音質を実現します。<br>●ネオジムマグネットを採用し、ダイナミックでキレの良い低音を実現しています。<br>●遮音性が高く、耳にしっかりフィットする「耳栓タイプ」で、音漏れを低減するうえ、周囲の雑音に影響されず安心して使用可能です。<br>●イヤーキャップはフィット感が選べるようにS・M・Lサイズが付属しています。<br>●奥行2段階で調整可能な“デプスフィットイヤーキャップ”を採用し、密閉性を高め低音表現を向上します。<br>●イヤーキャップは内外の硬度を変えることで、音質向上とフィット感を両立させています。<br>●絡みにくく耐性に優れたエラストマー素材のコードを採用しています。また、芯線の中にナイロン線を入れることで強度を上げています。<br>●コード長は、プレーヤーをカバンに入れていてもゆったり接続できる1.2mです。<br>●コンパクトに接続できる金メッキ「L型プラグ」を採用しています。<br>●コードには、収納時のヘッドホンのぶらつきやからまりを防ぐスライダーが付いています。<br>□商品仕様<br>●型式:密閉型、耳栓タイプ<br>●ドライバーユニット:ダイナミック型 φ10mm(チタンコート振動板)<br>●インピーダンス:16Ω<br>●音圧感度:102dB/mW<br>●最大入力:10mW<br>●再生周波数帯域:20Hz～20kHz<br>●コード:1.2m (Y型)<br>●プラグ:φ3.5mm 3極ミニプラグ(L型)<br>●環境配慮事項:RoHS<br>●質量:約6g (コード含まず)<br>●付属品:イヤーキャップ(S/M/L)、取扱説明書,エレコム アニソン向けステレオヘッドフォン ルビンレッド EHP-SL100ARD [EHPSL100ARD]：エディオン　楽天市場店,エレコム アニソン向けステレオヘッドフォン ルビンレッド EHP-SL100ARD [EHPSL100ARD],エレコム アニソン向けステレオヘッドフォン ルビンレッド EHP-SL100ARD [EHPSL100ARD][rn]
14-155611,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_148/4580096420365_ll.jpg?fitin=700:700,2704.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,Fischer Audio カナル型イヤフォン TOTEM Paco Rose Gold FA420365 [FA420365],,□商品説明<br>●高音から低音まで、曇りのない澄んだ音質。<br>●迫力かつハリのある中低音。<br>●小型・軽量アルミハウジング。<br>●極小シングルボタン リモコン&マイク。<br>●様々な再生機器と調和する色合い。<br>□商品仕様<br>●ドライバーユニット:ダイナミック型<br>●ドライバー口径:7mm<br>●再生周波数帯域:16～18000Hz<br>●感度:98dB<br>●インピーダンス:16Ω<br>●最大入力:50mW<br>●コード長:約1.25m<br>●入力プラグ:金メッキ3.5mm ステレオミニ<br>●iOS & Android対応 シングルボタン リモコン&マイク(一部のスマートフォンで動作しない場合があります)<br>●付属品:イヤーチップセット(S/M/L)、ポーチ,Fischer Audio カナル型イヤフォン TOTEM Paco Rose Gold FA420365 [FA420365]：エディオン　楽天市場店,Fischer Audio カナル型イヤフォン TOTEM Paco Rose Gold FA420365 [FA420365],Fischer Audio カナル型イヤフォン TOTEM Paco Rose Gold FA420365 [FA420365][rn]
