14-103501,,16099.2000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,『カード対応OK！』■〒信越化学工業（株）/信越【G30M-1】(4920881)シリコーングリース １ｋｇ Ｍ 受注単位1,環境安全用品\化学製品\グリス・ペースト,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●広い温度範囲で使用でき、耐水性に優れたグリスです。<br>●低温での機器の潤滑。<br>●ちょう度:240～280<br>●色:灰白色<br>●容量(g):1000<br>●容量(kg):1.0<br>●質量(kg):1.15<br>●使用温度範囲:-60～180℃<br>●容器:チューブ<br>●主成分:シリコーン系<br>",『カード対応OK！』■〒信越化学工業（株）/信越【G30M-1】(4920881)シリコーングリース １ｋｇ Ｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒信越化学工業（株）/信越【G30M-1】(4920881)シリコーングリース １ｋｇ Ｍ 受注単位1,環境安全用品\化学製品\グリス・ペースト。『カード対応OK！』■〒信越化学工業（株）/信越【G30M-1】(4920881)シリコーングリース １ｋｇ Ｍ 受注単位1[rn]
14-103502,,364012.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,『カード対応OK！』##■〒信越化学工業（株）/信越【G501-16】(4920902)シリコーングリース Ｇ５０１－１６ｋｇ 白 受注単位1,環境安全用品\化学製品\グリス・ペースト,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><font size=""4"" color=""""><b>※こちらの商品はメーカー直送品となります。ご入金確認後のお手配です。</b></font><br><br><font size=""4"" color=""""><b>※こちらの商品は規定外の為別途送料\1080がかかります。</font><br>※追加送料は別途当店からのメールで訂正されます。</b><br><br><br>●PC、POM、ABSなど各種プラスチックに対し、ストレスクラックを起こしにくいタイプです。<br>●プラスチック潤滑。<br>●ちょう度:306<br>●色:淡黄色<br>●容量(kg):16<br>●質量(kg):17.9<br>●主成分：シリコーン<br>",『カード対応OK！』##■〒信越化学工業（株）/信越【G501-16】(4920902)シリコーングリース Ｇ５０１&minus;１６ｋｇ 白 受注単位1：クローバー資材館,『カード対応OK！』##■〒信越化学工業（株）/信越【G501-16】(4920902)シリコーングリース Ｇ５０１&minus;１６ｋｇ 白 受注単位1,環境安全用品\化学製品\グリス・ペースト。『カード対応OK！』##■〒信越化学工業（株）/信越【G501-16】(4920902)シリコーングリース Ｇ５０１&minus;１６ｋｇ 白 受注単位1[rn]
14-103503,,6361.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TFG-100】(4886429)フッ素グ１００ｇ 受注単位1,環境安全用品\化学製品\グリス・ペースト,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●基油に化学的に非常に安定なフッ素系オイルを用い、フッ素樹脂（PTFE）で増ちょうしたグリスです。<br>●薬品や溶剤がかかる環境下や高温・低温下、樹脂潤滑個所などにおいて優れた効果を発揮します。<br>●高温下（250℃以下）の軸受、摺動部に。<br>●ちょう度:300<br>●色:白<br>●容量(g):100<br>●質量(g):110<br>●使用温度範囲:-20～250℃<br>●容器:チューブ<br>●主成分:フッ素樹脂、フッ素オイル<br>",『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TFG-100】(4886429)フッ素グ１００ｇ 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TFG-100】(4886429)フッ素グ１００ｇ 受注単位1,環境安全用品\化学製品\グリス・ペースト。『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TFG-100】(4886429)フッ素グ１００ｇ 受注単位1[rn]
14-103504,,688.8000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TCG-MP400-2】(4736435)耐熱マルチグ４００ｇ 受注単位1,環境安全用品\化学製品\グリス・ペースト,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●潤滑性、防錆性、耐水性に優れています。<br>●高温下で固化しにくい耐熱グリスです。<br>●高温や高荷重下の軸受、ギア、ピン、ヒンジなど。<br>●ちょう度:No.2<br>●色:黄<br>●容量(g):400<br>●質量(g):400<br>●使用温度範囲:-20～200℃<br>●主成分:鉱物油、リチウム複合石けん、有機モリブデン化合物<br>",『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TCG-MP400-2】(4736435)耐熱マルチグ４００ｇ 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TCG-MP400-2】(4736435)耐熱マルチグ４００ｇ 受注単位1,環境安全用品\化学製品\グリス・ペースト。『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TCG-MP400-2】(4736435)耐熱マルチグ４００ｇ 受注単位1[rn]
14-103505,,3024.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,『カード対応OK！』■〒信越化学工業（株）/信越【G776-100】(4920937)Ｇ－７７６ 熱伝導性グリース １００Ｇ 受注単位1,環境安全用品\化学製品\グリス・ペースト,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●低粘度で作業性良好で、広い面積でもスクリーン印刷での薄膜塗布が可能です。<br>●溶剤揮発後は粘度が上がり、耐離油性に優れます。<br>●色:白<br>●容量(g):100<br>●質量(g):100<br>●使用温度範囲:-40～200℃<br>●熱伝導率:1.3W/m.k<br>●熱抵抗:7.4[[平米]]・K/W<br>●主成分:シリコーン<br>",『カード対応OK！』■〒信越化学工業（株）/信越【G776-100】(4920937)Ｇ&minus;７７６ 熱伝導性グリース １００Ｇ 受注単位1：クローバー資材館,『カード対応OK！』■〒信越化学工業（株）/信越【G776-100】(4920937)Ｇ&minus;７７６ 熱伝導性グリース １００Ｇ 受注単位1,環境安全用品\化学製品\グリス・ペースト。『カード対応OK！』■〒信越化学工業（株）/信越【G776-100】(4920937)Ｇ&minus;７７６ 熱伝導性グリース １００Ｇ 受注単位1[rn]
14-103506,,14228.8000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,『カード対応OK！』■〒信越化学工業（株）/信越【G777-200】(4920945)Ｇ－７７７ 熱伝導性グリース ２００Ｇ 受注単位1,環境安全用品\化学製品\グリス・ペースト,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●各種加速試験に対して物性が極めて安定しており、長期信頼性に優れています。<br>●耐熱性に優れており、200℃でもグリス状を保つことができます。<br>●色:白<br>●容量(g):200<br>●質量(g):200<br>●使用温度範囲:-40～200℃<br>●熱伝導率:3.2W/m.k<br>●熱抵抗:21[[平米]]・K/W<br>●主成分:シリコーン<br>",『カード対応OK！』■〒信越化学工業（株）/信越【G777-200】(4920945)Ｇ&minus;７７７ 熱伝導性グリース ２００Ｇ 受注単位1：クローバー資材館,『カード対応OK！』■〒信越化学工業（株）/信越【G777-200】(4920945)Ｇ&minus;７７７ 熱伝導性グリース ２００Ｇ 受注単位1,環境安全用品\化学製品\グリス・ペースト。『カード対応OK！』■〒信越化学工業（株）/信越【G777-200】(4920945)Ｇ&minus;７７７ 熱伝導性グリース ２００Ｇ 受注単位1[rn]
14-103507,,2163.2000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,『カード対応OK！』■〒信越化学工業（株）/信越【G501-80】(4920911)シリコーングリース Ｇ５０１－８０ｇ 白 受注単位1,環境安全用品\化学製品\グリス・ペースト,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●PC、POM、ABSなど各種プラスチックに対し、ストレスクラックを起こしにくいタイプです。<br>●プラスチックの潤滑用。<br>●ちょう度:306<br>●色:淡黄色<br>●容量(g):80<br>●容量(kg):0.08<br>●質量(kg):0.09<br>●使用温度範囲:-50～150℃<br>●容器:チューブ<br>●主成分:シリコーン系<br>",『カード対応OK！』■〒信越化学工業（株）/信越【G501-80】(4920911)シリコーングリース Ｇ５０１&minus;８０ｇ 白 受注単位1：クローバー資材館,『カード対応OK！』■〒信越化学工業（株）/信越【G501-80】(4920911)シリコーングリース Ｇ５０１&minus;８０ｇ 白 受注単位1,環境安全用品\化学製品\グリス・ペースト。『カード対応OK！』■〒信越化学工業（株）/信越【G501-80】(4920911)シリコーングリース Ｇ５０１&minus;８０ｇ 白 受注単位1[rn]
14-103508,,7704.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,『カード対応OK！』##■〒信越化学工業（株）/信越【G775-100】(4920929)Ｇ－７７５ 熱伝導性グリース １００Ｇ 受注単位1,環境安全用品\化学製品\グリス・ペースト,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><font size=""4"" color=""""><b>※こちらの商品はメーカー直送品となります。ご入金確認後のお手配です。</b></font><br><br><font size=""4"" color=""""><b>※こちらの商品は規定外の為別途送料\1080がかかります。</font><br>※追加送料は別途当店からのメールで訂正されます。</b><br><br><br>●粘性が高く、耐ポンプアウト性、耐離油性に優れています。<br>●ズレにくいので高低差のある複数の部品一括放熱に適しています。<br>●色:白<br>●容量(g):100<br>●質量(g):100<br>●使用温度範囲:-40～150℃<br>●熱伝導率:3.6W/m.k<br>●熱抵抗:25[[平米]]・K/W<br>●要冷蔵品<br>●主成分:シリコーン<br>",『カード対応OK！』##■〒信越化学工業（株）/信越【G775-100】(4920929)Ｇ&minus;７７５ 熱伝導性グリース １００Ｇ 受注単位1：クローバー資材館,『カード対応OK！』##■〒信越化学工業（株）/信越【G775-100】(4920929)Ｇ&minus;７７５ 熱伝導性グリース １００Ｇ 受注単位1,環境安全用品\化学製品\グリス・ペースト。『カード対応OK！』##■〒信越化学工業（株）/信越【G775-100】(4920929)Ｇ&minus;７７５ 熱伝導性グリース １００Ｇ 受注単位1[rn]
14-103509,,1973.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,『カード対応OK！』■〒（株）アイマーク/ＩＭ【AST-82】(4341643)ステンシル ４ 文字サイズ２５０×１２５ｍｍ 受注単位1,工事用品\塗装・内装用品\マーキングプレート,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●吹付用のステンシルプレートです。<br>●ポリプロピレンの薄い板のため曲面にそわせて使用することができます。<br>●材質がポリプロピレンのため、使用後の処理も簡単です。<br>●駐車場などの吹付用プレートに。<br>●表示内容:４<br>●プレートサイズ(mm):325×430<br>●文字サイズ(mm):250×125<br>●質量(g):116<br>●厚み:1mm<br>●ポリプロピレン(PP)<br>",『カード対応OK！』■〒（株）アイマーク/ＩＭ【AST-82】(4341643)ステンシル ４ 文字サイズ２５０&times;１２５ｍｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒（株）アイマーク/ＩＭ【AST-82】(4341643)ステンシル ４ 文字サイズ２５０&times;１２５ｍｍ 受注単位1,工事用品\塗装・内装用品\マーキングプレート。『カード対応OK！』■〒（株）アイマーク/ＩＭ【AST-82】(4341643)ステンシル ４ 文字サイズ２５０&times;１２５ｍｍ 受注単位1[rn]
14-103510,,682.4000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,『カード対応OK！』■〒（株）アイマーク/ＩＭ【AST-24】(4341180)ステンシル ０ 文字サイズ５０×４０ｍｍ 受注単位1,工事用品\塗装・内装用品\マーキングプレート,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●吹付用のステンシルプレートです。<br>●ポリプロピレンの薄い板のため曲面にそわせて使用することができます。<br>●材質がポリプロピレンのため、使用後の処理も簡単です。<br>●駐車場などの吹付用プレートに。<br>●表示内容:０<br>●プレートサイズ(mm):150×150<br>●文字サイズ(mm):50×40<br>●質量(g):20<br>●厚み:1mm<br>●ポリプロピレン(PP)<br>",『カード対応OK！』■〒（株）アイマーク/ＩＭ【AST-24】(4341180)ステンシル ０ 文字サイズ５０&times;４０ｍｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒（株）アイマーク/ＩＭ【AST-24】(4341180)ステンシル ０ 文字サイズ５０&times;４０ｍｍ 受注単位1,工事用品\塗装・内装用品\マーキングプレート。『カード対応OK！』■〒（株）アイマーク/ＩＭ【AST-24】(4341180)ステンシル ０ 文字サイズ５０&times;４０ｍｍ 受注単位1[rn]
14-103511,,682.4000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,『カード対応OK！』■〒（株）アイマーク/ＩＭ【AST-33】(4341287)ステンシル ９ 文字サイズ５０×４０ｍｍ 受注単位1,工事用品\塗装・内装用品\マーキングプレート,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●吹付用のステンシルプレートです。<br>●ポリプロピレンの薄い板のため曲面にそわせて使用することができます。<br>●材質がポリプロピレンのため、使用後の処理も簡単です。<br>●駐車場などの吹付用プレートに。<br>●表示内容:９<br>●プレートサイズ(mm):150×150<br>●文字サイズ(mm):50×40<br>●質量(g):20<br>●厚み:1mm<br>●ポリプロピレン(PP)<br>",『カード対応OK！』■〒（株）アイマーク/ＩＭ【AST-33】(4341287)ステンシル ９ 文字サイズ５０&times;４０ｍｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒（株）アイマーク/ＩＭ【AST-33】(4341287)ステンシル ９ 文字サイズ５０&times;４０ｍｍ 受注単位1,工事用品\塗装・内装用品\マーキングプレート。『カード対応OK！』■〒（株）アイマーク/ＩＭ【AST-33】(4341287)ステンシル ９ 文字サイズ５０&times;４０ｍｍ 受注単位1[rn]
