25-45301,http://tshop.r10s.jp/mahaloha/cabinet/02710469/img59401308.jpg?fitin=700:700,304.0000,,,【定番生地】Color Basic(カラーベーシック)水玉 カラフルドット 1cmドット シーチング 布 生地【Lecien ルシアン】,,"<b>薄手のシーチングなので、小物からウェアまで色々な用途にお使い頂けるので便利です。<br>
裏地に使ってチラ見せもかわいいですし、パッチワークにもお使い頂いております。<br><br>
※50cm単位でカットいたします。<br><br>
　　　　価格は、50cmの価格です。<br>
　　　　 　　ご注文例：　50cmの場合⇒1<br>
　　　　　　　　　　　 　　1mの場合⇒2<br>
　　　　　　　　　　　 　　2mの場合⇒4<br>
　　　　　　　　　　　　　　　　　　と、ご入力ください。<br><br>
サイズ：110cm巾<br>
水玉の大きさ：約1cm<br>
素材：綿100％<br><br>
※ボタンの大きさは2cmです。<br><br>
<font color=""red"" size=""4"">メール便(80円)は2mまで対応可能です！！</font><br><br>
<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/02710469/img59401321.jpg""><br>
　　▲　C<br>
<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/02710469/img59401320.jpg""><br>
　　▲　DLP<br>
<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/02710469/img59401319.jpg""><br>
　　▲　DP<br>
<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/02710469/img59401318.jpg""><br>
　　▲　DPZ<br>
<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/02710469/img59401317.jpg""><br>
　　▲　G<br>
<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/02710469/img59401316.jpg""><br>
　　▲　GZ<br>
<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/02710469/img59401315.jpg""><br>
　　▲　LL<br>
<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/02710469/img59401314.jpg""><br>
　　▲　LZ<br>
<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/02710469/img59401313.jpg""><br>
　　▲　PL<br>
<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/02710469/img59401312.jpg""><br>
　　▲　YZ<br><div class=""secwrap mt_10"">
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_marimekko.jpg"" width=""345"" height=""100"" alt=""marimekko""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_soleiado.jpg"" width=""345"" height=""100"" alt=""SOULEIADO""></div>
        </div>
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_recipe.jpg"" width=""345"" height=""102"" alt=""無料レシピ""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_gallery.jpg"" width=""345"" height=""102"" alt=""作例ギャラリー""></div>
        </div>
    </div>",【定番生地】Color Basic(カラーベーシック)水玉 カラフルドット 1cmドット シーチング 布 生地【Lecien ルシアン】：handicraft メルシー,手芸ウェディングweddingウェルカムベアリングピローウェルカムボードベビーレッグスBabyLegs体重ベアハイベックサムシングブルーソーイングセット赤ちゃんベビープレゼント手づくりアクセサリーレッグウォーマー結婚すけるくん【定番生地】Color Basic(カラーベーシック)水玉 カラフルドット 1cmドット シーチング 布 生地【Lecien ルシアン】,【定番生地】Color Basic(カラーベーシック)水玉 カラフルドット 1cmドット シーチング 布 生地【Lecien ルシアン】[rn]
25-45302,http://tshop.r10s.jp/mahaloha/cabinet/02710469/img59399199.jpg?fitin=700:700,304.0000,,,【定番生地】Color Basic(カラーベーシック)水玉 カラフルドット 3mmドット シーチング 布 生地【Lecien ルシアン】,,"<b>薄手のシーチングなので、小物からウェアまで色々な用途にお使い頂けるので便利です。<br>
裏地に使ってチラ見せもかわいいですし、パッチワークにもお使い頂いております。<br><br>
※50cm単位でカットいたします。<br><br>
　　　　価格は、50cmの価格です。<br>
　　　　 　　ご注文例：　50cmの場合⇒1<br>
　　　　　　　　　　　 　　1mの場合⇒2<br>
　　　　　　　　　　　 　　2mの場合⇒4<br>
　　　　　　　　　　　　　　　　　　と、ご入力ください。<br><br>
サイズ：110cm巾<br>
水玉の大きさ：約3mm<br>
素材：綿100％<br><br>
※ボタンの大きさは2cmです。<br><br>
<font color=""red"" size=""4"">メール便(80円)は2mまで対応可能です！！</font><br><br>
<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/02710469/img59399215.jpg""><br>
　　▲　レッド<br>
<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/02710469/img59399214.jpg""><br>
　　▲　イエロー<br>
<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/02710469/img59399213.jpg""><br>
　　▲　ターコイズ<br><div class=""secwrap mt_10"">
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_marimekko.jpg"" width=""345"" height=""100"" alt=""marimekko""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_soleiado.jpg"" width=""345"" height=""100"" alt=""SOULEIADO""></div>
        </div>
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_recipe.jpg"" width=""345"" height=""102"" alt=""無料レシピ""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_gallery.jpg"" width=""345"" height=""102"" alt=""作例ギャラリー""></div>
        </div>
    </div>",【定番生地】Color Basic(カラーベーシック)水玉 カラフルドット 3mmドット シーチング 布 生地【Lecien ルシアン】：handicraft メルシー,手芸ウェディングweddingウェルカムベアリングピローウェルカムボードベビーレッグスBabyLegs体重ベアハイベックサムシングブルーソーイングセット赤ちゃんベビープレゼント手づくりアクセサリーレッグウォーマー結婚すけるくん【定番生地】Color Basic(カラーベーシック)水玉 カラフルドット 3mmドット シーチング 布 生地【Lecien ルシアン】,【定番生地】Color Basic(カラーベーシック)水玉 カラフルドット 3mmドット シーチング 布 生地【Lecien ルシアン】[rn]
25-45303,http://tshop.r10s.jp/mahaloha/cabinet/04122786/imgrc0067751839.jpg?fitin=700:700,104.0000,,,【デザイナーズ生地】ホラグチカヨ＜Kayo Horaguchi＞綿麻キャンバス 生地ファブリック(In The Castle～インザキャッスル～　P：ローズピンク)HKF-37P,【5/25 1:59までｴﾝﾄﾘでP10倍】　,"<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/20121211a/img61088190.jpg""><BR><BR>※ボタンのサイズは2cmです。<BR><BR>
<b>
イラストレーター、グラフィックデザイナーとして活躍中の「ホラグチ カヨ」のデザイナーズガブリックです。<BR><BR>
実店舗と在庫を共有しております関係上、<br>
ご注文頂きました後に、品切れのご連絡をさせて頂く場合もございますので、<br>
予めご了承頂けます様お願い致します。<br><br>
染色ロット、ディスプレイ等視聴環境により、実際のカラーと異なる場合がございますので、
予めご了承頂けます様お願い致します。<br><br>
サイズ：約110cm巾<br>
素材：綿85％麻15％(オックス地)<br><br>
<font color=""red"" size=""4""><br>ネコポスは3mまで対応可能です！！</font><div class=""secwrap mt_10"">
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_marimekko.jpg"" width=""345"" height=""100"" alt=""marimekko""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_soleiado.jpg"" width=""345"" height=""100"" alt=""SOULEIADO""></div>
        </div>
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_recipe.jpg"" width=""345"" height=""102"" alt=""無料レシピ""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_gallery.jpg"" width=""345"" height=""102"" alt=""作例ギャラリー""></div>
        </div>
    </div>",【デザイナーズ生地】ホラグチカヨ＜Kayo Horaguchi＞綿麻キャンバス 生地ファブリック(In The Castle～インザキャッスル～　P：ローズピンク)HKF-37P：handicraft メルシー,手芸ウェディングweddingウェルカムベアリングピローウェルカムボードベビーレッグスBabyLegs体重ベアハイベックサムシングブルーソーイングセット赤ちゃんベビープレゼント手づくりアクセサリーレッグウォーマー結婚すけるくん【デザイナーズ生地】ホラグチカヨ＜Kayo Horaguchi＞綿麻キャンバス 生地ファブリック(In The Castle～インザキャッスル～　P：ローズピンク)HKF-37P,【5/25 1:59までｴﾝﾄﾘでP10倍】　。【デザイナーズ生地】ホラグチカヨ＜Kayo Horaguchi＞綿麻キャンバス 生地ファブリック(In The Castle～インザキャッスル～　P：ローズピンク)HKF-37P[rn]
25-45304,http://tshop.r10s.jp/mahaloha/cabinet/04122786/imgrc0066893452.jpg?fitin=700:700,120.0000,,,【キキララ限定コラボ生地】キキ＆ララ×ホラグチカヨ＜Little Twin Stars in collaboration with Kayo Horaguchi＞生地ファブリック(TSオズの魔法使い　PO：ピンク系)606305,【5/25 1:59までｴﾝﾄﾘでP10倍】　,"<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/20121211a/img61088190.jpg""><BR><BR>※ボタンのサイズは2cmです。<BR><BR>
<b>“キキ＆ララ”の愛称で親しまれているサンリオの人気キャラクター、「リトルツインスターズ」とイラストレーター、<BR>
グラフィックデザイナーとして活躍中の「ホラグチ カヨ」とのコラボ生地「Little Twin Stars in collaboration with Kayo Horaguchi」<BR>
デザイナーとの初コラボとして、ホラグチ カヨの手により幻想的なグラフィカルデザインの中に溶け込んだ新しいリトルツインスターズのデザインが誕生。<BR><BR>
実店舗と在庫を共有しております関係上、<br>
ご注文頂きました後に、品切れのご連絡をさせて頂く場合もございますので、<br>
予めご了承頂けます様お願い致します。<br><br>
染色ロット、ディスプレイ等視聴環境により、実際のカラーと異なる場合がございますので、
予めご了承頂けます様お願い致します。<br><br>
サイズ：約109cm巾<br>
素材：綿100％(オックス地)<br><br>
<font color=""red"" size=""4""><br>メール便は2mまで対応可能です！！</font><div class=""secwrap mt_10"">
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_marimekko.jpg"" width=""345"" height=""100"" alt=""marimekko""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_soleiado.jpg"" width=""345"" height=""100"" alt=""SOULEIADO""></div>
        </div>
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_recipe.jpg"" width=""345"" height=""102"" alt=""無料レシピ""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_gallery.jpg"" width=""345"" height=""102"" alt=""作例ギャラリー""></div>
        </div>
    </div>",【キキララ限定コラボ生地】キキ＆ララ&times;ホラグチカヨ＜Little Twin Stars in collaboration with Kayo Horaguchi＞生地ファブリック(TSオズの魔法使い　PO：ピンク系)606305：handicraft メルシー,手芸ウェディングweddingウェルカムベアリングピローウェルカムボードベビーレッグスBabyLegs体重ベアハイベックサムシングブルーソーイングセット赤ちゃんベビープレゼント手づくりアクセサリーレッグウォーマー結婚すけるくん【キキララ限定コラボ生地】キキ＆ララ&times;ホラグチカヨ＜Little Twin Stars in collaboration with Kayo Horaguchi＞生地ファブリック(TSオズの魔法使い　PO：ピンク系)606305,【5/25 1:59までｴﾝﾄﾘでP10倍】　。【キキララ限定コラボ生地】キキ＆ララ&times;ホラグチカヨ＜Little Twin Stars in collaboration with Kayo Horaguchi＞生地ファブリック(TSオズの魔法使い　PO：ピンク系)606305[rn]
25-45305,http://tshop.r10s.jp/mahaloha/cabinet/03782347/img65853236.jpg?fitin=700:700,200.0000,,,【キキララ限定コラボ生地】キキ＆ララ×ホラグチカヨ＜Little Twin Stars in collaboration with Kayo Horaguchi＞キルト生地ファブリック(TSサウンド　PQ：ピンク地),【5/25 1:59までｴﾝﾄﾘでP10倍】《キルティング生地》,"<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/20121211a/img61088190.jpg""><BR><BR>※ボタンのサイズは2cmです。<BR><BR>
<b>“キキ＆ララ”の愛称で親しまれているサンリオの人気キャラクター、「リトルツインスターズ」とイラストレーター、<BR>
グラフィックデザイナーとして活躍中の「ホラグチ カヨ」とのコラボ生地「Little Twin Stars in collaboration with Kayo Horaguchi」<BR>
デザイナーとの初コラボとして、ホラグチ カヨの手により幻想的なグラフィカルデザインの中に溶け込んだ新しいリトルツインスターズのデザインが誕生。<BR><BR>
実店舗と在庫を共有しております関係上、<br>
ご注文頂きました後に、品切れのご連絡をさせて頂く場合もございますので、<br>
予めご了承頂けます様お願い致します。<br><br>
染色ロット、ディスプレイ等視聴環境により、実際のカラーと異なる場合がございますので、
予めご了承頂けます様お願い致します。<br><br>
サイズ：約105cm巾<br>
素材：表裏生地綿100％<div class=""secwrap mt_10"">
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_marimekko.jpg"" width=""345"" height=""100"" alt=""marimekko""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_soleiado.jpg"" width=""345"" height=""100"" alt=""SOULEIADO""></div>
        </div>
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_recipe.jpg"" width=""345"" height=""102"" alt=""無料レシピ""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_gallery.jpg"" width=""345"" height=""102"" alt=""作例ギャラリー""></div>
        </div>
    </div>",【キキララ限定コラボ生地】キキ＆ララ&times;ホラグチカヨ＜Little Twin Stars in collaboration with Kayo Horaguchi＞キルト生地ファブリック(TSサウンド　PQ：ピンク地)：handicraft メルシー,手芸ウェディングweddingウェルカムベアリングピローウェルカムボードベビーレッグスBabyLegs体重ベアハイベックサムシングブルーソーイングセット赤ちゃんベビープレゼント手づくりアクセサリーレッグウォーマー結婚すけるくん【キキララ限定コラボ生地】キキ＆ララ&times;ホラグチカヨ＜Little Twin Stars in collaboration with Kayo Horaguchi＞キルト生地ファブリック(TSサウンド　PQ：ピンク地),【5/25 1:59までｴﾝﾄﾘでP10倍】《キルティング生地》。【キキララ限定コラボ生地】キキ＆ララ&times;ホラグチカヨ＜Little Twin Stars in collaboration with Kayo Horaguchi＞キルト生地ファブリック(TSサウンド　PQ：ピンク地)[rn]
25-45306,http://tshop.r10s.jp/mahaloha/cabinet/04122786/imgrc0067751942.jpg?fitin=700:700,104.0000,,,【デザイナーズ生地】ホラグチカヨ＜Kayo Horaguchi＞10番オックス 生地ファブリック(Bou Tie～ボウタイ～　V：バイオレット)HKF-41V,【5/25 1:59までｴﾝﾄﾘでP10倍】　,"<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/20121211a/img61088190.jpg""><BR><BR>※ボタンのサイズは2cmです。<BR><BR>
<b>
イラストレーター、グラフィックデザイナーとして活躍中の「ホラグチ カヨ」のデザイナーズガブリックです。<BR><BR>
実店舗と在庫を共有しております関係上、<br>
ご注文頂きました後に、品切れのご連絡をさせて頂く場合もございますので、<br>
予めご了承頂けます様お願い致します。<br><br>
染色ロット、ディスプレイ等視聴環境により、実際のカラーと異なる場合がございますので、
予めご了承頂けます様お願い致します。<br><br>
サイズ：約110cm巾<br>
素材：綿100％(10番オックス地)<br><br>
<font color=""red"" size=""4""><br>ネコポスは3mまで対応可能です！！</font><div class=""secwrap mt_10"">
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_marimekko.jpg"" width=""345"" height=""100"" alt=""marimekko""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_soleiado.jpg"" width=""345"" height=""100"" alt=""SOULEIADO""></div>
        </div>
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_recipe.jpg"" width=""345"" height=""102"" alt=""無料レシピ""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_gallery.jpg"" width=""345"" height=""102"" alt=""作例ギャラリー""></div>
        </div>
    </div>",【デザイナーズ生地】ホラグチカヨ＜Kayo Horaguchi＞10番オックス 生地ファブリック(Bou Tie～ボウタイ～　V：バイオレット)HKF-41V：handicraft メルシー,手芸ウェディングweddingウェルカムベアリングピローウェルカムボードベビーレッグスBabyLegs体重ベアハイベックサムシングブルーソーイングセット赤ちゃんベビープレゼント手づくりアクセサリーレッグウォーマー結婚すけるくん【デザイナーズ生地】ホラグチカヨ＜Kayo Horaguchi＞10番オックス 生地ファブリック(Bou Tie～ボウタイ～　V：バイオレット)HKF-41V,【5/25 1:59までｴﾝﾄﾘでP10倍】　。【デザイナーズ生地】ホラグチカヨ＜Kayo Horaguchi＞10番オックス 生地ファブリック(Bou Tie～ボウタイ～　V：バイオレット)HKF-41V[rn]
25-45307,http://tshop.r10s.jp/mahaloha/cabinet/04122786/imgrc0067751946.jpg?fitin=700:700,104.0000,,,【デザイナーズ生地】ホラグチカヨ＜Kayo Horaguchi＞10番オックス 生地ファブリック(Bou Tie～ボウタイ～　G：グリーン)HKF-41G,【5/25 1:59までｴﾝﾄﾘでP10倍】　,"<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/20121211a/img61088190.jpg""><BR><BR>※ボタンのサイズは2cmです。<BR><BR>
<b>
イラストレーター、グラフィックデザイナーとして活躍中の「ホラグチ カヨ」のデザイナーズガブリックです。<BR><BR>
実店舗と在庫を共有しております関係上、<br>
ご注文頂きました後に、品切れのご連絡をさせて頂く場合もございますので、<br>
予めご了承頂けます様お願い致します。<br><br>
染色ロット、ディスプレイ等視聴環境により、実際のカラーと異なる場合がございますので、
予めご了承頂けます様お願い致します。<br><br>
サイズ：約110cm巾<br>
素材：綿100％(10番オックス地)<br><br>
<font color=""red"" size=""4""><br>ネコポスは3mまで対応可能です！！</font><div class=""secwrap mt_10"">
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_marimekko.jpg"" width=""345"" height=""100"" alt=""marimekko""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_soleiado.jpg"" width=""345"" height=""100"" alt=""SOULEIADO""></div>
        </div>
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_recipe.jpg"" width=""345"" height=""102"" alt=""無料レシピ""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_gallery.jpg"" width=""345"" height=""102"" alt=""作例ギャラリー""></div>
        </div>
    </div>",【デザイナーズ生地】ホラグチカヨ＜Kayo Horaguchi＞10番オックス 生地ファブリック(Bou Tie～ボウタイ～　G：グリーン)HKF-41G：handicraft メルシー,手芸ウェディングweddingウェルカムベアリングピローウェルカムボードベビーレッグスBabyLegs体重ベアハイベックサムシングブルーソーイングセット赤ちゃんベビープレゼント手づくりアクセサリーレッグウォーマー結婚すけるくん【デザイナーズ生地】ホラグチカヨ＜Kayo Horaguchi＞10番オックス 生地ファブリック(Bou Tie～ボウタイ～　G：グリーン)HKF-41G,【5/25 1:59までｴﾝﾄﾘでP10倍】　。【デザイナーズ生地】ホラグチカヨ＜Kayo Horaguchi＞10番オックス 生地ファブリック(Bou Tie～ボウタイ～　G：グリーン)HKF-41G[rn]
25-45308,http://tshop.r10s.jp/mahaloha/cabinet/04122786/imgrc0066893444.jpg?fitin=700:700,120.0000,,,【キキララ限定コラボ生地】キキ＆ララ×ホラグチカヨ＜Little Twin Stars in collaboration with Kayo Horaguchi＞生地ファブリック(TS不思議の国のアリス　PGO：ピンク×グリーン系)606350,【5/25 1:59までｴﾝﾄﾘでP10倍】　,"<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/20121211a/img61088190.jpg""><BR><BR>※ボタンのサイズは2cmです。<BR><BR>
<b>“キキ＆ララ”の愛称で親しまれているサンリオの人気キャラクター、「リトルツインスターズ」とイラストレーター、<BR>
グラフィックデザイナーとして活躍中の「ホラグチ カヨ」とのコラボ生地「Little Twin Stars in collaboration with Kayo Horaguchi」<BR>
デザイナーとの初コラボとして、ホラグチ カヨの手により幻想的なグラフィカルデザインの中に溶け込んだ新しいリトルツインスターズのデザインが誕生。<BR><BR>
実店舗と在庫を共有しております関係上、<br>
ご注文頂きました後に、品切れのご連絡をさせて頂く場合もございますので、<br>
予めご了承頂けます様お願い致します。<br><br>
染色ロット、ディスプレイ等視聴環境により、実際のカラーと異なる場合がございますので、
予めご了承頂けます様お願い致します。<br><br>
サイズ：約109cm巾<br>
素材：綿100％(オックス地)<br><br>
<font color=""red"" size=""4""><br>メール便は2mまで対応可能です！！</font><div class=""secwrap mt_10"">
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_marimekko.jpg"" width=""345"" height=""100"" alt=""marimekko""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_soleiado.jpg"" width=""345"" height=""100"" alt=""SOULEIADO""></div>
        </div>
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_recipe.jpg"" width=""345"" height=""102"" alt=""無料レシピ""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_gallery.jpg"" width=""345"" height=""102"" alt=""作例ギャラリー""></div>
        </div>
    </div>",【キキララ限定コラボ生地】キキ＆ララ&times;ホラグチカヨ＜Little Twin Stars in collaboration with Kayo Horaguchi＞生地ファブリック(TS不思議の国のアリス　PGO：ピンク&times;グリーン系)606350：handicraft メルシー,手芸ウェディングweddingウェルカムベアリングピローウェルカムボードベビーレッグスBabyLegs体重ベアハイベックサムシングブルーソーイングセット赤ちゃんベビープレゼント手づくりアクセサリーレッグウォーマー結婚すけるくん【キキララ限定コラボ生地】キキ＆ララ&times;ホラグチカヨ＜Little Twin Stars in collaboration with Kayo Horaguchi＞生地ファブリック(TS不思議の国のアリス　PGO：ピンク&times;グリーン系)606350,【5/25 1:59までｴﾝﾄﾘでP10倍】　。【キキララ限定コラボ生地】キキ＆ララ&times;ホラグチカヨ＜Little Twin Stars in collaboration with Kayo Horaguchi＞生地ファブリック(TS不思議の国のアリス　PGO：ピンク&times;グリーン系)606350[rn]
25-45309,http://tshop.r10s.jp/mahaloha/cabinet/04482324/imgrc0068406766.jpg?fitin=700:700,120.0000,,,【マイメロ限定コラボ生地】マイメロ×ホラグチカヨ＜My Melody with Kayo Horaguchi＞マイメロディ生地ファブリック(アンブレラ　PO：ピンク)617158,【5/25 1:59までｴﾝﾄﾘでP10倍】　,"<img src=""http://image.rakuten.co.jp/mahaloha/cabinet/20121211a/img61088190.jpg""><BR><BR>※ボタンのサイズは2cmです。<BR><BR>
<b>サンリオの人気キャラクター、「My Melody(マイメロディ)」とイラストレーター、<BR>
グラフィックデザイナーとして活躍中の「ホラグチ カヨ」とのコラボ生地「My Melody with Kayo Horaguchi」が誕生。<BR><BR>
実店舗と在庫を共有しております関係上、<br>
ご注文頂きました後に、品切れのご連絡をさせて頂く場合もございますので、<br>
予めご了承頂けます様お願い致します。<br><br>
染色ロット、ディスプレイ等視聴環境により、実際のカラーと異なる場合がございますので、
予めご了承頂けます様お願い致します。<br><br>
サイズ：約109cm巾<br>
素材：綿100％(オックス地)<br><br>
<font color=""red"" size=""4""><br>メール便は2mまで対応可能です！！</font><div class=""secwrap mt_10"">
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_marimekko.jpg"" width=""345"" height=""100"" alt=""marimekko""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_soleiado.jpg"" width=""345"" height=""100"" alt=""SOULEIADO""></div>
        </div>
    <div class=""sec"">
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_recipe.jpg"" width=""345"" height=""102"" alt=""無料レシピ""></div>
          <div class=""col2_img""><img src=""http://www.rakuten.ne.jp/gold/mahaloha/img/common/bnr_gallery.jpg"" width=""345"" height=""102"" alt=""作例ギャラリー""></div>
        </div>
    </div>",【マイメロ限定コラボ生地】マイメロ&times;ホラグチカヨ＜My Melody with Kayo Horaguchi＞マイメロディ生地ファブリック(アンブレラ　PO：ピンク)617158：handicraft メルシー,手芸ウェディングweddingウェルカムベアリングピローウェルカムボードベビーレッグスBabyLegs体重ベアハイベックサムシングブルーソーイングセット赤ちゃんベビープレゼント手づくりアクセサリーレッグウォーマー結婚すけるくん【マイメロ限定コラボ生地】マイメロ&times;ホラグチカヨ＜My Melody with Kayo Horaguchi＞マイメロディ生地ファブリック(アンブレラ　PO：ピンク)617158,【5/25 1:59までｴﾝﾄﾘでP10倍】　。【マイメロ限定コラボ生地】マイメロ&times;ホラグチカヨ＜My Melody with Kayo Horaguchi＞マイメロディ生地ファブリック(アンブレラ　PO：ピンク)617158[rn]
