25-70801,http://tshop.r10s.jp/amiami/cabinet/images/2017/16/card-00003121.jpg?fitin=700:700,712.0000,,おもちゃ・ホビー・ゲーム > 趣味・コレクション > カード・トレーディングカード > トレーディングカードゲーム,フューチャーカード バディファイト バッツ トライアルデッキ第2弾 混沌の支配者 パック[ブシロード]《０７月予約》,　,"<iframe id=""iframe_relativeitem"" class=""iframe"" src=""https://www.rakuten.ne.jp/gold/amiami/parts/relativeitem_ssl.html?id=CARD-00003119"" width=""760"" height=""180"" frameborder=""0"" scrolling=""no"" marginwidth=0 marginheight=0></iframe><div class=""item_image_notice"">※画像は仮のものです。実際の商品とは異なります。<br></div><table class=""item_caption_table""><tr class=""item_releasedate""><th>発売日</th><td>１７年０７月０１日</td></tr><tr class=""item_maker""><th>ブランド</th><td>ブシロード<br></td></tr><tr class=""item_seriestitle""><th>商品シリーズ名</th><td>フューチャーカード バディファイト トライアルデッキ<br>フューチャーカード バディファイト<br></td></tr><tr class=""item_originaltitle""><th>原作名</th><td>フューチャーカード バディファイト バッツ<br>『バディファイト』シリーズ<br>フューチャーカード バディファイト<br></td></tr><tr class=""item_copyrights""><th>コピーライト</th><td>(C) bushiroad All Rights Reserved. illust：XEBEC</td></tr><tr class=""item_spec""><th>製品仕様</th><td>構築済みデッキ</td></tr><tr class=""item_include""><th>セット内容</th><td>カード52枚(キラカードを3枚封入)<br>ライフカウンター<br>ルールシート<br>プレイマット</td></tr><tr class=""item_jancode""><th>JANコード</th><td>4573414710071</td></tr><tr class=""item_keywords""><th>登録コード</th><td>_00001 _01114 b0004337 b0000062 s0008849 s0000484 t016009 t020163 prei BF-X-TD02 </td></tr><tr class=""item_detail""><th>詳細</th><td>新フラッグ「the Chaos(読み：ザ・カオス)」ですぐに遊べる構築済みデッキです。<br><br>トライアルデッキは、新規ユーザー向けの500円スタートデッキに比べ、より奥深くバディファイトを楽しめるように本格的なデッキ構成内容となっている商品です。<br>別売りのブースターパック第2弾「カオス・コントロール・クライシス」には「the Chaos」フラッグで使用できるカードが多く収録されるため、本商品と親和性が高く相乗効果による需要が見込まれます。<br><br>アニメに登場する新キャラクター「ウィズダム」の使用する「the Chaos」フラッグは、様々なワールドの特定条件を持つモンスターを扱うことができ、本商品には数種類のワールドのカードが含まれています。<br>バッツシリーズを通じて重要となる「the Chaos」のデッキを組み始めるのに最適な商品です。<br><br>【収録ワールド】<br>フラッグ「the Chaos」で使用できる各種ワールド<br><br>【カード種類数】<br>新規16種＋フラッグカード1種<br></td></tr></table><br><div class=""att_preorder""><dl><dt>・こちらの商品についての予約注意事項</dt><dd>※こちらの商品は 2017年6月末に開催される「ブシロード社出展イベント」にて先行販売予定です。<br></dd></dl></div><br><br><br>",フューチャーカード バディファイト バッツ トライアルデッキ第2弾 混沌の支配者 パック[ブシロード]《０７月予約》：あみあみ 楽天市場店,フィギュア美少女フィギュア萌えフィギュアガンダムガンプラホビー格安通販フューチャーカード バディファイト バッツ トライアルデッキ第2弾 混沌の支配者 パック[ブシロード]《０７月予約》,　。フューチャーカード バディファイト バッツ トライアルデッキ第2弾 混沌の支配者 パック[ブシロード]《０７月予約》[rn]
25-70802,http://tshop.r10s.jp/amiami/cabinet/images/2017/16/card-00003134.jpg?fitin=700:700,4392.0000,,おもちゃ・ホビー・ゲーム > 趣味・コレクション > カード・トレーディングカード > トレーディングカードゲーム,戦国大戦トレーディングカードゲーム 第六弾ブースターパック 20パック入りBOX[セガゲームス]《０６月予約※暫定》,　,"<div class=""item_image_notice"">※画像は仮のものです。実際の商品とは異なります。<br></div><table class=""item_caption_table""><tr class=""item_amount""><th>販売数量制限</th><td colspan=""2"">お一人様 <font class=""item_amount_number"">16</font> ヶまで。<font class=""item_amount_caption"">（同一住所、あみあみ本店支店合わせての制限数です）</font></td></tr><tr class=""item_releasedate""><th>発売日</th><td>１７年０６月２２日</td></tr><tr class=""item_maker""><th>ブランド</th><td>セガサミー<br>セガゲームス<br></td></tr><tr class=""item_seriestitle""><th>商品シリーズ名</th><td>戦国大戦トレーディングカードゲーム<br>戦国大戦トレーディングカードゲーム ブースターパック<br></td></tr><tr class=""item_originaltitle""><th>原作名</th><td>戦国大戦<br></td></tr><tr class=""item_spec""><th>製品仕様</th><td>【1BOX】20パック入り<br>【1パック】8枚入り</td></tr><tr class=""item_jancode""><th>JANコード</th><td>4589610750162</td></tr><tr class=""item_keywords""><th>登録コード</th><td>_00001 _01114 b0004278 b0005044 s0008686 s0009992 t004195 e0000011 e0000410 カードゲーム トレーディングカード prei SGK-0016 </td></tr><tr class=""item_detail""><th>詳細</th><td>全101種+シークレット(加工違い)28種(予定)よりランダムに封入。<br><br>≪POINT1≫「謀反」・「忠誠」カウンター関連カード本格参戦<br>10個集まるとゲームに勝利したり、敗北してしまう「忠誠」や「謀反」カウンター(目印)カード。その関連カードが第六弾では大幅追加！<br>さらに奥深い駆け引きが追加され、さらなる戦略性がゲームの面白さを引き立てます。<br><br>≪POINT2≫時代は「本能寺の変」～「関ヶ原の戦い」に突入！<br>第六弾には[織田信長]や[明智光秀]を中心とした【本能寺の変】にまつわる武将カードに加えて、【関ヶ原の戦い】でもお馴染み[石田三成]や[徳川家康]を始めとする東西の武将カードを多数収録。<br>その他にも[武田勝頼]や[柴田勝家]などの有名武将を収録！<br><br>≪POINT3≫収録されるイラストは全101種、豪華イラストレーターによる描き下ろし<br>【イラストレーター 一覧】<br>明智光秀(illust：タカヤマトシアキ)、新庄局(illust：クロサワテツ)、伊達政宗(illust：夢路キリコ)、お市の方(illust：煎茶)、鈴木重朝(illust：萩谷薫)、長尾政景(illust：西野幸治)、他多数<br>（種類数は、生産商品全体での総種類数となります。販売商品にはランダムで封入されますので、商品によって全種揃えるために必要な購入数は異なります）</td></tr></table><br><div class=""att_preorder""><dl><dt>・こちらの商品についての予約注意事項</dt><dd>当商品は予約申し込みを頂いてから問屋に発注しております。問屋に在庫が無い場合はご提供できないおそれがございます。</dd></dl></div><br><br><br><ul class=""product_etc""><li class=""global_disabled""><img src=""https://www.rakuten.ne.jp/gold/amiami/img/g_no_delivery.gif""></li></ul><br>",戦国大戦トレーディングカードゲーム 第六弾ブースターパック 20パック入りBOX[セガゲームス]《０６月予約※暫定》：あみあみ 楽天市場店,フィギュア美少女フィギュア萌えフィギュアガンダムガンプラホビー格安通販戦国大戦トレーディングカードゲーム 第六弾ブースターパック 20パック入りBOX[セガゲームス]《０６月予約※暫定》,　。戦国大戦トレーディングカードゲーム 第六弾ブースターパック 20パック入りBOX[セガゲームス]《０６月予約※暫定》[rn]
25-70803,http://tshop.r10s.jp/amiami/cabinet/images/2017/16/card-00003122.jpg?fitin=700:700,4296.0000,,おもちゃ・ホビー・ゲーム > 趣味・コレクション > カード・トレーディングカード > トレーディングカードゲーム,フューチャーカード バディファイト バッツ トライアルデッキ第2弾 混沌の支配者 6パック入りBOX[ブシロード]《０７月予約》,　,"<iframe id=""iframe_relativeitem"" class=""iframe"" src=""https://www.rakuten.ne.jp/gold/amiami/parts/relativeitem_ssl.html?id=CARD-00003119"" width=""760"" height=""180"" frameborder=""0"" scrolling=""no"" marginwidth=0 marginheight=0></iframe><div class=""item_image_notice"">※画像は仮のものです。実際の商品とは異なります。<br></div><table class=""item_caption_table""><tr class=""item_amount""><th>販売数量制限</th><td colspan=""2"">お一人様 <font class=""item_amount_number"">8</font> ヶまで。<font class=""item_amount_caption"">（同一住所、あみあみ本店支店合わせての制限数です）</font></td></tr><tr class=""item_releasedate""><th>発売日</th><td>１７年０７月０１日</td></tr><tr class=""item_maker""><th>ブランド</th><td>ブシロード<br></td></tr><tr class=""item_seriestitle""><th>商品シリーズ名</th><td>フューチャーカード バディファイト トライアルデッキ<br>フューチャーカード バディファイト<br></td></tr><tr class=""item_originaltitle""><th>原作名</th><td>フューチャーカード バディファイト バッツ<br>『バディファイト』シリーズ<br>フューチャーカード バディファイト<br></td></tr><tr class=""item_copyrights""><th>コピーライト</th><td>(C) bushiroad All Rights Reserved. illust：XEBEC</td></tr><tr class=""item_spec""><th>製品仕様</th><td>構築済みデッキ<br>【1BOX】6パック入り</td></tr><tr class=""item_include""><th>セット内容</th><td>≪1パックあたり≫<br>カード52枚(キラカードを3枚封入)<br>ライフカウンター<br>ルールシート<br>プレイマット</td></tr><tr class=""item_jancode""><th>JANコード</th><td>4573414710064</td></tr><tr class=""item_keywords""><th>登録コード</th><td>_00001 _01114 b0004337 b0000062 s0008849 s0000484 t016009 t020163 prei BF-X-TD02 </td></tr><tr class=""item_detail""><th>詳細</th><td>新フラッグ「the Chaos(読み：ザ・カオス)」ですぐに遊べる構築済みデッキです。<br><br>トライアルデッキは、新規ユーザー向けの500円スタートデッキに比べ、より奥深くバディファイトを楽しめるように本格的なデッキ構成内容となっている商品です。<br>別売りのブースターパック第2弾「カオス・コントロール・クライシス」には「the Chaos」フラッグで使用できるカードが多く収録されるため、本商品と親和性が高く相乗効果による需要が見込まれます。<br><br>アニメに登場する新キャラクター「ウィズダム」の使用する「the Chaos」フラッグは、様々なワールドの特定条件を持つモンスターを扱うことができ、本商品には数種類のワールドのカードが含まれています。<br>バッツシリーズを通じて重要となる「the Chaos」のデッキを組み始めるのに最適な商品です。<br><br>【収録ワールド】<br>フラッグ「the Chaos」で使用できる各種ワールド<br><br>【カード種類数】<br>新規16種＋フラッグカード1種<br></td></tr></table><br><div class=""att_preorder""><dl><dt>・こちらの商品についての予約注意事項</dt><dd>※こちらの商品は 2017年6月末に開催される「ブシロード社出展イベント」にて先行販売予定です。<br></dd></dl></div><br><br><br>",フューチャーカード バディファイト バッツ トライアルデッキ第2弾 混沌の支配者 6パック入りBOX[ブシロード]《０７月予約》：あみあみ 楽天市場店,フィギュア美少女フィギュア萌えフィギュアガンダムガンプラホビー格安通販フューチャーカード バディファイト バッツ トライアルデッキ第2弾 混沌の支配者 6パック入りBOX[ブシロード]《０７月予約》,　。フューチャーカード バディファイト バッツ トライアルデッキ第2弾 混沌の支配者 6パック入りBOX[ブシロード]《０７月予約》[rn]
25-70804,http://tshop.r10s.jp/amiami/cabinet/images/2017/17/card-00002968.jpg?fitin=700:700,2632.0000,,おもちゃ・ホビー・ゲーム > 趣味・コレクション > カード・トレーディングカード > トレーディングカードゲーム,僕のヒーローアカデミア タッグカードゲーム 拡張パック 第3弾 雄英体育祭が来た！！[HA-03] 24パック入りBOX[タカラトミー]《在庫切れ》,　,"<div class=""item_image_notice"">※画像は実際の商品とは異なる場合があります。<br></div><table class=""item_caption_table""><tr class=""item_amount""><th>販売数量制限</th><td colspan=""2"">お一人様 <font class=""item_amount_number"">6</font> ヶまで。<font class=""item_amount_caption"">（同一住所、あみあみ本店支店合わせての制限数です）</font></td></tr><tr class=""item_releasedate""><th>発売日</th><td>１７年０５月２７日</td></tr><tr class=""item_maker""><th>ブランド</th><td>タカラトミー<br></td></tr><tr class=""item_seriestitle""><th>商品シリーズ名</th><td>僕のヒーローアカデミア タッグカードゲーム 拡張パック<br>僕のヒーローアカデミア タッグカードゲーム<br></td></tr><tr class=""item_originaltitle""><th>原作名</th><td>僕のヒーローアカデミア<br></td></tr><tr class=""item_copyrights""><th>コピーライト</th><td>(C) 堀越耕平／集英社・僕のヒーローアカデミア製作委員会　(C)TOMY</td></tr><tr class=""item_spec""><th>製品仕様</th><td>【1BOX】24パック入り<br>【1パック】カード5枚入り(うち2枚はキラカード)</td></tr><tr class=""item_jancode""><th>JANコード</th><td>4904810963530</td></tr><tr class=""item_keywords""><th>登録コード</th><td>_00001 _01114 b0000093 s0010043 s0010042 t015082 e0000011 e0000410 e0000746 カードゲーム トレーディングカード ブースター newi HA-03 </td></tr><tr class=""item_detail""><th>詳細</th><td>全65種よりランダムに封入。<br><br>『僕のヒーローアカデミア』のTCG！<br>好きなキャラクター同士でタッグバトルが楽しめる！2対2でも対戦できる斬新なカードシステム搭載！<br>イラストはもちろん『ヒロアカTCG』だけの描き下ろし！<br>人気声優のサイン入りシークレットカードも収録。<br><br>【カード種類数】<br>N(ノーマル)：25種<br>R(レア)：18種<br>S(スーパーレア)：12種<br>U(ウルトラ)：6種<br>PU(プルスウルトラレア)：4種<br>（種類数は、生産商品全体での総種類数となります。販売商品にはランダムで封入されますので、商品によって全種揃えるために必要な購入数は異なります）</td></tr></table><br>",僕のヒーローアカデミア タッグカードゲーム 拡張パック 第3弾 雄英体育祭が来た！！[HA-03] 24パック入りBOX[タカラトミー]《在庫切れ》：あみあみ 楽天市場店,フィギュア美少女フィギュア萌えフィギュアガンダムガンプラホビー格安通販僕のヒーローアカデミア タッグカードゲーム 拡張パック 第3弾 雄英体育祭が来た！！[HA-03] 24パック入りBOX[タカラトミー]《在庫切れ》,　。僕のヒーローアカデミア タッグカードゲーム 拡張パック 第3弾 雄英体育祭が来た！！[HA-03] 24パック入りBOX[タカラトミー]《在庫切れ》[rn]
25-70805,http://tshop.r10s.jp/amiami/cabinet/images/2017/11/card-00002378.jpg?fitin=700:700,3720.0000,,おもちゃ・ホビー・ゲーム > 趣味・コレクション > カード・トレーディングカード > トレーディングカードゲーム,グランブルーファンタジー トレーディングカードゲーム ～遙かなる蒼天～ ブースターパック 20パック入りBOX（再販）[バンダイ]《在庫切れ》,　,"<div class=""item_image_notice"">※画像は実際の商品とは異なる場合があります。<br>※画像は単品のものです。実際は20パック入りのBOX商品です。</div><table class=""item_caption_table""><tr class=""item_amount""><th>販売数量制限</th><td colspan=""2"">お一人様 <font class=""item_amount_number"">12</font> ヶまで。<font class=""item_amount_caption"">（同一住所、あみあみ本店支店合わせての制限数です）</font></td></tr><tr class=""item_remarks""><th>備考</th><td>取扱終了<br>発売中止<br></td></tr><tr class=""item_releasedate""><th>発売日</th><td>１７年０５月上旬</td></tr><tr class=""item_maker""><th>ブランド</th><td>BANDAI(バンダイ)<br></td></tr><tr class=""item_seriestitle""><th>商品シリーズ名</th><td>グランブルーファンタジー トレーディングカードゲーム ブースターパック<br>グランブルーファンタジー トレーディングカードゲーム<br>カードダス<br></td></tr><tr class=""item_originaltitle""><th>原作名</th><td>GRANBLUE FANTASY<br></td></tr><tr class=""item_copyrights""><th>コピーライト</th><td>(C) Cygames，Inc.</td></tr><tr class=""item_spec""><th>製品仕様</th><td>【1BOX】20パック入り<br>【1パック】カード6枚+インデックス入り<br>【素材】コモン：ノーマル紙/アンコモン：ノーマル紙+タバック加工/マスター：銀蒸着/グランデ・グランデパラレル・サインパラレル：銀蒸着+金箔押し</td></tr><tr class=""item_jancode""><th>JANコード</th><td>4549660150053</td></tr><tr class=""item_keywords""><th>登録コード</th><td>_00001 _01114 b0000002 b0004547 s0009328 s0009327 s0001773 t015809 e0000011 e0000410 e0000746 カードゲーム トレーディングカード ブースター GBF-B004 </td></tr><tr class=""item_detail""><th>詳細</th><td>全118種+グランデパラレル2種+サインパラレル6種よりランダムに封入。<br><br>■ゲーム『グランブルーファンタジー』内で強さ・人気共に最上級である「最終上限解放キャラ」と「十天衆」を収録！！！<br>■大人気キャラの「カリオストロ」「ネツァワルピリ」描き下ろし＆箔押しサインカード封入！！<br>■バレンタインデー＆ホワイトデーVer.キャラクター収録！！！<br><br>【カードの種類】<br>コモン：52種<br>アンコモン：30種<br>マスター：28種<br>グランデ：8種<br>グランデパラレル：2種<br>サインパラレル：6種<br><br>※インデックスには「グランブルーファンタジー」との連動シリアルコードが印字されております。<br>※グランデパラレルはグランデのイラスト違いのパラレルカードです。<br>（種類数は、生産商品全体での総種類数となります。販売商品にはランダムで封入されますので、商品によって全種揃えるために必要な購入数は異なります）</td></tr></table><br>",グランブルーファンタジー トレーディングカードゲーム ～遙かなる蒼天～ ブースターパック 20パック入りBOX（再販）[バンダイ]《在庫切れ》：あみあみ 楽天市場店,フィギュア美少女フィギュア萌えフィギュアガンダムガンプラホビー格安通販グランブルーファンタジー トレーディングカードゲーム ～遙かなる蒼天～ ブースターパック 20パック入りBOX（再販）[バンダイ]《在庫切れ》,　。グランブルーファンタジー トレーディングカードゲーム ～遙かなる蒼天～ ブースターパック 20パック入りBOX（再販）[バンダイ]《在庫切れ》[rn]
25-70806,http://tshop.r10s.jp/amiami/cabinet/images/2017/14/card-00003073.jpg?fitin=700:700,4184.0000,,おもちゃ・ホビー・ゲーム > 趣味・コレクション > カード・トレーディングカード > トレーディングカードゲーム,FF-TCG スターターセット ファイナルファンタジーIX 日本語版 6パック入りBOX[スクウェア・エニックス]《０６月予約※暫定》,　,"<iframe id=""iframe_relativeitem"" class=""iframe"" src=""https://www.rakuten.ne.jp/gold/amiami/parts/relativeitem_ssl.html?id=CARD-00003072"" width=""760"" height=""180"" frameborder=""0"" scrolling=""no"" marginwidth=0 marginheight=0></iframe><div class=""item_image_notice"">※画像は開発中のものです。実際の商品とは異なる場合があります。<br>※画像は単品のものです。実際は6パック入りのBOX商品です。</div><table class=""item_caption_table""><tr class=""item_amount""><th>販売数量制限</th><td colspan=""2"">お一人様 <font class=""item_amount_number"">6</font> ヶまで。<font class=""item_amount_caption"">（同一住所、あみあみ本店支店合わせての制限数です）</font></td></tr><tr class=""item_releasedate""><th>発売日</th><td>１７年０６月０９日</td></tr><tr class=""item_maker""><th>ブランド</th><td>スクウェア・エニックス<br></td></tr><tr class=""item_seriestitle""><th>商品シリーズ名</th><td>ファイナルファンタジー・トレーディングカードゲーム<br></td></tr><tr class=""item_originaltitle""><th>原作名</th><td>ファイナルファンタジーIX<br>『ファイナルファンタジー』シリーズ<br></td></tr><tr class=""item_copyrights""><th>コピーライト</th><td>(C) SQUARE ENIX CO.， LTD. All Rights Reserved. FINAL FANTASY is a registered trademark or trademark of Square Enix Holdings Co.， Ltd.</td></tr><tr class=""item_spec""><th>製品仕様</th><td>構築済みデッキ<br>【1BOX】6パック入り<br>【1パック】50枚入り</td></tr><tr class=""item_jancode""><th>JANコード</th><td>4988601328449</td></tr><tr class=""item_keywords""><th>登録コード</th><td>_00001 _01114 b0000013 s0000266 t000015 t013184 prei </td></tr><tr class=""item_detail""><th>詳細</th><td>■世界に羽ばたいたFF-TCGに新たなスターターセットが登場！<br>「ファイナルファンタジー・トレーディングカードゲーム(FF-TCG)」に、スターターセットの第2弾が登場。<br>今回は「ファイナルファンタジーIX」をフィーチャーした構築済みデッキとなります。<br><br>・カードのグラフィック・デザインはアレンジされ、コレクション性が向上。<br>・カードテキストを全般にわたって見直しアップデート。視認性も高め、より遊びやすく。<br>・FFシリーズの作品にフィーチャーしたカードで構成された構築済みデッキで、すぐにプレイすることができます。<br>・デッキは固定の50枚で構成。<br></td></tr></table><br><div class=""att_preorder""><dl><dt>・こちらの商品についての予約注意事項</dt><dd>当商品は予約申し込みを頂いてから問屋に発注しております。問屋に在庫が無い場合はご提供できないおそれがございます。</dd></dl></div><br><br><br><ul class=""product_etc""><li class=""global_disabled""><img src=""https://www.rakuten.ne.jp/gold/amiami/img/g_no_delivery.gif""></li></ul><br>",FF-TCG スターターセット ファイナルファンタジーIX 日本語版 6パック入りBOX[スクウェア・エニックス]《０６月予約※暫定》：あみあみ 楽天市場店,フィギュア美少女フィギュア萌えフィギュアガンダムガンプラホビー格安通販FF-TCG スターターセット ファイナルファンタジーIX 日本語版 6パック入りBOX[スクウェア・エニックス]《０６月予約※暫定》,　。FF-TCG スターターセット ファイナルファンタジーIX 日本語版 6パック入りBOX[スクウェア・エニックス]《０６月予約※暫定》[rn]
25-70807,http://tshop.r10s.jp/amiami/cabinet/images/2017/14/card-00003074.jpg?fitin=700:700,704.0000,,おもちゃ・ホビー・ゲーム > 趣味・コレクション > カード・トレーディングカード > トレーディングカードゲーム,FF-TCG スターターセット ファイナルファンタジー零式 日本語版 パック[スクウェア・エニックス]《０６月予約》,　,"<iframe id=""iframe_relativeitem"" class=""iframe"" src=""https://www.rakuten.ne.jp/gold/amiami/parts/relativeitem_ssl.html?id=CARD-00003074"" width=""760"" height=""180"" frameborder=""0"" scrolling=""no"" marginwidth=0 marginheight=0></iframe><div class=""item_image_notice"">※画像は開発中のものです。実際の商品とは異なる場合があります。<br></div><table class=""item_caption_table""><tr class=""item_amount""><th>販売数量制限</th><td colspan=""2"">お一人様 <font class=""item_amount_number"">12</font> ヶまで。<font class=""item_amount_caption"">（同一住所、あみあみ本店支店合わせての制限数です）</font></td></tr><tr class=""item_releasedate""><th>発売日</th><td>１７年０６月０９日</td></tr><tr class=""item_maker""><th>ブランド</th><td>スクウェア・エニックス<br></td></tr><tr class=""item_seriestitle""><th>商品シリーズ名</th><td>ファイナルファンタジー・トレーディングカードゲーム<br></td></tr><tr class=""item_originaltitle""><th>原作名</th><td>ファイナルファンタジー 零式<br>『ファイナルファンタジー』シリーズ<br></td></tr><tr class=""item_copyrights""><th>コピーライト</th><td>(C) SQUARE ENIX CO.， LTD. All Rights Reserved. FINAL FANTASY is a registered trademark or trademark of Square Enix Holdings Co.， Ltd.</td></tr><tr class=""item_spec""><th>製品仕様</th><td>構築済みデッキ<br>【1パック】50枚入り</td></tr><tr class=""item_jancode""><th>JANコード</th><td>4988601328456</td></tr><tr class=""item_keywords""><th>登録コード</th><td>_00001 _01114 b0000013 s0000266 t000015 t013190 prei </td></tr><tr class=""item_detail""><th>詳細</th><td>■世界に羽ばたいたFF-TCGに新たなスターターセットが登場！<br>「ファイナルファンタジー・トレーディングカードゲーム(FF-TCG)」に、スターターセットの第2弾が登場。<br>今回は「ファイナルファンタジー零式」をフィーチャーした構築済みデッキとなります。<br><br>・カードのグラフィック・デザインはアレンジされ、コレクション性が向上。<br>・カードテキストを全般にわたって見直しアップデート。視認性も高め、より遊びやすく。<br>・FFシリーズの作品にフィーチャーしたカードで構成された構築済みデッキで、すぐにプレイすることができます。<br>・デッキは固定の50枚で構成。<br></td></tr></table><br><div class=""att_preorder""><dl><dt>・こちらの商品についての予約注意事項</dt><dd>当商品はメーカー出荷数が少量の場合、予約順位の早い方のみのご提供となります。</dd></dl></div><br><br><br>",FF-TCG スターターセット ファイナルファンタジー零式 日本語版 パック[スクウェア・エニックス]《０６月予約》：あみあみ 楽天市場店,フィギュア美少女フィギュア萌えフィギュアガンダムガンプラホビー格安通販FF-TCG スターターセット ファイナルファンタジー零式 日本語版 パック[スクウェア・エニックス]《０６月予約》,　。FF-TCG スターターセット ファイナルファンタジー零式 日本語版 パック[スクウェア・エニックス]《０６月予約》[rn]
25-70808,http://tshop.r10s.jp/amiami/cabinet/images/2017/14/card-00003075.jpg?fitin=700:700,4184.0000,,おもちゃ・ホビー・ゲーム > 趣味・コレクション > カード・トレーディングカード > トレーディングカードゲーム,FF-TCG スターターセット ファイナルファンタジー零式 日本語版 6パック入りBOX[スクウェア・エニックス]《０６月予約※暫定》,　,"<iframe id=""iframe_relativeitem"" class=""iframe"" src=""https://www.rakuten.ne.jp/gold/amiami/parts/relativeitem_ssl.html?id=CARD-00003074"" width=""760"" height=""180"" frameborder=""0"" scrolling=""no"" marginwidth=0 marginheight=0></iframe><div class=""item_image_notice"">※画像は開発中のものです。実際の商品とは異なる場合があります。<br>※画像は単品のものです。実際は6パック入りのBOX商品です。</div><table class=""item_caption_table""><tr class=""item_amount""><th>販売数量制限</th><td colspan=""2"">お一人様 <font class=""item_amount_number"">6</font> ヶまで。<font class=""item_amount_caption"">（同一住所、あみあみ本店支店合わせての制限数です）</font></td></tr><tr class=""item_releasedate""><th>発売日</th><td>１７年０６月０９日</td></tr><tr class=""item_maker""><th>ブランド</th><td>スクウェア・エニックス<br></td></tr><tr class=""item_seriestitle""><th>商品シリーズ名</th><td>ファイナルファンタジー・トレーディングカードゲーム<br></td></tr><tr class=""item_originaltitle""><th>原作名</th><td>ファイナルファンタジー 零式<br>『ファイナルファンタジー』シリーズ<br></td></tr><tr class=""item_copyrights""><th>コピーライト</th><td>(C) SQUARE ENIX CO.， LTD. All Rights Reserved. FINAL FANTASY is a registered trademark or trademark of Square Enix Holdings Co.， Ltd.</td></tr><tr class=""item_spec""><th>製品仕様</th><td>構築済みデッキ<br>【1BOX】6パック入り<br>【1パック】50枚入り</td></tr><tr class=""item_jancode""><th>JANコード</th><td>4988601328463</td></tr><tr class=""item_keywords""><th>登録コード</th><td>_00001 _01114 b0000013 s0000266 t000015 t013190 prei </td></tr><tr class=""item_detail""><th>詳細</th><td>■世界に羽ばたいたFF-TCGに新たなスターターセットが登場！<br>「ファイナルファンタジー・トレーディングカードゲーム(FF-TCG)」に、スターターセットの第2弾が登場。<br>今回は「ファイナルファンタジー零式」をフィーチャーした構築済みデッキとなります。<br><br>・カードのグラフィック・デザインはアレンジされ、コレクション性が向上。<br>・カードテキストを全般にわたって見直しアップデート。視認性も高め、より遊びやすく。<br>・FFシリーズの作品にフィーチャーしたカードで構成された構築済みデッキで、すぐにプレイすることができます。<br>・デッキは固定の50枚で構成。<br></td></tr></table><br><div class=""att_preorder""><dl><dt>・こちらの商品についての予約注意事項</dt><dd>当商品は予約申し込みを頂いてから問屋に発注しております。問屋に在庫が無い場合はご提供できないおそれがございます。</dd></dl></div><br><br><br><ul class=""product_etc""><li class=""global_disabled""><img src=""https://www.rakuten.ne.jp/gold/amiami/img/g_no_delivery.gif""></li></ul><br>",FF-TCG スターターセット ファイナルファンタジー零式 日本語版 6パック入りBOX[スクウェア・エニックス]《０６月予約※暫定》：あみあみ 楽天市場店,フィギュア美少女フィギュア萌えフィギュアガンダムガンプラホビー格安通販FF-TCG スターターセット ファイナルファンタジー零式 日本語版 6パック入りBOX[スクウェア・エニックス]《０６月予約※暫定》,　。FF-TCG スターターセット ファイナルファンタジー零式 日本語版 6パック入りBOX[スクウェア・エニックス]《０６月予約※暫定》[rn]
