34-10401,http://tshop.r10s.jp/ik21/cabinet/cart-01/13051998.jpg?fitin=700:700,22291.2000,,花・ガーデン・DIY > DIY・工具 > その他,三菱電機 〓 高コントラスト4.5型バックライト3色LED(白/赤/ピンク) シリアルI/F RS-232(2ch) 〓 GT1030-HBDW2,【三菱電機の高性能汎用タッチパネル】★♪♪★,"<table border=""1"">
  <tbody>
    <tr>
      <td bgcolor=""#cccccc"" width=""132"">&nbsp;メーカ</td>
      <td width=""378"">&nbsp;三菱電機</td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" height=""19"" width=""132"">&nbsp;品名</td>
      <td height=""19"" width=""378""><b><strong>4.5型タッチパネル </strong></b></td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" height=""19"" width=""132"">&nbsp;型式</td>
      <td height=""19"" width=""378"">GT1030-HBDW2  </td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" colspan=""2"" height=""19"">&nbsp;概要</td>
    </tr>
    <tr>
      <td bgcolor=""#ffffff"" colspan=""2"" height=""16"">高コントラスト4.5型[288×96ドット]STNモノクロ(白/黒)液晶 バックライト3色LED(白/赤/ピンク) メモリ1.5MB以下 DC24V シリアルI/F RS-232(2ch) ブラックフレームタイプ</td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" height=""21"" colspan=""2"">特長</td>
    </tr>
    <tr>
      <td bgcolor=""#ffffff"" colspan=""2"">ベーシックモデル<br>
小形ボディに、表示器としての機能性を無駄なく凝縮しています。<br>
GT10<br>
      明るくて見やすいGT1030の液晶画面がくっきり美しい黒でさらに見やすくなりました。表示器として求められるニーズを満たしながら、しっかりとコンパクト化。シンプルの中にも、GOT1000シリーズならではの「ユーザビリティ」が息づきます。 </td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" width=""132"" height=""172"">表示部</td>
      <td align=""left"" width=""378"" height=""172"">種類 ：STNモノクロ(白/黒)液晶 <br>
画面サイズ ：4.5型 <br>
解像度： 288×96[ドット] <br>
表示サイズ ：109.42(W)×35.98(H)[mm] (横表示時) <br>
      表示文字数：<br>
      ◆16ドット標準フォント時：36字×6行(半角)、18字×6行(全角)(横表示時)<br>
      ◆12ドット標準フォント時：48字×8行(半角)、24字×8行(全角)(横表示時) <br>
表示色： モノクロ(白/黒) </td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"">バックライト：色</td>
      <td align=""left"">3色LED(白、ピンク、赤)(交換不要)</td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"">内蔵インタフェース</td>
      <td align=""left"">RS-232 2ch、<br>
      コネクタ形状：コネクタ端子台9ピン、用途：シーケンサ通信用1ch<br>
      Mini-DIN6ピン(メス)、用途：パソコン接続用(プロジェクトデータアップロード/ダウンロード、OSインストール、FAトランスペアレント機能)</td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" width=""132"" height=""18"">外形寸法</td>
      <td align=""left"" width=""378"" height=""18"">145(W)×76(H)×29.5(D)[mm] </td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" height=""17"" width=""132"">パネルカット寸法</td>
      <td align=""left"" height=""17"" width=""378"">137(W)×66(H)[mm] </td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" height=""19"" width=""132"">入力電源電圧</td>
      <td align=""left"" height=""19"" width=""378"">DC24V(+10％、-15％)リップル電圧200mV以下 </td>
    </tr>
    <tr>
      <td bgcolor=""#ffffff"" colspan=""2"" height=""22"">&nbsp;※写真はサンプルです。</td>
    </tr>
  </tbody>
</table>

</html><!-- 会計前にこれもどうぞ --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-kaikeimae201406.jpg"" border=""0"" usemap=""#bnr-kaikeimae""> <MAP name=""bnr-kaikeimae"">
  
  
  
</MAP> <!-- メーカーロゴ　ここから -->
<P><!-- 電気・電子部品から工具・文具と多品種をお届けします。 --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-otodoke.jpg"" border=""0"" alt=""電子部品・工具・文房具の楽天市場通販ショップ"" width=""700""></P>
<P><BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-tokusyu-siken.jpg"" width=""700"" height=""153"" border=""0"" alt=""電気工事士　技能試験対策品""></P>
<P><IMG src=""http://www.rakuten.ne.jp/gold/ik21/ranking-daily-20140605.jpg"" border=""0"" usemap=""#ranking-daily-20140605""><BR>
<BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""お見積り""></P>
<MAP name=""ranking-daily-20140605"">
  
  
  
  
</MAP> <!-- お見積りページ中断　
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""
お見積りはこちらから""></P>--><!-- Title　（商品ラインナップ）　ここから --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/title-tencho-ichioshi.jpg"" width=""700"" height=""45"" border=""0"" alt=""半導体からプロの工具、お菓子、事務用品　店長イチオシ　おすすめ商品　目玉商品"">",三菱電機 〓 高コントラスト4.5型バックライト3色LED(白/赤/ピンク) シリアルI/F RS-232(2ch) 〓 GT1030-HBDW2：IK21,PIC第二種端子梱包材電設資材電線ケーブルリレーハーネス電装品はんだ21電子電気工事士技能試験VVF工具アウトレット基板電子部品三菱電機 〓 高コントラスト4.5型バックライト3色LED(白/赤/ピンク) シリアルI/F RS-232(2ch) 〓 GT1030-HBDW2,【三菱電機の高性能汎用タッチパネル】★♪♪★。三菱電機 〓 高コントラスト4.5型バックライト3色LED(白/赤/ピンク) シリアルI/F RS-232(2ch) 〓 GT1030-HBDW2[rn]
34-10402,http://tshop.r10s.jp/ik21/cabinet/cart-01/13052050.jpg?fitin=700:700,5270.4000,,花・ガーデン・DIY > DIY・工具 > その他,三菱電機 〓 ケーブル FXCPU直接接続ケーブルFX通信機能拡張ボード接続ケーブル 〓 GT01-C10R4-8P　1ｍ,【三菱電機の高性能汎用タッチパネル】★♪♪★,"【品名】：
ケーブル GOT1000 シーケンサ⇔GOT、GOT⇔GOT接続用<br>
【形名】：
GT01-C10R4-8P　1ｍ<br>
【概要】：<br>
FXCPU(MINI-DIN8ピンコネクタ)⇔GOT接続用<br>
FXCPU通信機能拡張ボード⇔GOT接続用<br>
GT16、GT15、GT11、GT105□、GT104□用　※GT115□-Q□BD□(バス専用機)を除く<br>
ケーブル長：1m <br>
<br>
【特長】：<br>
RS-422ケーブル<br>
FXCPU(MINI-DIN8ピンコネクタ)⇔GOTまたはFXCPU通信機能拡張ボード⇔GOTを接続するケーブルです。 
<br>
 
※写真はサンプルです。<!-- 会計前にこれもどうぞ --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-kaikeimae201406.jpg"" border=""0"" usemap=""#bnr-kaikeimae""> <MAP name=""bnr-kaikeimae"">
  
  
  
</MAP> <!-- メーカーロゴ　ここから -->
<P><!-- 電気・電子部品から工具・文具と多品種をお届けします。 --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-otodoke.jpg"" border=""0"" alt=""電子部品・工具・文房具の楽天市場通販ショップ"" width=""700""></P>
<P><BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-tokusyu-siken.jpg"" width=""700"" height=""153"" border=""0"" alt=""電気工事士　技能試験対策品""></P>
<P><IMG src=""http://www.rakuten.ne.jp/gold/ik21/ranking-daily-20140605.jpg"" border=""0"" usemap=""#ranking-daily-20140605""><BR>
<BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""お見積り""></P>
<MAP name=""ranking-daily-20140605"">
  
  
  
  
</MAP> <!-- お見積りページ中断　
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""
お見積りはこちらから""></P>--><!-- Title　（商品ラインナップ）　ここから --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/title-tencho-ichioshi.jpg"" width=""700"" height=""45"" border=""0"" alt=""半導体からプロの工具、お菓子、事務用品　店長イチオシ　おすすめ商品　目玉商品"">",三菱電機 〓 ケーブル FXCPU直接接続ケーブルFX通信機能拡張ボード接続ケーブル 〓 GT01-C10R4-8P　1ｍ：IK21,PIC第二種端子梱包材電設資材電線ケーブルリレーハーネス電装品はんだ21電子電気工事士技能試験VVF工具アウトレット基板電子部品三菱電機 〓 ケーブル FXCPU直接接続ケーブルFX通信機能拡張ボード接続ケーブル 〓 GT01-C10R4-8P　1ｍ,【三菱電機の高性能汎用タッチパネル】★♪♪★。三菱電機 〓 ケーブル FXCPU直接接続ケーブルFX通信機能拡張ボード接続ケーブル 〓 GT01-C10R4-8P　1ｍ[rn]
34-10403,http://tshop.r10s.jp/ik21/cabinet/cart-01/13052061.jpg?fitin=700:700,6588.0000,,花・ガーデン・DIY > DIY・工具 > その他,三菱電機 〓 ケーブル FXCPU直接接続ケーブルFX通信機能拡張ボード接続ケーブル 〓 GT10-C200R4-8PC　20ｍ,【三菱電機の高性能汎用タッチパネル】★♪♪★,"【品名】：
ケーブル GOT1000 シーケンサ⇔GOT、GOT⇔GOT接続用<br>
【形名】：
GT10-C200R4-8PC　20ｍ<br>
【概要】：<br>
FXCPU（MINI-DIN8ピンコネクタ）⇔GOT接続用<br>
FXCPU通信機能拡張ボード（MINI-DIN8ピンコネクタ）⇔GOT接続用<br>
GT1020、GT1030用<br>
ケーブル長：20ｍ
<br>
※写真はサンプルです。<!-- 会計前にこれもどうぞ --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-kaikeimae201406.jpg"" border=""0"" usemap=""#bnr-kaikeimae""> <MAP name=""bnr-kaikeimae"">
  
  
  
</MAP> <!-- メーカーロゴ　ここから -->
<P><!-- 電気・電子部品から工具・文具と多品種をお届けします。 --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-otodoke.jpg"" border=""0"" alt=""電子部品・工具・文房具の楽天市場通販ショップ"" width=""700""></P>
<P><BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-tokusyu-siken.jpg"" width=""700"" height=""153"" border=""0"" alt=""電気工事士　技能試験対策品""></P>
<P><IMG src=""http://www.rakuten.ne.jp/gold/ik21/ranking-daily-20140605.jpg"" border=""0"" usemap=""#ranking-daily-20140605""><BR>
<BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""お見積り""></P>
<MAP name=""ranking-daily-20140605"">
  
  
  
  
</MAP> <!-- お見積りページ中断　
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""
お見積りはこちらから""></P>--><!-- Title　（商品ラインナップ）　ここから --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/title-tencho-ichioshi.jpg"" width=""700"" height=""45"" border=""0"" alt=""半導体からプロの工具、お菓子、事務用品　店長イチオシ　おすすめ商品　目玉商品"">",三菱電機 〓 ケーブル FXCPU直接接続ケーブルFX通信機能拡張ボード接続ケーブル 〓 GT10-C200R4-8PC　20ｍ：IK21,PIC第二種端子梱包材電設資材電線ケーブルリレーハーネス電装品はんだ21電子電気工事士技能試験VVF工具アウトレット基板電子部品三菱電機 〓 ケーブル FXCPU直接接続ケーブルFX通信機能拡張ボード接続ケーブル 〓 GT10-C200R4-8PC　20ｍ,【三菱電機の高性能汎用タッチパネル】★♪♪★。三菱電機 〓 ケーブル FXCPU直接接続ケーブルFX通信機能拡張ボード接続ケーブル 〓 GT10-C200R4-8PC　20ｍ[rn]
34-10404,http://tshop.r10s.jp/ik21/cabinet/cart-01/13052062.jpg?fitin=700:700,2237.6000,,花・ガーデン・DIY > DIY・工具 > その他,三菱電機 〓 ケーブルF930→GT1030置換え用コネクタ変換ケーブル 〓 GT10-C02H-9SC　0.2ｍ,【三菱電機の高性能汎用タッチパネル】★♪♪★,"【品名】：
F930GOTからGT1030シリーズへの置き換え時に、Dサブ9ピン→バラ線(ヨーロッパ端子台)へ変換
<br>
【形名】：
GT10-C02H-9SC　0.2ｍ<br>
<br>
<!-- 会計前にこれもどうぞ --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-kaikeimae201406.jpg"" border=""0"" usemap=""#bnr-kaikeimae""> <MAP name=""bnr-kaikeimae"">
  
  
  
</MAP> <!-- メーカーロゴ　ここから -->
<P><!-- 電気・電子部品から工具・文具と多品種をお届けします。 --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-otodoke.jpg"" border=""0"" alt=""電子部品・工具・文房具の楽天市場通販ショップ"" width=""700""></P>
<P><BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-tokusyu-siken.jpg"" width=""700"" height=""153"" border=""0"" alt=""電気工事士　技能試験対策品""></P>
<P><IMG src=""http://www.rakuten.ne.jp/gold/ik21/ranking-daily-20140605.jpg"" border=""0"" usemap=""#ranking-daily-20140605""><BR>
<BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""お見積り""></P>
<MAP name=""ranking-daily-20140605"">
  
  
  
  
</MAP> <!-- お見積りページ中断　
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""
お見積りはこちらから""></P>--><!-- Title　（商品ラインナップ）　ここから --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/title-tencho-ichioshi.jpg"" width=""700"" height=""45"" border=""0"" alt=""半導体からプロの工具、お菓子、事務用品　店長イチオシ　おすすめ商品　目玉商品"">",三菱電機 〓 ケーブルF930&rarr;GT1030置換え用コネクタ変換ケーブル 〓 GT10-C02H-9SC　0.2ｍ：IK21,PIC第二種端子梱包材電設資材電線ケーブルリレーハーネス電装品はんだ21電子電気工事士技能試験VVF工具アウトレット基板電子部品三菱電機 〓 ケーブルF930&rarr;GT1030置換え用コネクタ変換ケーブル 〓 GT10-C02H-9SC　0.2ｍ,【三菱電機の高性能汎用タッチパネル】★♪♪★。三菱電機 〓 ケーブルF930&rarr;GT1030置換え用コネクタ変換ケーブル 〓 GT10-C02H-9SC　0.2ｍ[rn]
34-10405,http://tshop.r10s.jp/ik21/cabinet/cart-01/13052065.jpg?fitin=700:700,7905.6000,,花・ガーデン・DIY > DIY・工具 > その他,三菱電機 〓 計算機リンク接続ケーブル 〓 GT09-C30R2-9P　3ｍ,【三菱電機の高性能汎用タッチパネル】★♪♪★,"【品名】：
計算機リンク
接続ケーブル<br>
【形名】：
GT09-C30R2-9P　3ｍ<br>
【概要】：<br>
シリアルコミュニケーションユニット⇔GOT接続用、計算機リンクユニット⇔GOT接続用、AJ65BT-R2N⇔GOT接続用<br>
GT16、GT15、GT11、GT105□、GT104□用　※GT115□-Q□BD□(バス専用機)を除く<br>
ケーブル長：3m 
<br>
【特長】：
RS-232ケーブル<br>
シリアルコミュニケーションユニット⇔GOT、計算機リンクユニット⇔GOT、AJ65BT-R2N⇔GOTを接続するケーブルです。 
 <br>
※写真はサンプルです。<!-- 会計前にこれもどうぞ --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-kaikeimae201406.jpg"" border=""0"" usemap=""#bnr-kaikeimae""> <MAP name=""bnr-kaikeimae"">
  
  
  
</MAP> <!-- メーカーロゴ　ここから -->
<P><!-- 電気・電子部品から工具・文具と多品種をお届けします。 --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-otodoke.jpg"" border=""0"" alt=""電子部品・工具・文房具の楽天市場通販ショップ"" width=""700""></P>
<P><BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-tokusyu-siken.jpg"" width=""700"" height=""153"" border=""0"" alt=""電気工事士　技能試験対策品""></P>
<P><IMG src=""http://www.rakuten.ne.jp/gold/ik21/ranking-daily-20140605.jpg"" border=""0"" usemap=""#ranking-daily-20140605""><BR>
<BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""お見積り""></P>
<MAP name=""ranking-daily-20140605"">
  
  
  
  
</MAP> <!-- お見積りページ中断　
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""
お見積りはこちらから""></P>--><!-- Title　（商品ラインナップ）　ここから --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/title-tencho-ichioshi.jpg"" width=""700"" height=""45"" border=""0"" alt=""半導体からプロの工具、お菓子、事務用品　店長イチオシ　おすすめ商品　目玉商品"">",三菱電機 〓 計算機リンク接続ケーブル 〓 GT09-C30R2-9P　3ｍ：IK21,PIC第二種端子梱包材電設資材電線ケーブルリレーハーネス電装品はんだ21電子電気工事士技能試験VVF工具アウトレット基板電子部品三菱電機 〓 計算機リンク接続ケーブル 〓 GT09-C30R2-9P　3ｍ,【三菱電機の高性能汎用タッチパネル】★♪♪★。三菱電機 〓 計算機リンク接続ケーブル 〓 GT09-C30R2-9P　3ｍ[rn]
34-10406,http://tshop.r10s.jp/ik21/cabinet/cart-01/13052000.jpg?fitin=700:700,20736.0000,,花・ガーデン・DIY > DIY・工具 > その他,三菱電機 〓 高コントラスト4.5型STNモノクロ(白/黒)液晶【枠色：白】 〓 GT1030-HWD,【三菱電機の高性能汎用タッチパネル】★♪♪★,"<table border=""1"">
  <tbody>
    <tr>
      <td bgcolor=""#cccccc"" width=""132"">&nbsp;メーカ</td>
      <td width=""378"">&nbsp;三菱電機</td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" height=""19"" width=""132"">&nbsp;品名</td>
      <td height=""19"" width=""378""><b><strong>4.5型タッチパネル </strong></b></td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" height=""19"" width=""132"">&nbsp;型式</td>
      <td height=""19"" width=""378"">GT1030-HWD  </td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" colspan=""2"" height=""19"">&nbsp;概要</td>
    </tr>
    <tr>
      <td bgcolor=""#ffffff"" colspan=""2"" height=""16"">高コントラスト4.5型[288×96ドット]STNモノクロ(白/黒)液晶 バックライト3色LED(緑/赤/橙) メモリ1.5MB以下 DC24V シリアルI/F RS-232(1ch)/RS-422(1ch) ホワイトフレームタイプ </td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" height=""21"" colspan=""2"">特長</td>
    </tr>
    <tr>
      <td bgcolor=""#ffffff"" colspan=""2"">ベーシックモデル<br>
小形ボディに、表示器としての機能性を無駄なく凝縮しています。<br>
GT10<br>
      明るくて見やすいGT1030の液晶画面がくっきり美しい黒でさらに見やすくなりました。表示器として求められるニーズを満たしながら、しっかりとコンパクト化。シンプルの中にも、GOT1000シリーズならではの「ユーザビリティ」が息づきます。 </td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" width=""132"" height=""172"">表示部</td>
      <td align=""left"" width=""378"" height=""172"">種類 ：STNモノクロ(白/黒)液晶 <br>
画面サイズ ：4.5型 <br>
解像度 ：288×96[ドット] <br>
表示サイズ ：109.42(W)×35.98(H)[mm] (横表示時) <br>
表示文字数 ：<br>
【◆16ドット標準フォント時：36字×6行(半角)、18字×6行(全角)(横表示時)<br>
◆12ドット標準フォント時：48字×8行(半角)、24字×8行(全角)(横表示時)】 <br>
      表示色 モノクロ(白/黒) </td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"">バックライト：色</td>
      <td align=""left""> 3色LED(緑、橙、赤)(交換不要) </td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"">内蔵インタフェース</td>
      <td align=""left"">RS-422/485(兼用) 用途：シーケンサ通信 <br>
      RS-232 用途：パソコン接続用 </td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" width=""132"" height=""18"">外形寸法</td>
      <td align=""left"" width=""378"" height=""18"">145(W)×76(H)×29.5(D)[mm] </td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" height=""17"" width=""132"">パネルカット寸法</td>
      <td align=""left"" height=""17"" width=""378"">137(W)×66(H)[mm] </td>
    </tr>
    <tr>
      <td bgcolor=""#cccccc"" height=""19"" width=""132"">入力電源電圧</td>
      <td align=""left"" height=""19"" width=""378"">DC24V(+10％、-15％)リップル電圧200mV以下 </td>
    </tr>
    <tr>
      <td bgcolor=""#ffffff"" colspan=""2"" height=""22"">&nbsp;※写真はサンプルです。</td>
    </tr>
  </tbody>
</table>

</html><!-- 会計前にこれもどうぞ --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-kaikeimae201406.jpg"" border=""0"" usemap=""#bnr-kaikeimae""> <MAP name=""bnr-kaikeimae"">
  
  
  
</MAP> <!-- メーカーロゴ　ここから -->
<P><!-- 電気・電子部品から工具・文具と多品種をお届けします。 --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-otodoke.jpg"" border=""0"" alt=""電子部品・工具・文房具の楽天市場通販ショップ"" width=""700""></P>
<P><BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-tokusyu-siken.jpg"" width=""700"" height=""153"" border=""0"" alt=""電気工事士　技能試験対策品""></P>
<P><IMG src=""http://www.rakuten.ne.jp/gold/ik21/ranking-daily-20140605.jpg"" border=""0"" usemap=""#ranking-daily-20140605""><BR>
<BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""お見積り""></P>
<MAP name=""ranking-daily-20140605"">
  
  
  
  
</MAP> <!-- お見積りページ中断　
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""
お見積りはこちらから""></P>--><!-- Title　（商品ラインナップ）　ここから --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/title-tencho-ichioshi.jpg"" width=""700"" height=""45"" border=""0"" alt=""半導体からプロの工具、お菓子、事務用品　店長イチオシ　おすすめ商品　目玉商品"">",三菱電機 〓 高コントラスト4.5型STNモノクロ(白/黒)液晶【枠色：白】 〓 GT1030-HWD：IK21,PIC第二種端子梱包材電設資材電線ケーブルリレーハーネス電装品はんだ21電子電気工事士技能試験VVF工具アウトレット基板電子部品三菱電機 〓 高コントラスト4.5型STNモノクロ(白/黒)液晶【枠色：白】 〓 GT1030-HWD,【三菱電機の高性能汎用タッチパネル】★♪♪★。三菱電機 〓 高コントラスト4.5型STNモノクロ(白/黒)液晶【枠色：白】 〓 GT1030-HWD[rn]
34-10407,http://tshop.r10s.jp/ik21/cabinet/cart-01/13052064.jpg?fitin=700:700,8960.0000,,花・ガーデン・DIY > DIY・工具 > その他,三菱電機 〓 FX通信特殊アダプタ接続ケーブル 〓 GT01-C30R2-25P　3ｍ,【三菱電機の高性能汎用タッチパネル】★♪♪★,"【品名】：
データ転送用
ケーブル<br>
【形名】：
GT01-C30R2-25P　3ｍ<br>
【概要】：<br>
FXCPU通信特殊アダプタ(Dサブ25ピンコネクタ)⇔GOT/パソコン(GT SoftGOT1000)(Dサブ9ピン)接続用<br>
GT16、GT15、GT11、GT105□、GT104□用　※GT115□-Q□BD□(バス専用機)を除く<br>
ケーブル長：3m 
<br>
【特長】：
RS-232ケーブル <br>
FXCPU通信特殊アダプタ⇔GOT/パソコン(GT SoftGOT1000)との接続やパソコン(作画ソフトウェア)⇔GOT接続によるデータ転送に使用できます。 
 <br>
※写真はサンプルです。<!-- 会計前にこれもどうぞ --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-kaikeimae201406.jpg"" border=""0"" usemap=""#bnr-kaikeimae""> <MAP name=""bnr-kaikeimae"">
  
  
  
</MAP> <!-- メーカーロゴ　ここから -->
<P><!-- 電気・電子部品から工具・文具と多品種をお届けします。 --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-otodoke.jpg"" border=""0"" alt=""電子部品・工具・文房具の楽天市場通販ショップ"" width=""700""></P>
<P><BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-tokusyu-siken.jpg"" width=""700"" height=""153"" border=""0"" alt=""電気工事士　技能試験対策品""></P>
<P><IMG src=""http://www.rakuten.ne.jp/gold/ik21/ranking-daily-20140605.jpg"" border=""0"" usemap=""#ranking-daily-20140605""><BR>
<BR>
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""お見積り""></P>
<MAP name=""ranking-daily-20140605"">
  
  
  
  
</MAP> <!-- お見積りページ中断　
<IMG src=""http://www.rakuten.ne.jp/gold/ik21/bnr-omitumori.jpg"" border=""0"" alt=""
お見積りはこちらから""></P>--><!-- Title　（商品ラインナップ）　ここから --><IMG src=""http://www.rakuten.ne.jp/gold/ik21/title-tencho-ichioshi.jpg"" width=""700"" height=""45"" border=""0"" alt=""半導体からプロの工具、お菓子、事務用品　店長イチオシ　おすすめ商品　目玉商品"">",三菱電機 〓 FX通信特殊アダプタ接続ケーブル 〓 GT01-C30R2-25P　3ｍ：IK21,PIC第二種端子梱包材電設資材電線ケーブルリレーハーネス電装品はんだ21電子電気工事士技能試験VVF工具アウトレット基板電子部品三菱電機 〓 FX通信特殊アダプタ接続ケーブル 〓 GT01-C30R2-25P　3ｍ,【三菱電機の高性能汎用タッチパネル】★♪♪★。三菱電機 〓 FX通信特殊アダプタ接続ケーブル 〓 GT01-C30R2-25P　3ｍ[rn]
