38-65197,http://tshop.r10s.jp/ginyo/cabinet/ma16/500/imgrc0064566913.jpg?fitin=700:700,4320.0000,,キッチン用品・食器・調理器具 > 箸・カトラリー > 箸置き,【メールマガジン希望ご選択で5%OFF!】 能作　箸置 - 花ばな 501716,【レターパック対応】 能作,"<table width=""710"" border=""0"" class=""serchkey"">
  <tr>
    <td>錫（すず）の器 カトラリーレスト スズ 富山県高岡市 能作 NOUSAKU のうさく</td>
  </tr>
</table><p>富山県高岡市で受け継がれてきた鋳物の技術と、現代の洗練されたデザインで食器作りにこだわった「能作」による、純度100%の錫（すず）のもつ柔らかさを生かした箸置きです。</p> <p>愛らしいお花の箸置5個セットです。<br> 梅・桜・桔梗・コスモス・蓮の5種類の花々が食卓を彩ります。<br> 錫はやわらかいので、端を曲げてお好きな形にしてお使いいただけます。</p> <p>5個入りセットで専用のケースに入っています。</p>
<div class=""prod"">
  <p>商品サイズ： 幅4.2cm　高さ：2cm　（1個のサイズ）<br> 材質： 錫（スズ）</p> <p>製造：能作<BR> 日本製<br></div>
<div class=""reviewd""><p><img src=""http://image.rakuten.co.jp/ginyo/cabinet/imgrc0067809336.jpg""width=""390""height=""315"" 

</div></p></div>

<div id=""caution"">
<p>こちらの商品は<strong>2セットまで</strong>レターパックで発送可能です。</p></div><style type=""text/css"">
<!--
.deliv_guide a img{ text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.deliv_guide a:hover img { text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.exT_sdtext p img { margin-right: 10px; margin-bottom: 10px; border-style: none; }

.exT_sdtext p a:hover img {border-style: none;}



-->
</style>",【メールマガジン希望ご選択で5%OFF!】 能作　箸置 - 花ばな 501716：京都の和食器・陶器専門店　銀葉,楽焼清水焼川崎和楽銀葉抹茶碗茶道具湯飲みマグカップ茶碗【メールマガジン希望ご選択で5%OFF!】 能作　箸置 - 花ばな 501716,【レターパック対応】 能作。【メールマガジン希望ご選択で5%OFF!】 能作　箸置 - 花ばな 501716[rn]
38-65198,http://tshop.r10s.jp/ginyo/cabinet/nousaku/imgrc0070854512.jpg?fitin=700:700,6048.0000,,キッチン用品・食器・調理器具 > 箸・カトラリー > 箸置き,能作 【ドラえもんシリーズ】ひみつ道具箸置き　[錫100%〕 600220,【レターパック対応】 能作,"<table width=""710"" border=""0"" class=""serchkey"">
  <tr>
    <td>錫（すず）の器 カトラリーレスト スズ 富山県高岡市 能作 NOUSAKU のうさく</td>
  </tr>
</table><p>ドラえもんのひみつ道具をモチーフにした錫100%の箸置です。<br>タケコプター・ドラえもんの鈴・どこでもドア・スモールライト・アンキパンの箸置の5種類をセットにしました。<br>
錫は抗菌性に優れ、食器として安心してお使いいただけます。<br>
通常の錫製品は硬度を持たせるため他の金属を加えますが、能作の製品は何も加えず、錫本来の持ち味を最大限に生かしました。<br>
食事が待ち遠しくなる一品です。</p> <p>5個入りセットで専用のケースに入っています。</p>
<div class=""prod"">
  <p>商品サイズ： （タケコプター）W4.35 D3.15 H0.8cm　（ドラえもんの鈴）W3.75 D3.65 H0.9cm　（どこでもドア）W2.9 D4.0 H0.8cm　（スモールライト）W2.6 D4.4 H0.9cm　（アンキパン）W3.0 D4.0 H0.75cm<br> 材質 錫（スズ）</p> <p>製造：能作<BR> 日本製<br>
<div id=""caution"">
<p>こちらの商品は<strong>2セットまで</strong>レターパックで発送可能です。</p></div><style type=""text/css"">
<!--
.deliv_guide a img{ text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.deliv_guide a:hover img { text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.exT_sdtext p img { margin-right: 10px; margin-bottom: 10px; border-style: none; }

.exT_sdtext p a:hover img {border-style: none;}



-->
</style>",能作 【ドラえもんシリーズ】ひみつ道具箸置き　[錫100%〕 600220：京都の和食器・陶器専門店　銀葉,楽焼清水焼川崎和楽銀葉抹茶碗茶道具湯飲みマグカップ茶碗能作 【ドラえもんシリーズ】ひみつ道具箸置き　[錫100%〕 600220,【レターパック対応】 能作。能作 【ドラえもんシリーズ】ひみつ道具箸置き　[錫100%〕 600220[rn]
38-65199,http://tshop.r10s.jp/ginyo/cabinet/ma09/500/3643.jpg?fitin=700:700,24192.0000,,キッチン用品・食器・調理器具 > 箸・カトラリー > 箸置き,染付萩小紋　箸置き（4個セット）〔助田正山〕,清水焼の箸置き。染付けで萩が絵付けされています。,"<table width=""710""><tr><td><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su09/500/3648.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su09/500/3648.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""染付萩小紋　箸置き（4個セット）""></a>  <a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su09/500/3644.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su09/500/3644.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""染付萩小紋　箸置き（4個セット）""></a></p><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su09/500/3650.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su09/500/3650.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""染付萩小紋　箸置き（4個セット）""></a>  <a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su09/500/3660.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su09/500/3660.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""染付萩小紋　箸置き（4個セット）""></a></p><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su09/500/3656.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su09/500/3656.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""染付萩小紋　箸置き（4個セット）""></a> </p></td></tr></table><p>清水焼の名匠、助田正山さんによる箸置き。染付けを用いて萩の小紋が手描きされています。</p><p>発色の鮮やかな呉須のブルー、そして細密画のように描かれた萩の葉は、細かいながらも流れるように勢いのあるタッチで、伸びやかな筆の運びが伝わってきます。<br>清水焼の染付では別格の画力を備える正山の貴重な名品。<br>現在、制作はされておらず、入手が困難な一品です。</p><p>こちらの商品は木箱入りでございます。</p><div class=""prod""><p>商品サイズ： 幅 2.0cm 奥行 6.5cm 高さ 1.0cm <br> ※こちらの商品はひとつひとつ手作りのため、サイズは多少の誤差があります。</p><p>作：助田正山<br>京都・清水焼（日本製）<style type=""text/css"">
<!--
.deliv_guide a img{ text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.deliv_guide a:hover img { text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.exT_sdtext p img { margin-right: 10px; margin-bottom: 10px; border-style: none; }

.exT_sdtext p a:hover img {border-style: none;}



-->
</style>",染付萩小紋　箸置き（4個セット）〔助田正山〕：京都の和食器・陶器専門店　銀葉,楽焼清水焼川崎和楽銀葉抹茶碗茶道具湯飲みマグカップ茶碗染付萩小紋　箸置き（4個セット）〔助田正山〕,清水焼の箸置き。染付けで萩が絵付けされています。。染付萩小紋　箸置き（4個セット）〔助田正山〕[rn]
38-65200,http://tshop.r10s.jp/ginyo/cabinet/ma02/500/0006.jpg?fitin=700:700,2073.6000,,キッチン用品・食器・調理器具 > 箸・カトラリー > 箸置き,七宝つなぎ　瓢箪型箸置き〔幸泉窯〕,（清水焼）,"<table width=""710""><tr><td><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su02/500/0007.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su02/500/0007.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""七宝つなぎ　瓢箪型箸置き""></a>  <a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su02/500/0008.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su02/500/0008.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""七宝つなぎ　瓢箪型箸置き""></a></p><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su02/500/0053.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su02/500/0053.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""七宝つなぎ　瓢箪型箸置き""></a> </p></td></tr></table><p>清水焼の箸置き、古典的モチーフをもとにした本格的なデザインです。<br>瓢箪の上品なデザインに、染付けで丹念に七宝文様が手描きされています。<br>幸泉窯ならではの濃紺の染付けが深みを感じさせてくれます。<br>瓢箪も七宝文様もどちらも吉祥紋です。<br>古くから変わらず守られてきたデザインは、今の時代にも色あせないすばらしいものです。</p><div class=""prod""><p>商品サイズ： 幅 2.7cm 奥行 6.3cm 高さ 0.9cm <br> ※こちらの商品はひとつひとつ手作りのため、サイズは多少の誤差があります。</p><p>作：幸泉窯<br>京都・清水焼（日本製）</p></div><style type=""text/css"">
<!--
.deliv_guide a img{ text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.deliv_guide a:hover img { text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.exT_sdtext p img { margin-right: 10px; margin-bottom: 10px; border-style: none; }

.exT_sdtext p a:hover img {border-style: none;}



-->
</style>",七宝つなぎ　瓢箪型箸置き〔幸泉窯〕：京都の和食器・陶器専門店　銀葉,楽焼清水焼川崎和楽銀葉抹茶碗茶道具湯飲みマグカップ茶碗七宝つなぎ　瓢箪型箸置き〔幸泉窯〕,（清水焼）。七宝つなぎ　瓢箪型箸置き〔幸泉窯〕[rn]
38-65201,http://tshop.r10s.jp/ginyo/cabinet/ma08/500/2352.jpg?fitin=700:700,4579.2000,,キッチン用品・食器・調理器具 > 箸・カトラリー > 箸置き,藪椿　箸置き（五種セット）〔陶泉窯〕,（清水焼）,"<table width=""710""><tr><td><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su08/500/2284.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su08/500/2284.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""藪椿　箸置き（五種セット）""></a>  <a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su08/500/2354.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su08/500/2354.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""藪椿　箸置き（五種セット）""></a></p><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su08/500/2270.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su08/500/2270.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""藪椿　箸置き（五種セット）""></a>  <a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su08/500/2276.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su08/500/2276.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""藪椿　箸置き（五種セット）""></a></p><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su08/500/2349.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su08/500/2349.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""藪椿　箸置き（五種セット）""></a> </p></td></tr></table><p>清水焼の箸置き五種セットです。色とりどりのやぶ椿が絵付けされています。<br>陶泉窯の代表作、やぶ椿のシリーズ。<br>下絵技法で絵付けされた緑色の発色の鮮やかさは、他に類を見ず、陶泉窯のオリジナルとなっています。<br>シンプルな角形で、お箸もあわせやすく、ちょっとした飾り立てにもぴったりの仕上がりになっています。</p><p>五個セットで、木箱入り。箱にもやぶ椿が絵付けされ、陶泉窯の箱書きも付いています。</p><p>ギフトにもぴったりの清水焼名窯の箸置きセットです。</p><div class=""prod""><p>商品サイズ： 幅 3.8cm 奥行 3.8cm 高さ 1.0cm <br> ※こちらの商品はひとつひとつ手作りのため、サイズは多少の誤差があります。</p><p>作：陶泉窯<br>京都・清水焼（日本製）</p></div><style type=""text/css"">
<!--
.deliv_guide a img{ text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.deliv_guide a:hover img { text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.exT_sdtext p img { margin-right: 10px; margin-bottom: 10px; border-style: none; }

.exT_sdtext p a:hover img {border-style: none;}



-->
</style>",藪椿　箸置き（五種セット）〔陶泉窯〕：京都の和食器・陶器専門店　銀葉,楽焼清水焼川崎和楽銀葉抹茶碗茶道具湯飲みマグカップ茶碗藪椿　箸置き（五種セット）〔陶泉窯〕,（清水焼）。藪椿　箸置き（五種セット）〔陶泉窯〕[rn]
38-65202,http://tshop.r10s.jp/ginyo/cabinet/ma02/500/0210.jpg?fitin=700:700,3888.0000,,キッチン用品・食器・調理器具 > 箸・カトラリー > 箸置き,桜兎　桔梗型箸置き（5種セット）〔京楽窯〕,（清水焼）,"<table width=""710""><tr><td><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su02/500/9876.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su02/500/9876.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""桜兎　桔梗型箸置き（5種セット）""></a>  <a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su02/500/9877.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su02/500/9877.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""桜兎　桔梗型箸置き（5種セット）""></a></p><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su02/500/9878.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su02/500/9878.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""桜兎　桔梗型箸置き（5種セット）""></a>  <a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su02/500/9879.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su02/500/9879.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""桜兎　桔梗型箸置き（5種セット）""></a></p><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su02/500/9880.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su02/500/9880.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""桜兎　桔梗型箸置き（5種セット）""></a>  <a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su02/500/9841.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su02/500/9841.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""桜兎　桔梗型箸置き（5種セット）""></a></p><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su02/500/0125.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su02/500/0125.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""桜兎　桔梗型箸置き（5種セット）""></a> </p></td></tr></table><p>桜と兎が絵付けされた箸置き。桔梗の花びらがかたどられた清水焼の五種絵変わりのセットです。<br>淡い色合いの桜の木の下で、楽しそうに立ったり座ったりのうさぎがいきいきと描かれた、かわいらしい仕上がりです。<br>凝った桔梗のかたどりも上品で、清水焼ならではの手間ひまをかけた一品です。</p><div class=""prod""><p>商品サイズ： 幅 4.9cm 奥行 4.9cm 高さ 1.3cm <br> ※こちらの商品はひとつひとつ手作りのため、サイズは多少の誤差があります。</p><p>作：京楽窯<br>京都・清水焼（日本製）</p></div><style type=""text/css"">
<!--
.deliv_guide a img{ text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.deliv_guide a:hover img { text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.exT_sdtext p img { margin-right: 10px; margin-bottom: 10px; border-style: none; }

.exT_sdtext p a:hover img {border-style: none;}



-->
</style>",桜兎　桔梗型箸置き（5種セット）〔京楽窯〕：京都の和食器・陶器専門店　銀葉,楽焼清水焼川崎和楽銀葉抹茶碗茶道具湯飲みマグカップ茶碗桜兎　桔梗型箸置き（5種セット）〔京楽窯〕,（清水焼）。桜兎　桔梗型箸置き（5種セット）〔京楽窯〕[rn]
38-65203,http://tshop.r10s.jp/ginyo/cabinet/ma08/500/2362.jpg?fitin=700:700,4579.2000,,キッチン用品・食器・調理器具 > 箸・カトラリー > 箸置き,千鳥　箸置き（5種セット）〔陶泉窯〕,（清水焼）,"<table width=""710""><tr><td><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su08/500/2267.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su08/500/2267.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""千鳥　箸置き（5種セット）""></a>  <a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su08/500/2364.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su08/500/2364.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""千鳥　箸置き（5種セット）""></a></p><p><a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su08/500/2266.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su08/500/2266.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""千鳥　箸置き（5種セット）""></a>  <a href=""http://thumbnail.image.rakuten.co.jp/s/?@0_mall/ginyo/cabinet/su08/500/2355.jpg""><img src=""http://thumbnail.image.rakuten.co.jp/@0_mall/ginyo/cabinet/su08/500/2355.jpg?_ex=320x320&s=2&r=1"" border=""0"" alt=""千鳥　箸置き（5種セット）""></a></p></td></tr></table><p>清水焼の箸置き。千鳥がかたどられた五種セットです。<br>お干菓子のようなかわいらしいかたち。<br>おめでたい千鳥形は、着物や千代紙、京菓子など、様々な伝統品に取り入れられています。<br>一つずつデザイン、色使いの違う千鳥が、楽しく華やかな仕上がりに。<br>ちょっとした飾り物に、テーブルの彩りにぴったりの箸置きです。</p><div class=""prod""><p>商品サイズ： 幅 3.0cm 奥行 3.8cm <br> ※こちらの商品はひとつひとつ手作りのため、サイズは多少の誤差があります。</p><p>作：陶泉窯<br>京都・清水焼（日本製）</p></div><style type=""text/css"">
<!--
.deliv_guide a img{ text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.deliv_guide a:hover img { text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.exT_sdtext p img { margin-right: 10px; margin-bottom: 10px; border-style: none; }

.exT_sdtext p a:hover img {border-style: none;}



-->
</style>",千鳥　箸置き（5種セット）〔陶泉窯〕：京都の和食器・陶器専門店　銀葉,楽焼清水焼川崎和楽銀葉抹茶碗茶道具湯飲みマグカップ茶碗千鳥　箸置き（5種セット）〔陶泉窯〕,（清水焼）。千鳥　箸置き（5種セット）〔陶泉窯〕[rn]
38-65204,http://tshop.r10s.jp/ginyo/cabinet/su03/500/imgrc0067899296.jpg?fitin=700:700,7776.0000,,キッチン用品・食器・調理器具 > 箸・カトラリー > 箸置き,京焼・清水焼 陶泉窯 高山寺 鳥獣人物戯画 古代 箸置き 2個木箱入り,（清水焼）,"<table width=""710"" border=""0"" class=""serchkey""> <tr> <td>&nbsp;</td> </tr> </table>
<p>京焼・清水焼の窯元、陶泉窯による手作りの高山寺鳥獣人物戯画の古代箸置きです。 
<br>平安時代に使用されていた箸台を再現した珍しい作品です。 
<br>ひとつひとつ職人により手描きされています。うさぎとかえるの多彩な表情や動きが実に細かく絵付けされています。 
<br>引き出物や、プレゼントにもおすすめです。 
</p><div class=""prod""><p>商品サイズ：（箸置き1個あたり）約幅4.1cmx奥行4cmx高さ3.6cm<br>素材：陶器<br>内容：2個入り、桐箱入り<br>※こちらの商品はひとつひとつ手作りのため、サイズは多少の誤差があります。</p><p>作：陶泉窯<br>京都・清水焼（日本製）</p></div><style type=""text/css"">
<!--
.deliv_guide a img{ text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.deliv_guide a:hover img { text-decoration: none; border-top-style: none; border-right-style: none; border-bottom-style: none; border-left-style: none; }

.exT_sdtext p img { margin-right: 10px; margin-bottom: 10px; border-style: none; }

.exT_sdtext p a:hover img {border-style: none;}



-->
</style>",京焼・清水焼 陶泉窯 高山寺 鳥獣人物戯画 古代 箸置き 2個木箱入り：京都の和食器・陶器専門店　銀葉,楽焼清水焼川崎和楽銀葉抹茶碗茶道具湯飲みマグカップ茶碗京焼・清水焼 陶泉窯 高山寺 鳥獣人物戯画 古代 箸置き 2個木箱入り,（清水焼）。京焼・清水焼 陶泉窯 高山寺 鳥獣人物戯画 古代 箸置き 2個木箱入り[rn]
38-65205,http://tshop.r10s.jp/ksrainbow/cabinet/02941636/imgrc0118759846.jpg?fitin=700:700,1037.6000,,キッチン用品・食器・調理器具 > 和食器 > 酒器 > 冷酒グラス,【日本製】ボール100 6個セット(1個あたり233円) Φ100×H42mm アデリア(ADERIA) P-6202,【食器洗浄機対応】,"<table width=""180"" bgcolor=""#000000"" cellspacing=""1"" cellpadding=""3"">
<tr>
<tholspan=""2"" align=""center"" bgcolor=""#FCE3BA""><b><font color=""#000000"">商品詳細</font></b></th>
</tr>
<tr><th align=""center"" bgcolor=""#EODAAA""><font size=""2"" color=""#000000"">
最大径
<br></font></th>
<td bgcolor=""#FCFAEF""><font size=""2"" color=""#000000"">
１００ｍｍ
</font></td></tr>
<tr><th align=""center"" bgcolor=""#EODAAA""><font size=""2"" color=""#000000"">
口径
</font></th>
<td bgcolor=""#FCFAEF""><font size=""2"" color=""#000000"">
１００ｍｍ
</font></td></tr>
<tr><th align=""center"" bgcolor=""#EODAAA""><font size=""2"" color=""#000000"">
高さ
</font></th>
<td bgcolor=""#FCFAEF""><font size=""2"" color=""#000000"">
４２ｍｍ
</font></td></tr>
<tr><th align=""center"" bgcolor=""#EODAAA""><font size=""2"" color=""#000000"">
容量
</font></th>
<td bgcolor=""#FCFAEF""><font size=""2"" color=""#000000"">
</font></td></tr>
<tr><th align=""center"" bgcolor=""#EODAAA""><font size=""2"" color=""#000000"">材質</font></th>
<td bgcolor=""#FCFAEF""><font size=""2"" color=""#000000"">
ソーダガラス
</font></td></tr>
<tr><th align=""center"" bgcolor=""#EODAAA""><font size=""2"" color=""#000000"">産地</font></th>
<td bgcolor=""#FCFAEF""><font size=""2"" color=""#000000"">
日本製
</font></td></tr>
<tr><th align=""center"" bgcolor=""#EODAAA""><font size=""2"" color=""#000000"">入り数</font></th>
<td bgcolor=""#FCFAEF""><font size=""2"" color=""#000000"">
６個入り
</font></td></tr>
<tr><th align=""center"" bgcolor=""#EODAAA""><font size=""2"" color=""#000000"">備考</font></th>
<td bgcolor=""#FCFAEF""><font size=""2"" color=""#000000"">
食器洗浄機対応
<br>
熱湯不可
<br>
電子レンジ不可
</font></td></tr>
</table>
<br><br>
こちらの商品は、ある程度の在庫を店舗で持っておりますが、実店舗でも人気の商品のためメーカー取り寄せとなることがございます。(通常ご注文より７営業日以内の発送)<br>
また、メーカー欠品の場合は当店よりお買い上げくださったお客様に納期その他をご連絡させて頂きます。<br><br><TABLE border=""0"">
  <TBODY>


<!-- バレンタインバナー

    <TR>
      <TD align=""center"" colspan=""2""><IMG width=""800"" height=""200"" border=""0"" src=""https://image.rakuten.co.jp/ksrainbow/cabinet/02655058/03940193/imgrc0130386563.jpg"" alt=""バレンタインバナー"">
<FONT color=""#666666"" size=""-2"" face=""メイリオ""><BR>      もうすぐドキドキのバレンタインデー♪　準備は大丈夫？　やっぱり手作りが１番おいしい！　お菓子作りの道具をそろえています　<BR></FONT></TD>
    </TR>

 -->


    <TR>
      <TD align=""center"" colspan=""2""><IMG width=""800"" height=""130"" border=""0"" src=""https://image.rakuten.co.jp/ksrainbow/cabinet/02655058/03940193/imgrc0120039189.jpg""><BR>
<FONT color=""#666666"" size=""-2"" face=""メイリオ"">スタジオ ジブリグッズ！好評販売中▲トトロ、ラピュタ、もののけ姫、魔女宅…ｅｔｃ　　新商品続々登場中</FONT></TD>
    </TR>
  </TBODY><style type=""text/css"">
<!--
body {
 background-image: url(""https://image.rakuten.co.jp/ksrainbow/cabinet/02124164/04696452/imgrc0123186759.jpg""),url(""https://image.rakuten.co.jp/ksrainbow/cabinet/02124164/04696452/imgrc0123186759.jpg"");
 background-repeat: repeat-y;
 background-position: left, right;
}
-->
</style>
</TABLE>",【日本製】ボール100 6個セット(1個あたり233円) Φ100&times;H42mm アデリア(ADERIA) P-6202：Ｋ&rsquo;ｓ　Ｒａｉｎｂｏｗ,耐熱ガラスワイングラス盃徳利シャンパングラスお皿オイル調味料入れコーヒーカップアイスコーヒー冷酒日本酒父の日贈りものギフト贈り物カクテルグラスジブリ波佐見焼花びん【日本製】ボール100 6個セット(1個あたり233円) Φ100&times;H42mm アデリア(ADERIA) P-6202,【食器洗浄機対応】。【日本製】ボール100 6個セット(1個あたり233円) Φ100&times;H42mm アデリア(ADERIA) P-6202[rn]
