38-9863,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs06/trs2597420.jpg?fitin=700:700,460.0000,,花・ガーデン・DIY > DIY・工具 > その他,田中　木柄スコップ　４７０ｍｍ　JUNO3,【業務用】 オレンジブック2017掲載,<b>メーカー／田中工業</b><br><br>【特長】<br>●溝につまったゴミの除去、モルタル・セメントの混ぜ合わせ作業に最適です。<br><br>【仕様】<br>●全長(mm):470●先幅(mm):135●スコップ奥行(mm):165<br><br>【材質／仕上】<br>●頭部:スチール●柄:天然木<br><br>【質量】　300G<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　5 1699　ページ■商品コード：trs2597420　●全長(mm):470●先幅(mm):135●スコップ奥行(mm):165,田中　木柄スコップ　４７０ｍｍ　JUNO3：工具箱　楽天市場店,田中　木柄スコップ　４７０ｍｍ　JUNO3,【業務用】 オレンジブック2017掲載。田中　木柄スコップ　４７０ｍｍ　JUNO3[rn]
38-9864,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs06/trs2597438.jpg?fitin=700:700,496.0000,,花・ガーデン・DIY > DIY・工具 > その他,田中　木柄スコップ　５００ｍｍ　JUNO4,【業務用】 オレンジブック2017掲載,<b>メーカー／田中工業</b><br><br>【特長】<br>●溝につまったゴミの除去、モルタル・セメントの混ぜ合わせ作業に最適です。<br><br>【仕様】<br>●全長(mm):500●先幅(mm):145●スコップ奥行(mm):173<br><br>【材質／仕上】<br>●頭部:スチール●柄:天然木<br><br>【質量】　350G<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　5 1699　ページ■商品コード：trs2597438　●全長(mm):500●先幅(mm):145●スコップ奥行(mm):173,田中　木柄スコップ　５００ｍｍ　JUNO4：工具箱　楽天市場店,田中　木柄スコップ　５００ｍｍ　JUNO4,【業務用】 オレンジブック2017掲載。田中　木柄スコップ　５００ｍｍ　JUNO4[rn]
38-9865,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs40/trs7520816.jpg?fitin=700:700,853.6000,,花・ガーデン・DIY > DIY・工具 > その他,テラモト　ちりとり捨楽スリム　DP4661001,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）テラモト</b><br><br>【特長】<br>●市販のゴミ袋をセットしゴミを集めてそのまま楽に捨てられます。●落ち葉などかさばるゴミを集めるのに便利です。<br><br>【用途】<br>●チリトリとして。<br><br>【仕様】<br>●幅(mm):230●高さ(mm):800●奥行(mm):152●適用袋:市販の45L用ゴミ袋<br><br>【材質／仕上】<br>●グリップ：再生ポリプロピレン●袋止め：ポリプロピレン(PP)●フレーム・ベース：塩化ビニール(PVC)<br><br><font color=red>【注意】<br>●袋は別売です。</font><br><br>【質量】　310G<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　5 1698　ページ■商品コード：trs7520816　●幅(mm):230●高さ(mm):800●奥行(mm):152●適用袋:市販の45L用ゴミ袋,テラモト　ちりとり捨楽スリム　DP4661001：工具箱　楽天市場店,テラモト　ちりとり捨楽スリム　DP4661001,【業務用】 オレンジブック2017掲載。テラモト　ちりとり捨楽スリム　DP4661001[rn]
38-9866,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs18/trs3820238.jpg?fitin=700:700,1315.2000,,花・ガーデン・DIY > DIY・工具 > その他,金象　ステン溝さらえ　角　074353,【業務用】 オレンジブック2017掲載,<b>メーカー／浅香工業（株）</b><br><br>【特長】<br>●耐食性の優れたステンレス材を使用しています。●水抜き穴を採用しています。<br><br>【仕様】<br>●全長(mm):1200●頭部長さ(mm):185●先幅(mm):155●頭部深さ(mm):57●頭部板厚:0.6mm<br><br>【材質／仕上】<br>●頭部:ステンレス（SUS430）●柄:スチール鋼管被膜<br><br>【原産国】　日本<br><br>【質量】　700G<br><br>【2017　オレンジブック掲載】　5 1699ページ■商品コード：trs3820238　●全長(mm):1200●頭部長さ(mm):185●先幅(mm):155●頭部深さ(mm):57●頭部板厚:0.6mm,金象　ステン溝さらえ　角　074353：工具箱　楽天市場店,金象　ステン溝さらえ　角　074353,【業務用】 オレンジブック2017掲載。金象　ステン溝さらえ　角　074353[rn]
38-9867,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs44/trs7807601.jpg?fitin=700:700,868.8000,,花・ガーデン・DIY > DIY・工具 > その他,金象　ステンレス　十能　Ｎｏ５　073992,【業務用】 オレンジブック2017掲載,<b>メーカー／浅香工業（株）</b><br><br>【特長】<br>●頭部に耐食性に優れたステンレス材を採用しています。<br><br>【用途】<br>●溝の清掃作業。<br><br>【仕様】<br>●全長(mm):540●先幅(mm):160●スコップ奥行(mm):190●頭部板厚:1.2ｍｍ<br><br>【材質／仕上】<br>●頭部:ステンレス●柄部:天然木<br><br>【質量】　500G<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　5 1699　ページ■商品コード：trs7807601　●全長(mm):540●先幅(mm):160●スコップ奥行(mm):190●頭部板厚:1.2ｍｍ,金象　ステンレス　十能　Ｎｏ５　073992：工具箱　楽天市場店,金象　ステンレス　十能　Ｎｏ５　073992,【業務用】 オレンジブック2017掲載。金象　ステンレス　十能　Ｎｏ５　073992[rn]
38-9868,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs42/trs7626029.jpg?fitin=700:700,1589.6000,,花・ガーデン・DIY > DIY・工具 > その他,ａｚｕｍａ　グロウ　Ｐ溝シャベル　596041100,【業務用】 オレンジブック2017掲載,<b>メーカー／アズマ工業（株）</b><br><br>【特長】<br>●水切り穴付きでゴミや泥だけをすくい取ります。<br><br>【仕様】<br>●全長(mm):820●先幅(mm):130<br><br>【材質／仕上】<br>●ヘッド:鉄に焼き付け塗装●柄:アルミ<br><br><font color=red>【注意】<br>●先端のプレートで傷を付ける恐れがあるのでご注意ください。</font><br><br>【原産国】　中国<br><br>【質量】　487G<br><br>【2017　オレンジブック掲載】　5 1698ページ■商品コード：trs7626029　●全長(mm):820●先幅(mm):130,ａｚｕｍａ　グロウ　Ｐ溝シャベル　596041100：工具箱　楽天市場店,ａｚｕｍａ　グロウ　Ｐ溝シャベル　596041100,【業務用】 オレンジブック2017掲載。ａｚｕｍａ　グロウ　Ｐ溝シャベル　596041100[rn]
38-9869,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs09/trs2984199.jpg?fitin=700:700,959.2000,,花・ガーデン・DIY > DIY・工具 > その他,テラモト　ちりとり捨楽　小　DP4660101,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）テラモト</b><br><br>【特長】<br>●市販のゴミ袋をセットしゴミを集めてそのまま楽に捨てられます。●落ち葉などかさばるゴミを集めるのに便利です。<br><br>【仕様】<br>●幅(mm):360●高さ(mm):610●奥行(mm):152●適用袋:市販の45L用ゴミ袋●適用袋:市販の45L用ゴミ袋(DP-466-010-1)、市販の70L用ゴミ袋(DP-466-030-1)<br><br>【材質／仕上】<br>●グリップ:再生ポリプロピレン●袋止め:ポリプロピレン（PP）●フレーム・ベース:塩化ビニール（PVC）<br><br><font color=red>【注意】<br>●袋は別売です。</font><br><br>【質量】　390G<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　5 1698　ページ■商品コード：trs2984199　●幅(mm):360●高さ(mm):610●奥行(mm):152●適用袋:市販の45L用ゴミ袋●適用袋:市販の45L用ゴミ袋(DP-466-010-1)、市販の70L用ゴミ袋(DP-466-030-1),テラモト　ちりとり捨楽　小　DP4660101：工具箱　楽天市場店,テラモト　ちりとり捨楽　小　DP4660101,【業務用】 オレンジブック2017掲載。テラモト　ちりとり捨楽　小　DP4660101[rn]
38-9870,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs15/trs3633527.jpg?fitin=700:700,200.8000,,花・ガーデン・DIY > DIY・工具 > その他,ＴＲＵＳＣＯ　すきまノズルＬ　グレー　TPC30518,【業務用】 オレンジブック2017掲載,<b>メーカー／トラスコ中山（株）</b><br><br>【特長】<br>●パイプ内径が32mm～38mmの乾式クリーナーに取り付けできます。（各メーカー共通)<br><br>【仕様】<br>●品名:すき間ノズル<br><br><font color=red>【注意】<br>●パイプ内径32mm～38mm用です。●まるブラシ、すき間ノズル、2段式ロングノズルは、継手パイプ(TPC-30823かTPC-30824)を接続して延長管内径32mm～38mmのクリーナーに使用可能です。</font><br><br>【質量】　26G<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　5 1546　ページ■商品コード：trs3633527　●品名:すき間ノズル,ＴＲＵＳＣＯ　すきまノズルＬ　グレー　TPC30518：工具箱　楽天市場店,ＴＲＵＳＣＯ　すきまノズルＬ　グレー　TPC30518,【業務用】 オレンジブック2017掲載。ＴＲＵＳＣＯ　すきまノズルＬ　グレー　TPC30518[rn]
38-9871,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs45/trs7940246.jpg?fitin=700:700,13339.2000,,花・ガーデン・DIY > DIY・工具 > その他,ケルヒャー　ローラーブラシ（ＢＲＶＡＲＩＯ＆４０／２５Ｃ）　47622510,【業務用】 オレンジブック2017掲載,<b>メーカー／ケルヒャージャパン（株）</b><br><br>【特長】<br>●高い面圧と縦に高速回転することにより、点字ブロック等の凸凹面やノンスリップの床面に威力を発揮します。●こびりついた汚れにも効果的です。<br><br>【仕様】<br>●幅(mm):110●奥行(mm):110●高さ(mm):440●品名:ローラーブラシ　400ｍｍ　凹凸用　（オレンジ）●適合機種:ＢＲ40/10、ＢＲ40/25<br><br>【質量】　768G<br><br>【原産国】　ドイツ<br><br>【2017　オレンジブック掲載】　5 1615　ページ■商品コード：trs7940246　●幅(mm):110●奥行(mm):110●高さ(mm):440●品名:ローラーブラシ　400ｍｍ　凹凸用　（オレンジ）●適合機種:ＢＲ40/10、ＢＲ40/25,ケルヒャー　ローラーブラシ（ＢＲＶＡＲＩＯ＆４０／２５Ｃ）　47622510：工具箱　楽天市場店,ケルヒャー　ローラーブラシ（ＢＲＶＡＲＩＯ＆４０／２５Ｃ）　47622510,【業務用】 オレンジブック2017掲載。ケルヒャー　ローラーブラシ（ＢＲＶＡＲＩＯ＆４０／２５Ｃ）　47622510[rn]
38-9872,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs03/trs1717219.jpg?fitin=700:700,4877.6000,,花・ガーデン・DIY > DIY・工具 > その他,コンドル　（ポリシャー用ブラシ）シダブラシ　１６”　E816,【業務用】 オレンジブック2017掲載,<b>メーカー／山崎産業（株）</b><br><br>【用途】<br>●洗浄。<br><br>【仕様】<br>●寸法(インチ):16●適合本体:E-7-1、E-7-2<br><br>【質量】　1800G<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　5 1622　ページ■商品コード：trs1717219　●寸法(インチ):16●適合本体:E-7-1、E-7-2,コンドル　（ポリシャー用ブラシ）シダブラシ　１６&rdquo;　E816：工具箱　楽天市場店,コンドル　（ポリシャー用ブラシ）シダブラシ　１６&rdquo;　E816,【業務用】 オレンジブック2017掲載。コンドル　（ポリシャー用ブラシ）シダブラシ　１６&rdquo;　E816[rn]
38-9873,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs33/trs4743539.jpg?fitin=700:700,128174.4000,,花・ガーデン・DIY > DIY・工具 > その他,ＭＥＩＨＯ　高圧洗浄機モータータイプ　HPW1513M　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）ワキタ</b><br><br>【特長】<br>●ワンタッチカプラで高圧ホースの延長も簡単です。●全機種ポンプ内のエアー抜きを装備していますので圧力がスムーズに立ちあがります。●車輪はノーパンクタイヤを使用。荒れ地での使用もパンクの心配がありません。●200Vコンパクトタイプで騒音、排気ガスが気になる場所での作業に最適です。●騒音、排気ガスが気になる場所での作業に最適です。<br><br>【仕様】<br>●幅(mm):560●奥行(mm):950●高さ(mm):750●吐出水量(L/min)(50Hz/60Hz):13/16●吐出圧力(MPa)(50Hz/60Hz):15/15●出力:4.0kW●電源:三相200V●消費電力:4000W●電源コード長さ:4.5ｍ●吸水方式：自吸式●ポンプ:3連プランジャー式●騒音値:63.3dB●吸込み楊程:2.7m<br><br>【セット内容／付属品】<br>●高圧ホース10m（3/8)●吸水ホース(1/2)●余水ホース(1/4)●洗浄ノズル<br><br>【質量】　55KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　5 1583　ページ≪メーカー直送品≫■商品コード：trs4743539　●幅(mm):560●奥行(mm):950●高さ(mm):750●吐出水量(L/min)(50Hz/60Hz):13/16●吐出圧力(MPa)(50Hz/60Hz):15/15●出力:4.0kW●電源:三相200V●消費電力:4000W●電源コード長さ:4.5ｍ●吸水方式：自吸式●ポンプ:3連プランジャー式●騒音値:63.3dB●吸込み楊程:2.7m,ＭＥＩＨＯ　高圧洗浄機モータータイプ　HPW1513M　【代引き不可・配送時間指定不可】：工具箱　楽天市場店,ＭＥＩＨＯ　高圧洗浄機モータータイプ　HPW1513M　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載。ＭＥＩＨＯ　高圧洗浄機モータータイプ　HPW1513M　【代引き不可・配送時間指定不可】[rn]
