39-57007,http://tshop.r10s.jp/croix/cabinet/in/marweles1.jpg?fitin=700:700,6739.2000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > 6畳用,ペンダントライト LED電球【Marweles】1灯 レトロ ガラス アンティーク シンプル カフェ 照明 コード インテリア トイレ 洗面所 玄関 ダイニング キッチン,ペンダントライト 1灯 レトロ ガラス アンティーク コード 照明,"<img src=""http://image.rakuten.co.jp/croix/cabinet/main/howset.gif"" alt=""照明器具の取り付け方法"" /><br />
<div class=""key""><p>
｜マルヴェル｜INTERFORM｜インターフォルム｜4畳用｜5畳用｜6畳用｜引っ掛けシーリング｜吊り｜電球型蛍光灯｜省エネ｜ランプ｜LED電球｜LT-9823
｜多灯｜洋室｜和室｜ダイニング｜リビング｜ベッドルーム｜寝室｜子供部屋｜キッチン｜吹き抜け｜天井照明｜デザイン照明｜エコ｜ECO｜LED球
｜インテリア｜工事不要｜デザイナーズ｜簡単｜家庭｜高級｜人気｜おしゃれ｜おすすめ｜ブランド｜オシャレ｜カフェ｜CROIX｜クロワ｜</p></div><div class=""comment"">
<p>しずくのような可愛らしいフォルムが特徴のガラスペンダントライトです。まるで光の球が宙に浮いているような神秘的なシルエットで、ほんのりお部屋を照らします。
ガラスは3種類からセレクト可能で、「クリアガラス」はシンプルで素材を最も活かしたガラス。あえて手作り感を出すために少し厚めになっています。「クラックガラス」は透明とフロストの2色展開で、ひび割れが織りなす繊細な雰囲気がお楽しみ頂けます。1灯での使用はもちろん、ダクトレールを併用しての多灯使いもお奨めです。</p>
</div>

<table>
<tbody>
<tr>
<td class=""spec1"">ガラス</td>
<td class=""spec2"">クリア、クリア×クラック、フロスト×クラック</td>
</tr>
<tr>
<td class=""spec1"">サイズ</td>
<td class=""spec2"">直径120×高さ170mm</td>
</tr>
<tr>
<td class=""spec1"">コードの長さ</td>
<td class=""spec2"">90cm（本体含み全高43～102cmまで調節可）</td>
</tr>
<tr>
<td class=""spec1"">材質</td>
<td class=""spec2"">ガラス、スチール</td>
</tr>
<tr>
<td class=""spec1"">電球</td>
<td class=""spec2"">E17/60W　ミニクリプトン球×1<br />※追加料金で40W相当LED電球×1へ変更可能です。<br />
<p class=""lic""><img src=""http://image.rakuten.co.jp/croix/cabinet/main/lic.gif"" alt=""LED電球・電球型蛍光灯対応可"" />LED電球・電球型蛍光灯対応照明器具</p></td>
</tr>
<tr>
<td class=""spec1"">重量</td>
<td class=""spec2"">0.6kg</td>
</tr>
<tr>
<td class=""spec1"">注意事項</td>
<td class=""spec2"">ガラスの性質上、よれ、厚みなど、個体差があります。<br />また、縁に多少の欠けが見られる場合がございますがメーカーで合格判定されたものにつき、不良の対象外です。ご了承ください。</td>
</tr>
</tbody>
</table><br /><img src=""http://image.rakuten.co.jp/croix/cabinet/main/sep2.jpg"" alt=""ダクトレール"" /><br />
<br />
<br /><img src=""http://image.rakuten.co.jp/croix/cabinet/main/oitem.gif"" alt=""ペンダントライト一覧"" />",ペンダントライト LED電球【Marweles】1灯 レトロ ガラス アンティーク シンプル カフェ 照明 コード インテリア トイレ 洗面所 玄関 ダイニング キッチン：デザイン照明のCROIX,LED　照明LED　照明器具LED　ペンダントライトペンダントライトデザイン照明照明天井照明LEDLED電球スポットライト照明器具シーリングライト通販おしゃれ　照明シャンデリアプチシャンデリアシーリングファンLED　スポットライトLED電球　ペンダントライト通信販売ペンダントライト LED電球【Marweles】1灯 レトロ ガラス アンティーク シンプル カフェ 照明 コード インテリア トイレ 洗面所 玄関 ダイニング キッチン,ペンダントライト 1灯 レトロ ガラス アンティーク コード 照明。ペンダントライト LED電球【Marweles】1灯 レトロ ガラス アンティーク シンプル カフェ 照明 コード インテリア トイレ 洗面所 玄関 ダイニング キッチン[rn]
39-57008,http://tshop.r10s.jp/croix/cabinet/goto/manaslu1.jpg?fitin=700:700,6480.0000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > 6畳用,ペンダントライト【Manaslu】ブロンズ 真鍮 後藤照明 レトロ ダイニング コード トイレ キッチン シンプル 日本製,ペンダントライト 後藤照明 和風 照明 レトロ ダイニング 真鍮,"<img src=""http://image.rakuten.co.jp/croix/cabinet/main/howset.gif"" alt=""照明器具の取り付け方法"" /><br />
<div class=""key""><p>
｜GLF-3471｜LED電球｜後藤照明｜3畳用｜4畳用｜5畳用｜引っ掛けシーリング｜吊り｜電球型蛍光灯｜省エネ｜ランプ｜癒し｜店舗｜料亭｜店舗｜業務用｜LED球
｜玄関｜トイレ｜洋室｜和室｜ダイニング｜リビング｜ベッドルーム｜寝室｜キッチン｜天井照明｜デザイン照明｜エコ｜ECO｜節電
｜インテリア｜工事不要｜デザイナーズ｜簡単｜家庭｜人気｜おしゃれ｜おすすめ｜ブランド｜オシャレ｜カフェ｜CROIX｜クロワ｜</p></div><div class=""comment"">
<p>真鍮鍍金のブロンズソケットとガードを組み合わせた“マナスル”は無骨なテイストの中にちょっぴり上品なエッセンスを感じさせるペンダントライトです。シェードレスのデザインなので、レトロになり過ぎず、ブロンズも落ち着いた色味のため、大人っぽく仕上がっています。</p>
</div>

<table>
<tbody>
<tr>
<td class=""spec1"">カラー</td>
<td class=""spec2"">ブロンズ</td>
</tr>
<tr>
<td class=""spec1"">サイズ</td>
<td class=""spec2"">直径104×高さ235mm</td>
</tr>
<tr>
<td class=""spec1"">コードの長さ</td>
<td class=""spec2"">73cm　※付属の自在パーツで長さ調節可能<br /><img src=""http://image.rakuten.co.jp/croix/cabinet/goto/op.gif"" /></td>
</tr>
<tr>
<td class=""spec1"">材質</td>
<td class=""spec2"">スチール（真鍮鍍金）</td>
</tr>
<tr>
<td class=""spec1"">電球</td>
<td class=""spec2"">E26/60W　普通球×1<br />
<p class=""lic""><img src=""http://image.rakuten.co.jp/croix/cabinet/main/lic.gif"" alt=""LED電球・電球型蛍光灯対応可"" />LED電球・電球型蛍光灯対応照明器具</p></td>
</tr>
<tr>
<td class=""spec1"">重量</td>
<td class=""spec2"">415g</td>
</tr>
<tr>
<td class=""spec1"">生産国</td>
<td class=""spec2"">日本製</td>
</tr>
</tbody>
</table><br /><img src=""http://image.rakuten.co.jp/croix/cabinet/main/sep2.jpg"" alt=""ダクトレール"" /><br />
<br /><img src=""http://image.rakuten.co.jp/croix/cabinet/main/oitem10.gif"" alt=""後藤照明一覧はこちらをクリック"" />",ペンダントライト【Manaslu】ブロンズ 真鍮 後藤照明 レトロ ダイニング コード トイレ キッチン シンプル 日本製：デザイン照明のCROIX,LED　照明LED　照明器具LED　ペンダントライトペンダントライトデザイン照明照明天井照明LEDLED電球スポットライト照明器具シーリングライト通販おしゃれ　照明シャンデリアプチシャンデリアシーリングファンLED　スポットライトLED電球　ペンダントライト通信販売ペンダントライト【Manaslu】ブロンズ 真鍮 後藤照明 レトロ ダイニング コード トイレ キッチン シンプル 日本製,ペンダントライト 後藤照明 和風 照明 レトロ ダイニング 真鍮。ペンダントライト【Manaslu】ブロンズ 真鍮 後藤照明 レトロ ダイニング コード トイレ キッチン シンプル 日本製[rn]
39-57009,https://tshop.r10s.jp/kyodoled/cabinet/04735169/imgrc0066275364.jpg?fitin=700:700,1440.0000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > 6畳用,ペンダントライト 1灯 LED 対応 E26口金 ブラック シーリングライト 間接照明 照明器具 インテリア照明 天井照明 ペンダントランプ シンプル モダン ミッドセンチュリー 寝室 照明 ダイニング用 食卓用 リビング用 居間用 【電球別売り】,【セール商品】　ペンダントライト　お洒落,,ペンダントライト 1灯 LED 対応 E26口金 ブラック シーリングライト 間接照明 照明器具 インテリア照明 天井照明 ペンダントランプ シンプル モダン ミッドセンチュリー 寝室 照明 ダイニング用 食卓用 リビング用 居間用 【電球別売り】：共同照明LED専門店,LED直管蛍光灯LED丸形蛍光灯LEDテープライトSMD5050SMD3528RGBLED電球E12E14E17E26E39口金LEDスポットライトハロゲンランプ型LEDハロゲンE11LEDシャンデリア電球電球色昼白色昼光色LEDミニクリプトンLED小形電球形LEDビームランプ植物育成用LEDランプ口金変換アダプターLEDキャンドルLEDブラックライトLED投光器LED懐中電灯LEDクリスマスライトLEDサインボードLEDダウンライトLED人感センサーライトLEDデスクライトLEDエジソンランプライティングレールペンダントライト 1灯 LED 対応 E26口金 ブラック シーリングライト 間接照明 照明器具 インテリア照明 天井照明 ペンダントランプ シンプル モダン ミッドセンチュリー 寝室 照明 ダイニング用 食卓用 リビング用 居間用 【電球別売り】,【セール商品】　ペンダントライト　お洒落。ペンダントライト 1灯 LED 対応 E26口金 ブラック シーリングライト 間接照明 照明器具 インテリア照明 天井照明 ペンダントランプ シンプル モダン ミッドセンチュリー 寝室 照明 ダイニング用 食卓用 リビング用 居間用 【電球別売り】[rn]
39-57010,https://tshop.r10s.jp/kyodoled/cabinet/04735169/imgrc0067146474.jpg?fitin=700:700,5599.2000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > 6畳用,【送料無料】ペンダントライト LED 対応 E26口金 照明器具 天井照明 1灯 シーリングライト 北欧 おしゃれ シンプル モダン ミッドセンチュリー 間接照明 ペンダントランプ 寝室 照明 ダイニング用 食卓用 白 ホワイト リビング用 居間用【電球別売り】,【送料無料ペンダントライト　お洒落,,【送料無料】ペンダントライト LED 対応 E26口金 照明器具 天井照明 1灯 シーリングライト 北欧 おしゃれ シンプル モダン ミッドセンチュリー 間接照明 ペンダントランプ 寝室 照明 ダイニング用 食卓用 白 ホワイト リビング用 居間用【電球別売り】：共同照明LED専門店,LED直管蛍光灯LED丸形蛍光灯LEDテープライトSMD5050SMD3528RGBLED電球E12E14E17E26E39口金LEDスポットライトハロゲンランプ型LEDハロゲンE11LEDシャンデリア電球電球色昼白色昼光色LEDミニクリプトンLED小形電球形LEDビームランプ植物育成用LEDランプ口金変換アダプターLEDキャンドルLEDブラックライトLED投光器LED懐中電灯LEDクリスマスライトLEDサインボードLEDダウンライトLED人感センサーライトLEDデスクライトLEDエジソンランプライティングレール【送料無料】ペンダントライト LED 対応 E26口金 照明器具 天井照明 1灯 シーリングライト 北欧 おしゃれ シンプル モダン ミッドセンチュリー 間接照明 ペンダントランプ 寝室 照明 ダイニング用 食卓用 白 ホワイト リビング用 居間用【電球別売り】,【送料無料ペンダントライト　お洒落。【送料無料】ペンダントライト LED 対応 E26口金 照明器具 天井照明 1灯 シーリングライト 北欧 おしゃれ シンプル モダン ミッドセンチュリー 間接照明 ペンダントランプ 寝室 照明 ダイニング用 食卓用 白 ホワイト リビング用 居間用【電球別売り】[rn]
39-57011,http://tshop.r10s.jp/amberforest/cabinet/00672522/nosta02.jpg?fitin=700:700,5529.6000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > 6畳用,ペンダントライト ■NOSTA | CPL-3227■　レトロな復刻電球付き アンティーク調ペンダントライト 【CUBE キューブ】,,"<div class=""title""><h1 class=""item-name"">NOSTA CPL-3227</h1><h2 class=""brand-name"">CUBE キューブ</h2></div><div class=""item-note""><p>小さくて可愛いホーローのペンダントライト<strong>NOSTA（CPL-3227）</strong>。<br><br>レトロな風合いの色は、ハンドメイドによる色のムラ感がお洒落です。シェードの内側はホワイトにすることで効率的に光を反射させるように考えられています。<br><br>電球はエジソンが発明した世界最初の電球を復刻した物で、長方形型の不思議で可愛い電球です。光の色もレトロなセピアカラーで、お部屋の雰囲気をガラッと変えてくれる効果があります。<br><br>もちろん一般的な電球やLED電球も付けていただけます。<br><br>お色はレッド、ブルー、ブラウンの3色展開になります。</p></div><div class=""item-spec""><img src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/parts/op03.gif"" alt=""商品の詳細"" class=""terms""><table><tr><th scope=""row"">ブランド</th><td>CUBE キューブ</td></tr><tr><th scope=""row"">商品名</th><td>NOSTA ノスタ</td></tr><tr><th scope=""row"">型番</th><td>CPL-3227</td></tr><tr><th scope=""row"">サイズ</th><td>W18、D18、H12（電球除く）cm</td></tr><tr><th scope=""row"">コードサイズ</th><td>90cm</td></tr><tr><th scope=""row"">電球</th><td>E26型 60W</td></tr><tr><th scope=""row"">レトロ球</th><td><img src=""http://image.rakuten.co.jp/amberforest/cabinet/00670276/reprica02.gif"" alt=""レトロ球の購入はこちら"" class=""item-option""><br>予備のレトロ球の販売はこちらから<br>ぜひ商品と一緒にお買い求めください。</td></tr></table></div><img src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/brand/biglogo-cube.jpg"" alt=""CUBE キューブ"" class=""brand-img""><div class=""item-brand""><p><strong>CUBE キューブの商品一覧</strong><br><br>国内の老舗の照明ブランド。照明器具を思い浮かべた時にイメージする定番的なデザインが多く、インテリアとの調和を大事にしています。マニラ麻やファブリック、ウッドなど優しい素材使いも魅力のひとつです。</p></div><h3><img alt=""照明器具の取り付け方法"" class=""category-img"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/parts/attachment.gif""></h3>

<h3 class=""contents_title""><img alt=""照明器具のオプション"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/parts/banner05.gif""></h3>
<div class=""main_list3"">
  <ul>
    <li>
      <img alt=""照明用 リモコン"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/03174253/option1.jpg"">
      <p>リモコンスイッチ</p><span>いつもの照明に簡単取り付けで便利なリモコン式に</span>
    </li>
    <li>
      <img alt=""ダクトレール リモコン"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/03174253/option2.jpg"">
      <p>ダクトレール</p><span>ご要望の多かったリモコン式が登場。簡易取り付けで楽々</span>
    </li>
    <li>
      <img alt=""コードリール"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/03174253/option3.jpg"">
      <p>コードリール</p><span>ペンダントタイプの照明のコードをクルッと綺麗に収納</span>
    </li>
    <li>
      <img alt=""引掛けシーリング用カバー CP-703"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/03174253/option5.jpg"">
      <p>引掛シーリングカバー</p><span>スマートに隠す、ブラックとホワイトの2色展開</span>
    </li>
    <li>
      <img alt=""多灯フランジ"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/03174253/option-3lightflange.jpg"">
      <p>多灯フランジ</p><span>3灯タイプに増設可能、引掛けシーリング対応で簡易取り付け</span>
    </li>
    <li>
      <img alt=""レトロ球 アンティークランプ"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/03174253/option6.jpg"">
      <p>レトロ電球</p><span>有名なトーマス・エジソンによる初期の電球を復刻</span>
    </li>
  </ul>
</div>

<h3 class=""contents_title""><img alt=""新商品の案内"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/parts/banner01.gif""></h3>
<div class=""news"">
  <ul>
    <li>
      <img alt=""FLAVIO 5 LT-2350"" src=""https://image.rakuten.co.jp/amberforest/cabinet/00685045/flavio5_1.jpg"">
      <p>FLAVIO 5 LT-2350</p>
      <p class=""model"">INTERFORM</p>
      <p class=""price"">38,500円</p>
    </li>
    <li>
      <img alt=""FLAVIO ダクトレール付属"" src=""https://image.rakuten.co.jp/amberforest/cabinet/00685045/flavio3_1.jpg"">
      <p>FLAVIO ダクトレール付属</p>
      <p class=""model"">INTERFORM</p>
      <p class=""price"">22,700円</p>
    </li>
    <li>
      <img alt=""IILIAN(C) LT-2339"" src=""https://image.rakuten.co.jp/amberforest/cabinet/00685045/illian-c1.jpg"">
      <p>IILIAN(C) LT-2339</p>
      <p class=""model"">INTERFORM</p>
      <p class=""price"">30,700円</p>
    </li>
    <li>
      <img alt=""NOBLE NC-45002LED"" src=""https://image.rakuten.co.jp/amberforest/cabinet/00709145/nc-45002led_1.jpg"">
      <p>NOBLE NC-45002LED</p>
      <p class=""model"">KISHIMA</p>
      <p class=""price"">17,000円</p>
    </li>
    <li>
      <img alt=""BERKA LT-9532"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00685045/berka1.jpg"">
      <p>BERKA LT-9532</p>
      <p class=""model"">INTERFORM</p>
      <p class=""price"">7,500円</p>
    </li>
    <li>
      <img alt=""Marweles5 LT-1336"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00685045/marweles5_1.jpg"">
      <p>Marweles5 LT-1336</p>
      <p class=""model"">INTERFORM</p>
      <p class=""price"">32,500円</p>
    </li>
    <li>
      <img alt=""CORN FC-V21 SET"" src=""http://image.rakuten.co.jp/amberforest/cabinet/sunyow/fc-v21set_1.jpg"">
      <p>CORN FC-V21 SET</p>
      <p class=""model"">amor collection</p>
      <p class=""price"">6,700円</p>
    </li>
    <li>
      <img alt=""ERODE FC-247 SET"" src=""http://image.rakuten.co.jp/amberforest/cabinet/sunyow/fc-247set_1.jpg"">
      <p>ERODE FC-247 SET</p>
      <p class=""model"">amor collection</p>
      <p class=""price"">5,900円</p>
    </li>
    <li>
      <img alt=""DORE GEM-6918"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00709145/gem-6918_1.jpg"">
      <p>DORE GEM-6918</p>
      <p class=""model"">KISHIMA</p>
      <p class=""price"">2,800円</p>
    </li>
    <li>
      <img alt=""MIYABI GEM-6909"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00709145/gem-6909_1.jpg"">
      <p>MIYABI GEM-6909</p>
      <p class=""model"">KISHIMA</p>
      <p class=""price"">5,500円</p>
    </li>
    <li>
      <img alt=""ブーケ GEM-6916"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00709145/gem-6916_1.jpg"">
      <p>ブーケ GEM-6916</p>
      <p class=""model"">KISHIMA</p>
      <p class=""price"">3,980円</p>
    </li>
    <li>
      <img alt=""SILVIA フロアライト"" src=""http://image.rakuten.co.jp/amberforest/cabinet/vita/silvia-floor1.jpg"">
      <p>SILVIA フロアライト</p>
      <p class=""model"">VITA</p>
      <p class=""price"">15,400円</p>
    </li>
    <li>
      <img alt=""VIVACE CC-40079 CC-40080"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00709145/vivace1.jpg"">
      <p>VIVACE CC-40079 CC-40080</p>
      <p class=""model"">KISHIMA</p>
      <p class=""price"">8,580円</p>
    </li>
    <li>
      <img alt=""BELDA KL-10289"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00709145/belda1.jpg"">
      <p>BELDA KL-10289</p>
      <p class=""model"">KISHIMA</p>
      <p class=""price"">4,300円</p>
    </li>
    <li>
      <img alt=""WLED-4037 WLED-4038"" src=""http://image.rakuten.co.jp/amberforest/cabinet/murakami/wled-4037_1.jpg"">
      <p>BRILLIANT WLED-4037 WLED-4038</p>
      <p class=""model"">MURAKAMI</p>
      <p class=""price"">21,800円</p>
    </li>
  </ul>
</div>",ペンダントライト ■NOSTA | CPL-3227■　レトロな復刻電球付き アンティーク調ペンダントライト 【CUBE キューブ】：照明の販売 AMBERFOREST,インテリア照明お洒落ペンダントライトシャンデリア取扱店INTERFORMORRB後藤照明谷俊幸BUNACOSUNYOWHOMESETADレトロアンティーク和モダンシャビーシックガーリーミッドセンチュリーモダンペンダントライト ■NOSTA | CPL-3227■　レトロな復刻電球付き アンティーク調ペンダントライト 【CUBE キューブ】,ペンダントライト ■NOSTA | CPL-3227■　レトロな復刻電球付き アンティーク調ペンダントライト 【CUBE キューブ】[rn]
39-57012,http://tshop.r10s.jp/amberforest/cabinet/00672522/tp-1590_1.jpg?fitin=700:700,5011.2000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > 6畳用,ペンダントライト ■TOPPO | TP-1590■　北欧系シンプルデザイン インテリア照明 【CUBE キューブ】,,"<div class=""title""><h1 class=""item-name"">TOPPO TP-1590</h1><h2 class=""brand-name"">CUBE キューブ</h2></div><div class=""item-note""><p>北欧インテリアと相性の良いペンダントライト<strong>TOPPO（TP-1590）</strong>。<br><br>ザ・ペンダントライトといった定番的なデザインですが、理想的なタイプはなかなかありそうでないと思います。人気の北欧スタイルと相性の良い、色味、デザインです。<br><br>お色はベージュ、ホワイトの2色展開になります。</p></div><div class=""item-spec""><img src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/parts/op03.gif"" alt=""商品の詳細"" class=""terms""><table><tr><th scope=""row"">ブランド</th><td>CUBE キューブ</td></tr><tr><th scope=""row"">商品名</th><td>TOPPO トッポ</td></tr><tr><th scope=""row"">型番</th><td>TP-1590</td></tr><tr><th scope=""row"">サイズ</th><td>W36、D36、H17cm</td></tr><tr><th scope=""row"">コードサイズ</th><td>95cm</td></tr><tr><th scope=""row"">電球</th><td>E26型 100W</td></tr><tr><th scope=""row"">プルスイッチ</th><td>ON→OFF</td></tr></table></div><img src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/brand/biglogo-cube.jpg"" alt=""CUBE キューブ"" class=""brand-img""><div class=""item-brand""><p><strong>CUBE キューブの商品一覧</strong><br><br>国内の老舗の照明ブランド。照明器具を思い浮かべた時にイメージする定番的なデザインが多く、インテリアとの調和を大事にしています。マニラ麻やファブリック、ウッドなど優しい素材使いも魅力のひとつです。</p></div><h3><img alt=""照明器具の取り付け方法"" class=""category-img"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/parts/attachment.gif""></h3>

<h3 class=""contents_title""><img alt=""照明器具のオプション"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/parts/banner05.gif""></h3>
<div class=""main_list3"">
  <ul>
    <li>
      <img alt=""照明用 リモコン"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/03174253/option1.jpg"">
      <p>リモコンスイッチ</p><span>いつもの照明に簡単取り付けで便利なリモコン式に</span>
    </li>
    <li>
      <img alt=""ダクトレール リモコン"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/03174253/option2.jpg"">
      <p>ダクトレール</p><span>ご要望の多かったリモコン式が登場。簡易取り付けで楽々</span>
    </li>
    <li>
      <img alt=""コードリール"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/03174253/option3.jpg"">
      <p>コードリール</p><span>ペンダントタイプの照明のコードをクルッと綺麗に収納</span>
    </li>
    <li>
      <img alt=""引掛けシーリング用カバー CP-703"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/03174253/option5.jpg"">
      <p>引掛シーリングカバー</p><span>スマートに隠す、ブラックとホワイトの2色展開</span>
    </li>
    <li>
      <img alt=""多灯フランジ"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/03174253/option-3lightflange.jpg"">
      <p>多灯フランジ</p><span>3灯タイプに増設可能、引掛けシーリング対応で簡易取り付け</span>
    </li>
    <li>
      <img alt=""レトロ球 アンティークランプ"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/03174253/option6.jpg"">
      <p>レトロ電球</p><span>有名なトーマス・エジソンによる初期の電球を復刻</span>
    </li>
  </ul>
</div>

<h3 class=""contents_title""><img alt=""新商品の案内"" src=""http://image.rakuten.co.jp/amberforest/cabinet/01093033/parts/banner01.gif""></h3>
<div class=""news"">
  <ul>
    <li>
      <img alt=""FLAVIO 5 LT-2350"" src=""https://image.rakuten.co.jp/amberforest/cabinet/00685045/flavio5_1.jpg"">
      <p>FLAVIO 5 LT-2350</p>
      <p class=""model"">INTERFORM</p>
      <p class=""price"">38,500円</p>
    </li>
    <li>
      <img alt=""FLAVIO ダクトレール付属"" src=""https://image.rakuten.co.jp/amberforest/cabinet/00685045/flavio3_1.jpg"">
      <p>FLAVIO ダクトレール付属</p>
      <p class=""model"">INTERFORM</p>
      <p class=""price"">22,700円</p>
    </li>
    <li>
      <img alt=""IILIAN(C) LT-2339"" src=""https://image.rakuten.co.jp/amberforest/cabinet/00685045/illian-c1.jpg"">
      <p>IILIAN(C) LT-2339</p>
      <p class=""model"">INTERFORM</p>
      <p class=""price"">30,700円</p>
    </li>
    <li>
      <img alt=""NOBLE NC-45002LED"" src=""https://image.rakuten.co.jp/amberforest/cabinet/00709145/nc-45002led_1.jpg"">
      <p>NOBLE NC-45002LED</p>
      <p class=""model"">KISHIMA</p>
      <p class=""price"">17,000円</p>
    </li>
    <li>
      <img alt=""BERKA LT-9532"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00685045/berka1.jpg"">
      <p>BERKA LT-9532</p>
      <p class=""model"">INTERFORM</p>
      <p class=""price"">7,500円</p>
    </li>
    <li>
      <img alt=""Marweles5 LT-1336"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00685045/marweles5_1.jpg"">
      <p>Marweles5 LT-1336</p>
      <p class=""model"">INTERFORM</p>
      <p class=""price"">32,500円</p>
    </li>
    <li>
      <img alt=""CORN FC-V21 SET"" src=""http://image.rakuten.co.jp/amberforest/cabinet/sunyow/fc-v21set_1.jpg"">
      <p>CORN FC-V21 SET</p>
      <p class=""model"">amor collection</p>
      <p class=""price"">6,700円</p>
    </li>
    <li>
      <img alt=""ERODE FC-247 SET"" src=""http://image.rakuten.co.jp/amberforest/cabinet/sunyow/fc-247set_1.jpg"">
      <p>ERODE FC-247 SET</p>
      <p class=""model"">amor collection</p>
      <p class=""price"">5,900円</p>
    </li>
    <li>
      <img alt=""DORE GEM-6918"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00709145/gem-6918_1.jpg"">
      <p>DORE GEM-6918</p>
      <p class=""model"">KISHIMA</p>
      <p class=""price"">2,800円</p>
    </li>
    <li>
      <img alt=""MIYABI GEM-6909"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00709145/gem-6909_1.jpg"">
      <p>MIYABI GEM-6909</p>
      <p class=""model"">KISHIMA</p>
      <p class=""price"">5,500円</p>
    </li>
    <li>
      <img alt=""ブーケ GEM-6916"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00709145/gem-6916_1.jpg"">
      <p>ブーケ GEM-6916</p>
      <p class=""model"">KISHIMA</p>
      <p class=""price"">3,980円</p>
    </li>
    <li>
      <img alt=""SILVIA フロアライト"" src=""http://image.rakuten.co.jp/amberforest/cabinet/vita/silvia-floor1.jpg"">
      <p>SILVIA フロアライト</p>
      <p class=""model"">VITA</p>
      <p class=""price"">15,400円</p>
    </li>
    <li>
      <img alt=""VIVACE CC-40079 CC-40080"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00709145/vivace1.jpg"">
      <p>VIVACE CC-40079 CC-40080</p>
      <p class=""model"">KISHIMA</p>
      <p class=""price"">8,580円</p>
    </li>
    <li>
      <img alt=""BELDA KL-10289"" src=""http://image.rakuten.co.jp/amberforest/cabinet/00709145/belda1.jpg"">
      <p>BELDA KL-10289</p>
      <p class=""model"">KISHIMA</p>
      <p class=""price"">4,300円</p>
    </li>
    <li>
      <img alt=""WLED-4037 WLED-4038"" src=""http://image.rakuten.co.jp/amberforest/cabinet/murakami/wled-4037_1.jpg"">
      <p>BRILLIANT WLED-4037 WLED-4038</p>
      <p class=""model"">MURAKAMI</p>
      <p class=""price"">21,800円</p>
    </li>
  </ul>
</div>",ペンダントライト ■TOPPO | TP-1590■　北欧系シンプルデザイン インテリア照明 【CUBE キューブ】：照明の販売 AMBERFOREST,インテリア照明お洒落ペンダントライトシャンデリア取扱店INTERFORMORRB後藤照明谷俊幸BUNACOSUNYOWHOMESETADレトロアンティーク和モダンシャビーシックガーリーミッドセンチュリーモダンペンダントライト ■TOPPO | TP-1590■　北欧系シンプルデザイン インテリア照明 【CUBE キューブ】,ペンダントライト ■TOPPO | TP-1590■　北欧系シンプルデザイン インテリア照明 【CUBE キューブ】[rn]
