39-14511,http://tshop.r10s.jp/biccamera/cabinet/product/0089/00000001412530_a01.jpg?fitin=700:700,42214.4000,,TV・オーディオ・カメラ > アクセサリー・部品 > カメラ・ビデオカメラ・光学機器用アクセサリー > デジタルカメラ用アクセサリー > その他,【送料無料】 ニコン ウォータープルーフケース（Nikon 1 J2/J1用）　WP-N1[WPN1],AppStore/AndroidMarketでビック楽天を検索,<br /><a href='http://item.rakuten.co.jp/biccamera/c/0000125072/#itemstart' target='_blank'>  <img alt='ラッピング詳細' border='0' src='http://image.rakuten.co.jp/biccamera/cabinet/ns/common/wrapping.gif'' /></a><br /><!-- -->■ダイビングなどで役立つ、水深40mの水圧にも耐える防水ケースです。<BR><BR>  ■扱いやすいコンパクトなサイズ感、水中でもスムーズに撮影を楽しめる多彩なボタンを使った操作性、さらにNikon 1にマッチするスタイリッシュなデザインを追求しました。<BR><BR>  ■これまで撮れなかった水の中に広がる世界を動画や静止画で自在に捉えることができます。また、シーアンドシー・サンパック社製水中用フラッシュYS-D1（別売）が使用可能です。<BR><BR>  <b>対応カメラ：Nikon 1 J2 /J1用　対応レンズ：1 NIKKOR VR 10-30mm f/3.5-5.6</b><div style='text-align:center;'>      <img alt='関連商品はこちら' border='0' src='http://image.rakuten.co.jp/biccamera/cabinet/ns/common/kanren.gif' />  </div><div id='sp15'><table bgcolor='#FFFFFF' border='0' cellpadding='0' cellspacing='2'><tr><td class='subtitle' colspan='2'>機能項目</td></tr><tr><td class='stitle'>サイズ (mm)</td><td class='sdata'>約123.5×156.4×140.5mm（突起部含まず）</td></tr><tr><td class='stitle'>質量</td><td class='sdata'>約790g （本体のみ）</td></tr><tr><td class='stitle'>対応カメラ</td><td class='sdata'>対応カメラ：Nikon 1 J2 /J1用　対応レンズ：1 NIKKOR VR 10-30mm f/3.5-5.6</td></tr><tr><td class='stitle'>防水・防滴可能水深</td><td class='sdata'>水深40m以内</td></tr><tr><td class='stitle'>種類</td><td class='sdata'>防水プロテクター</td></tr><tr><td class='stitle'>付属品</td><td class='sdata'>ズームギア WP-ZG1000、フロントキャップ WP-LC1000、写り込み防止リング WP-IR1000、Oリング WP-O1000、Oリングリムーバー WP-OR1000、シリコングリス WP-G1000、ストラップ WP-AN1000、シリカゲル WP-S1000、フロントキャップストラップ WP-AN2000</td></tr><tr><td class='stitle'>仕様</td><td class='sdata'>【材質】樹脂</td></tr><tr><td class='stitle'>仕様</td><td class='sdata'>【デジタルカメラ動作環境温度】0～40℃</td></tr></table></div>,【送料無料】 ニコン ウォータープルーフケース（Nikon 1 J2/J1用）　WP-N1[WPN1]：ビックカメラ楽天市場店,【送料無料】 ニコン ウォータープルーフケース（Nikon 1 J2/J1用）　WP-N1[WPN1],AppStore/AndroidMarketでビック楽天を検索。【送料無料】 ニコン ウォータープルーフケース（Nikon 1 J2/J1用）　WP-N1[WPN1][rn]
39-14512,http://tshop.r10s.jp/biccamera/cabinet/product/0952/00000001932754_a01.jpg?fitin=700:700,7438.4000,,TV・オーディオ・カメラ > アクセサリー・部品 > カメラ・ビデオカメラ・光学機器用アクセサリー > デジタルカメラ用アクセサリー > その他,【送料無料】 ソニー カラーフィルター　VF-MPTA,,<br /><a href='http://item.rakuten.co.jp/biccamera/c/0000125072/#itemstart' target='_blank'>  <img alt='ラッピング詳細' border='0' src='http://image.rakuten.co.jp/biccamera/cabinet/ns/common/wrapping.gif'' /></a><br /><!-- -->水中専用カラーフィルター。<BR>  <br>「MPK-THD」<br> ※対応機種をご確認のうえ、ご購入ください。<div id='sp15'><table bgcolor='#FFFFFF' border='0' cellpadding='0' cellspacing='2'><tr><td class='subtitle' colspan='2'>機能項目</td></tr><tr><td class='stitle'>対応モデル</td><td class='sdata'>MPK-THD</td></tr><tr><td class='stitle'>種類</td><td class='sdata'>フィルター</td></tr></table></div>,【送料無料】 ソニー カラーフィルター　VF-MPTA：ビックカメラ楽天市場店,【送料無料】 ソニー カラーフィルター　VF-MPTA,【送料無料】 ソニー カラーフィルター　VF-MPTA[rn]
39-14513,http://tshop.r10s.jp/ebest/cabinet/223/4548736055629.jpg?fitin=700:700,58180.0000,,TV・オーディオ・カメラ > カメラ・ビデオカメラ・光学機器 > ビデオカメラ,【長期保証付】ソニー HDR-PJ680-TI(ブロンズブラウン) デジタルHDビデオカメラレコーダー 64GB,【送料無料】【在庫あり】,"みんなで楽しく映像が見られるプロジェクター内蔵モデル<table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""><tr><td width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/tlt_option.jpg"" border=""0"" width=""100%""></td></tr><tr><td width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td></tr><tr><td><font color=""red"">商品の在庫状況は下表の「商品のみ」のページへ移動してご確認ください。<br>長期保証は法人様（個人様以外）の加入、業務での使用は保証外となります。<br>必ず長期保証のサービス内容、規定を予めご確認ください。<br>長期保証をご希望されない場合は下記の表より「商品のみ」のページへ移動してご注文ください。<br>５年間長期保証※ＰＣ、タブレット、プリンター、工具は３年となります。</font></td></tr><tr><td width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""20""></td></tr></table><table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""><tr><td width=""15%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/btn_option01.jpg"" border=""0"" width=""100%""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""15%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/btn_option02.jpg"" border=""0"" width=""100%""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""15%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""15%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""15%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""15%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td></tr><tr><td colspan=""11"" width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""20""></td></tr></table><table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""><tr><td colspan=""7"" width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/tlt_service.jpg"" width=""100%""></td></tr><tr><td colspan=""7"" width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""20""></td></tr><tr><td width=""23%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/btn_service01.jpg"" width=""100%""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""23%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""23%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""23%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td></tr><tr><td colspan=""7"" width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""20""></td></tr></table><br>■ズームしてもブレない、「空間光学手ブレ補正」<br>■25ルーメンの明るく見やすいプロジェクター機能搭載<br>■撮りたい範囲がちゃんと入る広角レンズ<br><b>[撮像素子]</b><br><b>撮像素子(イメージセンサー)</b>：1/5.8型 Exmor R CMOSセンサー<br><b>総画素数</b>：251万画素<br><b>記録画素数</b><br>　静止画時 ：最大920万画素<br><b>有効画素数</b><br>　動画時：229(16：9)万画素<br>　静止画時：229(16：9)/171(4：3)万画素<br><b>[レンズ]</b><br><b>F値</b>：F1.8-4.0<br><b>焦点距離</b>：1.9-57.0mm<br><b>f:35mm判換算</b><br>　動画：26.8-804.0mm<br>　静止画：26.8-804.0mm(16:9時)f=32.8-984.0mm(4:3時)<br><b>絞り</b>：-<br><b>フォーカス</b>：自動/手動(タッチパネル)<br><b>最短撮像距離</b>：1cm<br><b>ズーム</b><br>　光学ズーム：30倍<br>　デジタルズーム：350倍<br><b>フィルター径</b>：46mm<br><b>レンズカバー</b>：オート<br><b>[サブカメラ]</b><br><b>撮像素子(イメージセンサー)</b>：-<br><b>F値</b>：-<br><b>焦点距離</b>：-<br><b>f:35mm判換算</b>：-<br><b>最短撮像距離</b>：-<br><b>フォーカス</b>：-<br><b>[ビューファインダー]</b><br><b>タイプ</b>：-<br><b>[液晶モニター]</b><br><b>タイプ</b>：3.0型(16：9)/460 800ドット クリアフォト液晶<br><b>タッチパネル</b>：○<br><b>ガイドフレーム</b>：○<br><b>[撮影機能]</b><br><b>手ブレ補正</b>：○<br><b>ホワイトバランス調整</b>：○<br><b>顔認識機能</b>：○<br><b>最低被写体照度</b>：6ルクス<br><b>明るさ調整</b>：○<br><b>逆光補正</b>：○<br><b>動画</b><br>　記録方式：XAVC S、AVCHD、MP4<br>　記録画素数：XAVC S HD：1920x1080/60p 30p 24p、AVCHD画質：1920x1080/60p(PS) 24p(FXFH) 60i(FXFH) 1440x1080/60i(HQLP)、MP4 : 1280x720 30p<br>　転送レート：XAVC S HD 約50Mbps、AVCHD PS：約28Mbps/FX：約24Mbps/FH：約17Mbps/HQ：約9Mbps/LP：約5Mbps、MP4 : 約3Mbps<br>　シャッター速度：1/8-1/10000、1/30-1/10000<br><b>静止画</b><br>　記録方式：-<br>　記録画素数：-<br>　シャッター速度：-<br><b>音声</b><br>　記録方式：ドルビーデジタル5.1/2ch、AAC 2ch、リニアPCM<br>　マイク：5.1chサラウンドサウンドマイクロホン<br>　風音低減：○<br><b>[本体機能]</b><br><b>4K対応</b>：○<br><b>Wi-Fi規格</b>：IEEE.802.11b/g/n<br><b>NFC対応</b>：○<br><b>防水機能</b>：-<br><b>防塵機能</b>：-<br><b>耐衝撃機能</b>：-<br><b>プロジェクター機能</b>：○<br><b>記録メディア</b><br>　内蔵メモリー：64GB<br>　対応メモリーカード：マイクロSD、マイクロSDHC、マイクロSDXC、メモリースティックマイクロ<br><b>対応バッテリー</b>：NP-FV50A、NP-FV70A、NP-FV100A<br><b>インターフェース</b><br>　HDMI：○<br>　AV出力：○<br>　ヘッドホン出力：ステレオミニジャック<br>　外部マイク入力：ステレオミニジャック<br>　USB端子：タイプA(内蔵USB)<br>　プロジェクター入力：HDMI マイクロコネクター(プロジェクター入力専用)<br><b>寸法</b>：幅 61.5x高さ 121x奥行 66mm<br><b>質量</b>：約325g<br><b>付属品</b>：<br>　リチャージャブルバッテリーパック<br>　ACアダプター<br>　HDMIマイクロ端子ケーブル<br>　USB接続サポートケーブル<br>　取扱説明書<br>　保証書<div class=""mgn7""><img src=""http://www.rakuten.ne.jp/gold/ebest/fc_files/images/sougou/co_img07_1.jpg"" alt=""おすすめピックアップ(PICKUP)"" /></div>
                        <div class=""mgn10""></div>",【長期保証付】ソニー HDR-PJ680-TI(ブロンズブラウン) デジタルHDビデオカメラレコーダー 64GB：イーベストPC・家電館,パソコン家電オーディオ美容健康モバイルＰＤＡダイエットテレビミニコンビデオソニースカパーT-falティファール日用品スポーツおもちゃゲームお買い得【長期保証付】ソニー HDR-PJ680-TI(ブロンズブラウン) デジタルHDビデオカメラレコーダー 64GB,【送料無料】【在庫あり】。【長期保証付】ソニー HDR-PJ680-TI(ブロンズブラウン) デジタルHDビデオカメラレコーダー 64GB[rn]
39-14514,http://tshop.r10s.jp/ebest/cabinet/222/4975769444241.jpg?fitin=700:700,49235.2000,,TV・オーディオ・カメラ > カメラ・ビデオカメラ・光学機器 > ビデオカメラ,【長期保証付】JVC GZ-RX670-B(マットブラック) Everio R(エブリオ R) ビデオカメラ 防水モデル 64GB,【送料無料】【在庫あり】,"みんなの「欲しい」を一台に。Everio Rと冒険にでかけよう<table width=""730"" border=""0"" cellspacing=""0"" cellpadding=""0"">  <tr>    <td><img src=""https://image.rakuten.co.jp/ebest/cabinet/img_fa2016/spacer.gif"" width="""" height=""10""></td>  </tr>  <tr>    <td><img src=""https://image.rakuten.co.jp/ebest/cabinet/campaign/rx670_top_730.jpg"" width=""730"" alt=""EverioR""></td>  </tr>  <tr>    <td><img src=""https://image.rakuten.co.jp/ebest/cabinet/img_fa2016/spacer.gif"" width="""" height=""10""></td>  </tr>  <tr>    <td><img src=""https://image.rakuten.co.jp/ebest/cabinet/campaign/jvc_img_tit.jpg"" width=""730"" alt=""アクティビティをもっと楽しもう""></td>  </tr>  <tr>    <td><img src=""https://image.rakuten.co.jp/ebest/cabinet/img_fa2016/spacer.gif"" width="""" height=""10""></td></tr>  <tr>    <td><img src=""https://image.rakuten.co.jp/ebest/cabinet/campaign/jvc_img_01_ex.jpg"" width=""730"" alt=""防水・粉塵""></td>  </tr>  <tr>    <td><img src=""https://image.rakuten.co.jp/ebest/cabinet/img_fa2016/spacer.gif"" width="""" height=""10""></td>  </tr>  <tr>    <td><img src=""https://image.rakuten.co.jp/ebest/cabinet/campaign/jvc_img_02_.jpg"" width=""730"" alt=""耐衝撃・耐低温""></td>  </tr>  <tr>    <td><img src=""https://image.rakuten.co.jp/ebest/cabinet/img_fa2016/spacer.gif"" width="""" height=""10""></td>  </tr>  <tr>    <td><img src=""https://image.rakuten.co.jp/ebest/cabinet/campaign/jvc_img_03.jpg"" width=""730"" alt=""長時間""></td>  </tr></table><table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""><tr><td width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/tlt_option.jpg"" border=""0"" width=""100%""></td></tr><tr><td width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td></tr><tr><td><font color=""red"">商品の在庫状況は下表の「商品のみ」のページへ移動してご確認ください。<br>長期保証は法人様（個人様以外）の加入、業務での使用は保証外となります。<br>必ず長期保証のサービス内容、規定を予めご確認ください。<br>長期保証をご希望されない場合は下記の表より「商品のみ」のページへ移動してご注文ください。<br>５年間長期保証※ＰＣ、タブレット、プリンター、工具は３年となります。</font></td></tr><tr><td width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""20""></td></tr></table><table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""><tr><td width=""15%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/btn_option01.jpg"" border=""0"" width=""100%""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""15%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/btn_option02.jpg"" border=""0"" width=""100%""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""15%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""15%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""15%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""15%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td></tr><tr><td colspan=""11"" width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""20""></td></tr></table><table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""><tr><td colspan=""7"" width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/tlt_service.jpg"" width=""100%""></td></tr><tr><td colspan=""7"" width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""20""></td></tr><tr><td width=""23%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/btn_service01.jpg"" width=""100%""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""23%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""23%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""2%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td><td width=""23%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""10""></td></tr><tr><td colspan=""7"" width=""100%""><img src=""https://www.rakuten.ne.jp/gold/ebest/img/img_guide/spacer.gif"" width=""100%"" height=""20""></td></tr></table><br><br>■防水約30分間、水深5mまで対応可能<br>■防塵ベビーパウダーのような細かい粉にも対応<br>■耐衝撃1.5mの高さからの衝撃にも対応<br><b>[撮像素子]</b><br><b>撮像素子(イメージセンサー)</b>：1/5.8型 高感度 裏面照射CMOSセンサー<br><b>総画素数</b>：251万画素<br><b>記録画素数</b><br>　静止画時 ：1015万画素<br><b>有効画素数</b><br>　動画時：229万画素～101万画素<br>　静止画時：229万画素(16：9)171万画素(4：3)万画素<br><b>[レンズ]</b><br><b>F値</b>：F1.8～6.3<br><b>焦点距離</b>：f2.9～116.0mm<br><b>f:35mm判換算</b><br>　動画：40.5～2758mm(ダイナミックズームON時)、40.5～1982mm(ダイナミックズームOFF時)<br>　静止画：40.5～1620mm(16：9)、49.5～1980mm(4：3)<br><b>絞り</b>：-<br><b>フォーカス</b>：○<br><b>最短撮像距離</b>：-<br><b>ズーム</b><br>　光学ズーム：40倍<br>　デジタルズーム：200倍<br><b>フィルター径</b>：37mm<br><b>レンズカバー</b>：オート<br><b>[サブカメラ]</b><br><b>撮像素子(イメージセンサー)</b>：-<br><b>F値</b>：-<br><b>焦点距離</b>：-<br><b>f:35mm判換算</b>：-<br><b>最短撮像距離</b>：-<br><b>フォーカス</b>：-<br><b>[ビューファインダー]</b><br><b>タイプ</b>：-<br><b>[液晶モニター]</b><br><b>タイプ</b>：3.0型広視野角液晶<br><b>タッチパネル</b>：○<br><b>ガイドフレーム</b>：○<br><b>[撮影機能]</b><br><b>手ブレ補正</b>：○<br><b>ホワイトバランス調整</b>：○<br><b>顔認識機能</b>：○<br><b>最低被写体照度</b>：3ルクス<br><b>明るさ調整</b>：○<br><b>逆光補正</b>：○<br><b>動画</b><br>　記録方式：MPEG-4 AVC/H.264<br>　記録画素数：-<br>　転送レート：-<br>　シャッター速度：1/60～1/10000、オートスローシャッターモード時：1/30～1/10000<br><b>静止画</b><br>　記録方式：-<br>　記録画素数：-<br>　シャッター速度：1/2～1/10000<br><b>音声</b><br>　記録方式：Dolby Digital 2ch<br>　マイク：-<br>　風音低減：-<br><b>[本体機能]</b><br><b>4K対応</b>：-<br><b>Wi-Fi規格</b>：対応<br><b>NFC対応</b>：-<br><b>防水機能</b>：○<br><b>防塵機能</b>：○<br><b>耐衝撃機能</b>：○<br><b>プロジェクター機能</b>：-<br><b>記録メディア</b><br>　内蔵メモリー：64GB<br>　対応メモリーカード：SD、SDHC、SDXC<br><b>対応バッテリー</b>：-<br><b>インターフェース</b><br>　HDMI：○<br>　AV出力：○<br>　ヘッドホン出力：-<br>　外部マイク入力：-<br>　USB端子：microUSB<br>　プロジェクター入力：-<br><b>寸法</b>：幅 60x高さ 59.5x奥行 128mm<br><b>質量</b>：約305g<br><b>付属品</b>：<br>　レンズキャップ<br>　ACアダプター<br>　充電アダプターケーブル<br>　HDMIケーブル(HDMIミニ-HDMI)<br>　USBケーブル(Aタイプ-マイクロBタイプ)<br>　かんたんガイド<br>　基本取扱説明書<br>　フィンガーストラップ<br><div class=""mgn7""><img src=""http://www.rakuten.ne.jp/gold/ebest/fc_files/images/sougou/co_img07_1.jpg"" alt=""おすすめピックアップ(PICKUP)"" /></div>
                        <div class=""mgn10""></div>",【長期保証付】JVC GZ-RX670-B(マットブラック) Everio R(エブリオ R) ビデオカメラ 防水モデル 64GB：イーベストPC・家電館,パソコン家電オーディオ美容健康モバイルＰＤＡダイエットテレビミニコンビデオソニースカパーT-falティファール日用品スポーツおもちゃゲームお買い得【長期保証付】JVC GZ-RX670-B(マットブラック) Everio R(エブリオ R) ビデオカメラ 防水モデル 64GB,【送料無料】【在庫あり】。【長期保証付】JVC GZ-RX670-B(マットブラック) Everio R(エブリオ R) ビデオカメラ 防水モデル 64GB[rn]
