39-70607,http://tshop.r10s.jp/unoonline/cabinet/kouji4/3807444.jpg?fitin=700:700,50663.2000,,花・ガーデン・DIY > DIY・工具 > 空調工具,【送料無料】アネスト岩田 エアーブラシ （ ハイライン ) ノズル口径Φ０．５ 【 3807444 】 HPTH 【 エアブラシ 】,《アネスト岩田コーティング エアブラシ》がお買得！,"【特長】<br>●微妙な空気量調整が可能な空気調整ツマミを標準装備しています。<br><br>【用途】<br>●車輌塗装をはじめあらゆる塗装、アートデザインに。<br><br>【仕様】<br>●ノズル径(mm):0.5<br>●カップ容量(cc):15<br>●質量(g):200<br>●エア取付ねじ:G1/8<br><br>【材質／仕上】<br>●真鍮<br><br>【入数】<br><br><br>【質量】<br>200g<br><br>【JANコード】<br>4538995090776<br><br>【セット内容】<br>●専用スパナ、平吹き・丸吹きキャップ<br><br>【メーカー名】<br>アネスト岩田（株）<br><br>【生産国】<br>日本<br><br><br><font size='1'>【販促用キーワード】/ 通販 / 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><br><br><hr><font size='1'>【検索用キーワード】/ 塗装用品 / ペイント / 内装工事 / 業務用 / プロ用 / 塗装工事 / プロツール / 図工 / ハンドル / 作業用品 / ペンキ / 大工用 / DIY作業用品 / ＤＩＹ / ペンキ作業 / 便利 / 工具 / 塗る / 色塗り / ペイント /<br></font>
<br><font size='1'>【販促用キーワード】/ 通販 / 価格 / お買い得商品 / 人気商品 / 楽天市場店 /</font><style type=""text/css"">
/*買い物かごに入れるボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
background: url(""http://image.rakuten.co.jp/unoonline/cabinet/sparts/imgrc0063268325.gif"") left top no-repeat;
width:270px;
height:60px;
text-indent:100%;
white-space:nowrap;
overflow:hidden;
border: none;
padding:0;
margin-top:5px 0;
cursor:pointer;
}
#rakutenLimitedId_aroundCart tbody tr td input:hover{
alpha(opacity=8);
-moz-opacity:0.8;
opacity:0.8;
cursor:pointer;
}
</style>",【送料無料】アネスト岩田 エアーブラシ （ ハイライン ) ノズル口径Φ０．５ 【 3807444 】 HPTH 【 エアブラシ 】：うのオンライン　楽天市場店,うのオンライン宇野酸素道具箱コンテナボックス電工ドラム工具箱KTC大工道具台車収納ツールボックス作業手袋工具コンテナ送料無料業務用電動工具プロ用キャスター・車輪安全靴【送料無料】アネスト岩田 エアーブラシ （ ハイライン ) ノズル口径Φ０．５ 【 3807444 】 HPTH 【 エアブラシ 】,《アネスト岩田コーティング エアブラシ》がお買得！。【送料無料】アネスト岩田 エアーブラシ （ ハイライン ) ノズル口径Φ０．５ 【 3807444 】 HPTH 【 エアブラシ 】[rn]
39-70608,http://tshop.r10s.jp/unoonline/cabinet/kouji4/3807371.jpg?fitin=700:700,1561.6000,,花・ガーデン・DIY > DIY・工具 > 空調工具,アネスト岩田 クイックジョイント 【 3807371 】 HPAQJ 【 エアブラシ 】,《アネスト岩田コーティング エアブラシ》がお買得！,"【特長】<br>●エアブラシ用アクセサリーです。<br><br><br>【仕様】<br>●摘要:プラグ+ソケット<br>●商品名:クイックジョイント<br>●入数(個):-<br>●質量(g):20<br><br>【材質／仕上】<br><br>【入数】<br><br><br>【質量】<br>20g<br><br>【JANコード】<br>4538995081170<br><br>【メーカー名】<br>アネスト岩田（株）<br><br>【生産国】<br>台湾<br><br><br><font size='1'>【販促用キーワード】/ 通販 / 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><br><br><hr><font size='1'>【検索用キーワード】/ 塗装用品 / ペイント / 内装工事 / 業務用 / プロ用 / 塗装工事 / プロツール / 図工 / ハンドル / 作業用品 / ペンキ / 大工用 / DIY作業用品 / ＤＩＹ / ペンキ作業 / 便利 / 工具 / 塗る / 色塗り / ペイント /<br></font>
<br><font size='1'>【販促用キーワード】/ 通販 / 価格 / お買い得商品 / 人気商品 / 楽天市場店 /</font><style type=""text/css"">
/*買い物かごに入れるボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
background: url(""http://image.rakuten.co.jp/unoonline/cabinet/sparts/imgrc0063268325.gif"") left top no-repeat;
width:270px;
height:60px;
text-indent:100%;
white-space:nowrap;
overflow:hidden;
border: none;
padding:0;
margin-top:5px 0;
cursor:pointer;
}
#rakutenLimitedId_aroundCart tbody tr td input:hover{
alpha(opacity=8);
-moz-opacity:0.8;
opacity:0.8;
cursor:pointer;
}
</style>",アネスト岩田 クイックジョイント 【 3807371 】 HPAQJ 【 エアブラシ 】：うのオンライン　楽天市場店,うのオンライン宇野酸素道具箱コンテナボックス電工ドラム工具箱KTC大工道具台車収納ツールボックス作業手袋工具コンテナ送料無料業務用電動工具プロ用キャスター・車輪安全靴アネスト岩田 クイックジョイント 【 3807371 】 HPAQJ 【 エアブラシ 】,《アネスト岩田コーティング エアブラシ》がお買得！。アネスト岩田 クイックジョイント 【 3807371 】 HPAQJ 【 エアブラシ 】[rn]
39-70609,http://tshop.r10s.jp/unoonline/cabinet/kouji4/3807428.jpg?fitin=700:700,22241.6000,,花・ガーデン・DIY > DIY・工具 > 空調工具,【送料無料】アネスト岩田 エアーブラシキット 【 3807428 】 HPS51K 【 エアブラシ 】 【 エアブラシ用アクセサリー 】,【アネスト岩田コーティング エアブラシ用アクセサリー】,"【特長】<br>●エアブラシの標準キットです。<br><br><br>【仕様】<br>●セット内容:エアブラシ（HP-CR）、コンプレッサ（IS-50）<br>●質量(kg):3<br><br>【材質／仕上】<br><br>【入数】<br><br><br>【質量】<br>3kg<br><br>【JANコード】<br>4538995104152<br><br>【メーカー名】<br>アネスト岩田（株）<br><br>【生産国】<br>日本<br><br><br><font size='1'>【販促用キーワード】/ 通販 / 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><br><br><hr><font size='1'>【検索用キーワード】/ 塗装用品 / ペイント / 内装工事 / 業務用 / プロ用 / 塗装工事 / プロツール / 図工 / ハンドル / 作業用品 / ペンキ / 大工用 / DIY作業用品 / ＤＩＹ / ペンキ作業 / 便利 / 工具 / 塗る / 色塗り / ペイント /<br></font>
<br><font size='1'>【販促用キーワード】/ 通販 / 価格 / お買い得商品 / 人気商品 / 楽天市場店 /</font><style type=""text/css"">
/*買い物かごに入れるボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
background: url(""http://image.rakuten.co.jp/unoonline/cabinet/sparts/imgrc0063268325.gif"") left top no-repeat;
width:270px;
height:60px;
text-indent:100%;
white-space:nowrap;
overflow:hidden;
border: none;
padding:0;
margin-top:5px 0;
cursor:pointer;
}
#rakutenLimitedId_aroundCart tbody tr td input:hover{
alpha(opacity=8);
-moz-opacity:0.8;
opacity:0.8;
cursor:pointer;
}
</style>",【送料無料】アネスト岩田 エアーブラシキット 【 3807428 】 HPS51K 【 エアブラシ 】 【 エアブラシ用アクセサリー 】：うのオンライン　楽天市場店,うのオンライン宇野酸素道具箱コンテナボックス電工ドラム工具箱KTC大工道具台車収納ツールボックス作業手袋工具コンテナ送料無料業務用電動工具プロ用キャスター・車輪安全靴【送料無料】アネスト岩田 エアーブラシキット 【 3807428 】 HPS51K 【 エアブラシ 】 【 エアブラシ用アクセサリー 】,【アネスト岩田コーティング エアブラシ用アクセサリー】。【送料無料】アネスト岩田 エアーブラシキット 【 3807428 】 HPS51K 【 エアブラシ 】 【 エアブラシ用アクセサリー 】[rn]
39-70610,http://tshop.r10s.jp/route1/cabinet/iwata/ktimage.jpg?fitin=700:700,74196.0000,,花・ガーデン・DIY > DIY・工具 > 空調工具,[ KT-100T-BH-L]ターボファン(後向き羽根送風機) 《昭和電機　EC-125-L313　相当品》【送料無料】【テラル】(KT100TBHL),【送料無料】　KT-100T-BH-L,"<img
src=""http://image.rakuten.co.jp/route1/cabinet/iwata/kt1.jpg""width=""720"" height=""660"" border=""0"">

<img
src=""http://image.rakuten.co.jp/route1/cabinet/iwata/kt2.jpg""width=""720"" height=""450"" border=""0"">

<img
src=""http://image.rakuten.co.jp/route1/cabinet/iwata/kkt3.jpg""width=""720"" height=""490"" border=""0"">

<TABLE width=""720"" height=""160"" style=""FONT-SIZE: 14px; FONT-FAMILY: Meiryo UI; color: #ff72b4; border: 5px double #ff72b4; background-color: #ffffff"">
        
          <tr>
            <td>
<TD><IMG SRC=""http://image.rakuten.co.jp/route1/cabinet/icon/aquabotan1.gif""  width=""150"" height=""150""></TD>
            <center>
            <br>
<TD><FONT color=""#ff0066""><FONT size=""3""><B>こちらの商品は「メーカー直送品」のため<BR>【代金引換（代引き）】及び【エコ配】をご利用いただけません</B></FONT></FONT>

<br><br>
お支払方法選択画面では「代金引換」が選べますが、ご利用できません。<br>
恐れ入りますが「代金引換」以外のお支払方法をお選びください。<br>
※北海道・沖縄・その他離島地域は、別途配送料が必要となる場合がございます。</TD>
</center>
 </td>
            </td>
          </tr>
        
      </TABLE>


<TABLE width=""720"" height=""160"" style=""FONT-SIZE: 14px; FONT-FAMILY: Meiryo UI; color: #ff72b4; border: 5px double #ff72b4; background-color: #ffffff"">
        
          <tr>
            <td>
<TD><IMG SRC=""http://image.rakuten.co.jp/route1/cabinet/icon/aquabotan1.gif""  width=""150"" height=""150""></TD>
            <center>
            <br>

<TD><FONT color=""#ff0066""><FONT size=""3"">
こちらの商品は、昭和電機　EC-125-L313と互換性があります。<br>
性能・取付位置など同じですのでコストダウンが見込めます。<br></TD>
</center>
 </td>
            </td>
          </tr>
        
      </TABLE><br><img
src=""http://image.rakuten.co.jp/route1/cabinet/icon/nouki.jpg""width=""470"" height=""85"" border=""0""><br><br><br>【特長】<BR>
●豊富なラインナップ。<BR>
●流体解析技術を応用した新設計羽根採用により、低騒音化を実現。<BR>
●流体解析技術を応用した新設計羽根採用により、高効率化を実現。3.7kW品にて全圧効率86.5%を達成。<BR>
●標準仕様にて取扱気体温度150℃まで対応可。(0.75kW、1.5～3.7kW品)<BR>
●耐熱型にて取扱気体温度250℃まで対応可。<BR>
●屋外仕様の対応が可能。<BR>
●高静圧、接ガス部ステンレス製の対応が可能。(0.75kW、1.5～3.7kW品)<BR>
●汎用電動機採用により、高効率、海外規制対応、安全増防爆形、耐圧防爆形等の各種特殊電動機対応が可能。(0.75kW、1.5～3.7kW品)<BR><BR>

【用途】<BR>
●乾燥機、集塵機、選別機などの通風用。機器の冷却用。一般送風用。<BR><BR>

【共通仕様】<BR>
《KT型(出力：0.1?0.4kW、1.0kW)》<BR>
●伝導方法：電動機直動<BR>
●周囲温度：-10～40℃<BR>
●取扱気体温度：-10～60℃(インバータ運転の場合、取扱気体温度-10～40℃となります。)<BR>
●電圧：200V(50Hz)/200V(60Hz)<BR>
●材質：ADC12(ケーシング)、SECC(羽根車)、FCD450(羽根車ボス)<BR>
●塗装：アクリル系樹脂塗装(シルバー色、ただし電動機は除く)<BR>
●吐出方向：下部水平<BR>
●回転方向：R回転、L回転(耐熱形は特殊仕様となります) <BR>
《KT型(出力：0.75kW、1.5?3.7kW)》 <BR>
●伝導方法：電動機直動<BR>
●周囲温度：-10～40℃<BR>
●取扱気体：標準(東芝製)-10～150℃<BR>
●電圧：200V(50Hz)/200-220V(60Hz)<BR>
●材質：AC4C(ケーシング)、SPCC・SECC(羽根車)、FCD450(羽根車ボス)<BR>
●塗装：シリコン樹脂塗装(シルバー色、ただし電動機は除く)<BR>
●シール材：シーリング材 耐熱250℃、パッキン 耐熱250℃<BR>
●吐出方向：上部水平、上部垂直、下部水平<BR>
●回転方向：L回転、R回転 <BR><BR>
 
【詳細仕様】<BR>
●機種：直動式ターボファン<BR>
●周波数・タイプ：50Hz/60Hz兼用<BR>
●出力（kW）：1.0<BR>
●電源：三相<BR>
●取扱気体温度：標準型<BR>
●吐出方向：下部水平<BR>
●回転方向：左回転<BR><br>
<!--<Img Src=""https://image.rakuten.co.jp/route1/cabinet/icon/2015summer.jpg
""><br><br>-->
<img src=""https://image.rakuten.co.jp/route1/cabinet/design/top_banner.jpg"" border=""0"" />

<table cellspacing=""0"" style=""margin-top:20px;"">
	<tr>
		<td style=""margin:0; padding:0;""><img src=""https://image.rakuten.co.jp/route1/cabinet/design/tokucho1.jpg"" border=""0"" /></td>
		<td style=""margin:0; padding:0px 15px;""><img src=""https://image.rakuten.co.jp/route1/cabinet/design/tokucho2.jpg"" border=""0"" /></td>
		<td style=""margin:0; padding:0;""><img src=""https://image.rakuten.co.jp/route1/cabinet/design/tokucho3.jpg"" border=""0"" /></td>
	</tr>
</table>",[ KT-100T-BH-L]ターボファン(後向き羽根送風機) 《昭和電機　EC-125-L313　相当品》【送料無料】【テラル】(KT100TBHL)：機械工具と部品の店　ルートワン,日立　コンプレッサー日立　ベビコンインバータ三菱　インバータインバータ　FRベビコンエアーコンプレッサーピスコ　継手PISCOピスコ継手トラスコ中山オレンジブックミスミハンドパレットモータ三菱日立　モータ　ザ・モートル日立　モートルインバータ[ KT-100T-BH-L]ターボファン(後向き羽根送風機) 《昭和電機　EC-125-L313　相当品》【送料無料】【テラル】(KT100TBHL),【送料無料】　KT-100T-BH-L。[ KT-100T-BH-L]ターボファン(後向き羽根送風機) 《昭和電機　EC-125-L313　相当品》【送料無料】【テラル】(KT100TBHL)[rn]
39-70611,http://tshop.r10s.jp/route1/cabinet/iwata/ktimage.jpg?fitin=700:700,74196.0000,,花・ガーデン・DIY > DIY・工具 > 空調工具,[ KT-100T-TV-R]ターボファン(後向き羽根送風機) 《昭和電機　EC-125-R213　相当品》【送料無料】【テラル】(KT100TTVR),【送料無料】　KT-100T-TV-R,"<img
src=""http://image.rakuten.co.jp/route1/cabinet/iwata/kt1.jpg""width=""720"" height=""660"" border=""0"">

<img
src=""http://image.rakuten.co.jp/route1/cabinet/iwata/kt2.jpg""width=""720"" height=""450"" border=""0"">

<img
src=""http://image.rakuten.co.jp/route1/cabinet/iwata/kkt3.jpg""width=""720"" height=""490"" border=""0"">

<TABLE width=""720"" height=""160"" style=""FONT-SIZE: 14px; FONT-FAMILY: Meiryo UI; color: #ff72b4; border: 5px double #ff72b4; background-color: #ffffff"">
        
          <tr>
            <td>
<TD><IMG SRC=""http://image.rakuten.co.jp/route1/cabinet/icon/aquabotan1.gif""  width=""150"" height=""150""></TD>
            <center>
            <br>
<TD><FONT color=""#ff0066""><FONT size=""3""><B>こちらの商品は「メーカー直送品」のため<BR>【代金引換（代引き）】及び【エコ配】をご利用いただけません</B></FONT></FONT>

<br><br>
お支払方法選択画面では「代金引換」が選べますが、ご利用できません。<br>
恐れ入りますが「代金引換」以外のお支払方法をお選びください。<br>
※北海道・沖縄・その他離島地域は、別途配送料が必要となる場合がございます。</TD>
</center>
 </td>
            </td>
          </tr>
        
      </TABLE>


<TABLE width=""720"" height=""160"" style=""FONT-SIZE: 14px; FONT-FAMILY: Meiryo UI; color: #ff72b4; border: 5px double #ff72b4; background-color: #ffffff"">
        
          <tr>
            <td>
<TD><IMG SRC=""http://image.rakuten.co.jp/route1/cabinet/icon/aquabotan1.gif""  width=""150"" height=""150""></TD>
            <center>
            <br>

<TD><FONT color=""#ff0066""><FONT size=""3"">
こちらの商品は、昭和電機　EC-125-R213と互換性があります。<br>
性能・取付位置など同じですのでコストダウンが見込めます。<br></TD>
</center>
 </td>
            </td>
          </tr>
        
      </TABLE><br><img
src=""http://image.rakuten.co.jp/route1/cabinet/icon/nouki.jpg""width=""470"" height=""85"" border=""0""><br><br><br>【特長】<BR>
●豊富なラインナップ。<BR>
●流体解析技術を応用した新設計羽根採用により、低騒音化を実現。<BR>
●流体解析技術を応用した新設計羽根採用により、高効率化を実現。3.7kW品にて全圧効率86.5%を達成。<BR>
●標準仕様にて取扱気体温度150℃まで対応可。(0.75kW、1.5～3.7kW品)<BR>
●耐熱型にて取扱気体温度250℃まで対応可。<BR>
●屋外仕様の対応が可能。<BR>
●高静圧、接ガス部ステンレス製の対応が可能。(0.75kW、1.5～3.7kW品)<BR>
●汎用電動機採用により、高効率、海外規制対応、安全増防爆形、耐圧防爆形等の各種特殊電動機対応が可能。(0.75kW、1.5～3.7kW品)<BR><BR>

【用途】<BR>
●乾燥機、集塵機、選別機などの通風用。機器の冷却用。一般送風用。<BR><BR>

【共通仕様】<BR>
《KT型(出力：0.1?0.4kW、1.0kW)》<BR>
●伝導方法：電動機直動<BR>
●周囲温度：-10～40℃<BR>
●取扱気体温度：-10～60℃(インバータ運転の場合、取扱気体温度-10～40℃となります。)<BR>
●電圧：200V(50Hz)/200V(60Hz)<BR>
●材質：ADC12(ケーシング)、SECC(羽根車)、FCD450(羽根車ボス)<BR>
●塗装：アクリル系樹脂塗装(シルバー色、ただし電動機は除く)<BR>
●吐出方向：下部水平<BR>
●回転方向：R回転、L回転(耐熱形は特殊仕様となります) <BR>
《KT型(出力：0.75kW、1.5?3.7kW)》 <BR>
●伝導方法：電動機直動<BR>
●周囲温度：-10～40℃<BR>
●取扱気体：標準(東芝製)-10～150℃<BR>
●電圧：200V(50Hz)/200-220V(60Hz)<BR>
●材質：AC4C(ケーシング)、SPCC・SECC(羽根車)、FCD450(羽根車ボス)<BR>
●塗装：シリコン樹脂塗装(シルバー色、ただし電動機は除く)<BR>
●シール材：シーリング材 耐熱250℃、パッキン 耐熱250℃<BR>
●吐出方向：上部水平、上部垂直、下部水平<BR>
●回転方向：L回転、R回転 <BR><BR>
 
【詳細仕様】<BR>
●機種：直動式ターボファン<BR>
●周波数・タイプ：50Hz/60Hz兼用<BR>
●出力（kW）：1.0<BR>
●電源：三相<BR>
●取扱気体温度：標準型<BR>
●吐出方向：上部垂直<BR>
●回転方向：右回転<BR><br>
<!--<Img Src=""https://image.rakuten.co.jp/route1/cabinet/icon/2015summer.jpg
""><br><br>-->
<img src=""https://image.rakuten.co.jp/route1/cabinet/design/top_banner.jpg"" border=""0"" />

<table cellspacing=""0"" style=""margin-top:20px;"">
	<tr>
		<td style=""margin:0; padding:0;""><img src=""https://image.rakuten.co.jp/route1/cabinet/design/tokucho1.jpg"" border=""0"" /></td>
		<td style=""margin:0; padding:0px 15px;""><img src=""https://image.rakuten.co.jp/route1/cabinet/design/tokucho2.jpg"" border=""0"" /></td>
		<td style=""margin:0; padding:0;""><img src=""https://image.rakuten.co.jp/route1/cabinet/design/tokucho3.jpg"" border=""0"" /></td>
	</tr>
</table>",[ KT-100T-TV-R]ターボファン(後向き羽根送風機) 《昭和電機　EC-125-R213　相当品》【送料無料】【テラル】(KT100TTVR)：機械工具と部品の店　ルートワン,日立　コンプレッサー日立　ベビコンインバータ三菱　インバータインバータ　FRベビコンエアーコンプレッサーピスコ　継手PISCOピスコ継手トラスコ中山オレンジブックミスミハンドパレットモータ三菱日立　モータ　ザ・モートル日立　モートルインバータ[ KT-100T-TV-R]ターボファン(後向き羽根送風機) 《昭和電機　EC-125-R213　相当品》【送料無料】【テラル】(KT100TTVR),【送料無料】　KT-100T-TV-R。[ KT-100T-TV-R]ターボファン(後向き羽根送風機) 《昭和電機　EC-125-R213　相当品》【送料無料】【テラル】(KT100TTVR)[rn]
39-70612,http://tshop.r10s.jp/route1/cabinet/iwata/ktimage.jpg?fitin=700:700,25380.0000,,花・ガーデン・DIY > DIY・工具 > 空調工具,[ KT-010S-TH-R]ターボファン(後向き羽根送風機) 《昭和電機　EC-63S-R1A3　相当品》【送料無料】【テラル】(KT010STHR),【送料無料】　KT-010S-TH-R,"<img
src=""http://image.rakuten.co.jp/route1/cabinet/iwata/kt1.jpg""width=""720"" height=""660"" border=""0"">

<img
src=""http://image.rakuten.co.jp/route1/cabinet/iwata/kt2.jpg""width=""720"" height=""450"" border=""0"">

<img
src=""http://image.rakuten.co.jp/route1/cabinet/iwata/kkt3.jpg""width=""720"" height=""490"" border=""0"">

<TABLE width=""720"" height=""160"" style=""FONT-SIZE: 14px; FONT-FAMILY: Meiryo UI; color: #ff72b4; border: 5px double #ff72b4; background-color: #ffffff"">
        
          <tr>
            <td>
<TD><IMG SRC=""http://image.rakuten.co.jp/route1/cabinet/icon/aquabotan1.gif""  width=""150"" height=""150""></TD>
            <center>
            <br>
<TD><FONT color=""#ff0066""><FONT size=""3""><B>こちらの商品は「メーカー直送品」のため<BR>【代金引換（代引き）】及び【エコ配】をご利用いただけません</B></FONT></FONT>

<br><br>
お支払方法選択画面では「代金引換」が選べますが、ご利用できません。<br>
恐れ入りますが「代金引換」以外のお支払方法をお選びください。<br>
※北海道・沖縄・その他離島地域は、別途配送料が必要となる場合がございます。</TD>
</center>
 </td>
            </td>
          </tr>
        
      </TABLE>


<TABLE width=""720"" height=""160"" style=""FONT-SIZE: 14px; FONT-FAMILY: Meiryo UI; color: #ff72b4; border: 5px double #ff72b4; background-color: #ffffff"">
        
          <tr>
            <td>
<TD><IMG SRC=""http://image.rakuten.co.jp/route1/cabinet/icon/aquabotan1.gif""  width=""150"" height=""150""></TD>
            <center>
            <br>

<TD><FONT color=""#ff0066""><FONT size=""3"">
こちらの商品は、昭和電機　EC-63S-R1A3と互換性があります。<br>
性能・取付位置など同じですのでコストダウンが見込めます。<br></TD>
</center>
 </td>
            </td>
          </tr>
        
      </TABLE><br><img
src=""http://image.rakuten.co.jp/route1/cabinet/icon/nouki.jpg""width=""470"" height=""85"" border=""0""><br><br><br>【特長】<BR>
●豊富なラインナップ。<BR>
●流体解析技術を応用した新設計羽根採用により、低騒音化を実現。<BR>
●流体解析技術を応用した新設計羽根採用により、高効率化を実現。3.7kW品にて全圧効率86.5%を達成。<BR>
●標準仕様にて取扱気体温度150℃まで対応可。(0.75kW、1.5～3.7kW品)<BR>
●耐熱型にて取扱気体温度250℃まで対応可。<BR>
●屋外仕様の対応が可能。<BR>
●高静圧、接ガス部ステンレス製の対応が可能。(0.75kW、1.5～3.7kW品)<BR>
●汎用電動機採用により、高効率、海外規制対応、安全増防爆形、耐圧防爆形等の各種特殊電動機対応が可能。(0.75kW、1.5～3.7kW品)<BR><BR>

【用途】<BR>
●乾燥機、集塵機、選別機などの通風用。機器の冷却用。一般送風用。<BR><BR>

【共通仕様】<BR>
《KT型(出力：0.1?0.4kW、1.0kW)》<BR>
●伝導方法：電動機直動<BR>
●周囲温度：-10～40℃<BR>
●取扱気体温度：-10～60℃(インバータ運転の場合、取扱気体温度-10～40℃となります。)<BR>
●電圧：200V(50Hz)/200V(60Hz)<BR>
●材質：ADC12(ケーシング)、SECC(羽根車)、FCD450(羽根車ボス)<BR>
●塗装：アクリル系樹脂塗装(シルバー色、ただし電動機は除く)<BR>
●吐出方向：下部水平<BR>
●回転方向：R回転、L回転(耐熱形は特殊仕様となります) <BR>
《KT型(出力：0.75kW、1.5?3.7kW)》 <BR>
●伝導方法：電動機直動<BR>
●周囲温度：-10～40℃<BR>
●取扱気体：標準(東芝製)-10～150℃<BR>
●電圧：200V(50Hz)/200-220V(60Hz)<BR>
●材質：AC4C(ケーシング)、SPCC・SECC(羽根車)、FCD450(羽根車ボス)<BR>
●塗装：シリコン樹脂塗装(シルバー色、ただし電動機は除く)<BR>
●シール材：シーリング材 耐熱250℃、パッキン 耐熱250℃<BR>
●吐出方向：上部水平、上部垂直、下部水平<BR>
●回転方向：L回転、R回転 <BR><BR>
 
【詳細仕様】<BR>
●機種：直動式ターボファン<BR>
●周波数・タイプ：50Hz/60Hz兼用<BR>
●出力（kW）：0.1<BR>
●電源：単相<BR>
●取扱気体温度：標準型<BR>
●吐出方向：上部水平<BR>
●回転方向：右回転<BR><br>
<!--<Img Src=""https://image.rakuten.co.jp/route1/cabinet/icon/2015summer.jpg
""><br><br>-->
<img src=""https://image.rakuten.co.jp/route1/cabinet/design/top_banner.jpg"" border=""0"" />

<table cellspacing=""0"" style=""margin-top:20px;"">
	<tr>
		<td style=""margin:0; padding:0;""><img src=""https://image.rakuten.co.jp/route1/cabinet/design/tokucho1.jpg"" border=""0"" /></td>
		<td style=""margin:0; padding:0px 15px;""><img src=""https://image.rakuten.co.jp/route1/cabinet/design/tokucho2.jpg"" border=""0"" /></td>
		<td style=""margin:0; padding:0;""><img src=""https://image.rakuten.co.jp/route1/cabinet/design/tokucho3.jpg"" border=""0"" /></td>
	</tr>
</table>",[ KT-010S-TH-R]ターボファン(後向き羽根送風機) 《昭和電機　EC-63S-R1A3　相当品》【送料無料】【テラル】(KT010STHR)：機械工具と部品の店　ルートワン,日立　コンプレッサー日立　ベビコンインバータ三菱　インバータインバータ　FRベビコンエアーコンプレッサーピスコ　継手PISCOピスコ継手トラスコ中山オレンジブックミスミハンドパレットモータ三菱日立　モータ　ザ・モートル日立　モートルインバータ[ KT-010S-TH-R]ターボファン(後向き羽根送風機) 《昭和電機　EC-63S-R1A3　相当品》【送料無料】【テラル】(KT010STHR),【送料無料】　KT-010S-TH-R。[ KT-010S-TH-R]ターボファン(後向き羽根送風機) 《昭和電機　EC-63S-R1A3　相当品》【送料無料】【テラル】(KT010STHR)[rn]
