7-8901,,864.0000,,花・ガーデン・DIY > DIY・工具 > その他,■〒昭和商会/ＳＨＯＷＡ 安全標識【T-008】(8193950) ＳＨＯＷＡ 単管シート ワンタッチ取付標識 イラスト版 発注単位1,環境安全用品\標識・標示,"T-008<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●軽量で強度があるターポリン製です。<br>
●マジックテープで取り付けが簡単です。<br>
●単管パイプはもちろん、コーンバー・プラチェーン・トラロープなどへお使いいただけます。<br>
●単管やロープへの表示に。<br>
●表示内容:足場作業床最大積載荷重1スパン400kg<br>
●取付仕様:マジックテープ<br>
●縦(mm):600<br>
●横(mm):450<br>
●取付方法:マジックテープ<br>
●ターポリン<p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",■〒昭和商会/ＳＨＯＷＡ 安全標識【T-008】(8193950) ＳＨＯＷＡ 単管シート ワンタッチ取付標識 イラスト版 発注単位1：クローバー資材館,■〒昭和商会/ＳＨＯＷＡ 安全標識【T-008】(8193950) ＳＨＯＷＡ 単管シート ワンタッチ取付標識 イラスト版 発注単位1,環境安全用品\標識・標示。■〒昭和商会/ＳＨＯＷＡ 安全標識【T-008】(8193950) ＳＨＯＷＡ 単管シート ワンタッチ取付標識 イラスト版 発注単位1[rn]
7-8902,,10800.0000,,花・ガーデン・DIY > DIY・工具 > その他,■〒仙台銘板/仙台銘板 安全用品【2362520】(8184828) 仙台銘板 ＰＸスリムカンバン 蛍光黄色高輝度ＨＹＳ－52 お願い 鉄枠付き 発注単位1,環境安全用品\標識・標示,"2362520<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●道路や工事現場の規制などに使用し、昼間は蛍光色による注意喚起・夜間は再帰性高輝度反射による抜群の視認性を実現しました。<br>
●各種工事全般・注意喚起に。<br>
●表示内容:工事中につきご協力お願い致します<br>
●色:蛍光レモン<br>
●間口(mm):280<br>
●奥行(mm):40<br>
●高さ(mm):1560<br>
●板面サイズ(縦×横):1400×275mm<br>
●鉄枠付<br>
●NETIS登録品（登録番号;TH-070005-V）<br>
●3M[[TM]]社製蛍光黄色プリズムシート使用<br>
●スチール<br>
●自発光式ではございません、ライトなどで光が当たると反射します。<p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",■〒仙台銘板/仙台銘板 安全用品【2362520】(8184828) 仙台銘板 ＰＸスリムカンバン 蛍光黄色高輝度ＨＹＳ&minus;52 お願い 鉄枠付き 発注単位1：クローバー資材館,■〒仙台銘板/仙台銘板 安全用品【2362520】(8184828) 仙台銘板 ＰＸスリムカンバン 蛍光黄色高輝度ＨＹＳ&minus;52 お願い 鉄枠付き 発注単位1,環境安全用品\標識・標示。■〒仙台銘板/仙台銘板 安全用品【2362520】(8184828) 仙台銘板 ＰＸスリムカンバン 蛍光黄色高輝度ＨＹＳ&minus;52 お願い 鉄枠付き 発注単位1[rn]
7-8903,,1993.6000,,花・ガーデン・DIY > DIY・工具 > その他,■〒仙台銘板/仙台銘板 ランプ【3031010】(8184880) 仙台銘板 ソーラースターミニ 81×148mm ブルー 発注単位1,環境安全用品\安全用品,"3031010<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●360°方向に発光するソーラー型工事灯です。<br>
●拡散LEDを採用し、視認性が向上しています。<br>
●豊富なカラーバリエーションにて様々な現場へ対応します。<br>
●工事現場の単管バリケード、コーンへ設置し、夜間の注意喚起に。<br>
●イベント等での夜間誘導に。<br>
●色:ブルー<br>
●幅(mm):80<br>
●高さ(mm):148<br>
●LED:青色×2個、白色×2個（交互点滅）<br>
●グリップ径:40mm<br>
●ソーラー充電式<br>
●最大連続動作時間:100時間<br>
●本体：ポリカボネート（PC）、ポリエチレン（PE)<br>
●使用する前に太陽電池部分を覆っていただき、動作するか確認をしてください。<br>
●使用する前に太陽光にて充電作業を行ってください。<br>
●長期保管の場合は3ヶ月に1度、充電を行ってください。<p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",■〒仙台銘板/仙台銘板 ランプ【3031010】(8184880) 仙台銘板 ソーラースターミニ 81&times;148mm ブルー 発注単位1：クローバー資材館,■〒仙台銘板/仙台銘板 ランプ【3031010】(8184880) 仙台銘板 ソーラースターミニ 81&times;148mm ブルー 発注単位1,環境安全用品\安全用品。■〒仙台銘板/仙台銘板 ランプ【3031010】(8184880) 仙台銘板 ソーラースターミニ 81&times;148mm ブルー 発注単位1[rn]
7-8904,,9139.2000,,花・ガーデン・DIY > DIY・工具 > その他,■〒仙台銘板/仙台銘板 ランプ【3031300】(8184903) 仙台銘板 シンクロフラッシュバー 発注単位1,環境安全用品\安全用品,"3031300<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●横型工事灯です。<br>
●標準電波を利用し同期点滅します。<br>
●2色(赤、緑)のLEDが交互点滅もしくは流動します。<br>
●単管バリケードやフェンスに。<br>
●色:赤/緑<br>
●幅(mm):450<br>
●高さ(mm):90<br>
●奥行(mm):45<br>
●幅×奥行×高さ(mm):450×45×90<br>
●LED:赤×4灯、緑×4灯(赤⇔緑の交互点滅及び複数個の同期交互点滅)<br>
●ソーラー充電式<br>
●最大連続動作時間:100時間<br>
●本体：ポリカーボネート<br>
●使用前にソーラーパネルを覆って頂き、動作するか確認をして下さい。<br>
●使用する前に太陽光をにて充電作業を行って下さい。<br>
●長期保管の場合は3か月に1度充電を行ってください。<p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",■〒仙台銘板/仙台銘板 ランプ【3031300】(8184903) 仙台銘板 シンクロフラッシュバー 発注単位1：クローバー資材館,■〒仙台銘板/仙台銘板 ランプ【3031300】(8184903) 仙台銘板 シンクロフラッシュバー 発注単位1,環境安全用品\安全用品。■〒仙台銘板/仙台銘板 ランプ【3031300】(8184903) 仙台銘板 シンクロフラッシュバー 発注単位1[rn]
7-8905,,18360.0000,,花・ガーデン・DIY > DIY・工具 > その他,■〒エムエフ/ＭＦ 梱包資材【HS020】(7850981) ＭＦ Ｈ鋼セーフティーガードＨＳＧ－09 イエロー 発注単位10,環境安全用品\安全用品,"HS020<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●常設用のH鋼養生材になり、ぶつかった際の衝撃を和らげます。<br>
●Ｈ鋼の常設養生に。<br>
●色:イエロー<br>
●長さ(m):1<br>
●横(mm):18<br>
●縦(mm):33<br>
●適合H鋼厚み(mm):9、10<br>
●取付方法:接着剤（別売）<br>
●軟質塩化ビニル樹脂<p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",■〒エムエフ/ＭＦ 梱包資材【HS020】(7850981) ＭＦ Ｈ鋼セーフティーガードＨＳＧ&minus;09 イエロー 発注単位10：クローバー資材館,■〒エムエフ/ＭＦ 梱包資材【HS020】(7850981) ＭＦ Ｈ鋼セーフティーガードＨＳＧ&minus;09 イエロー 発注単位10,環境安全用品\安全用品。■〒エムエフ/ＭＦ 梱包資材【HS020】(7850981) ＭＦ Ｈ鋼セーフティーガードＨＳＧ&minus;09 イエロー 発注単位10[rn]
7-8906,,104676.8000,,花・ガーデン・DIY > DIY・工具 > その他,■〒仙台銘板/仙台銘板 ランプ【3050700】(8184910) 仙台銘板 ネオクローバー ソーラー式大型回転灯 三脚付 電源セット 発注単位1,環境安全用品\安全用品,"3050700<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●道光板の輪郭光により、夜間でも形状認識しやすく、クローバー型の輪郭の中に3種類の文字を表示できます。<br>
●ソーラー式の為電源の確保が不要です。<br>
●工事現場付近を通行する車両に対しての注意喚起に。<br>
●幅(mm):640<br>
●高さ(mm):1766～2146<br>
●間口×高さ(mm):640×1739～2119<br>
●LED:アンバー×46灯、赤×28灯、緑36灯<br>
●点灯パターン:3種類×3文字(工事中・右へ斜め右下→・左へ斜め左下←)<br>
●ソーラー電源部・三脚付<br>
●NETIS登録品:KK-110043-A<br>
●本体：ポリカーボネート<br>
●レンズ部：ポリカーボネート<br>
●日光が十分あたる環境でご使用下さい。<p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",■〒仙台銘板/仙台銘板 ランプ【3050700】(8184910) 仙台銘板 ネオクローバー ソーラー式大型回転灯 三脚付 電源セット 発注単位1：クローバー資材館,■〒仙台銘板/仙台銘板 ランプ【3050700】(8184910) 仙台銘板 ネオクローバー ソーラー式大型回転灯 三脚付 電源セット 発注単位1,環境安全用品\安全用品。■〒仙台銘板/仙台銘板 ランプ【3050700】(8184910) 仙台銘板 ネオクローバー ソーラー式大型回転灯 三脚付 電源セット 発注単位1[rn]
7-8907,,4242.4000,,花・ガーデン・DIY > DIY・工具 > その他,■〒ＪＶＣケンウッド/ケンウッド 業務用機器【UBC-8ML】(8193841) ケンウッド ＡＣアダプター 発注単位1,環境安全用品\安全用品,"UBC-8ML<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●UBC-8MLはUBC-9CRを最大6台までつなげます。<br>
●品名:ACアダプター<br>
●対応機種:UBZ-M31/M51、TPZ-D553<br>
●製造国:中国<p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",■〒ＪＶＣケンウッド/ケンウッド 業務用機器【UBC-8ML】(8193841) ケンウッド ＡＣアダプター 発注単位1：クローバー資材館,■〒ＪＶＣケンウッド/ケンウッド 業務用機器【UBC-8ML】(8193841) ケンウッド ＡＣアダプター 発注単位1,環境安全用品\安全用品。■〒ＪＶＣケンウッド/ケンウッド 業務用機器【UBC-8ML】(8193841) ケンウッド ＡＣアダプター 発注単位1[rn]
7-8908,,684.8000,,花・ガーデン・DIY > DIY・工具 > その他,■〒トラスコ中山/ＴＲＵＳＣＯ 養生資材Ｎ【THSR-1M-Y】(7805250) ＴＲＵＳＣＯ Ｈ鋼ショックレスガードＭ 1ｍ イエロー 発注単位1,環境安全用品\安全用品,"THSR-1M-Y<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●Ｈ鋼のエッジ部分の養生緩衝材です。中空形状のため、衝撃吸収性に優れています。<br>
●広げやすく取り付けも簡単です。<br>
●工場内や屋外作業現場でのＨ鋼の養生緩衝材などに。<br>
●色:イエロー<br>
●幅(mm):24<br>
●長さ(m):1<br>
●厚み(mm):3.5<br>
●内幅(mm):15<br>
●はさみ込み対応厚:14～16mm<br>
●軟質塩ビ<p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",■〒トラスコ中山/ＴＲＵＳＣＯ 養生資材Ｎ【THSR-1M-Y】(7805250) ＴＲＵＳＣＯ Ｈ鋼ショックレスガードＭ 1ｍ イエロー 発注単位1：クローバー資材館,■〒トラスコ中山/ＴＲＵＳＣＯ 養生資材Ｎ【THSR-1M-Y】(7805250) ＴＲＵＳＣＯ Ｈ鋼ショックレスガードＭ 1ｍ イエロー 発注単位1,環境安全用品\安全用品。■〒トラスコ中山/ＴＲＵＳＣＯ 養生資材Ｎ【THSR-1M-Y】(7805250) ＴＲＵＳＣＯ Ｈ鋼ショックレスガードＭ 1ｍ イエロー 発注単位1[rn]
7-8909,,2659.2000,,花・ガーデン・DIY > DIY・工具 > その他,■〒仙台銘板/仙台銘板 安全用品【3310060】(8185562) 仙台銘板 単管ボードＦＢ－6 段差あり 両面 発注単位1,環境安全用品\安全用品,"3310060<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●単管バリケードに取り付けて使用します。<br>
●ワンタッチで取り付けることが出来ます。<br>
●単管バリケードに取り付け注意喚起に。<br>
●色:蛍光反射ライムイエロー<br>
●高さ(mm):300<br>
●間口(mm):150<br>
●表示内容:段差あり<br>
●縦×横(mm):300×150<br>
●48.6φ単管取り付け金具付<br>
●本体：発泡ポリエチレン<p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",■〒仙台銘板/仙台銘板 安全用品【3310060】(8185562) 仙台銘板 単管ボードＦＢ&minus;6 段差あり 両面 発注単位1：クローバー資材館,■〒仙台銘板/仙台銘板 安全用品【3310060】(8185562) 仙台銘板 単管ボードＦＢ&minus;6 段差あり 両面 発注単位1,環境安全用品\安全用品。■〒仙台銘板/仙台銘板 安全用品【3310060】(8185562) 仙台銘板 単管ボードＦＢ&minus;6 段差あり 両面 発注単位1[rn]
7-8910,,2160.0000,,花・ガーデン・DIY > DIY・工具 > その他,■〒仙台銘板/仙台銘板 安全用品【3140082】(8184893) 仙台銘板 ポリカーボネイト製 コーンバー 白／赤反射 φ34×2ｍ 発注単位1,環境安全用品\安全用品,"3140082<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●従来製品に比べて大幅に製品強度・剛性を上げています。<br>
●カラーコーンと併用して使用し、動線確保・視線誘導・危険表示に。<br>
●色:白/赤<br>
●幅(mm):34<br>
●長さ(m):2<br>
●反射シート付<br>
●ポリカーボネート<p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",■〒仙台銘板/仙台銘板 安全用品【3140082】(8184893) 仙台銘板 ポリカーボネイト製 コーンバー 白／赤反射 φ34&times;2ｍ 発注単位1：クローバー資材館,■〒仙台銘板/仙台銘板 安全用品【3140082】(8184893) 仙台銘板 ポリカーボネイト製 コーンバー 白／赤反射 φ34&times;2ｍ 発注単位1,環境安全用品\安全用品。■〒仙台銘板/仙台銘板 安全用品【3140082】(8184893) 仙台銘板 ポリカーボネイト製 コーンバー 白／赤反射 φ34&times;2ｍ 発注単位1[rn]
7-8911,,5204.8000,,花・ガーデン・DIY > DIY・工具 > その他,■〒三甲/サンコー コンテナ【8Y0052】(7797575) サンコー ヘビースコッチコーン700Ｈ φ40(3．7ｋｇ) レッド／ホワイト 発注単位1,環境安全用品\安全用品,"8Y0052<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●耐久性に優れており丈夫で長持ちします。先端カットタイプです。<br>
●反射テープにより特に夜間での視認性を飛躍的に向上させます。<br>
●重量のあるコーンです。風で飛ばされるのを防ぎます。<br>
●先端カットタイプです。<br>
●道路や工事現場などの規制に。<br>
●色:レッド/ホワイト<br>
●幅(mm):370<br>
●高さ(mm):710<br>
●横(mm):370<br>
●縦(mm):370<br>
●外形寸法(mm)横×縦×高さ:370×370×710<br>
●出荷単位(本):5<br>
●外寸:横×縦×高さ:370×370×710(mm)<br>
●出荷単位(本):5<br>
●質量(kg):3.7<br>
●低密度ポリエチレン（ＬＤＰＥ）<br>
●火気厳禁<p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",■〒三甲/サンコー コンテナ【8Y0052】(7797575) サンコー ヘビースコッチコーン700Ｈ φ40(3．7ｋｇ) レッド／ホワイト 発注単位1：クローバー資材館,■〒三甲/サンコー コンテナ【8Y0052】(7797575) サンコー ヘビースコッチコーン700Ｈ φ40(3．7ｋｇ) レッド／ホワイト 発注単位1,環境安全用品\安全用品。■〒三甲/サンコー コンテナ【8Y0052】(7797575) サンコー ヘビースコッチコーン700Ｈ φ40(3．7ｋｇ) レッド／ホワイト 発注単位1[rn]
