20-169501,http://tshop.r10s.jp/sanwadirect/cabinet/2/200-tabc007.jpg?fitin=700:700,3984.0000,,スマートフォン・タブレット > タブレットPCアクセサリー > タブレットカバー・ケース,【送料無料】9.7インチ iPad Pro iPad Air2 レザーケース 本革 無段階角度調整 スタンド機能 薄型1.2cm ブラック ［200-TABC007］【サンワダイレクト限定品】,,"<hr><center><b><font size=""+1"" color=""red"">＼お得なキャンペーン開催中／</font></b><br><img src=""https://image.rakuten.co.jp/sanwadirect/cabinet/event/170420_smp.gif"" width=""90%""><font size=""+1"">⇒クーポンの獲得はこちらから</font></center><hr><br>商品一覧&nbsp;&gt;&nbsp;モバイルアクセサリー&nbsp;&gt;&nbsp;タブレット・iPad用&nbsp;&gt;&nbsp;iPad Air 2<br><br><img src=""http://image.rakuten.co.jp/sanwadirect/cabinet/mo/200-tabc007_mo1.jpg"" width=""100%""><img src=""http://image.rakuten.co.jp/sanwadirect/cabinet/mo/200-tabc007_mo2.jpg"" width=""100%""><img src=""http://image.rakuten.co.jp/sanwadirect/cabinet/mo/200-tabc007_mo3.jpg"" width=""100%""><img src=""http://image.rakuten.co.jp/sanwadirect/cabinet/mo/200-tabc007_mo4.jpg"" width=""100%""><br><br>9.7インチiPad Proを保護できる、本革を使用したレザーケース。手帳型でスタンド機能も搭載。スリープの開閉で画面のオン/オフにも対応。iPad Air 2にも対応可能な薄型のスタンドケース。<hr color=""#bf0000"" size=""1""><b>特長</b><hr color=""#bf0000"" size=""1"">●本革(スプリットレザー)を使用した上品でスタイリッシュな9.7インチiPad Pro/iPad Air 2専用レザーケースです。<BR>●滑らかな手触りと上質な質感の本革を使用しています。<BR>●液晶画面に触れる部分は起毛素材で、画面を傷つけず優しく包みます。<BR>●9.7インチiPad Pro/iPad Air 2収納部分はつや消しの硬質素材で見た目も美しく、9.7インチiPad Pro/iPad Air 2をしっかりと守ります。<BR>●ケースに収納しても、厚さわずか約1.2cmで9.7インチiPad Pro/iPad Air 2の薄さを損ないません。<BR>●フラップが付いた手帳型で、9.7インチiPad Pro/iPad Air 2を前面も背面も保護できます。<BR>●フラップの開閉に連動してスリープオン・オフが行えます。ボタンを押さなくてもすぐに使用できます。<BR><font color=""red""><b>※スリープ機能は9.7インチiPad Proのみの対応です。iPad Air 2は非対応です。</b></font><BR>●ケースを開いてフラップ部分に立てかければ、スタンドに使用できます。動画視聴やFaceTimeなどのテレビ電話をハンズフリーで楽しめます。<BR>●9.7インチiPad Pro/iPad Air 2のフォルムに合わせて成形された、軽くて薄いレザーケースです。<BR>●ケースデザインは、Lightningコネクタや各ボタンを塞がないので、カバーを装着していないときと同様に9.7インチiPad Pro/iPad Air 2が使用可能です。<br><br><hr color=""#bf0000"" size=""1""><b>仕様</b><hr color=""#bf0000"" size=""1"">■カラー：ブラック<br>■サイズ：W176×D12×H243mm（iPad Pro/iPad Air 2挿入時）<br>■重量：約282g<br>■材質：本革（スプリットレザー） 他<br>■生産国：中国<br>■取扱説明書：なし<br>■保証期間：初期不良のみ<br><br><hr color=""#bf0000"" size=""1""><b>対応機種</b><hr color=""#bf0000"" size=""1"">■対応機種:9.7インチiPad Pro、iPad Air 2<br><font color=""red""><br>※スリープ機能は9.7インチiPad Proのみの対応です。iPad Air 2は非対応です。</font><br><br><font size=""2"">関連キーワード：サンワサプライ</font><br><br><hr color=""#bf0000"" size=""1""><b>配送・サポート</b><hr color=""#bf0000"" size=""1""><font color=""red"">この商品の配送方法について、ご確認ください。</font><br><font color=""red""><b>【 ○ 宅配便 】</b></font><b> 【 × ネコポス 】 【 × 楽天BOX 】</b><hr color=""black"" size=""1""><center><font color=""red"">▼購入前にご確認ください▼</font><br><font size=""+1"">[ご利用ガイド] </font></center><hr color=""black"" size=""1""><center><font color=""red"">PC版ページでは、さらに<br />▼詳しい情報を掲載しています▼</font><br><font size=""+1"">[PC版ページはこちら] </font></center><hr color=""black"" size=""1"" />",【送料無料】9.7インチ iPad Pro iPad Air2 レザーケース 本革 無段階角度調整 スタンド機能 薄型1.2cm ブラック ［200-TABC007］【サンワダイレクト限定品】：サンワダイレクト楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得サンワサプライ通販サンワダイレクト楽天【送料無料】9.7インチ iPad Pro iPad Air2 レザーケース 本革 無段階角度調整 スタンド機能 薄型1.2cm ブラック ［200-TABC007］【サンワダイレクト限定品】,　。【送料無料】9.7インチ iPad Pro iPad Air2 レザーケース 本革 無段階角度調整 スタンド機能 薄型1.2cm ブラック ［200-TABC007］【サンワダイレクト限定品】[rn]
20-169502,http://tshop.r10s.jp/sanwadirect/cabinet/c/cai-cabpd43.jpg?fitin=700:700,15840.0000,,スマートフォン・タブレット > タブレットPCアクセサリー > タブレットカバー・ケース,【送料無料】収納ケース 10台用 iPad・タブレット対応 プラダン製 簡易タイプ［CAI-CABPD43］【サンワサプライ】,,"<hr><center><b><font size=""+1"" color=""red"">＼お得なキャンペーン開催中／</font></b><br><img src=""https://image.rakuten.co.jp/sanwadirect/cabinet/event/170420_smp.gif"" width=""90%""><font size=""+1"">⇒クーポンの獲得はこちらから</font></center><hr><br>商品一覧&nbsp;&gt;&nbsp;オフィス家具&nbsp;&gt;&nbsp;タブレット収納保管庫<br><br>プラダン製で軽量。13インチまでのタブレットが10台収納できる。<hr color=""#bf0000"" size=""1""><b>特長</b><hr color=""#bf0000"" size=""1"">●プラダン製の頑丈で軽量なタブレット収納ケースです。<br>●ボックス内部にスリットがあり、タブレットを差し込むだけで収納できます。<br>●13インチ程度までのタブレットが収納できます。<br>※スリット部有効寸法は250×320×13mmです。<br>※iPad Air2、iPad Pro、SurfacePro4（キーボード付き）は収納可能です。<br>※サイズ変更など1台からでも特注品の作成が可能です。<br>●タブレット10台とACアダプタやコードなどの付属品をフリースペース（W320×D150×H197mm）に収納することができます。<br>●持ち運び用に取っ手が取り付けられています。<br>●タブレットを収納したまま、保管庫にそのまま収納することもできます。<br>●長編方向は320mmと大きくなっているので、充電等を行うケーブルを挿したまま収納することができます。<br>※コネクタサイズ・位置にもよりますが、機器（差込口側の辺）＋15から20mmで320mmに収まるかどうか確認をしてください。<br>＜注意事項＞<br>※本製品は機器を衝撃から守り、保護するためのものではありません。（衝撃吸収の機能は有していません。）あくまでも輸送・保管用の箱としてご使用ください。<br>※本製品を分解・修理・加工・改造しないでください。<br>※本製品は紙製の段ボールに比べ、強度、耐久性、耐水性に優れておりますが、強い衝撃を与えたり、落下させたり、直接水をかけたりしないでください。<br>※製品の隙間から水が浸入しないようにご使用ください。<br>※一般の運送会社を利用して本製品を輸送する箱として使用することはできますが、収納された製品の破損や故障、データの消失などにおける保証は致しかねます。また、本製品の故障、またはその使用によって生じた直接、間接の損害についてはサンワサプライはその責を負わないものとします。<br><br><hr color=""#bf0000"" size=""1""><b>仕様</b><hr color=""#bf0000"" size=""1"">■サイズ：W420×D380×H197mm<br>■シートの厚み：5mm<br>■重量：1.34kg<br>■梱包：1個口/440×390×220mm・1.88kg<br>■出荷形態：組立出荷<br>■材質：ボックス本体/PP（プラダン）<br>コーナーパーツ/PP<br>■付属品：注意喚起シール、取扱い上の注意シート<br><br><hr color=""#bf0000"" size=""1""><b>対応機種</b><hr color=""#bf0000"" size=""1"">■対応機種：13インチ程度までのタブレット<br><br><font size=""2"">関連キーワード：アイパッド アイパット サンワサプライ</font><br><br><hr color=""#bf0000"" size=""1""><b>配送・サポート</b><hr color=""#bf0000"" size=""1"">⇒取扱説明書 検索ページはこちら<br>【 商品番号：CAI-CABPD43】<br><br><font color=""red"">この商品の配送方法について、ご確認ください。</font><br><font color=""red""><b>【 ○ 宅配便 】</b></font><b> 【 × ネコポス 】 【 × 楽天BOX 】</b><hr color=""black"" size=""1""><center><font color=""red"">▼購入前にご確認ください▼</font><br><font size=""+1"">[ご利用ガイド] </font></center><hr color=""black"" size=""1"">",【送料無料】収納ケース 10台用 iPad・タブレット対応 プラダン製 簡易タイプ［CAI-CABPD43］【サンワサプライ】：サンワダイレクト楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得サンワサプライ通販サンワダイレクト楽天【送料無料】収納ケース 10台用 iPad・タブレット対応 プラダン製 簡易タイプ［CAI-CABPD43］【サンワサプライ】,　。【送料無料】収納ケース 10台用 iPad・タブレット対応 プラダン製 簡易タイプ［CAI-CABPD43］【サンワサプライ】[rn]
20-169503,http://tshop.r10s.jp/sanwadirect/cabinet/c/cai-cabpd37.jpg?fitin=700:700,26240.0000,,スマートフォン・タブレット > タブレットPCアクセサリー > タブレットカバー・ケース,【送料無料】収納ケース 10台用 iPad・タブレット対応 プラダン製［CAI-CABPD37］【サンワサプライ】,,"<hr><center><b><font size=""+1"" color=""red"">＼お得なキャンペーン開催中／</font></b><br><img src=""https://image.rakuten.co.jp/sanwadirect/cabinet/event/170420_smp.gif"" width=""90%""><font size=""+1"">⇒クーポンの獲得はこちらから</font></center><hr><br>商品一覧&nbsp;&gt;&nbsp;オフィス家具&nbsp;&gt;&nbsp;タブレット収納保管庫<br><br>プラダン製で軽量。9から12.5インチのタブレットが10台保管運搬できる。<hr color=""#bf0000"" size=""1""><b>特長</b><hr color=""#bf0000"" size=""1"">●プラダン製の頑丈で軽量なタブレット収納ケースです。<br>●ボックス内部にスリットがあり、タブレットを差し込むだけで収納できます。<br>●9から12.5インチ程度のタブレットが収納できます。<br>※スリット部有効寸法は170から210×310×12mmです。<br>※iPad Air2、SurfacePro4（キーボード無し）は収納可能。iPad Proは収納不可です。<br>※サイズ変更など1台からでも特注品の作成が可能です。<br>●タブレット10台とACアダプタやコードなどの付属品も一緒に収納できます。<br>●蓋はマジックテープで固定しワンタッチベルトで止めます。<br>●小物類が収納できるポーチが1個付属しています。<br>＜注意事項＞<br>※本製品は機器を衝撃から守り、保護するためのものではありません。（衝撃吸収の機能は有していません。）あくまでも輸送・保管用の箱としてご使用ください。<br>※本製品を分解・修理・加工・改造しないでください。<br>※本製品は紙製の段ボールに比べ、強度、耐久性、耐水性に優れておりますが、強い衝撃を与えたり、落下させたり、直接水をかけたりしないでください。<br>※製品の隙間から水が浸入しないようにご使用ください。<br>※一般の運送会社を利用して本製品を輸送する箱として使用することはできますが、収納された製品の破損や故障、データの消失などにおける保証は致しかねます。また、本製品の故障、またはその使用によって生じた直接、間接の損害についてはサンワサプライはその責を負わないものとします。<br><br><hr color=""#bf0000"" size=""1""><b>仕様</b><hr color=""#bf0000"" size=""1"">■サイズ：W365×D260×H435mm<br>■シートの厚み：5mm<br>■重量：1.68kg<br>■梱包：1個口/380×280×460mm・2.22kg<br>■出荷形態：組立出荷<br>■材質：ボックス本体/PP（プラダン）<br>コーナーパーツ/PP<br>■付属品：小物入れポーチ（縁の色はロットによりランダム）、注意喚起シール、取扱い上の注意シート<br><br><hr color=""#bf0000"" size=""1""><b>対応機種</b><hr color=""#bf0000"" size=""1"">■対応機種：9から12.5インチ程度までのタブレット<br><br><font size=""2"">関連キーワード：アイパッド アイパット サンワサプライ</font><br><br><hr color=""#bf0000"" size=""1""><b>配送・サポート</b><hr color=""#bf0000"" size=""1"">⇒取扱説明書 検索ページはこちら<br>【 商品番号：CAI-CABPD37】<br><br><font color=""red"">この商品の配送方法について、ご確認ください。</font><br><font color=""red""><b>【 ○ 宅配便 】</b></font><b> 【 × ネコポス 】 【 × 楽天BOX 】</b><hr color=""black"" size=""1""><center><font color=""red"">▼購入前にご確認ください▼</font><br><font size=""+1"">[ご利用ガイド] </font></center><hr color=""black"" size=""1"">",【送料無料】収納ケース 10台用 iPad・タブレット対応 プラダン製［CAI-CABPD37］【サンワサプライ】：サンワダイレクト楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得サンワサプライ通販サンワダイレクト楽天【送料無料】収納ケース 10台用 iPad・タブレット対応 プラダン製［CAI-CABPD37］【サンワサプライ】,　。【送料無料】収納ケース 10台用 iPad・タブレット対応 プラダン製［CAI-CABPD37］【サンワサプライ】[rn]
20-169504,http://tshop.r10s.jp/sanwadirect/cabinet/2/200-pda127.jpg?fitin=700:700,1584.0000,,スマートフォン・タブレット > タブレットPCアクセサリー > タブレットカバー・ケース,iPad・タブレット 防水ケース iPad Air＆10.1インチ対応 スタンド機能付 防水カバー 海・プール・お風呂に ［200-PDA127］【サンワダイレクト限定品】,,"<hr><center><b><font size=""+1"" color=""red"">＼お得なキャンペーン開催中／</font></b><br><img src=""https://image.rakuten.co.jp/sanwadirect/cabinet/event/170420_smp.gif"" width=""90%""><font size=""+1"">⇒クーポンの獲得はこちらから</font></center><hr><br>商品一覧&nbsp;&gt;&nbsp;モバイルアクセサリー&nbsp;&gt;&nbsp;タブレット・iPad用&nbsp;&gt;&nbsp;色々な機種に対応&nbsp;&gt;&nbsp;ケース&nbsp;&gt;&nbsp;10.1インチ以上<br><br>iPad AirやSurafaceなどの10.1インチタブレットがお風呂やプールで使える、タブレットケース。スタンド機能付きで立てて使える、ストラップ付きのIPX7を取得した防水ケース。<br><br><hr color=""#bf0000"" size=""1""><b>特長</b><hr color=""#bf0000"" size=""1"">●水や汚れを気にせず、10.1インチまでのタブレットPCが収納できる特殊加工のタブレット防水ケースです。<br>●お風呂、キッチン、プール、アウトドアなど、水や汚れのある場所でも10.1インチタブレットを使用することができます。<br>●日本工業規格（JIS）の定めた防水規格である「IPX7」を取得しています。<br>●お風呂で電子書籍を読んだり、プールで動画や写真を撮影、濡れた手でも触れるのでアウトドアやキッチンでの使用もできます。<br>●背面のフラップはスタンドとして使用でき、お風呂場での動画鑑賞などに最適です。使用しない時は折りたためるので邪魔になりません。<br>●背面のクリアパーツを使用し、タブレットを収納したままカメラ撮影が可能です。<br>●肩にかけて持ち運びしやすい長さ調整も可能なストラップ付きです。フック部分は返しがある物を使用しているので、外れにくくなっています。<br><font color=""red"">【ご注意】<br>※防水規格IPX7を取得していますが、万一のため水中でのご使用は避けてください。<br>※ケース内部と外部の急激な温度差で、ケース内部が結露する恐れがあります。<br>※カメラ用パーツは完全な透明ではありませんので、撮影の際写真や動画の質に影響する場合があります。<br>※タブレットPCのカメラの位置によっては、撮影できない場合がございます。お手持ちのタブレットPCのカメラの位置をご確認ください。<br>※ケースに入れた状態でサイドや上下にあるハードボタンは、操作できません。<br>※ご使用前に、ケースに何もいれていない状態で水に浸けるなどして内部の防水をご確認ください。<br>※本製品の使用中の機器やデータの破損・損害につきましては、弊社はその責任を負いかねますのでご了承下さい。<br>※ケースに破れなどの損傷があった場合は、防水性能は失われますので水場での使用はすぐに中止して下さい。 </font><br><br><hr color=""#bf0000"" size=""1""><b>仕様</b><hr color=""#bf0000"" size=""1"">■外寸サイズ：W330×H235×D15mm<br>■重量：約300g<br>■内寸（参考収納寸法）サイズ：W270×H180×D10mm<br>■材質：PVC<br>■防水規格：IPX7<br>※防水規格IPX7を取得していますが、万一のため水中でのご使用は避けてください。<br>■保証期間：初期不良のみ<br>■生産国：中国<br>※本製品の使用中の機器やデータの破損・損害につきましては、弊社はその責任を負いかねますのでご了承下さい。<br><br><hr color=""#bf0000"" size=""1""><b>対応機種</b><hr color=""#bf0000"" size=""1"">■対応機種：iPad Pro 9.7、iPad Air、iPad第4世代/第3世代、iPad2やNexus10、Surface　などの10.1型までのタブレットPCで、内寸（参考収納寸法）サイズのW270×H180×D10mmに入るサイズ<br>※収納サイズ内のすべての機種の対応を保証するものではありません。機種によっては収納できない場合もございます。<br><br><font size=""2"">関連キーワード：アイパッド アイパット サンワサプライ</font><br><br><hr color=""#bf0000"" size=""1""><b>配送・サポート</b><hr color=""#bf0000"" size=""1""><font color=""red"">この商品の配送方法について、ご確認ください。</font><br><font color=""red""><b>【 ○ 宅配便 】</b></font><b> 【 × ネコポス 】 【 × 楽天BOX 】</b><hr color=""black"" size=""1""><center><font color=""red"">▼購入前にご確認ください▼</font><br><font size=""+1"">[ご利用ガイド] </font></center><hr color=""black"" size=""1""><center><font color=""red"">PC版ページでは、さらに<br />▼詳しい情報を掲載しています▼</font><br /><font size=""+1"">[PC版ページはこちら] </font></center><hr color=""black"" size=""1"" /><center><img src=""http://image.rakuten.co.jp/sanwadirect/cabinet/design/kinitsu.gif"" width=""100%"">⇒3,000円以上で送料無料！ちょい足しアイテム</center>",iPad・タブレット 防水ケース iPad Air＆10.1インチ対応 スタンド機能付 防水カバー 海・プール・お風呂に ［200-PDA127］【サンワダイレクト限定品】：サンワダイレクト楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得サンワサプライ通販サンワダイレクト楽天iPad・タブレット 防水ケース iPad Air＆10.1インチ対応 スタンド機能付 防水カバー 海・プール・お風呂に ［200-PDA127］【サンワダイレクト限定品】,【シークレットセール】。iPad・タブレット 防水ケース iPad Air＆10.1インチ対応 スタンド機能付 防水カバー 海・プール・お風呂に ［200-PDA127］【サンワダイレクト限定品】[rn]
20-169505,http://tshop.r10s.jp/sanwadirect/cabinet/p/pda-tab5.jpg?fitin=700:700,5344.0000,,スマートフォン・タブレット > タブレットPCアクセサリー > タブレットカバー・ケース,【送料無料】タブレットケース 11.6インチ対応 ショルダーベルト付き 簡易パッケージ [PDA-TAB5]【サンワサプライ】,,"<hr><center><b><font size=""+1"" color=""red"">＼お得なキャンペーン開催中／</font></b><br><img src=""https://image.rakuten.co.jp/sanwadirect/cabinet/event/170420_smp.gif"" width=""90%""><font size=""+1"">⇒クーポンの獲得はこちらから</font></center><hr><br>商品一覧&nbsp;&gt;&nbsp;モバイルアクセサリー&nbsp;&gt;&nbsp;タブレット・iPad用&nbsp;&gt;&nbsp;色々な機種に対応&nbsp;&gt;&nbsp;ケース&nbsp;&gt;&nbsp;10.1インチ以上<br><br>ショルダーベルト・ハンドベルト・ペンホルダー付き11.6型タブレットケース。<br><br><hr color=""#bf0000"" size=""1""><b>特長</b><hr color=""#bf0000"" size=""1"">●四隅の伸縮ゴムで固定し、11.6型までの様々なタブレットPCに対応します。<br>※機器によっては四隅のゴムベルトとボタンが重なり、操作に支障をきたす場合があります。<br>●ショルダーベルト付きで、立ったままタブレットPCを操作できるケースです。<br>●ショルダーベルトを付け替えることで、縦・横どちらでも操作できます。<br>●背面にはハンドベルトが付いているので片手で操作が可能です。<br>●機器の管理に便利な、名刺ポケット付きです。<br>●ペンホルダー付きです。<br><br><hr color=""#bf0000"" size=""1""><b>仕様</b><hr color=""#bf0000"" size=""1"">■サイズ：<br>外寸/W220×D18×H315mm<br>ショルダーベルト長/最長 139から最短 86cm (フックの先端から）<br>■重量：約525g<br>■材質：ポリエステル<br><br><hr color=""#bf0000"" size=""1""><b>対応機種</b><hr color=""#bf0000"" size=""1"">■対応機種：11.6型までのタブレット<br><br><font size=""2"">関連キーワード：サンワサプライ</font><br><br><hr color=""#bf0000"" size=""1""><b>配送・サポート</b><hr color=""#bf0000"" size=""1""><font color=""red"">この商品の配送方法について、ご確認ください。</font><br><font color=""red""><b>【 ○ 宅配便 】</b></font><b> 【 × ネコポス 】 【 × 楽天BOX 】</b><hr color=""black"" size=""1""><center><font color=""red"">▼購入前にご確認ください▼</font><br><font size=""+1"">[ご利用ガイド] </font></center><hr color=""black"" size=""1"">",【送料無料】タブレットケース 11.6インチ対応 ショルダーベルト付き 簡易パッケージ [PDA-TAB5]【サンワサプライ】：サンワダイレクト楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得サンワサプライ通販サンワダイレクト楽天【送料無料】タブレットケース 11.6インチ対応 ショルダーベルト付き 簡易パッケージ [PDA-TAB5]【サンワサプライ】,　。【送料無料】タブレットケース 11.6インチ対応 ショルダーベルト付き 簡易パッケージ [PDA-TAB5]【サンワサプライ】[rn]
20-169506,http://tshop.r10s.jp/sanwadirect/cabinet/p/pda-tabk7bk.jpg?fitin=700:700,1824.0000,,スマートフォン・タブレット > タブレットPCアクセサリー > タブレットカバー・ケース,タブレットケース 7～8インチ対応 小物ポケット付き ブラック [PDA-TABK7BK]【サンワサプライ】,,"<hr><center><b><font size=""+1"" color=""red"">＼お得なキャンペーン開催中／</font></b><br><img src=""https://image.rakuten.co.jp/sanwadirect/cabinet/event/170420_smp.gif"" width=""90%""><font size=""+1"">⇒クーポンの獲得はこちらから</font></center><hr><br>商品一覧&nbsp;&gt;&nbsp;モバイルアクセサリー&nbsp;&gt;&nbsp;タブレット・iPad用&nbsp;&gt;&nbsp;色々な機種に対応&nbsp;&gt;&nbsp;ケース&nbsp;&gt;&nbsp;7インチ・8インチ<br><br>大容量の2段式ポケットでタブレットと小物をひとまとめにできるタブレットケース。小物ポケット付き・7～8型・ブラック。<br><br><hr color=""#bf0000"" size=""1""><b>特長</b><hr color=""#bf0000"" size=""1"">●大容量の2段式ポケットに、タブレットとペンやメモ帳などの小物をまとめて収納できます。<br>●スリムな形状なので、カバンにいれてもかさばりません。<br>●タブレット収納部の内装は、やさしい起毛素材を採用しているので、機器をキズつけません。<br>●どんな場面にも合うシンプルなデザインです。<br><br><hr color=""#bf0000"" size=""1""><b>仕様</b><hr color=""#bf0000"" size=""1"">■カラー：ブラック<br>■サイズ：内寸/W220×D11×H165mm（参考収納寸法）<br>外寸/W255×D20×H195mm<br>■重量：135g<br>■材質：ポリエステル<br><br><hr color=""#bf0000"" size=""1""><b>対応機種</b><hr color=""#bf0000"" size=""1"">■対応機種：7～8型のタブレット<br><br><font size=""2"">関連キーワード：サンワサプライ</font><br><br><hr color=""#bf0000"" size=""1""><b>配送・サポート</b><hr color=""#bf0000"" size=""1""><font color=""red"">この商品の配送方法について、ご確認ください。</font><br><font color=""red""><b>【 ○ 宅配便 】</b></font><b> 【 × ネコポス 】 【 × 楽天BOX 】</b><hr color=""black"" size=""1""><center><font color=""red"">▼購入前にご確認ください▼</font><br><font size=""+1"">[ご利用ガイド] </font></center><hr color=""black"" size=""1""><center><img src=""http://image.rakuten.co.jp/sanwadirect/cabinet/design/kinitsu.gif"" width=""100%"">⇒3,000円以上で送料無料！ちょい足しアイテム</center>",タブレットケース 7～8インチ対応 小物ポケット付き ブラック [PDA-TABK7BK]【サンワサプライ】：サンワダイレクト楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得サンワサプライ通販サンワダイレクト楽天タブレットケース 7～8インチ対応 小物ポケット付き ブラック [PDA-TABK7BK]【サンワサプライ】,タブレットケース 7～8インチ対応 小物ポケット付き ブラック [PDA-TABK7BK]【サンワサプライ】[rn]
20-169507,http://tshop.r10s.jp/sanwadirect/cabinet/p/pda-tab9sg.jpg?fitin=700:700,5504.0000,,スマートフォン・タブレット > タブレットPCアクセサリー > タブレットカバー・ケース,【送料無料】タブレットケース 7～8インチ対応 耐衝撃 ショルダーベルト付き ［PDA-TAB9SG]【サンワサプライ】,,"<hr><center><b><font size=""+1"" color=""red"">＼お得なキャンペーン開催中／</font></b><br><img src=""https://image.rakuten.co.jp/sanwadirect/cabinet/event/170420_smp.gif"" width=""90%""><font size=""+1"">⇒クーポンの獲得はこちらから</font></center><hr><br>商品一覧&nbsp;&gt;&nbsp;モバイルアクセサリー&nbsp;&gt;&nbsp;タブレット・iPad用&nbsp;&gt;&nbsp;色々な機種に対応&nbsp;&gt;&nbsp;ケース&nbsp;&gt;&nbsp;7インチ・8インチ<br><br>衝撃に強い低反発ウレタンと角落ちに強いコーナーガードが付いた7～8インチタブレットケース。<br><br><hr color=""#bf0000"" size=""1""><b>特長</b><hr color=""#bf0000"" size=""1"">●四隅の伸縮ゴムで固定し、7から8インチの様々なタブレットに対応します。<br>※機種によっては四隅のゴムベルトとボタンが重なり、操作に支障をきたす場合があります。<br>●ケース内面に低反発ウレタンフォーム素材を使用し、外部からの衝撃から機器を守ります。<br>●ケースの縁の部分は丈夫なバンパーを装備しており、辺方向、角部分も衝撃から守ります。<br>●ショルダーベルト付きで、立ったままタブレットを操作できるケースです。<br>●ベルトを付け替えることで、縦・横どちらでも操作できます。<br>●背面にはハンドベルトが付いているので片手で操作が可能です。<br>●機器の管理に便利な、名刺ポケット付きです。<br>●ペンホルダー付きです。<br><br><hr color=""#bf0000"" size=""1""><b>仕様</b><hr color=""#bf0000"" size=""1"">■サイズ：外寸/W175×D18×H233mm<br>参考収納寸法/（最小）W114×D7×H200mm 、（最大）W140×D11×H220mm<br>ショルダーベルト長/86から139cm（フックの先端から）<br>■重量：498g<br>■材質：ポリエステル、低反発ウレタンフォーム<br>縁フレーム/PVC（ポリ塩化ビニル）<br><br><hr color=""#bf0000"" size=""1""><b>対応機種</b><hr color=""#bf0000"" size=""1"">■対応機種：7～8インチまでのタブレット<br><br><font size=""2"">関連キーワード：サンワサプライ</font><br><br><hr color=""#bf0000"" size=""1""><b>配送・サポート</b><hr color=""#bf0000"" size=""1"">⇒取扱説明書 検索ページはこちら<br>【 商品番号：PDA-TAB9SG】<br><br><font color=""red"">この商品の配送方法について、ご確認ください。</font><br><font color=""red""><b>【 ○ 宅配便 】</b></font><b> 【 × ネコポス 】 【 × 楽天BOX 】</b><hr color=""black"" size=""1""><center><font color=""red"">▼購入前にご確認ください▼</font><br><font size=""+1"">[ご利用ガイド] </font></center><hr color=""black"" size=""1"">",【送料無料】タブレットケース 7～8インチ対応 耐衝撃 ショルダーベルト付き ［PDA-TAB9SG]【サンワサプライ】：サンワダイレクト楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得サンワサプライ通販サンワダイレクト楽天【送料無料】タブレットケース 7～8インチ対応 耐衝撃 ショルダーベルト付き ［PDA-TAB9SG]【サンワサプライ】,　。【送料無料】タブレットケース 7～8インチ対応 耐衝撃 ショルダーベルト付き ［PDA-TAB9SG]【サンワサプライ】[rn]
