20-5301,http://tshop.r10s.jp/sanrio/cabinet/item1703/n-1703-636525_1.jpg?fitin=700:700,691.2000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > その他,ポムポムプリン とびだす!綿棒ケース,,"<table width=""100%"" border=""0"" cellpadding=""0"" cellspacing=""0"" bgcolor=""#f2d0a2""><tr><td><table border=""0"" cellpadding=""0"" cellspacing=""10"" width=""100%"" bgcolor=""#f8ede4""><tr><td>ちょっとしたストレスを一気に解消☆キュートなフェイス形のフタを押すと綿棒が1本ずつ出てくるよ★お風呂あがりやメイク中に便利だね♪</td></tr></table></td></tr></table><br>■サイズ<BR>約6×6×12cm<BR><BR>■主な素材・原料<BR>ABS樹脂<BR><BR>●フタを押すと綿棒が1本ずつでてくる綿棒ケースです<BR>●手が濡れている時や、メイク・ネイルの最中にもおすすめです<BR>【綿棒収納本数目安】<BR>●綿球がセット綿棒と同サイズの場合:最大20本まで<BR>●綿球サイズが大きいタイプの場合:最大12本まで<BR>※詰まってしまいますので、それ以上の綿棒を入れないでください<BR>※詰まった場合は、軽くゆすりながら何度か勢いよくフタを押してください<BR><BR>■セット内容<BR>綿棒10本入り<BR><BR>■原産国<BR>本体:中国、綿棒:日本<BR><BR><font size=""2"">発売日：2017年3月15日</font><BR><BR><img src=""http://image.rakuten.co.jp/sanrio/cabinet/sp/giftbag108_sp.gif"" alt=""ギフト"" width=""100%"" border=""0""><br><br>",ポムポムプリン とびだす!綿棒ケース：サンリオオンラインショップ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得サンリオサンリオオンラインショップさんりおハローキティキティキティちゃんキティーマイメロディマイメロリトルツインスターズキキララポムポムプリンぐでたまぼんぼんりぼんkittyグッズサンリオ楽天ぬいぐるみかわいいキャラクターポムポムプリン とびだす!綿棒ケース,ポムポムプリン とびだす!綿棒ケース[rn]
20-5302,http://tshop.r10s.jp/sanrio/cabinet/item1703/n-1703-636533_1.jpg?fitin=700:700,691.2000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > その他,シナモロール とびだす!綿棒ケース,,"<table width=""100%"" border=""0"" cellpadding=""0"" cellspacing=""0"" bgcolor=""#f2d0a2""><tr><td><table border=""0"" cellpadding=""0"" cellspacing=""10"" width=""100%"" bgcolor=""#f8ede4""><tr><td>ちょっとしたストレスを一気に解消☆キュートなフェイス形のフタを押すと綿棒が1本ずつ出てくるよ★お風呂あがりやメイク中に便利だね♪</td></tr></table></td></tr></table><br>■サイズ<BR>約6×6×12cm<BR><BR>■主な素材・原料<BR>ABS樹脂<BR><BR>●フタを押すと綿棒が1本ずつでてくる綿棒ケースです<BR>●手が濡れている時や、メイク・ネイルの最中にもおすすめです<BR>【綿棒収納本数目安】<BR>●綿球がセット綿棒と同サイズの場合:最大20本まで<BR>●綿球サイズが大きいタイプの場合:最大12本まで<BR>※詰まってしまいますので、それ以上の綿棒を入れないでください<BR>※詰まった場合は、軽くゆすりながら何度か勢いよくフタを押してください<BR><BR>■セット内容<BR>綿棒10本入り<BR><BR>■原産国<BR>本体:中国、綿棒:日本<BR><BR><font size=""2"">発売日：2017年3月15日</font><BR><BR><img src=""http://image.rakuten.co.jp/sanrio/cabinet/sp/giftbag108_sp.gif"" alt=""ギフト"" width=""100%"" border=""0""><br><br>",シナモロール とびだす!綿棒ケース：サンリオオンラインショップ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得サンリオサンリオオンラインショップさんりおハローキティキティキティちゃんキティーマイメロディマイメロリトルツインスターズキキララポムポムプリンぐでたまぼんぼんりぼんkittyグッズサンリオ楽天ぬいぐるみかわいいキャラクターシナモロール とびだす!綿棒ケース,シナモロール とびだす!綿棒ケース[rn]
20-5303,http://tshop.r10s.jp/sanrio/cabinet/item1703/n-1703-636681_1.jpg?fitin=700:700,691.2000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > その他,ぐでたま とびだす!綿棒ケース,,"<table width=""100%"" border=""0"" cellpadding=""0"" cellspacing=""0"" bgcolor=""#f2d0a2""><tr><td><table border=""0"" cellpadding=""0"" cellspacing=""10"" width=""100%"" bgcolor=""#f8ede4""><tr><td>ちょっとしたストレスを一気に解消☆キュートなフェイス形のフタを押すと綿棒が1本ずつ出てくるよ★お風呂あがりやメイク中に便利だね♪</td></tr></table></td></tr></table><br>■サイズ<BR>約6×6×12cm<BR><BR>■主な素材・原料<BR>ABS樹脂<BR><BR>●フタを押すと綿棒が1本ずつでてくる綿棒ケースです<BR>●手が濡れている時や、メイク・ネイルの最中にもおすすめです<BR>【綿棒収納本数目安】<BR>●綿球がセット綿棒と同サイズの場合:最大20本まで<BR>●綿球サイズが大きいタイプの場合:最大12本まで<BR>※詰まってしまいますので、それ以上の綿棒を入れないでください<BR>※詰まった場合は、軽くゆすりながら何度か勢いよくフタを押してください<BR><BR>■セット内容<BR>綿棒10本入り<BR><BR>■原産国<BR>本体:中国、綿棒:日本<BR><BR><font size=""2"">発売日：2017年3月15日</font><BR><BR><img src=""http://image.rakuten.co.jp/sanrio/cabinet/sp/giftbag108_sp.gif"" alt=""ギフト"" width=""100%"" border=""0""><br><br>",ぐでたま とびだす!綿棒ケース：サンリオオンラインショップ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得サンリオサンリオオンラインショップさんりおハローキティキティキティちゃんキティーマイメロディマイメロリトルツインスターズキキララポムポムプリンぐでたまぼんぼんりぼんkittyグッズサンリオ楽天ぬいぐるみかわいいキャラクターぐでたま とびだす!綿棒ケース,ぐでたま とびだす!綿棒ケース[rn]
20-5304,http://tshop.r10s.jp/sanrio/cabinet/item1703/n-1703-953962_1.jpg?fitin=700:700,1382.4000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > その他,サンリオキャラクターズ 小物入れ(フェアリー),,"<table width=""100%"" border=""0"" cellpadding=""0"" cellspacing=""0"" bgcolor=""#f2d0a2""><tr><td><table border=""0"" cellpadding=""0"" cellspacing=""10"" width=""100%"" bgcolor=""#f8ede4""><tr><td>フェアリーになったみんながお花の世界に集合☆ふわふわ飛ぶ姿がメルヘンな世界観いっぱい★アクセサリーやお菓子を入れるのに便利♪</td></tr></table></td></tr></table><br>■サイズ<BR>約13×13×10cm<BR><BR>■主な素材・原料<BR>ABS樹脂<BR><BR>●アクセ小物やお菓子を入れたりするのに便利なボックスです。<BR><BR>■原産国<BR>中国<BR><BR><font size=""2"">発売日：2017年3月8日</font><BR><BR><img src=""http://image.rakuten.co.jp/sanrio/cabinet/sp/giftbag108_sp.gif"" alt=""ギフト"" width=""100%"" border=""0""><br><br>",サンリオキャラクターズ 小物入れ(フェアリー)：サンリオオンラインショップ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得サンリオサンリオオンラインショップさんりおハローキティキティキティちゃんキティーマイメロディマイメロリトルツインスターズキキララポムポムプリンぐでたまぼんぼんりぼんkittyグッズサンリオ楽天ぬいぐるみかわいいキャラクターサンリオキャラクターズ 小物入れ(フェアリー),サンリオキャラクターズ 小物入れ(フェアリー)[rn]
20-5305,http://tshop.r10s.jp/uruza/cabinet/hu3/hu736-d.jpg?fitin=700:700,1560.0000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > その他,◎PLAM M-TILE プラム マグネットタイル M・印鑑スタンド PL1MTL-0080100-WBOL[木製の印鑑立て 玄関やリビングのインテリアにおすすめの判子入れ マグネットで付けるペンたて付きで便利]【ポイント1倍】,,"<br>
<br>
<table border=""0"" cellpadding=""10"" bgcolor=""#cc0000"" width=""100%""><tr>
    <td align=""center""><font color=""#ffff00""><b>PC版ページでもっと詳しく見る</b></font></td></tr></table><br>

<img src=""http://image.rakuten.co.jp/uruza/cabinet/hu3/hu736_10.jpg"" width=""100%"" border=""0""><br>
<img src=""http://image.rakuten.co.jp/uruza/cabinet/hu/hu560_12.jpg"" width=""100%"" border=""0""><br>
<br>
<br>
<br>

<table border=""0"" cellpadding=""8"" bgcolor=""#6d6d6d"" width=""100%""><tr><td align=""left""><font color=""#ffffff"">商品の解説</font></td></tr></table><br>
裏面にマグネットシートが付いているので、冷蔵庫やホワイトボードなどにお使いいただけます。便利でおしゃれな木製の印鑑立てです。<br>
ペン立て付きのハンコ用のホルダー、印鑑置きです。玄関の壁に設置しておけば、宅配便などの荷物の受け取りの際に便利です。<br>
<br><br>

<table border=""0"" cellpadding=""8"" bgcolor=""#6d6d6d"" width=""100%""><tr><td align=""left""><font color=""#ffffff"">商品の仕様</font></td></tr></table><br>
【型番/JAN】PL1MTL-0080100-WBOL/4580454390330<br>
【サイズ（約）】W100×D57×H100mm<br>
【材質】ビーチ＋ウォルナット<br>
【仕様】オイル仕上げ<br>
【注意】※天然木を使用していますので、製品ひとつひとつの木目や風合いは異なります。キズや節がある場合がありますが、製品の特徴ですので不備ではございません。<br>
※使用環境により変色する場合があります。独特の風合いをお楽しみください。<br>
※製品はベトナムのメーカー工場、提携工場にて製作されています。<br>
※ディスプレイの環境上、実際のカラーが再現できない場合がございます。<br>
<br>
<br>
<table border=""0"" cellpadding=""8"" bgcolor=""#6d6d6d"" width=""100%""><tr><td align=""left""><font color=""#ffffff"">商品の詳細</font></td></tr></table><br>
商品名：PLAM M-TILE プラム マグネットタイル M・印鑑スタンド PL1MTL-0080100-WBOL<br>
説明：木製の印鑑立て 玄関やリビングのインテリアにおすすめの判子入れ マグネットで付けるペンたて付きで便利<br>
カテゴリー：インテリア小物/小物入れ<br>
<br>
<br>
<table border=""0"" cellpadding=""8"" bgcolor=""#6d6d6d"" width=""100%""><tr><td align=""left""><font color=""#ffffff"">関連商品はこちら</font></td></tr></table><br>→『PLAM（プラム）』 商品一覧
<br><br><br>
<table border=""0"" cellpadding=""8"" bgcolor=""#6d6d6d"" width=""100%""><tr><td align=""left""><font color=""#ffffff"">商品ジャンル</font></td></tr></table><br><font>日用品雑貨・文房具・手芸 ＞ 文房具・事務用品</font><br><br><br>
<BR><BR>
<table border=""0"" cellpadding=""8"" bgcolor=""#6d6d6d"" width=""100%""><tr><td align=""left""><font color=""#ffffff"">配送についてのご注意</font></td></tr></table><br>
※お取り寄せとなりますので、納期・在庫状況はメーカーに準じます。",◎PLAM M-TILE プラム マグネットタイル M・印鑑スタンド PL1MTL-0080100-WBOL[木製の印鑑立て 玄関やリビングのインテリアにおすすめの判子入れ マグネットで付けるペンたて付きで便利]【ポイント1倍】：URUZA（ウルザ）,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得芸能人愛用ベビー用品インテリアキッチンツールギフト海外ブランド雑貨ネットショップ通販◎PLAM M-TILE プラム マグネットタイル M・印鑑スタンド PL1MTL-0080100-WBOL[木製の印鑑立て 玄関やリビングのインテリアにおすすめの判子入れ マグネットで付けるペンたて付きで便利]【ポイント1倍】,裏面にマグネット 冷蔵庫やホワイトボードに 木製の印鑑立て 。◎PLAM M-TILE プラム マグネットタイル M・印鑑スタンド PL1MTL-0080100-WBOL[木製の印鑑立て 玄関やリビングのインテリアにおすすめの判子入れ マグネットで付けるペンたて付きで便利]【ポイント1倍】[rn]
20-5306,http://tshop.r10s.jp/titosoy/cabinet/items37000/za-36703-1.jpg?fitin=700:700,1482.4000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > その他,アクセサリー収納など アクリル製 ウォッチケース ジュエルボックス #八角形Sサイズ【S.Pack】,,"現在表示している販売価格の消費税率は、新税率（8％）です。<br><br>
<font size=3>追跡確認できる書留郵便ご希望の場合はこちらへ(送料220円)</font><br><table width=""400"" bgcolor=""#B87333"" cellpadding=""4"" cellspacing=""1"" align=""center""><br>
 <tr>
  <th colspan=""2"" bgcolor=""#FDD017"">商品説明</th>
 </tr>
 <tr>
  <td colspan=""2"" bgcolor=""#ffffff""><font size=""2"">透明なアクリル製のアクセサリー収納ボックスです。<br><br>
蓋を閉めた状態でも中が見えるのでコレクションの保管に最適です。<br><br>
腕輪、ブレスレットなどアクセサリーの収納にお使いください。</font></td>
 </tr>
 <tr>
  <th colspan=""2"" bgcolor=""#FDD017"">商品仕様</th>
 </tr>
 <tr>
  <td colspan=""2"" bgcolor=""#ffffff""><font size=""2"">サイズ：外径10.5cm/内径9.5cm/高さ約3cm</font></td>
 </tr>
 <tr>
  <td width=""25%"" bgcolor=""#FDD017""><font size=""2""><B>輸入国</B></font></td>
  <td width=""75%"" bgcolor=""#ffffff""><font size=""2"">台湾</font></td>
 </tr>
 <tr>
  <td width=""25%"" bgcolor=""#FDD017""><font size=""2""><B>発送元</B></font></td>
  <td width=""75%"" bgcolor=""#ffffff""><font size=""2"">海外倉庫より発送致します。</font></td>
 </tr>
  <tr>
  <td bgcolor=""#FDD017"" width=""25%""><font size=""2""><B>返品について</B></font></td>
  <td bgcolor=""#ffffff"" width=""75%""><font size=""2"">万が一不良品／誤納品がございましたら、お手数ですが荷物到着後7日以内にご連絡ください。早急に対応いたします。</font></td>
 </tr>
</table>",アクセサリー収納など アクリル製 ウォッチケース ジュエルボックス #八角形Sサイズ【S.Pack】：TitoSoy,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得TitosoyTV・オーディオ・カメラ---モバイル・携帯電話送料無料当店限定日用品雑貨・文房具・手芸タブレットPC・スマートフォンカメラ・デジタルカメラ周辺台湾iPhone・iPhone4・iPhone4S・iPhone5iPad・iPad2・iPad3・iPad mini収納ケース・ボックス・小物アクセサリー収納など アクリル製 ウォッチケース ジュエルボックス #八角形Sサイズ【S.Pack】,発送方法【一般郵便】発送から到着まで約平日6-10日。アクセサリー収納など アクリル製 ウォッチケース ジュエルボックス #八角形Sサイズ【S.Pack】[rn]
20-5307,http://tshop.r10s.jp/titosoy/cabinet/items37000/za-36708-1.jpg?fitin=700:700,972.0000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > その他,アクセサリー収納など アクリル製 ウォッチケース ジュエルボックス【S.Pack】,,"現在表示している販売価格の消費税率は、新税率（8％）です。<br><br>
<font size=3>追跡確認できる書留郵便ご希望の場合はこちらへ(送料220円)</font><br><table width=""400"" bgcolor=""#B87333"" cellpadding=""4"" cellspacing=""1"" align=""center""><br>
 <tr>
  <th colspan=""2"" bgcolor=""#FDD017"">商品説明</th>
 </tr>
 <tr>
  <td colspan=""2"" bgcolor=""#ffffff""><font size=""2"">透明なアクリル製のアクセサリー収納ボックスです。<br><br>
蓋を閉めた状態でも中が見えるのでコレクションの保管に最適です。<br><br>
腕輪、ブレスレットなどアクセサリーの収納にお使いください。</font></td>
 </tr>
 <tr>
  <th colspan=""2"" bgcolor=""#FDD017"">商品仕様</th>
 </tr>
 <tr>
  <td colspan=""2"" bgcolor=""#ffffff""><font size=""2"">サイズ：約9.5cm×9.5cm×4cm</font></td>
 </tr>
 <tr>
  <td width=""25%"" bgcolor=""#FDD017""><font size=""2""><B>輸入国</B></font></td>
  <td width=""75%"" bgcolor=""#ffffff""><font size=""2"">台湾</font></td>
 </tr>
 <tr>
  <td width=""25%"" bgcolor=""#FDD017""><font size=""2""><B>発送元</B></font></td>
  <td width=""75%"" bgcolor=""#ffffff""><font size=""2"">海外倉庫より発送致します。</font></td>
 </tr>
  <tr>
  <td bgcolor=""#FDD017"" width=""25%""><font size=""2""><B>返品について</B></font></td>
  <td bgcolor=""#ffffff"" width=""75%""><font size=""2"">万が一不良品／誤納品がございましたら、お手数ですが荷物到着後7日以内にご連絡ください。早急に対応いたします。</font></td>
 </tr>
</table>",アクセサリー収納など アクリル製 ウォッチケース ジュエルボックス【S.Pack】：TitoSoy,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得TitosoyTV・オーディオ・カメラ---モバイル・携帯電話送料無料当店限定日用品雑貨・文房具・手芸タブレットPC・スマートフォンカメラ・デジタルカメラ周辺台湾iPhone・iPhone4・iPhone4S・iPhone5iPad・iPad2・iPad3・iPad mini収納ケース・ボックス・小物アクセサリー収納など アクリル製 ウォッチケース ジュエルボックス【S.Pack】,発送方法【一般郵便】発送から到着まで約平日6-10日。アクセサリー収納など アクリル製 ウォッチケース ジュエルボックス【S.Pack】[rn]
20-5308,http://tshop.r10s.jp/zaccaru/cabinet/151004/ykj0072c025.jpg?fitin=700:700,2207.2000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > その他,ペン立て 3D立体 かわいい動物 (シカさん),,"<img src=""http://image.rakuten.co.jp/zaccaru/cabinet/top_sp/1bn224.jpg""><br><br>とても可愛くて個性的なアニマル型ペン立てです。<br>
ただのペン立てでは飽きてしまったという方にとってもおススメな3Ｄデザインです。<br>
何とも言えない動物の顔に癒されそうです。<br>
デザイン性が高いので、インテリアとして飾ってもステキです。<br>
<br>
サイズ 約9x11cm<br>
<br>",ペン立て 3D立体 かわいい動物 (シカさん)：ザッカル,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ペン立て 3D立体 かわいい動物 (シカさん),おしゃれでユニークな動物の顔が飛び出たペン立て インテリア。ペン立て 3D立体 かわいい動物 (シカさん)[rn]
20-5309,http://tshop.r10s.jp/zaccaru/cabinet/140201/nao0111c023_0.jpg?fitin=700:700,2223.2000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > その他,ペン立て 羽ペン用 ボールペン用 (クリアラウンド型),,"<img src=""http://image.rakuten.co.jp/zaccaru/cabinet/top_sp/1bn224.jpg""><br><br>まるで、古代ヨーロッパの貴族が使っていたような羽根ペン立てです。<br>
普通のボールペン立てとしてもご使用いただけます。<br>お部屋のインテリアとしてもどうでしょうか？<br>
なお、羽根ペンは付属しておりませんのでお気を付け下さい。<br><br><br><br>",ペン立て 羽ペン用 ボールペン用 (クリアラウンド型)：ザッカル,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ペン立て 羽ペン用 ボールペン用 (クリアラウンド型),中世ヨーロッパの貴族が使っていたような羽根ペン立て。ペン立て 羽ペン用 ボールペン用 (クリアラウンド型)[rn]
20-5310,http://tshop.r10s.jp/zaccaru/cabinet/131008/nyb0340c021.jpg?fitin=700:700,2096.0000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > その他,ペン立て ブーツ型 ひょっこりカエル 陶器製 (ブルー),,"<img src=""http://image.rakuten.co.jp/zaccaru/cabinet/top_sp/1bn224.jpg""><br><br>ひょっこり顔を出すカエルさんがかわいい、ブーツ型のステキな小物入れです。 <br />オブジェとして、またペン立てやちょっとした小物入れなどとして小さくても存在感を発揮してくれそうな愛らしさですね。 <br />置いておくだけで癒されるオススメアイテムです。<br><br>陶器製<br>サイズ　約13×9×高さ9cm<br>重量 約450g<br><br><br>",ペン立て ブーツ型 ひょっこりカエル 陶器製 (ブルー)：ザッカル,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ペン立て ブーツ型 ひょっこりカエル 陶器製 (ブルー),おしゃれでかわいい小物入れ 置物 オブジェ インテリア。ペン立て ブーツ型 ひょっこりカエル 陶器製 (ブルー)[rn]
20-5311,http://tshop.r10s.jp/zaccaru/cabinet/140302/tuc2524c016.jpg?fitin=700:700,2000.0000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > その他,ガラスポット 小物入れ クリスタル風 ぽってりとしたドロップ型 カットガラス (小),,"<img src=""http://image.rakuten.co.jp/zaccaru/cabinet/top_sp/1bn224.jpg""><br><br>ぽってりとしたフォルムが可愛らしいガラス製のポットです。<br>
カットされたガラスも美しく、お部屋のインテリアとしてもオススメです。<br>
ピアスやリングなどの小さなアクセアリー収納としてご使用いただいてもいいですね。<br>
大小サイズ揃えて並べて飾っても可愛らしいです。<br><br>
素材  ガラス<br>
サイズ  直径約8cm  高さ約8cm<br><br>",ガラスポット 小物入れ クリスタル風 ぽってりとしたドロップ型 カットガラス (小)：ザッカル,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ガラスポット 小物入れ クリスタル風 ぽってりとしたドロップ型 カットガラス (小),おしゃれでかわいい 円錐形 アクセサリー収納 インテリア。ガラスポット 小物入れ クリスタル風 ぽってりとしたドロップ型 カットガラス (小)[rn]
