20-137101,http://tshop.r10s.jp/kore-kau/cabinet/mbimg/m06/m0600003_m_1.jpg?fitin=700:700,11183.2000,,インテリア・寝具・収納 > 収納家具 > テレビ台 > 木製,テレビ台 テレビボード ローボード 背面収納TVボード ロビン 幅180cm AVボード 鏡面キャスター付きテレビラック木製リビング収納 m0600003,,"<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/mbimg/m06/m0600003_sp01.jpg"" width=""100%"" alt=""""><br><img src=""http://image.rakuten.co.jp/kore-kau/cabinet/mbimg/m06/m0600003_sp02.jpg"" width=""100%"" alt=""""><br><img src=""http://image.rakuten.co.jp/kore-kau/cabinet/mbimg/m06/m0600003_sp03.jpg"" width=""100%"" alt=""""><br><table width=""100%""><tr><td bgcolor=""#FFCC99""><b>サイズバリエーション </b></td></tr></table>●ロータイプ<br>幅85cm│ 幅120cm│ 幅150cm│ 幅180cm│ 幅210cm│ 幅240cm<br><br>●コーナータイプ<br>高さ36cm│ 高さ70cm<br><br>●スライドタイプ<br>片側スライド│ 両側スライド<br><br><table width=""100%"" cellpadding=""5""><tr><td><hr><b>【仕様】</b><br>本体：プリント紙化粧パーティクルボード<br>木口：PVC張り<br>前板【黒色・白色】：中質繊維板（鏡面PVC張り）<br>前板【ウォールナット色】：中質繊維板（つや消しPVC張り）<br><br><b>【サイズ】</b><br>全体：幅180x奥行41x高さ30.5cm<br>引出し内寸：幅35.5x奥行28.5x高さ13cm（最大19cm）<br>OPEN部内寸：幅45x奥行37x高さ21.5cm<br>背面収納部内寸：幅40.5x奥行6x高さ18.5cm（最大21.5cm）<br>重量：約32.5kg<br>耐荷重（平均荷重）：天板・約50kg</td></tr></table><br>※メーカー直送のため代金引換はお受けできません。<br>※沖縄・一部離島は別途送料がかかります。お見積もりいたしますのでお問い合わせ下さい。<br>※商品写真の色味は、ご使用の端末の設定等により実際のものと異なってしまう場合があります。予めご了承の程、お願い申し上げます。<br><br><table width=""100%"" cellpadding=""5""><tr><td align=""center"" bgcolor=""#ff6666""><b>スマホでも見やすいPC版はこちら →</b></td></tr></table><br><br>■ご注意ください<br>・商品出荷後の、お客様都合によるご注文キャンセルならびに商品変更は一切お受けすることができませんのでご了承ください（不良品・商品違いを除く）。<br>・ご注文のタイミングによっては、在庫ありの場合でも欠品となってしまう場合がございます。<br>・クレジットカード以外のお支配方法の場合、ご入金のタイミングによっては欠品となってしまう場合がございます。<br>・日時指定をお受けできな場合がございますので、あらかじめご了承ください。<br>・お部屋への運び込みが可能かどうか、梱包サイズを必ずご確認ください。また、2階以上へのお届けの場合、基本的にはエレベータでの搬入となりますので、エレベーターサイズもご確認ください。エレベーターの無い建物の場合、お客様に搬入のお手伝いをお願いする場合がございます。<br>・通常の搬入作業が困難な場合、お客様に別途手数料をご負担いただく場合がございます。<br>・お客様組立商品の場合は、2名以上での作業をお願いいたします。<br>・ご案内以外に一部地域では別途送料が発生する場合がございます。<br>",テレビ台 テレビボード ローボード 背面収納TVボード ロビン 幅180cm AVボード 鏡面キャスター付きテレビラック木製リビング収納 m0600003：コレカウ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得テレビ台 テレビボード ローボード 背面収納TVボード ロビン 幅180cm AVボード 鏡面キャスター付きテレビラック木製リビング収納 m0600003,TV台 テレビボード ローボード。テレビ台 テレビボード ローボード 背面収納TVボード ロビン 幅180cm AVボード 鏡面キャスター付きテレビラック木製リビング収納 m0600003[rn]
20-137102,http://tshop.r10s.jp/kore-kau/cabinet/mbimg/b02/b0200008_m_1.jpg?fitin=700:700,25272.8000,,インテリア・寝具・収納 > 収納家具 > テレビ台 > 木製,テレビ台 ローボード 天然木製 背面収納付きウォールナットTVボード オーランド 幅150cm リビング収納 tv台 テレビボード 北欧 tvラック 木製 リビングボード b0200008,,"<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/mbimg/b02/b0200008_sp01.jpg"" width=""100%"" alt="""" border=""0""><br><img src=""http://image.rakuten.co.jp/kore-kau/cabinet/mbimg/b02/b0200008_sp02.jpg"" width=""100%"" alt="""" border=""0""><br><img src=""http://image.rakuten.co.jp/kore-kau/cabinet/mbimg/b02/b0200008_sp03.jpg"" width=""100%"" alt="""" border=""0""><br><br><table width=""100%""><tr><td bgcolor=""#fade43""><b>★背面収納でコードも機器類もスッキリ！</b></td></tr></table>●天然木の突き板を全面に施した、贅沢なテレビボードです。●実用新案登録済の背面収納で、ごちゃつきがちなコードや機器類がスッキリまとまります。<br><br><table width=""100%""><tr><td bgcolor=""#ffcc99""><b>バリエーション </b></td></tr></table><br>●幅120cm │ ●幅150cm │ ●幅180cm<br><br><hr><b>【仕様】</b><br>天板/側板/引出し前板：天然木化粧合板(ウォールナット)<br>脚部：天然木(ウォールナット)<br>塗装：ウレタン樹脂塗装<br><br><b>【サイズ】</b><br>外寸：幅150x奥行40x高さ40cm<br>重量：約28kg<br>天板耐荷重：約50kg<br><br>◎仕様、サイズ詳細はPC版でご覧いただけます。<br><br>※メーカー直送のため代金引換はお受けできません。<br>※沖縄・一部離島は別途送料がかかります。お見積もりいたしますのでお問い合わせ下さい。<br>※商品写真の色味は、ご使用の端末の設定等により実際のものと異なってしまう場合があります。予めご了承の程、お願い申し上げます。<br><br><table width=""100%"" cellpadding=""5""><tr><td align=""center"" bgcolor=""#ff6666""><b>スマホでも見やすいPC版はこちら →</b></td></tr></table><br><br>■ご注意ください<br>・商品出荷後の、お客様都合によるご注文キャンセルならびに商品変更は一切お受けすることができませんのでご了承ください（不良品・商品違いを除く）。<br>・ご注文のタイミングによっては、在庫ありの場合でも欠品となってしまう場合がございます。<br>・クレジットカード以外のお支配方法の場合、ご入金のタイミングによっては欠品となってしまう場合がございます。<br>・日時指定をお受けできな場合がございますので、あらかじめご了承ください。<br>・お部屋への運び込みが可能かどうか、梱包サイズを必ずご確認ください。また、2階以上へのお届けの場合、基本的にはエレベータでの搬入となりますので、エレベーターサイズもご確認ください。エレベーターの無い建物の場合、お客様に搬入のお手伝いをお願いする場合がございます。<br>・通常の搬入作業が困難な場合、お客様に別途手数料をご負担いただく場合がございます。<br>・お客様組立商品の場合は、2名以上での作業をお願いいたします。<br>・ご案内以外に一部地域では別途送料が発生する場合がございます。<br>",テレビ台 ローボード 天然木製 背面収納付きウォールナットTVボード オーランド 幅150cm リビング収納 tv台 テレビボード 北欧 tvラック 木製 リビングボード b0200008：コレカウ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得テレビ台 ローボード 天然木製 背面収納付きウォールナットTVボード オーランド 幅150cm リビング収納 tv台 テレビボード 北欧 tvラック 木製 リビングボード b0200008,テレビ台 ローボード 150 リビング収納。テレビ台 ローボード 天然木製 背面収納付きウォールナットTVボード オーランド 幅150cm リビング収納 tv台 テレビボード 北欧 tvラック 木製 リビングボード b0200008[rn]
20-137103,http://tshop.r10s.jp/kore-kau/cabinet/os_simple/002/4573458152004.jpg?fitin=700:700,44324.8000,,インテリア・寝具・収納 > 収納家具 > テレビ台 > 木製,日本製 収納物が少し見えるリビングシリーズ 幅150テレビボード ナチュラル fk0103【北海道・沖縄・東北・離島等の地域は別途送料】 日本製 国産 大川家具 完成品 ラック キャビネット テレビ台 収納 AVボード リビング ダイニング [os] 4573458152004,,"サイズ:150 x 45 x 45cm<br>本体重量:35kg<br>生産国:日本<br>材質:強化化粧合板<br>天板:ホワイトオーク突板<br>引出内寸(左右共通):幅57.4x奥行32x高さ13cm<br>デッキ収納棚(2ケ所共通):幅55x奥行39x高さ13.9cm<br>天板耐荷重:約60kgまで<br>日本製(大川家具) 収納物が少し見えるリビングシリーズ。<br>収納物を全て隠すのではなく少し見えることで、特徴的な魅せる収納家具。<br>裏面化粧仕上げ。<br>完成品<br>【大型家具配送に関する注意事項】<br>この商品は通常配送と違い、大型家具配送の扱いとなります。<br>1、北海道・沖縄県・青森県・岩手県・宮城県・秋田県・山形県・福島県・<br>　　その他離島への配送は別途見積となります。<br>　　また一部地域は配送不可の場合あります。<br>　　(サイト内記載の運賃表と異なりますのでご注意ください)<br>2、お届け日の指定はご希望に添えない場合があることを予めご了承ください。<br>　　ご注文確認のメールでお届け予定日をご案内いたします。<br>　　また配達時間の指定はできません。<br>　　お届け予定の目安:ご注文から約7日から約10日後のお届け<br>　　(日曜・祝日は配達できない場合があります)<br>3、配達はお客様玄関渡しです。玄関から家の中などへの搬入はいたしません。<br>4、組立・設置のご希望がある場合は、必ずご注文時に明記してください。<br>　　設置場所などを確認の上、別途見積いたします。(ご注文確定後は受付不可)<br><br><br>■ご注意ください<br>・商品出荷後の、お客様都合によるご注文キャンセルならびに商品変更は一切お受けすることができませんのでご了承ください（不良品・商品違いを除く）。<br>・ご注文のタイミングによっては、在庫ありの場合でも欠品となってしまう場合がございます。<br>・クレジットカード以外のお支配方法の場合、ご入金のタイミングによっては欠品となってしまう場合がございます。<br>・日時指定をお受けできな場合がございますので、あらかじめご了承ください。<br>・お部屋への運び込みが可能かどうか、梱包サイズを必ずご確認ください。また、2階以上へのお届けの場合、基本的にはエレベータでの搬入となりますので、エレベーターサイズもご確認ください。エレベーターの無い建物の場合、お客様に搬入のお手伝いをお願いする場合がございます。<br>・通常の搬入作業が困難な場合、お客様に別途手数料をご負担いただく場合がございます。<br>・お客様組立商品の場合は、2名以上での作業をお願いいたします。<br>・ご案内以外に一部地域では別途送料が発生する場合がございます。<br><br><br><img src=""http://image.rakuten.co.jp/auc-avilight/cabinet/160823/4573458152004.jpg"" width=""100%""><br><img src=""http://image.rakuten.co.jp/auc-avilight/cabinet/160823/4573458152004_1.jpg"" width=""100%""><br><img src=""http://image.rakuten.co.jp/auc-avilight/cabinet/160823/4573458152004_2.jpg"" width=""100%"">",日本製 収納物が少し見えるリビングシリーズ 幅150テレビボード ナチュラル fk0103【北海道・沖縄・東北・離島等の地域は別途送料】 日本製 国産 大川家具 完成品 ラック キャビネット テレビ台 収納 AVボード リビング ダイニング [os] 4573458152004：コレカウ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得日本製 収納物が少し見えるリビングシリーズ 幅150テレビボード ナチュラル fk0103【北海道・沖縄・東北・離島等の地域は別途送料】 日本製 国産 大川家具 完成品 ラック キャビネット テレビ台 収納 AVボード リビング ダイニング [os] 4573458152004,収納物が少し見えるリビングシリーズ。日本製 収納物が少し見えるリビングシリーズ 幅150テレビボード ナチュラル fk0103【北海道・沖縄・東北・離島等の地域は別途送料】 日本製 国産 大川家具 完成品 ラック キャビネット テレビ台 収納 AVボード リビング ダイニング [os] 4573458152004[rn]
20-137104,http://tshop.r10s.jp/kore-kau/cabinet/os_simple/001/4573458150635.jpg?fitin=700:700,38081.6000,,インテリア・寝具・収納 > 収納家具 > テレビ台 > 木製,日本製(大川家具) 天然木ベースと脚付リビングシリーズ(デルナチュレシート使用) 115幅テレビボード ナチュラル fk0030【北海道・沖縄・東北・離島等の地域は別途送料あり】 [os] os--4573458150635,,日本製　大川家具　完成品 <br>天然木のもつ繊細な木肌感と風合いのあるデルナチュレシートを使用、とても高級感ありしかも水に強く美しさ長持ち。<br>本体ベースに天然木を使用、ボリューム感と高級感あるデザインです。<br>大型引出はフルオープンレール使用で引出全体まで引き出せます。<br>扉前面ガラスには強化ガラスを採用。<br>製品仕様:完成品(脚部取付式)、本体背面:化粧仕上げ<br>コード穴:扉内背面2ヶ所<br>天然木ベースと脚付リビングシリーズには、テレビボードが幅115・幅160の2タイプと、リビングボードが幅60・幅90・幅120の3種類があり、お部屋に合わせてコーディネイトできます。<br>サイズ:115.6 x 45 x 40cm (天板サイズ:幅113x奥行42cm(耐荷重約50kg)、脚高さ:10cm)<br>本体重量:25kg<br>生産国:日本<br>材質・天板・前板:デルナチュレシート(高級化粧シート)、ベース:天然木(オーク材)、扉:強化ガラス<br>引出内寸:幅35x奥行32x高さ16(側板13)cm<br>収納部左内寸:幅14x奥行35x高さ20cm<br>収納部右上段内寸:幅50x奥行35x高さ8.5cm<br>収納部右下段内寸:幅50x奥行35x高さ10cm<br><br>【大型家具配送に関する注意事項】<br>この商品は通常配送と違い、大型家具配送の扱いとなります。<br>1、北海道・沖縄県・青森県・岩手県・宮城県・秋田県・山形県・福島県・　　その他離島への配送は別途見積となります。<br>　　また一部地域は配送不可の場合あります。<br>　　(サイト内記載の運賃表と異なりますのでご注意ください)<br>2、お届け日の指定はご希望に添えない場合があることを予めご了承ください。<br>　　ご注文確認のメールでお届け予定日をご案内いたします。<br>　　また配達時間の指定はできません。<br>　　お届け予定の目安:ご注文から約7日から約10日後のお届け<br>　　(日曜・祝日は配達できない場合があります)<br>3、配達はお客様玄関渡しです。玄関から家の中などへの搬入はいたしません。<br>4、組立・設置のご希望がある場合は、必ずご注文時に明記してください。<br>　　設置場所などを確認の上、別途見積いたします。(ご注文確定後は受付不可)<br><br><br>■ご注意ください<br>・商品出荷後の、お客様都合によるご注文キャンセルならびに商品変更は一切お受けすることができませんのでご了承ください（不良品・商品違いを除く）。<br>・ご注文のタイミングによっては、在庫ありの場合でも欠品となってしまう場合がございます。<br>・クレジットカード以外のお支配方法の場合、ご入金のタイミングによっては欠品となってしまう場合がございます。<br>・日時指定をお受けできな場合がございますので、あらかじめご了承ください。<br>・お部屋への運び込みが可能かどうか、梱包サイズを必ずご確認ください。また、2階以上へのお届けの場合、基本的にはエレベータでの搬入となりますので、エレベーターサイズもご確認ください。エレベーターの無い建物の場合、お客様に搬入のお手伝いをお願いする場合がございます。<br>・通常の搬入作業が困難な場合、お客様に別途手数料をご負担いただく場合がございます。<br>・お客様組立商品の場合は、2名以上での作業をお願いいたします。<br>・ご案内以外に一部地域では別途送料が発生する場合がございます。<br>,日本製(大川家具) 天然木ベースと脚付リビングシリーズ(デルナチュレシート使用) 115幅テレビボード ナチュラル fk0030【北海道・沖縄・東北・離島等の地域は別途送料あり】 [os] os--4573458150635：コレカウ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得日本製(大川家具) 天然木ベースと脚付リビングシリーズ(デルナチュレシート使用) 115幅テレビボード ナチュラル fk0030【北海道・沖縄・東北・離島等の地域は別途送料あり】 [os] os--4573458150635,日本製/国産/大川家具/完成品。日本製(大川家具) 天然木ベースと脚付リビングシリーズ(デルナチュレシート使用) 115幅テレビボード ナチュラル fk0030【北海道・沖縄・東北・離島等の地域は別途送料あり】 [os] os--4573458150635[rn]
20-137105,http://tshop.r10s.jp/kore-kau/cabinet/th/004/040500217.jpg?fitin=700:700,12761.6000,,インテリア・寝具・収納 > 収納家具 > テレビ台 > 木製,薄型コーナーロータイプテレビボード Venus ベヌス ミドルタイプ テレビ台 TV台 TVボード AVボード リビングボード コーナーテレビ台 薄型テレビ台 リビングボード リビング収納 キャスター付 [th] 040500217,,"薄型コーナーロータイプテレビボード【Venus】ベヌス<br><br>


【サイズ】（約）幅79×奥行39×高さ73.8ｃｍ<br>
【内寸サイズ】<br>
ＴＶ台デッキエリア：幅45.4×奥行35×高さ33cm<br>
ＴＶ台棚板：幅45.4×奥行29.5×高さ11.8～18.2(3.2cmピッチ、3段階)<br>
下段収納スペース：幅45.4×奥行35×高さ33cm<br>
【製品重量】約28kg<br>
【梱包サイズ／梱包重量】84.8×40.8×22.5cm（約29kg）<br>
【耐荷重】<br>
ＴＶ台天板：20kg<br>
ＴＶ台棚板：5kg<br>
【材質】<br>
本体：プリント紙化粧繊維板<br>
扉部分：ブラックスモーク強化ガラス（飛散防止フィルム貼り）<br>
【生産国】マレーシア<br>
【カラー】ウォールナットブラウン<br><br>


隠しキャスター付きで、移動もお掃除も楽々！隠しキャスターなので、見た目にはほとんど分からないため、デザインの良さをそのまま楽しみながら、スムーズに移動できます。付属のキャスタートレイで、固定もできます。<br><br>

薄型コーナーなので、正面置きにしても圧迫感や違和感を感じさせない設計です。お部屋のレイアウトが変わっても、柔軟に対応できます。<br><br>


※こちらの商品は組み立て品です。<br>
※１梱包でのお届けです。<br>
※サイズ・重量は「約」です。多少の誤差がある場合がございますので、予めご了承ください。<br>
※商品の色は、ご使用のモニターにより実際の商品の色や明るさと異なって見える場合がございます。予めご了承ください。<br>
※デザイン・仕様は予告なく変更する場合がございます。予めご了承下さい。<br><br><br>



【ご注意ください】<br>
・商品出荷後の、お客様都合によるご注文キャンセルならびに商品変更は一切お受けすることができませんのでご了承ください（不良品・商品違いを除く）。<br>・ご注文のタイミングによっては、在庫ありの場合でも欠品となってしまう場合がございます。<br>・クレジットカード以外のお支配方法の場合、ご入金のタイミングによっては欠品となってしまう場合がございます。<br>・日時指定をお受けできな場合がございますので、あらかじめご了承ください。<br>・お部屋への運び込みが可能かどうか、梱包サイズを必ずご確認ください。また、2階以上へのお届けの場合、基本的にはエレベータでの搬入となりますので、エレベーターサイズもご確認ください。エレベーターの無い建物の場合、お客様に搬入のお手伝いをお願いする場合がございます。<br>・通常の搬入作業が困難な場合、お客様に別途手数料をご負担いただく場合がございます。<br>・お客様組立商品の場合は、2名以上での作業をお願いいたします。<br>・ご案内以外に一部地域では別途送料が発生する場合がございます。<br><br><br>




<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040500215_02_01.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040500215_02_02.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040500215_02_03.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040500215_02_04.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040500215_02_05.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040500215_02_06.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040500215_02_07.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040500215_02_08.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040500215_02_13.jpg"" border=""0"" width=""100%""><br>",薄型コーナーロータイプテレビボード Venus ベヌス ミドルタイプ テレビ台 TV台 TVボード AVボード リビングボード コーナーテレビ台 薄型テレビ台 リビングボード リビング収納 キャスター付 [th] 040500217：コレカウ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得薄型コーナーロータイプテレビボード Venus ベヌス ミドルタイプ テレビ台 TV台 TVボード AVボード リビングボード コーナーテレビ台 薄型テレビ台 リビングボード リビング収納 キャスター付 [th] 040500217,テレビボード テレビ台 TV台 TVボード コーナーテレビ台。薄型コーナーロータイプテレビボード Venus ベヌス ミドルタイプ テレビ台 TV台 TVボード AVボード リビングボード コーナーテレビ台 薄型テレビ台 リビングボード リビング収納 キャスター付 [th] 040500217[rn]
20-137106,http://tshop.r10s.jp/kore-kau/cabinet/th/004/040505131.jpg?fitin=700:700,18001.6000,,インテリア・寝具・収納 > 収納家具 > テレビ台 > 木製,天然木北欧デザインテレビボード Bisca ビスカ 幅120cm テレビ台 TV台 TVボード ローボード リビングボード リビング収納 引出し収納 完成品 [th] 040505131,,"天然木北欧デザインテレビボード【Bisca】ビスカ<br><br>


【サイズ】122×35×31.5<br>
【内寸サイズ】<br>
（引き出しサイド×2）28×28×19<br>
（引き出し中央×1）51.5×28×7<br>
【製品重量】約9.5kg<br>
【梱包サイズ／梱包重量】126×40×37cm（11kg）<br>
【耐荷重】天板：約30kg  引出し：約1kg<br>
【材質】桐材<br>
【生産国】中国<br><br>


天然木の桐材を使ったナチュラルなチェスト。手にとれば木のぬくもりが伝わってきます。また、桐は軽くて丈夫な木材。だから女性でもカンタンに持ち運びができます！<br><br>

わずらわしい組立てはありません。届いたらすぐにお使いいただけます。<br><br>


※こちらの商品は完成品です。<br>
※商品のサイズ・重量は概算です。<br>
※写真の色調はモニターの機種や設定により実際の商品と異なる場合がございます。<br>
※製品の仕様・デザインは予告なく変更することがございます。予めご了承ください。<br><br><br>



【ご注意ください】<br>
・商品出荷後の、お客様都合によるご注文キャンセルならびに商品変更は一切お受けすることができませんのでご了承ください（不良品・商品違いを除く）。<br>・ご注文のタイミングによっては、在庫ありの場合でも欠品となってしまう場合がございます。<br>・クレジットカード以外のお支配方法の場合、ご入金のタイミングによっては欠品となってしまう場合がございます。<br>・日時指定をお受けできな場合がございますので、あらかじめご了承ください。<br>・お部屋への運び込みが可能かどうか、梱包サイズを必ずご確認ください。また、2階以上へのお届けの場合、基本的にはエレベータでの搬入となりますので、エレベーターサイズもご確認ください。エレベーターの無い建物の場合、お客様に搬入のお手伝いをお願いする場合がございます。<br>・通常の搬入作業が困難な場合、お客様に別途手数料をご負担いただく場合がございます。<br>・お客様組立商品の場合は、2名以上での作業をお願いいたします。<br>・ご案内以外に一部地域では別途送料が発生する場合がございます。<br><br><br>




<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040505130_004_01.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040505130_004_02.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040505130_004_03.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040505130_004_04.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040505130_004_05.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040505130_004_06.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040505130_004_07.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040505130_004_08.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040505130_004_09.jpg"" border=""0"" width=""100%""><br>
<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/th/004/040505130_004_11.jpg"" border=""0"" width=""100%""><br>",天然木北欧デザインテレビボード Bisca ビスカ 幅120cm テレビ台 TV台 TVボード ローボード リビングボード リビング収納 引出し収納 完成品 [th] 040505131：コレカウ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得天然木北欧デザインテレビボード Bisca ビスカ 幅120cm テレビ台 TV台 TVボード ローボード リビングボード リビング収納 引出し収納 完成品 [th] 040505131,テレビボード テレビ台 TV台 TVボード ローボード 完成品。天然木北欧デザインテレビボード Bisca ビスカ 幅120cm テレビ台 TV台 TVボード ローボード リビングボード リビング収納 引出し収納 完成品 [th] 040505131[rn]
20-137107,http://tshop.r10s.jp/kore-kau/cabinet/mbimg/v01/v0100029_m_1.jpg?fitin=700:700,28910.4000,,インテリア・寝具・収納 > 収納家具 > テレビ台 > 木製,テレビ台 ローボード 150 完成品 背面収納付き格子TVボード サルト 幅150cm リビング収納 AVボード フルオープンレール ルーバー tv台 TVラック テレビボード 木製 v0100029,,"<img src=""http://image.rakuten.co.jp/kore-kau/cabinet/mbimg/v01/v0100029_sp01.jpg"" width=""100%"" alt="""" border=""0""><br><img src=""http://image.rakuten.co.jp/kore-kau/cabinet/mbimg/v01/v0100029_sp02.jpg"" width=""100%"" alt="""" border=""0""><br><img src=""http://image.rakuten.co.jp/kore-kau/cabinet/mbimg/v01/v0100029_sp03.jpg"" width=""100%"" alt="""" border=""0""><br><br><table width=""100%""><tr><td bgcolor=""#fade43""><b>★背面収納でコードも機器類もスッキリ！</b></td></tr></table>●天然木の突き板を全面に施した、贅沢なテレビボードです。<br>●実用新案登録済の背面収納で、ごちゃつきがちなコードや機器類がスッキリまとまります。<br>●届いてすぐに使える完成品でお届けします。<br><br><table width=""100%""><tr><td bgcolor=""#ffcc99""><b>バリエーション </b></td></tr></table><br>●幅120cm │ ●幅150cm │ ●幅180cm<br><br><hr><b>【仕様】</b><br>天板(表)：天然木化粧合板(タモ材)<br>前板(格子部分)：天然木化粧板(タモ材)<br>塗装：ウレタン樹脂塗装<br>ガラス：強化ガラス<br><br><b>【サイズ】</b><br>外寸：幅150x奥行40.5x高さ35cm<br>重量：約31kg<br>天板耐荷重：約50kg<br><br>◎仕様、サイズ詳細はPC版でご覧いただけます。<br><br>※メーカー直送のため代金引換はお受けできません。<br>※沖縄・一部離島は別途送料がかかります。お見積もりいたしますのでお問い合わせ下さい。<br>※商品写真の色味は、ご使用の端末の設定等により実際のものと異なってしまう場合があります。予めご了承の程、お願い申し上げます。<br><br><table width=""100%"" cellpadding=""5""><tr><td align=""center"" bgcolor=""#ff6666""><b>スマホでも見やすいPC版はこちら →</b></td></tr></table><br><br>■ご注意ください<br>・商品出荷後の、お客様都合によるご注文キャンセルならびに商品変更は一切お受けすることができませんのでご了承ください（不良品・商品違いを除く）。<br>・ご注文のタイミングによっては、在庫ありの場合でも欠品となってしまう場合がございます。<br>・クレジットカード以外のお支配方法の場合、ご入金のタイミングによっては欠品となってしまう場合がございます。<br>・日時指定をお受けできな場合がございますので、あらかじめご了承ください。<br>・お部屋への運び込みが可能かどうか、梱包サイズを必ずご確認ください。また、2階以上へのお届けの場合、基本的にはエレベータでの搬入となりますので、エレベーターサイズもご確認ください。エレベーターの無い建物の場合、お客様に搬入のお手伝いをお願いする場合がございます。<br>・通常の搬入作業が困難な場合、お客様に別途手数料をご負担いただく場合がございます。<br>・お客様組立商品の場合は、2名以上での作業をお願いいたします。<br>・ご案内以外に一部地域では別途送料が発生する場合がございます。<br>",テレビ台 ローボード 150 完成品 背面収納付き格子TVボード サルト 幅150cm リビング収納 AVボード フルオープンレール ルーバー tv台 TVラック テレビボード 木製 v0100029：コレカウ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得テレビ台 ローボード 150 完成品 背面収納付き格子TVボード サルト 幅150cm リビング収納 AVボード フルオープンレール ルーバー tv台 TVラック テレビボード 木製 v0100029,天然木製 テレビボード ロータイプ モダン 北欧。テレビ台 ローボード 150 完成品 背面収納付き格子TVボード サルト 幅150cm リビング収納 AVボード フルオープンレール ルーバー tv台 TVラック テレビボード 木製 v0100029[rn]
