20-112201,http://tshop.r10s.jp/soukai/cabinet/66/4952195624966.jpg?fitin=700:700,1500.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,ルベル ウィズ ナチュラルヘアトリートメント RP(720mL)【ルベル】[ルベル トリートメント],,お店TOP＞バス・洗面＞トリートメント＞ダメージヘアトリートメント＞ルベル ウィズ ナチュラルヘアトリートメント RP (720mL)<br><br>★税抜1900円以上で送料無料★<br><br>【ルベル ウィズ ナチュラルヘアトリートメント RPの商品詳細】<br>●サロンでの定番商品！<br>●植物由来の天然成分が、髪に必要なプロテインと適度な油分を与えるヘアトリートメントです。<br>●ライスプロテインと米胚芽油が、髪のうるおいを保って、毛先までなめらかでサラサラの髪に仕上げます。<br>●はちみつ(天然保湿成分)配合<br><br>【使用方法】<br>・シャンプー後、軽く水気をとり、適量を髪全体になじませます。しばらくおいてからよくすすいでください。<br><br>【成分】<br>水、ハチミツ、セテアリルアルコール、ジメチコン、水添ポリイソブテン、セトリモニウムブロミド、ステアリルアルコール、コメ胚芽油、加水分解コメタンパク、ステアリルトリモニウムクロリド、コカミドプロピルベタイン、香料、クエン酸、クエン酸Na、プロピルパラベン、メチルパラベン、エタノール、イソプロパノール<br>【注意事項】<br>・頭皮に傷やはれもの、湿疹等、異常のあるときはお使いにならないでください。<br>・使用中や使用後に刺激等の異常があらわれた場合には使用を中止し、皮膚科専門医等にご相談ください。<br>・目に入ったときは、直ちに洗い流してください。<br>・乳幼児の手の届かないところに保管してください。<br>・高温や直射日光を避けて保管して下さい。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>ルベル<br><br>【発売元、製造元、輸入元又は販売元】<br>爽快ドラッグ<br><br>(Lebel)<br><br>爽快ドラッグ<br>532-0011 大阪市淀川区西中島1-11-16 新大阪CSPビル本館3階<br>0570-666-632<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[トリートメント/ブランド：ルベル/],ルベル ウィズ ナチュラルヘアトリートメント RP(720mL)【ルベル】[ルベル トリートメント]：爽快ドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションルベル ウィズ ナチュラルヘアトリートメント RP(720mL)【ルベル】[ルベル トリートメント],ルベル / ルベル トリートメント★税抜1900円以上で送料無料★。ルベル ウィズ ナチュラルヘアトリートメント RP(720mL)【ルベル】[ルベル トリートメント][rn]
20-112202,http://tshop.r10s.jp/soukai/cabinet/63/4542881432663.jpg?fitin=700:700,2080.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,タマリス ラクレアプルミエ トリートメント NL チューブ(230g)【タマリス】【送料無料】,,お店TOP＞バス・洗面＞トリートメント＞ダメージヘアトリートメント＞タマリス ラクレアプルミエ トリートメント NL チューブ (230g)<br><br>☆送料無料☆<br><br>【タマリス ラクレアプルミエ トリートメント NL チューブの商品詳細】<br>●ダメージをケアしながら、なりたい質感にチェンジ<br>●普通の髪用サラサラタイプ<br>●髪にサラッとしたスベリを与え、指通りのよいサラサラな髪に仕上げます。<br>●プロフェッショナル用<br><br>【使用方法】<br>・シャンプー後、軽く水気をとり適量を手にとって髪全体によくなじませ、その後十分にすすいでください。<br><br>【成分】<br>水、セタノール、ジメチコン、セトリモニウムブロミド、アボカド油、エタノール、ポリクオタニウム-51、ポリステアリン酸スクロース、ヒアルロン酸Na、加水分解コムギタンパク、加水分解ダイズタンパク、PCA-Na、トコフェロール、クエン酸、EDTA-2Na、メチルパラベン、プロピルパラベン、香料<br>【注意事項】<br>・頭皮に傷・湿疹等の異常のある場合は、使用しないでください。<br>・使用中や使用後に、赤み・かゆみ・刺激等の異常が現れた場合は、使用を中止し、皮フ科専門医等へご相談されることをおすすめします。そのまま使用を続けますと症状が悪化することがあります。<br>・乳幼児の手の届かないところに置いてください。<br>・極端に温度の高い所や低い所、直射日光の当たる所には置かないでください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>タマリス<br><br>【発売元、製造元、輸入元又は販売元】<br>爽快ドラッグ<br><br>(TAMARIS LacLair Premiere)<br><br>爽快ドラッグ<br>532-0011 大阪市淀川区西中島1-11-16 新大阪CSPビル本館3階<br>0570-666-632<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[トリートメント/ブランド：タマリス/],タマリス ラクレアプルミエ トリートメント NL チューブ(230g)【タマリス】【送料無料】：爽快ドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションタマリス ラクレアプルミエ トリートメント NL チューブ(230g)【タマリス】【送料無料】,タマリス☆送料無料☆。タマリス ラクレアプルミエ トリートメント NL チューブ(230g)【タマリス】【送料無料】[rn]
20-112203,http://tshop.r10s.jp/soukai/cabinet/99/4511914901599.jpg?fitin=700:700,1520.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,ルプルプ 薬用トリートメント ミディボトル(180mL)【ルプルプ】【送料無料】,,お店TOP＞バス・洗面＞トリートメント＞ノンシリコントリートメント＞ルプルプ 薬用トリートメント ミディボトル (180mL)<br><br>☆送料無料☆<br><br>商品区分：医薬部外品<br><br>【ルプルプ 薬用トリートメント ミディボトルの商品詳細】<br>●髪を潤いで満たす、美容液トリートメント<br>●頭皮環境を健やかに整える有効成分に加え、トリートメント効果の高い海洋由来の保湿成分「ルプルプ Wフコイダン」を配合。頭皮と髪が潤い、ヴェールで包まれたようにつるんとしなやかにまとまり、しっかりと美しいハリコシのある美髪へ導きます。<br>●こだわり処方：無添加、弱酸性、シリコンフリーの薬用美容液トリートメントです。<br><br>【効能 効果】<br>・ふけ・かゆみを防ぐ、毛髪・頭皮の汗臭を防ぐ、毛髪の水分・脂肪を補い保つ、裂毛・切毛・枝毛を防ぐ、毛髪・頭皮を健やかに保つ。<br><br>【成分】<br>有効成分・・・D-パントテニルアルコール、グリチルリチン酸2K<br>その他成分・・・常水、精製水、海藻エキス(1)、コムギ胚芽エキス、フィトスフィンゴシン、ユーカリエキス、水溶性ツボクサエキス、マカデミアナッツ油、ラベンダー油、ローズマリー油、オレンジ油、ソルビット液、濃グリセリン、乳酸、ミリスチン酸オクチルドデシル、脂肪酸ジペンタエリスリチル-1、マレイン酸変性エステルガム、1.1'-メチレン-ビス(4-イソシアナトシクロヘキサン)・ポリプロピレングリコール共重合体、塩化ジココイルジメチルアンモニウム、ステアリン酸ジメチルアミノプロピルアミド、臭化ステアリルトリメチルアンモニウム、親油型モノステアリン酸グリセリル、イソプロパノール、BG、水添ナタネ油アルコール、ミリスチルアルコール、エタノール、フェノキシエタノール<br>【注意事項】<br>・お肌に異常がある時、または、お肌に合わない時は、ご使用をお止めください。<br>・目に入った時は、直ちに水かぬるま湯で洗い流してください。<br>・乳幼児の手の届かない所に保管してください。<br>・高温や低温の場所、直射日光の当たる場所には置かないでください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>ルプルプ<br><br>【発売元、製造元、輸入元又は販売元】<br>Jコンテンツ<br><br>(LPLP ミディーボトル)<br><br>Jコンテンツ<br>140-0013 東京都品川区南大井6丁目25番3号 ビリーヴ大森7階<br>03-5493-7060<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[トリートメント/ブランド：ルプルプ/],ルプルプ 薬用トリートメント ミディボトル(180mL)【ルプルプ】【送料無料】：爽快ドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションルプルプ 薬用トリートメント ミディボトル(180mL)【ルプルプ】【送料無料】,ルプルプ☆送料無料☆。ルプルプ 薬用トリートメント ミディボトル(180mL)【ルプルプ】【送料無料】[rn]
20-112204,http://tshop.r10s.jp/soukai/cabinet/27/4909820001227.jpg?fitin=700:700,2000.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,ナノアミノ トリートメント RM(250g)【ナノアミノ】[トリートメント]【送料無料】,,お店TOP＞バス・洗面＞トリートメント＞ダメージヘアトリートメント＞ナノアミノ トリートメント RM (250g)<br><br>☆送料無料☆<br><br>【ナノアミノ トリートメント RMの商品詳細】<br>●ダメージヘアをしっとりやわらかく、毛先まで潤うツヤやかな美髪へ<br>●硬い髪用 しっとり、やわらかタイプ<br>●ナノ化したアミノ酸系エモリエント成分(CMC類似体)とCMC(毛髪細胞膜複合体)の一部でキューティクルを保護する18MEA(毛髪細胞間脂質)が、髪の内側まで浸透し、髪1本1本をケア<br>●内側から潤って、ふっくらとやわらかい、しなやかでツヤのある美髪へ導きます。<br>●プロフェッショナル用<br><br>【使い方】<br>・シャンプー後、水気を軽くきってから髪全体に十分になじませてください。その後十分に洗い流してください。<br><br>【成分】<br>水、グリセリン、セテアリルアルコール、ジメチコン、水添ポリイソブテン、ベタイン、ベヘントリモニウムクロリド、イソノナン酸イソノニル、ラウロイルグルタミン酸ジ(フィトステリル／オクチルドデシル)、イソアルキル(C10-40)アミドプロピルエチルジモニウムサルフェート、脂肪酸(C10-30)(コレステリル／ラノステリル)、加水分解ケラチン(羊毛)、加水分解コラーゲン、(C12-14)パレス-5、(C12-14)パレス-7、(C12-14)パレス-12、尿素、水添レシチン、トレハロース、ステアルトリモニウムクロリド、ベヘントリモニウムメトサルフェート、セタノール、アモジメチコン、1.2-ヘキサンジオール、ラウリン酸ポリグリセリル-10、ラウリル硫酸Na、メチルパラベン、プロピルパラベン、ブチルパラベン、エタノール、酢酸、酢酸Na、乳酸、トコフェロール、BG、香料<br>【注意】<br>・頭皮に異常がある時、又は異常があらわれた場合は使用を中止して医師等に相談することをおすすめします。<br>・目に入った時には、すぐに洗い流してください。<br>・直射日光の当たる場所や高温になる場所に保管しないでください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>ナノアミノ<br><br>【発売元、製造元、輸入元又は販売元】<br>爽快ドラッグ<br><br>(0.25kg)<br><br>爽快ドラッグ<br>532-0011 大阪市淀川区西中島1-11-16 新大阪CSPビル本館3階<br>0570-666-632<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[トリートメント/ブランド：ナノアミノ/],ナノアミノ トリートメント RM(250g)【ナノアミノ】[トリートメント]【送料無料】：爽快ドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションナノアミノ トリートメント RM(250g)【ナノアミノ】[トリートメント]【送料無料】,ナノアミノ / トリートメント☆送料無料☆。ナノアミノ トリートメント RM(250g)【ナノアミノ】[トリートメント]【送料無料】[rn]
20-112205,http://tshop.r10s.jp/soukai/cabinet/57/4513574018457.jpg?fitin=700:700,360.8000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,サロンリンク ノンシリコン ヘアトリートメント(250g)【サロンリンク(SALON LINK)】,,お店TOP＞バス・洗面＞トリートメント＞ノンシリコントリートメント＞サロンリンク ノンシリコン ヘアトリートメント (250g)<br><br>★税抜1900円以上で送料無料★<br><br>【サロンリンク ノンシリコン ヘアトリートメントの商品詳細】<br>●ノンシリコンだから頭皮に余分な負担をかけない<br>●ノンシリコンなのに毛先までしっとりサラサラ。サロンのような仕上がり<br>●うるおい美潤成分(高保湿成分)配合、毛先まで髪本来の健やかな輝き<br>●自然の優しさを感じるナチュラルフローラルの香り<br><br>【使用方法】<br>・シャンプー後、軽く水気を切り、適量を髪全体に良くなじませてからすすいてください。<br><br>【成分】<br>ソルビトール、グリセリン、ステアリルアルコール、セタノール、DPG、ベヘントリモニウムクロリド、ステアロキシプロピルトリモニウムクロリド、ポリクオタニウム-10、ポリクオタニウム-7、ヒアルロン酸Na、セチルPGヒドロキシエチルパルミタミド、アルギニン、シア脂、ハチミツ、パンテノール、加水分解シルク、BG、イソプロパノール、クエン酸、メチルパラベン、エチルパラベン、香料<br>【注意事項】<br>・傷、腫れ物、湿疹等異常のあるときは使用しないでください。<br>・使用中、赤み、かゆみ、刺激等の異常がでたら使用を中止し、皮膚科専門医へご相談ください。そのまま使用を続けますと症状が悪化することがあります。<br>・目に入らないように注意し、目に入ったときはこすらずに、すぐに水で充分に洗い流してください。異常が残る場合は眼科医にご相談ください。<br>・乳幼児の手の届かないところに置いてください。<br>・極端に高温または低温の場所や直射日光のあたる場所には保管しないでください。<br><br>【ブランド】<br>サロンリンク(SALON LINK)<br><br>【発売元、製造元、輸入元又は販売元】<br>熊野油脂<br><br><font color='red'>本品はメーカー製造中止のため、在庫限りで販売終了となります。</font><br><br>熊野油脂<br>489-0881 愛知県瀬戸市熊野35<br>0561-82-9245<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[トリートメント/ブランド：サロンリンク(SALON LINK)/],サロンリンク ノンシリコン ヘアトリートメント(250g)【サロンリンク(SALON LINK)】：爽快ドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションサロンリンク ノンシリコン ヘアトリートメント(250g)【サロンリンク(SALON LINK)】,サロンリンク(SALON LINK)★税抜1900円以上で送料無料★。サロンリンク ノンシリコン ヘアトリートメント(250g)【サロンリンク(SALON LINK)】[rn]
20-112206,http://tshop.r10s.jp/soukai/cabinet/79/4971710383379.jpg?fitin=700:700,560.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,ジュレーム トリートメント ディープモイスト 詰替え(400mL)【ジュレーム】[ジュレーム 詰め替え],,お店TOP＞バス・洗面＞トリートメント＞ノンシリコントリートメント＞ジュレーム トリートメント ディープモイスト 詰替え (400mL)<br><br>★税抜1900円以上で送料無料★<br><br>【ジュレーム トリートメント ディープモイスト 詰替えの商品詳細】<br>●ALLノンシリコンで優れた補修力を発揮。髪と地肌をいたわりながら、髪本来の美しさを引き出します。<br>●自然の恵みで髪をうるおし、乾燥からまもります。艶やかに深くうるおって、超しっとりしなやかな髪にみちびきます。<br>●カラーダメージで乾燥しやすい髪もいたわります。ヘアカラーした髪の色あせを防ぎ、うるおいとツヤをあたえて美しく保ちます。<br>●天然香料を使用した、こだわりの香りが長続きします。きらめくフェミニンな赤い花々と果実の香り<br>●超しっとり充実のうるおいで、艶めくしなやか髪へ<br>●詰め替え用<br><br>【使用方法】<br>★ご使用法<br>・シャンプーの後軽く水気をきり、適量を髪全体になじませたあと、よくすすいでください。<br>※ジュレーム シャンプー Cをあわせてお使いになることをおすすめします。<br>★ボトルへのつめかえ方法<br>(1)注ぎ口部分をしっかり持ち、矢印の方向から点線にそって切りとってください。<br>※パックを強く持って切ると液がとぶことがありますのでご注意ください。<br>(2)切り口を上に向け、注ぎ口の先が細くなるよう折ってください。<br>(3)折った部分を押さえながら、注ぎ口をボトルの口に差し込み、中身をゆっくりと注ぎいれてください。<br>※必ずジュレームトリートメントCの使用済みボトルにつめかえてください。<br>※つめかえ後、パックの右下の製造番号を記録しておいてください。お問い合わせの際は、この番号をお知らせください。<br><br>【成分】<br>水、PG、ワセリン、ミネラルオイル、セテアリルアルコール、ジステアリルジモニウムクロリド、アンズ核油、イソステアロイル加水分解コラーゲンAMPD、センチフォリアバラ花エキス、トウキンセンカ花エキス、トコフェロール、ハイビスカス花エキス、ヒアルロン酸ヒドロキシプロピルトリモニウム、ブドウ種子油、モモ核油、ローズ水、酢酸トコフェロール、BG、PEG-10水添ヒマシ油、イソプロパノール、エタノール、ジココイルエチルヒドロキシエチルモニウムメトサルフェート、ステアリン酸グリセリル、ベヘニルアルコール、ベヘントリモニウムクロリド、ポリクオタニウム-39、リン酸、メチルパラベン、安息香酸Na、香料<br>【注意事項】<br>・飲み物ではありません。お子様の手の届くところに置かないでください。<br>・衛生のために、つめかえる際にはボトル容器の内側とポンプ部分を水道水でよく洗い、よく乾かしてください。<br>・1度に全量つめかえてください。<br>・他の製品や水を混ぜないでください。<br>・傷やはれもの、湿しん等、頭皮に異常のあるときはお使いにならないでください。<br>・使用中、赤み、はれ、かゆみ、刺激等の異常があらわれた場合は、使用を中止し、皮ふ科専門医等へご相談ください。そのまま使用を続けますと症状が悪化することがあります。<br>・目に入ったときは、すぐに洗い流してください。<br>・乳幼児の手の届かないところに保管してください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>ジュレーム<br><br>【発売元、製造元、輸入元又は販売元】<br>コーセーコスメポート<br><br>(Je l’aime Je laime ジュ・レーム つめかえ用 詰替用 詰替え用 詰め替え用)<br><br>コーセーコスメポート<br>103-0027 東京都中央区日本橋1-16-11<br>03-3277-8551<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[トリートメント/ブランド：ジュレーム/],ジュレーム トリートメント ディープモイスト 詰替え(400mL)【ジュレーム】[ジュレーム 詰め替え]：爽快ドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションジュレーム トリートメント ディープモイスト 詰替え(400mL)【ジュレーム】[ジュレーム 詰め替え],ジュレーム / ジュレーム 詰め替え★税抜1900円以上で送料無料★。ジュレーム トリートメント ディープモイスト 詰替え(400mL)【ジュレーム】[ジュレーム 詰め替え][rn]
20-112207,http://tshop.r10s.jp/soukai/cabinet/68/4582429372068.jpg?fitin=700:700,560.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,オルジェノア ネオモイストトリートメント 詰替え(400mL)【オルジェノア(Orgenoa)】[オルジェノア リッチリペア シャンプー 詰め替え],,お店TOP＞バス・洗面＞トリートメント＞ノンシリコントリートメント＞オルジェノア ネオモイストトリートメント 詰替え (400mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z68/z4582429372068.jpg' width='100%'><br><br>【オルジェノア ネオモイストトリートメント 詰替えの商品詳細】<br>●オーガニック認定成分、植物由来洗浄成分、痛んだ髪の毛を集中ケアする成分を配合し、きしまないノンシリコントリートメント<br>●カラーやラインをキープしドライヤーの熱からも髪の毛を守り、一日中香りをキープします。<br><br>【使用方法】<br>・シャンプーの後、軽く水気を取り適量を毛先から髪全体になじませた後、よくすすいで下さい。<br>・オルジェノア シャンプー ネオモイストと合わせてご使用頂くことをおすすめします。<br><br>【ボトルへのつめかえ方法】<br>(1)注ぎ口部分をしっかり持ち、矢印の方向から点線にそって切りとって下さい。パックを強く持って切ると、液が飛ぶことがありますのでご注意下さい。<br>(2)切り口を上に向け、注ぎ口の先が細くなるよう折って下さい。<br>(3)折った部分を押さえながら、注ぎ口をボトルの口に差し込み、中身をゆっくりと注ぎ入れて下さい。<br>・衛生のために、つめかえる際にはボトル容器の内側とポンプ部分を水道水でよく洗い、よく乾かして下さい。<br>・1度に全量をつめ替えて下さい。<br>・他の製品や水を混ぜないで下さい。<br><br>【成分】<br>水、DPG、セテアリルアルコール、ワセリン、PPG-30ステアレス-4、ジステアリルジモニウムクロリド、アルガニアスピノサ核油、ホホバ種子油、オリーブ果実油、ラベンダー花エキス、ローズマリー葉エキス、アロエベラ液汁、キュウリ果実エキス、タチジャコウソウエキス、カミツレ花エキス、セージ葉エキス、ダマスクバラ花水、ヒアルロン酸Na、加水分解コラーゲン、スクワラン、PCA-Na、アルギニン、アスパラギン酸、グリシン、アラニン、セリン、バリン、プロリン、トレオニン、イソロイシン、ヒスチジン、フェニルアラニン、PCA、クエン酸、(カプリル酸／カプリン酸)ヤシアルキル、トコフェロール、ポリクオタニウム-39、ポリクオタニウム-47、ステアリン酸グリセリル、イソプロパノール、変性アルコール、ベヘニルアルコール、ベヘントリモニウムクロリド、ミネラルオイル、乳酸Na、1.2-ヘキサンジオール、パルミチン酸エチルヘキシル、安息香酸Na、フェノキシエタノール、BG、グリセリン、メチルパラベン、エタノール、香料<br>【注意事項】<br>・頭皮に異常がある時、頭皮に合わない場合はご使用をおやめ下さい。<br>・使用中又は使用後に赤み、かゆみ、刺激、色抜け(白斑)や黒ずみなどの異常が現れた場合は使用を中止して下さい。そのまま使用を続けると症状を悪化させることがありますので、皮フ科専門医などにご相談されることをおすすめします。<br>・目に入った場合は、すぐに水、ぬるま湯等で洗い流して下さい。<br>・極端に高温又は低温の場所、直射日光のあたる場所には保管しないで下さい。<br>・乳幼児の手の届かないところに保管して下さい。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>オルジェノア(Orgenoa)<br><br>【発売元、製造元、輸入元又は販売元】<br>Relux＆Co<br><br>(Orgenoa つめかえ 詰め替え 詰め換え 詰換え)<br><br>Relux＆Co<br>106-0031 東京都港区西麻布2-13-6 K’s西麻布4F<br>03-5774-0661<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[トリートメント/ブランド：オルジェノア(Orgenoa)/],オルジェノア ネオモイストトリートメント 詰替え(400mL)【オルジェノア(Orgenoa)】[オルジェノア リッチリペア シャンプー 詰め替え]：爽快ドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションオルジェノア ネオモイストトリートメント 詰替え(400mL)【オルジェノア(Orgenoa)】[オルジェノア リッチリペア シャンプー 詰め替え],オルジェノア(Orgenoa)★税抜1900円以上で送料無料★。オルジェノア ネオモイストトリートメント 詰替え(400mL)【オルジェノア(Orgenoa)】[オルジェノア リッチリペア シャンプー 詰め替え][rn]
20-112208,http://tshop.r10s.jp/soukai/cabinet/61/4582429371061.jpg?fitin=700:700,560.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,オルジェノア リッチリペアトリートメント 詰替え(400mL)【オルジェノア(Orgenoa)】,,お店TOP＞バス・洗面＞トリートメント＞ノンシリコントリートメント＞オルジェノア リッチリペアトリートメント 詰替え (400mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z61/z4582429371061.jpg' width='100%'><br><br>【オルジェノア リッチリペアトリートメント 詰替えの商品詳細】<br>●オーガニック認定成分、植物由来洗浄成分、痛んだ髪の毛を集中ケアする成分を配合し、きしまないノンシリコントリートメント<br>●カラーやラインをキープしドライヤーの熱からも髪の毛を守り、一日中香りをキープします。<br><br>【使用方法】<br>・シャンプーの後、軽く水気を取り適量を毛先から髪全体になじませた後、よくすすいで下さい。<br>・オルジェノア シャンプー リッチリペアと合わせてご使用頂くことをおすすめします。<br><br>【ボトルへのつめかえ方法】<br>(1)注ぎ口部分をしっかり持ち、矢印の方向から点線にそって切りとって下さい。パックを強く持って切ると、液が飛ぶことがありますのでご注意下さい。<br>(2)切り口を上に向け、注ぎ口の先が細くなるよう折って下さい。<br>(3)折った部分を押さえながら、注ぎ口をボトルの口に差し込み、中身をゆっくりと注ぎ入れて下さい。<br>・衛生のために、つめかえる際にはボトル容器の内側とポンプ部分を水道水でよく洗い、よく乾かして下さい。<br>・1度に全量をつめ替えて下さい。<br>・他の製品や水を混ぜないで下さい。<br><br>【成分】<br>水、DPG、セテアリルアルコール、ワセリン、PPG-30ステアレス-4、ジステアリルジモニウムクロリド、アルガニアスピノサ核油、ホホバ種子油、オリーブ果実油、ラベンダー花エキス、ローズマリー葉エキス、アロエベラ液汁、キュウリ果実エキス、タチジャコウソウエキス、ホホバ葉エキス、加水分解コンキオリン、ヒアルロン酸Na、加水分解コラーゲン、スクワラン、PCA-Na、アルギニン、アスパラギン酸、グリシン、アラニン、セリン、バリン、プロリン、トレオニン、イソロイシン、ヒスチジン、フェニルアラニン、PCA、クエン酸、(カプリル酸／カプリン酸)ヤシアルキル、トコフェロール、ポリクオタニウム-39、ポリクオタニウム-47、ステアリン酸グリセリル、イソプロパノール、変性アルコール、ベヘニルアルコール、ベヘントリモニウムクロリド、ミネラルオイル、乳酸Na、1.2-ヘキサンジオール、パルミチン酸エチルヘキシル、安息香酸Na、フェノキシエタノール、BG、グリセリン、メチルパラベン、エタノール、香料<br>【注意事項】<br>・頭皮に異常がある時、頭皮に合わない場合はご使用をおやめ下さい。<br>・使用中又は使用後に赤み、かゆみ、刺激、色抜け(白斑)や黒ずみなどの異常が現れた場合は使用を中止して下さい。そのまま使用を続けると症状を悪化させることがありますので、皮フ科専門医などにご相談されることをおすすめします。<br>・目に入った場合は、すぐに水、ぬるま湯等で洗い流して下さい。<br>・極端に高温又は低温の場所、直射日光のあたる場所には保管しないで下さい。<br>・乳幼児の手の届かないところに保管して下さい。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>オルジェノア(Orgenoa)<br><br>【発売元、製造元、輸入元又は販売元】<br>Relux＆Co<br><br>(Orgenoa つめかえ 詰め替え 詰め換え 詰換え)<br><br>Relux＆Co<br>106-0031 東京都港区西麻布2-13-6 K’s西麻布4F<br>03-5774-0661<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[トリートメント/ブランド：オルジェノア(Orgenoa)/],オルジェノア リッチリペアトリートメント 詰替え(400mL)【オルジェノア(Orgenoa)】：爽快ドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションオルジェノア リッチリペアトリートメント 詰替え(400mL)【オルジェノア(Orgenoa)】,オルジェノア(Orgenoa)★税抜1900円以上で送料無料★。オルジェノア リッチリペアトリートメント 詰替え(400mL)【オルジェノア(Orgenoa)】[rn]
