20-164501,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_038/4901087134519_ll.jpg?fitin=700:700,320.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,エルパ 扉付タップラン(3個口・0．5m) MY&OUR ホワイト WBT-3005BMO(W) [WBT3005BMOW],オリジナルパッケージ。,□商品説明<br>●一般の市販モデル(型番:WBT3005BW)をベースに仕様変更したオリジナルモデル!<br>【オリジナル仕様】<br>●オリジナルパッケージ。<br>【その他仕様】<br>●耐トラッキングカバー付。<br>●ホコリ防止の扉付。<br>●スイングプラグ。<br>●125V 15A。<br>●合計1500Wまで。<br>□商品仕様<br>●口数:3個口<br>●定格:125V 15A<br>●コード長:0.5m,エルパ 扉付タップラン(3個口・0．5m) MY&amp;OUR ホワイト WBT-3005BMO(W) [WBT3005BMOW]：エディオン　楽天市場店,エルパ 扉付タップラン(3個口・0．5m) MY&amp;OUR ホワイト WBT-3005BMO(W) [WBT3005BMOW],オリジナルパッケージ。。エルパ 扉付タップラン(3個口・0．5m) MY&amp;OUR ホワイト WBT-3005BMO(W) [WBT3005BMOW][rn]
20-164502,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_038/4901087072255_ll.jpg?fitin=700:700,280.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,エルパ 角型コンセント A-53H [A53H],3口用、角型コンセント。,□商品説明<br>●3口用、角型コンセント。<br>□商品仕様<br>●適合電線:VVF 1.6mm、VVF 2.0mm<br>●定格:125V 15A<br>●寸法:W6.0×H15.0×D3.1cm<br>●質量:83g,エルパ 角型コンセント A-53H [A53H]：エディオン　楽天市場店,エルパ 角型コンセント A-53H [A53H],3口用、角型コンセント。。エルパ 角型コンセント A-53H [A53H][rn]
20-164503,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_149/4971275022379_ll.jpg?fitin=700:700,500.8000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,オーム電機 らく抜き&ロック延長コード 1m HS-T11FC3-W [HST11FC3W],,□商品説明<br>●楽々抜き取りレバー(プラグ側)。<br>●抜け止めロック(コンセント側)。<br>●90°フリープラグ。<br>●トラッキング防止絶縁カバー。<br>●2重被覆コード。<br>□商品仕様<br>●コンセント:1口<br>●定格:15A-125V 1500W<br>●ケーブル長:1m<br>●寸法:約W11.5×H3.0×D2.0cm<br>●質量:約160g,オーム電機 らく抜き&amp;ロック延長コード 1m HS-T11FC3-W [HST11FC3W]：エディオン　楽天市場店,オーム電機 らく抜き&amp;ロック延長コード 1m HS-T11FC3-W [HST11FC3W],オーム電機 らく抜き&amp;ロック延長コード 1m HS-T11FC3-W [HST11FC3W][rn]
20-164504,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_038/4901087127566_ll.jpg?fitin=700:700,448.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,エルパ 扉付タップラン(3個口・5m) ホワイト WBT3050BW [WBT3050BW],電源まわりの整理に強い味方です。,□商品説明<br>●トラッキング火災の原因となるほこりやゴミの侵入を防ぐ「扉付タップラン」従来の商品の構造、製造方法を見直しました。<br>●扉部分は左右独立構造でプラグの抜き差しがラクに行え、内側にバネを入れることにより、扉部分とタップの隙間を最小限に抑えました。<br>●耐トラッキングカバー付。<br>●ホコリ防止の扉付。<br>●スイングプラグ。<br>●合計1500Wまで。<br>□商品仕様<br>●定格:125V 15A<br>●コード長:5m<br>●パッケージ寸法:W11.0×H22.0×D4.0cm<br>●パッケージ質量:449g,エルパ 扉付タップラン(3個口・5m) ホワイト WBT3050BW [WBT3050BW]：エディオン　楽天市場店,エルパ 扉付タップラン(3個口・5m) ホワイト WBT3050BW [WBT3050BW],電源まわりの整理に強い味方です。。エルパ 扉付タップラン(3個口・5m) ホワイト WBT3050BW [WBT3050BW][rn]
20-164505,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_038/4901087142347_ll.jpg?fitin=700:700,520.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,エルパ スイッチ付延長コード(1m) ホワイト W-S1010B(W) [WS1010BW],スイッチ付なのでプラグを抜かずにON/OFFできます。,□商品説明<br>●スイッチ付なのでプラグを抜かずにON/OFFできます。<br>●狭い場所でも壁にピッタリ。<br>●安心の保護被ふく。<br>●耐トラッキングカバー付。<br>●スイングプラグ。<br>●合計1500Wまで。<br>□商品仕様<br>●定格:125V 15A<br>●コード長:1m<br>●パッケージ寸法:W9.0×H22.0×D4.0cm<br>●パッケージ質量:181g,エルパ スイッチ付延長コード(1m) ホワイト W-S1010B(W) [WS1010BW]：エディオン　楽天市場店,エルパ スイッチ付延長コード(1m) ホワイト W-S1010B(W) [WS1010BW],スイッチ付なのでプラグを抜かずにON/OFFできます。。エルパ スイッチ付延長コード(1m) ホワイト W-S1010B(W) [WS1010BW][rn]
20-164506,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_039/4901087201242_ll.jpg?fitin=700:700,680.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,エルパ ランプレススイッチ付タップ(3個口・2m) WLS-U32EB(W) [WLSU32EBW],独立スイッチで無駄な電力をカット!,□商品説明<br>●独立スイッチで無駄な待機電力をカット。ランプレス独立スイッチで省エネ性能を追求。<br>●ランプ無しでも「入」「切」が判別しやすいデザインカラースイッチ採用。<br>●本体は衝撃に強い難燃性ABS樹脂採用。<br>●スイッチ内部へのホコリの侵入を防ぐワイドスイッチ。<br>●差込口は熱やトラッキングに強いユリア樹脂採用。<br>●ACアダプターも使えるゆったりスペース。<br>●スッキリ配線できるL型プラグ。<br>●コードは保護被ふく付安全構造。<br>●屋内専用。<br>□商品仕様<br>●口数:3個口<br>●定格:AC125V 15A 合計1500Wまで<br>●使用温度範囲:-10℃～40℃<br>●コード長:2m<br>●質量:250g,エルパ ランプレススイッチ付タップ(3個口・2m) WLS-U32EB(W) [WLSU32EBW]：エディオン　楽天市場店,エルパ ランプレススイッチ付タップ(3個口・2m) WLS-U32EB(W) [WLSU32EBW],独立スイッチで無駄な電力をカット!。エルパ ランプレススイッチ付タップ(3個口・2m) WLS-U32EB(W) [WLSU32EBW][rn]
20-164507,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_126/4549077482808_ll.jpg?fitin=700:700,632.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,パナソニック 配線タップ3コ口　2m ピンク WHA2523NKP [WHA2523NKP],,□商品説明<br>●一時的な水しぶき･ホコリの侵入をガードする｢防水扉｣付。<br>●熱に強い二重構造。<br>●内ボディはトラッキングに強いユリア樹脂を採用。<br>●外ボディにも燃え広がりにくい樹脂を採用。<br>●差し込み口に高電導材を採用し、発熱量を約24％ダウン。発熱を抑えたコンセントです。<br>□商品仕様<br>●コードの長さ：2m<br>●コンセント差し込み口数：3コ口<br>●プラグ形状：スナップキャップ<br>●安全設計扉：安全設計扉・パッキン付コンセント<br>●個装寸法：タテ210×ヨコ90×アツミ45<br>●質量：230g<br>●定格：15A 125V,パナソニック 配線タップ3コ口　2m ピンク WHA2523NKP [WHA2523NKP]：エディオン　楽天市場店,パナソニック 配線タップ3コ口　2m ピンク WHA2523NKP [WHA2523NKP],パナソニック 配線タップ3コ口　2m ピンク WHA2523NKP [WHA2523NKP][rn]
20-164508,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_149/4971275014435_ll.jpg?fitin=700:700,1105.6000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,オーム電機 節電タップ(4個口・2m) 木目調 HS-TP42A43WO [HSTP42A43WO],,□商品説明<br>●和室やフローリングに調和する木目デザイン。<br>●壁コンセントに密着できる便利なLプラグ。<br>●ランプ付個別スイッチ。<br>●耐トラッキングカバー付。<br>●二重被覆絶縁電線コード。<br>□商品仕様<br>●コンセント:4個口<br>●15A 125V 1.500W以下<br>●コード長:2m<br>●材質:難燃性ABS<br>●質量:約310g,オーム電機 節電タップ(4個口・2m) 木目調 HS-TP42A43WO [HSTP42A43WO]：エディオン　楽天市場店,オーム電機 節電タップ(4個口・2m) 木目調 HS-TP42A43WO [HSTP42A43WO],オーム電機 節電タップ(4個口・2m) 木目調 HS-TP42A43WO [HSTP42A43WO][rn]
20-164509,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_137/4966307280582_ll.jpg?fitin=700:700,2064.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,ヤザワ 耐トラ付タップ(3個口・10m) ブラック Y02S3010BK [Y02S3010BK],,●プラグはホコリや湿気によって発生するトラッキング火災を予防する絶縁カバー付きです。<br>●ホコリの侵入を防止する安全シャッター付きです。<br>●180°動くスイングプラグで狭い場所にも配線が可能です。<br>●個口数:3個口<br>●プラグ形状:スイングプラグ<br>●シャッター:あり<br>●耐トラ:あり<br>●定格入力:125V 15A 合計1500Wまで<br>●コード長:10m<br>●本体寸法:W4.1×H8.7×D2.1cm<br>●本体質量:765g,ヤザワ 耐トラ付タップ(3個口・10m) ブラック Y02S3010BK [Y02S3010BK]：エディオン　楽天市場店,ヤザワ 耐トラ付タップ(3個口・10m) ブラック Y02S3010BK [Y02S3010BK],ヤザワ 耐トラ付タップ(3個口・10m) ブラック Y02S3010BK [Y02S3010BK][rn]
20-164510,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_043/4902710974656_ll.jpg?fitin=700:700,800.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,パナソニック フルカラー埋込パイロットスイッチB ミルキーホワイト WNP5141MWP [WNP5141MWP],,□商品説明<br>●フルカラー埋込パイロットスイッチBです。<br>□商品仕様<br>●定格:4A 300V<br>●プレート付:モダンプレート付<br>●パッケージ寸法:W9.0×H18.0×D3.7cm<br>●質量:91g,パナソニック フルカラー埋込パイロットスイッチB ミルキーホワイト WNP5141MWP [WNP5141MWP]：エディオン　楽天市場店,パナソニック フルカラー埋込パイロットスイッチB ミルキーホワイト WNP5141MWP [WNP5141MWP],パナソニック フルカラー埋込パイロットスイッチB ミルキーホワイト WNP5141MWP [WNP5141MWP][rn]
20-164511,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_125/4901087199785_ll.jpg?fitin=700:700,3184.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,エルパ カバー付事務所向けタップ 対雷サージ機能付(6個口・3m) OAT-JPC63SB [OATJPC63SB],,□商品説明<br>●電源ラインサージ低減…内蔵されたサージ低減素子(バリスタ)が雷および   開閉サージを低減し接続された機器を守ります。<br>●専用カバー付で使用していない差込口へのホコリの侵入を防ぎます。<br>●マグネットは3面に取り付けできるのでコードの引き回しもスッキリ。<br>●プラグ抜け止めで不意の力によるプラグ抜けが無く、コンピューターなどの  データをしっかりガードします。<br>●アース対応。<br>●断線しにくく被覆強度の高いコード。<br>□商品仕様<br>●口数:6個口<br>●定格:AC125V 15A<br>●最大消費電力:合計1500Wまで<br>●使用温度範囲:-10℃～40℃<br>●コード長:3m<br>●付属品:接地アダプター、マグネット(2個),エルパ カバー付事務所向けタップ 対雷サージ機能付(6個口・3m) OAT-JPC63SB [OATJPC63SB]：エディオン　楽天市場店,エルパ カバー付事務所向けタップ 対雷サージ機能付(6個口・3m) OAT-JPC63SB [OATJPC63SB],エルパ カバー付事務所向けタップ 対雷サージ機能付(6個口・3m) OAT-JPC63SB [OATJPC63SB][rn]
20-164512,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_146/4966307351473_ll.jpg?fitin=700:700,424.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,ヤザワ USBタップ(AC 1個口・USBポート 2個口) ブラック MCA2U2ABK [MCA2U2ABK],,□商品説明<br>●USBポート2個口、ACコンセント1個口で合計3台充電できる!<br>●USB出力合計2AでタブレットPCにも対応!<br>●持ち運びに便利な収納式プラグ。<br>□商品仕様<br>●コンセント口数:1口<br>●USB口数:2口<br>●本体寸法:W4.5×H11.6×D2.65cm<br>●本体質量:97g,ヤザワ USBタップ(AC 1個口・USBポート 2個口) ブラック MCA2U2ABK [MCA2U2ABK]：エディオン　楽天市場店,ヤザワ USBタップ(AC 1個口・USBポート 2個口) ブラック MCA2U2ABK [MCA2U2ABK],ヤザワ USBタップ(AC 1個口・USBポート 2個口) ブラック MCA2U2ABK [MCA2U2ABK][rn]
