20-173801,http://tshop.r10s.jp/sea-gull2/cabinet/sov32-dbp/sov32-dbp00116.jpg?fitin=700:700,2800.0000,,スマートフォン・タブレット > スマートフォンアクセサリー > スマートフォンケース,au Xperia Z5 SOV32 手帳型スマホケース 【ステッチタイプ】【116 ６月のバラ】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式),,"<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/sov32-dbp/sov32-dbp00116.jpg"">
<br><br><img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/sov32-bnb/sov32-bnb00116.jpg"">
<br /><br /><img src=""http://image.rakuten.co.jp/sea-gull2/cabinet/ac2/dbp-rev.jpg"" width=""100%""><br><br>
<br>
★商品説明<br>
<br>
・PUレザー手帳型スマホケースにお洒落なデザインを印刷しました。<br>
表面のカバーで液晶画面を傷から守り、バッグの中での誤発信を防止します。<br>
・開閉はマグネット式でとてもスムーズです。<br>
<br>
・内側にカードポケット１コ、ロングポケット１コ、写真入れ１コがついています。<br>
<br>
・ご注文後に機種に合わせてカメラ等の穴を開け、専用のハードケースをお付けしますので機種のお間違えのないようご注文をお願いします。<br>
<br>
・ハードケースは予告なく形状の変更がございます。<br>
<br>
※装着のまま卓上ホルダーの使用はできません。<br>
　純正のUSB充電は使用できますが、マグネット充電は使用できません。<br>
　置くだけ充電は使用可能です。<br>
<br>
＜素材＞<br>
手帳部分：汚れに強い合成皮革<br>
ケース部分：ポリカーボネート?<br>
<br>
※ケース部分の色は選択できません。<br>
　（ブラックorクリアorホワイト）?<br>
<br>
※決済確認後、３営業日以内の発送になります。<br>
<br><br>
（配送について）<br>
<br> 
●メール便（全国一律194円）<br>
・日本郵便のゆうパケットになります。<br>
・ポスト投函の配送方法です。<br>
・代引不可（メール便で代引をご指定された場合は自動的にコンビニ後払いに変更させて頂きます。決済手数料は200円）<br>
・配送の日時指定不可<br>
・配送中の紛失・破損の保証はありません。<br>
・ロッカー受取不可<br>
<br>
●宅配便（本州500円、沖縄・北海道1,000円）<br>
・ゆうパック、ヤマト運輸、佐川急便<br>
・代引可<br>
・配送の日時指定可<br>
・配送保証あり<br>
<br>
●ロッカー受取（本州500円、沖縄・北海道1,000円）<br> 
・宅配便のみ可<br>
・代引不可<br>",au Xperia Z5 SOV32 手帳型スマホケース 【ステッチタイプ】【116 ６月のバラ】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式)：スマホケースの店　けーたい自慢2,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得Xperia a SO-04EGalaxy A8 SCV32全機種対応AQUOS PHONEiPhone 7AQUOS Compact SH-02HAQUOS CRYSTAL Y2 403SHエクスペリアギャラクシー栃木レザーアクオスフォンiPhone6iPhone6siPhoneSEXPERIA Z5 SO-01H SOV32 401SOXPERIA Z5 compact SO-02HF-06F らくらくスマートフォン3スマホケース 手帳型スマホケース オーダーメイド可愛いau Xperia Z5 SOV32 手帳型スマホケース 【ステッチタイプ】【116 ６月のバラ】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式),エクスペリアZ5 SOV32/手帳型/ケース/カバー。au Xperia Z5 SOV32 手帳型スマホケース 【ステッチタイプ】【116 ６月のバラ】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式)[rn]
20-173802,http://tshop.r10s.jp/sea-gull2/cabinet/sov32-dap/sov32-dap01124.jpg?fitin=700:700,1840.0000,,スマートフォン・タブレット > スマートフォンアクセサリー > スマートフォンケース,au Xperia Z5 SOV32 手帳型スマホケース【1124 ハート BK＆WH】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式),,"<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/sov32-dap/sov32-dap01124.jpg"">
<br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/sov32-ana/sov32-ana01124.jpg""><br>
<br /><br /><img src=""http://image.rakuten.co.jp/sea-gull2/cabinet/ac2/dap-rev.jpg"" width=""100%""><br><br>



<font color=""#FF0000"" size=""2"">※この商品は加工にこだわったワンランク上の商品です。</font><br>
<br>
★商品説明<br>
<br>
お洒落なあなたにお勧めしたい、レザーの手帳型スマホケースにデザインを印刷した商品です。 <br>
液晶面まで保護されるので鞄にそのまま入れても液晶に傷が入るのを防いでくれます。<br>
<br>
＜素材＞<br>
手帳部分：汚れに強い合成皮革<br>
ケース部分：ポリカーボネート <br>
<br>
※ケース部分の色は選択できません。<br>
（ブラックorクリアorホワイト） <br>
<br>
※決済確認後、３営業日以内の発送になります。<br><br>
（配送について）<br>
<br> 
●メール便（全国一律194円）<br>
・日本郵便のゆうパケットになります。<br>
・ポスト投函の配送方法です。<br>
・代引不可（メール便で代引をご指定された場合は自動的にコンビニ後払いに変更させて頂きます。決済手数料は200円）<br>
・配送の日時指定不可<br>
・配送中の紛失・破損の保証はありません。<br>
・ロッカー受取不可<br>
<br>
●宅配便（本州500円、沖縄・北海道1,000円）<br>
・ゆうパック、ヤマト運輸、佐川急便<br>
・代引可<br>
・配送の日時指定可<br>
・配送保証あり<br>
<br>
●ロッカー受取（本州500円、沖縄・北海道1,000円）<br> 
・宅配便のみ可<br>
・代引不可<br>",au Xperia Z5 SOV32 手帳型スマホケース【1124 ハート BK＆WH】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式)：スマホケースの店　けーたい自慢2,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得Xperia a SO-04EGalaxy A8 SCV32全機種対応AQUOS PHONEiPhone 7AQUOS Compact SH-02HAQUOS CRYSTAL Y2 403SHエクスペリアギャラクシー栃木レザーアクオスフォンiPhone6iPhone6siPhoneSEXPERIA Z5 SO-01H SOV32 401SOXPERIA Z5 compact SO-02HF-06F らくらくスマートフォン3スマホケース 手帳型スマホケース オーダーメイド可愛いau Xperia Z5 SOV32 手帳型スマホケース【1124 ハート BK＆WH】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式),エクスペリアZ5 SOV32/手帳型/ケース/カバー。au Xperia Z5 SOV32 手帳型スマホケース【1124 ハート BK＆WH】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式)[rn]
20-173803,http://tshop.r10s.jp/sea-gull2/cabinet/sov32-dap/sov32-dap01125.jpg?fitin=700:700,1840.0000,,スマートフォン・タブレット > スマートフォンアクセサリー > スマートフォンケース,au Xperia Z5 SOV32 手帳型スマホケース【1125 ハートの和紙】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式),,"<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/sov32-dap/sov32-dap01125.jpg"">
<br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/sov32-ana/sov32-ana01125.jpg""><br>
<br /><br /><img src=""http://image.rakuten.co.jp/sea-gull2/cabinet/ac2/dap-rev.jpg"" width=""100%""><br><br>



<font color=""#FF0000"" size=""2"">※この商品は加工にこだわったワンランク上の商品です。</font><br>
<br>
★商品説明<br>
<br>
お洒落なあなたにお勧めしたい、レザーの手帳型スマホケースにデザインを印刷した商品です。 <br>
液晶面まで保護されるので鞄にそのまま入れても液晶に傷が入るのを防いでくれます。<br>
<br>
＜素材＞<br>
手帳部分：汚れに強い合成皮革<br>
ケース部分：ポリカーボネート <br>
<br>
※ケース部分の色は選択できません。<br>
（ブラックorクリアorホワイト） <br>
<br>
※決済確認後、３営業日以内の発送になります。<br><br>
（配送について）<br>
<br> 
●メール便（全国一律194円）<br>
・日本郵便のゆうパケットになります。<br>
・ポスト投函の配送方法です。<br>
・代引不可（メール便で代引をご指定された場合は自動的にコンビニ後払いに変更させて頂きます。決済手数料は200円）<br>
・配送の日時指定不可<br>
・配送中の紛失・破損の保証はありません。<br>
・ロッカー受取不可<br>
<br>
●宅配便（本州500円、沖縄・北海道1,000円）<br>
・ゆうパック、ヤマト運輸、佐川急便<br>
・代引可<br>
・配送の日時指定可<br>
・配送保証あり<br>
<br>
●ロッカー受取（本州500円、沖縄・北海道1,000円）<br> 
・宅配便のみ可<br>
・代引不可<br>",au Xperia Z5 SOV32 手帳型スマホケース【1125 ハートの和紙】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式)：スマホケースの店　けーたい自慢2,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得Xperia a SO-04EGalaxy A8 SCV32全機種対応AQUOS PHONEiPhone 7AQUOS Compact SH-02HAQUOS CRYSTAL Y2 403SHエクスペリアギャラクシー栃木レザーアクオスフォンiPhone6iPhone6siPhoneSEXPERIA Z5 SO-01H SOV32 401SOXPERIA Z5 compact SO-02HF-06F らくらくスマートフォン3スマホケース 手帳型スマホケース オーダーメイド可愛いau Xperia Z5 SOV32 手帳型スマホケース【1125 ハートの和紙】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式),エクスペリアZ5 SOV32/手帳型/ケース/カバー。au Xperia Z5 SOV32 手帳型スマホケース【1125 ハートの和紙】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式)[rn]
20-173804,http://tshop.r10s.jp/sea-gull2/cabinet/sov32-dap/sov32-dap00134.jpg?fitin=700:700,1840.0000,,スマートフォン・タブレット > スマートフォンアクセサリー > スマートフォンケース,au Xperia Z5 SOV32 手帳型スマホケース【134 Harryup！】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式),,"<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/sov32-dap/sov32-dap00134.jpg"">
<br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/sov32-ana/sov32-ana00134.jpg""><br>
<br /><br /><img src=""http://image.rakuten.co.jp/sea-gull2/cabinet/ac2/dap-rev.jpg"" width=""100%""><br><br>



<font color=""#FF0000"" size=""2"">※この商品は加工にこだわったワンランク上の商品です。</font><br>
<br>
★商品説明<br>
<br>
お洒落なあなたにお勧めしたい、レザーの手帳型スマホケースにデザインを印刷した商品です。 <br>
液晶面まで保護されるので鞄にそのまま入れても液晶に傷が入るのを防いでくれます。<br>
<br>
＜素材＞<br>
手帳部分：汚れに強い合成皮革<br>
ケース部分：ポリカーボネート <br>
<br>
※ケース部分の色は選択できません。<br>
（ブラックorクリアorホワイト） <br>
<br>
※決済確認後、３営業日以内の発送になります。<br><br>
（配送について）<br>
<br> 
●メール便（全国一律194円）<br>
・日本郵便のゆうパケットになります。<br>
・ポスト投函の配送方法です。<br>
・代引不可（メール便で代引をご指定された場合は自動的にコンビニ後払いに変更させて頂きます。決済手数料は200円）<br>
・配送の日時指定不可<br>
・配送中の紛失・破損の保証はありません。<br>
・ロッカー受取不可<br>
<br>
●宅配便（本州500円、沖縄・北海道1,000円）<br>
・ゆうパック、ヤマト運輸、佐川急便<br>
・代引可<br>
・配送の日時指定可<br>
・配送保証あり<br>
<br>
●ロッカー受取（本州500円、沖縄・北海道1,000円）<br> 
・宅配便のみ可<br>
・代引不可<br>",au Xperia Z5 SOV32 手帳型スマホケース【134 Harryup！】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式)：スマホケースの店　けーたい自慢2,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得Xperia a SO-04EGalaxy A8 SCV32全機種対応AQUOS PHONEiPhone 7AQUOS Compact SH-02HAQUOS CRYSTAL Y2 403SHエクスペリアギャラクシー栃木レザーアクオスフォンiPhone6iPhone6siPhoneSEXPERIA Z5 SO-01H SOV32 401SOXPERIA Z5 compact SO-02HF-06F らくらくスマートフォン3スマホケース 手帳型スマホケース オーダーメイド可愛いau Xperia Z5 SOV32 手帳型スマホケース【134 Harryup！】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式),エクスペリアZ5 SOV32/手帳型/ケース/カバー。au Xperia Z5 SOV32 手帳型スマホケース【134 Harryup！】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式)[rn]
20-173805,http://tshop.r10s.jp/sea-gull2/cabinet/shv31-dbp/shv31-dbp01108.jpg?fitin=700:700,2800.0000,,スマートフォン・タブレット > スマートフォンアクセサリー > スマートフォンケース,au AQUOS SERIE mini SHV31 手帳型スマホケース 【ステッチタイプ】【1108 あしあとカラフル】(アクオス セリエ ミニ SHV31/SHV31/スマホケース/手帳式),,"<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/shv31-dbp/shv31-dbp01108.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp01108.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/shv31-dbp-ana.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp-diary-subimg1.jpg""><br><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp-diary-subimg2.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp-diary-subimg3.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp-diary-subimg4.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp-diary-subimg5.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp-diary-subimg6.jpg""><br><br>
<img src=""http://image.rakuten.co.jp/sea-gull2/cabinet/ac2/dbp-rev.jpg"" width=""100%""><br><br>
<br>
★商品説明<br>
<br>
・PUレザー手帳型スマホケースにお洒落なデザインを印刷しました。<br>
表面のカバーで液晶画面を傷から守り、バッグの中での誤発信を防止します。<br>
・開閉はマグネット式でとてもスムーズです。<br>
<br>
・内側にカードポケット１コ、ロングポケット１コ、写真入れ１コがついています。<br>
<br>
・ご注文後に機種に合わせてカメラ等の穴を開け、専用のハードケースをお付けしますので機種のお間違えのないようご注文をお願いします。<br>
<br>
・ハードケースは予告なく形状の変更がございます。<br>
<br>
※装着のまま卓上ホルダーの使用はできません。<br>
　純正のUSB充電は使用できますが、マグネット充電は使用できません。<br>
　置くだけ充電は使用可能です。<br>
<br>
＜素材＞<br>
手帳部分：汚れに強い合成皮革<br>
ケース部分：ポリカーボネート<br>
<br>
※ケース部分の色は選択できません。<br>
　（ブラックorクリアorホワイト）<br>
<br>
※決済確認後、３営業日以内の発送になります。<br>
<br><br>
（配送について）<br>
<br> 
●メール便（全国一律194円）<br>
・日本郵便のゆうパケットになります。<br>
・ポスト投函の配送方法です。<br>
・代引不可（メール便で代引をご指定された場合は自動的にコンビニ後払いに変更させて頂きます。決済手数料は200円）<br>
・配送の日時指定不可<br>
・配送中の紛失・破損の保証はありません。<br>
・ロッカー受取不可<br>
<br>
●宅配便（本州500円、沖縄・北海道1,000円）<br>
・ゆうパック、ヤマト運輸、佐川急便<br>
・代引可<br>
・配送の日時指定可<br>
・配送保証あり<br>
<br>
●ロッカー受取（本州500円、沖縄・北海道1,000円）<br> 
・宅配便のみ可<br>
・代引不可<br>",au AQUOS SERIE mini SHV31 手帳型スマホケース 【ステッチタイプ】【1108 あしあとカラフル】(アクオス セリエ ミニ SHV31/SHV31/スマホケース/手帳式)：スマホケースの店　けーたい自慢2,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得Xperia a SO-04EGalaxy A8 SCV32全機種対応AQUOS PHONEiPhone 7AQUOS Compact SH-02HAQUOS CRYSTAL Y2 403SHエクスペリアギャラクシー栃木レザーアクオスフォンiPhone6iPhone6siPhoneSEXPERIA Z5 SO-01H SOV32 401SOXPERIA Z5 compact SO-02HF-06F らくらくスマートフォン3スマホケース 手帳型スマホケース オーダーメイド可愛いau AQUOS SERIE mini SHV31 手帳型スマホケース 【ステッチタイプ】【1108 あしあとカラフル】(アクオス セリエ ミニ SHV31/SHV31/スマホケース/手帳式),アクオス セリエ ミニ SHV31/手帳型/ケース/カバー。au AQUOS SERIE mini SHV31 手帳型スマホケース 【ステッチタイプ】【1108 あしあとカラフル】(アクオス セリエ ミニ SHV31/SHV31/スマホケース/手帳式)[rn]
20-173806,http://tshop.r10s.jp/sea-gull2/cabinet/sov32-dap/sov32-dap00136.jpg?fitin=700:700,1840.0000,,スマートフォン・タブレット > スマートフォンアクセサリー > スマートフォンケース,au Xperia Z5 SOV32 手帳型スマホケース【136 満月と夜桜】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式),,"<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/sov32-dap/sov32-dap00136.jpg"">
<br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/sov32-ana/sov32-ana00136.jpg""><br>
<br /><br /><img src=""http://image.rakuten.co.jp/sea-gull2/cabinet/ac2/dap-rev.jpg"" width=""100%""><br><br>



<font color=""#FF0000"" size=""2"">※この商品は加工にこだわったワンランク上の商品です。</font><br>
<br>
★商品説明<br>
<br>
お洒落なあなたにお勧めしたい、レザーの手帳型スマホケースにデザインを印刷した商品です。 <br>
液晶面まで保護されるので鞄にそのまま入れても液晶に傷が入るのを防いでくれます。<br>
<br>
＜素材＞<br>
手帳部分：汚れに強い合成皮革<br>
ケース部分：ポリカーボネート <br>
<br>
※ケース部分の色は選択できません。<br>
（ブラックorクリアorホワイト） <br>
<br>
※決済確認後、３営業日以内の発送になります。<br><br>
（配送について）<br>
<br> 
●メール便（全国一律194円）<br>
・日本郵便のゆうパケットになります。<br>
・ポスト投函の配送方法です。<br>
・代引不可（メール便で代引をご指定された場合は自動的にコンビニ後払いに変更させて頂きます。決済手数料は200円）<br>
・配送の日時指定不可<br>
・配送中の紛失・破損の保証はありません。<br>
・ロッカー受取不可<br>
<br>
●宅配便（本州500円、沖縄・北海道1,000円）<br>
・ゆうパック、ヤマト運輸、佐川急便<br>
・代引可<br>
・配送の日時指定可<br>
・配送保証あり<br>
<br>
●ロッカー受取（本州500円、沖縄・北海道1,000円）<br> 
・宅配便のみ可<br>
・代引不可<br>",au Xperia Z5 SOV32 手帳型スマホケース【136 満月と夜桜】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式)：スマホケースの店　けーたい自慢2,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得Xperia a SO-04EGalaxy A8 SCV32全機種対応AQUOS PHONEiPhone 7AQUOS Compact SH-02HAQUOS CRYSTAL Y2 403SHエクスペリアギャラクシー栃木レザーアクオスフォンiPhone6iPhone6siPhoneSEXPERIA Z5 SO-01H SOV32 401SOXPERIA Z5 compact SO-02HF-06F らくらくスマートフォン3スマホケース 手帳型スマホケース オーダーメイド可愛いau Xperia Z5 SOV32 手帳型スマホケース【136 満月と夜桜】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式),エクスペリアZ5 SOV32/手帳型/ケース/カバー。au Xperia Z5 SOV32 手帳型スマホケース【136 満月と夜桜】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式)[rn]
20-173807,http://tshop.r10s.jp/sea-gull2/cabinet/shv31-dbp/shv31-dbp01112.jpg?fitin=700:700,2800.0000,,スマートフォン・タブレット > スマートフォンアクセサリー > スマートフォンケース,au AQUOS SERIE mini SHV31 手帳型スマホケース 【ステッチタイプ】【1112 音符とじゃれるネコ2】(アクオス セリエ ミニ SHV31/SHV31/スマホケース/手帳式),,"<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/shv31-dbp/shv31-dbp01112.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp01112.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/shv31-dbp-ana.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp-diary-subimg1.jpg""><br><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp-diary-subimg2.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp-diary-subimg3.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp-diary-subimg4.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp-diary-subimg5.jpg""><br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/dbp/dbp-diary-subimg6.jpg""><br><br>
<img src=""http://image.rakuten.co.jp/sea-gull2/cabinet/ac2/dbp-rev.jpg"" width=""100%""><br><br>
<br>
★商品説明<br>
<br>
・PUレザー手帳型スマホケースにお洒落なデザインを印刷しました。<br>
表面のカバーで液晶画面を傷から守り、バッグの中での誤発信を防止します。<br>
・開閉はマグネット式でとてもスムーズです。<br>
<br>
・内側にカードポケット１コ、ロングポケット１コ、写真入れ１コがついています。<br>
<br>
・ご注文後に機種に合わせてカメラ等の穴を開け、専用のハードケースをお付けしますので機種のお間違えのないようご注文をお願いします。<br>
<br>
・ハードケースは予告なく形状の変更がございます。<br>
<br>
※装着のまま卓上ホルダーの使用はできません。<br>
　純正のUSB充電は使用できますが、マグネット充電は使用できません。<br>
　置くだけ充電は使用可能です。<br>
<br>
＜素材＞<br>
手帳部分：汚れに強い合成皮革<br>
ケース部分：ポリカーボネート<br>
<br>
※ケース部分の色は選択できません。<br>
　（ブラックorクリアorホワイト）<br>
<br>
※決済確認後、３営業日以内の発送になります。<br>
<br><br>
（配送について）<br>
<br> 
●メール便（全国一律194円）<br>
・日本郵便のゆうパケットになります。<br>
・ポスト投函の配送方法です。<br>
・代引不可（メール便で代引をご指定された場合は自動的にコンビニ後払いに変更させて頂きます。決済手数料は200円）<br>
・配送の日時指定不可<br>
・配送中の紛失・破損の保証はありません。<br>
・ロッカー受取不可<br>
<br>
●宅配便（本州500円、沖縄・北海道1,000円）<br>
・ゆうパック、ヤマト運輸、佐川急便<br>
・代引可<br>
・配送の日時指定可<br>
・配送保証あり<br>
<br>
●ロッカー受取（本州500円、沖縄・北海道1,000円）<br> 
・宅配便のみ可<br>
・代引不可<br>",au AQUOS SERIE mini SHV31 手帳型スマホケース 【ステッチタイプ】【1112 音符とじゃれるネコ2】(アクオス セリエ ミニ SHV31/SHV31/スマホケース/手帳式)：スマホケースの店　けーたい自慢2,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得Xperia a SO-04EGalaxy A8 SCV32全機種対応AQUOS PHONEiPhone 7AQUOS Compact SH-02HAQUOS CRYSTAL Y2 403SHエクスペリアギャラクシー栃木レザーアクオスフォンiPhone6iPhone6siPhoneSEXPERIA Z5 SO-01H SOV32 401SOXPERIA Z5 compact SO-02HF-06F らくらくスマートフォン3スマホケース 手帳型スマホケース オーダーメイド可愛いau AQUOS SERIE mini SHV31 手帳型スマホケース 【ステッチタイプ】【1112 音符とじゃれるネコ2】(アクオス セリエ ミニ SHV31/SHV31/スマホケース/手帳式),アクオス セリエ ミニ SHV31/手帳型/ケース/カバー。au AQUOS SERIE mini SHV31 手帳型スマホケース 【ステッチタイプ】【1112 音符とじゃれるネコ2】(アクオス セリエ ミニ SHV31/SHV31/スマホケース/手帳式)[rn]
20-173808,http://tshop.r10s.jp/sea-gull2/cabinet/sov32-dap/sov32-dap01138.jpg?fitin=700:700,1840.0000,,スマートフォン・タブレット > スマートフォンアクセサリー > スマートフォンケース,au Xperia Z5 SOV32 手帳型スマホケース【1138 ゆれるハート】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式),,"<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/sov32-dap/sov32-dap01138.jpg"">
<br><br>
<img width=""100%"" src=""http://image.rakuten.co.jp/sea-gull2/cabinet/sov32-ana/sov32-ana01138.jpg""><br>
<br /><br /><img src=""http://image.rakuten.co.jp/sea-gull2/cabinet/ac2/dap-rev.jpg"" width=""100%""><br><br>



<font color=""#FF0000"" size=""2"">※この商品は加工にこだわったワンランク上の商品です。</font><br>
<br>
★商品説明<br>
<br>
お洒落なあなたにお勧めしたい、レザーの手帳型スマホケースにデザインを印刷した商品です。 <br>
液晶面まで保護されるので鞄にそのまま入れても液晶に傷が入るのを防いでくれます。<br>
<br>
＜素材＞<br>
手帳部分：汚れに強い合成皮革<br>
ケース部分：ポリカーボネート <br>
<br>
※ケース部分の色は選択できません。<br>
（ブラックorクリアorホワイト） <br>
<br>
※決済確認後、３営業日以内の発送になります。<br><br>
（配送について）<br>
<br> 
●メール便（全国一律194円）<br>
・日本郵便のゆうパケットになります。<br>
・ポスト投函の配送方法です。<br>
・代引不可（メール便で代引をご指定された場合は自動的にコンビニ後払いに変更させて頂きます。決済手数料は200円）<br>
・配送の日時指定不可<br>
・配送中の紛失・破損の保証はありません。<br>
・ロッカー受取不可<br>
<br>
●宅配便（本州500円、沖縄・北海道1,000円）<br>
・ゆうパック、ヤマト運輸、佐川急便<br>
・代引可<br>
・配送の日時指定可<br>
・配送保証あり<br>
<br>
●ロッカー受取（本州500円、沖縄・北海道1,000円）<br> 
・宅配便のみ可<br>
・代引不可<br>",au Xperia Z5 SOV32 手帳型スマホケース【1138 ゆれるハート】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式)：スマホケースの店　けーたい自慢2,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得Xperia a SO-04EGalaxy A8 SCV32全機種対応AQUOS PHONEiPhone 7AQUOS Compact SH-02HAQUOS CRYSTAL Y2 403SHエクスペリアギャラクシー栃木レザーアクオスフォンiPhone6iPhone6siPhoneSEXPERIA Z5 SO-01H SOV32 401SOXPERIA Z5 compact SO-02HF-06F らくらくスマートフォン3スマホケース 手帳型スマホケース オーダーメイド可愛いau Xperia Z5 SOV32 手帳型スマホケース【1138 ゆれるハート】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式),エクスペリアZ5 SOV32/手帳型/ケース/カバー。au Xperia Z5 SOV32 手帳型スマホケース【1138 ゆれるハート】(エクスペリアZ5 SOV32/SOV32/スマホケース/手帳式)[rn]
