30-19001,http://tshop.r10s.jp/arde/cabinet/item08/2202037_1.jpg?fitin=700:700,4449.6000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ラクダ スケーリングチゼル（30H×310mm×巾100）（8900N) 10029,,構造用合金鋼で作られた完全鍛造品です。<br>種々の掘削に強力な威力を発揮いたします。<br>硬度は、ＨＲＣ－５８に熱処理をほどこしており、<br>かつショットピーニングをしておりますので耐久力は抜群です。<br>【適応機種】<br>マキタ：8600N<br>日立：PH-85・H-90<br>＊画像は8600N用です。,ラクダ スケーリングチゼル（30H&times;310mm&times;巾100）（8900N) 10029：大工道具・金物の専門通販アルデ,大工道具建築道具三木金物金物の産地三木市鉋常三郎鋸チップソー砥石刃の黒幕ラクダ スケーリングチゼル（30H&times;310mm&times;巾100）（8900N) 10029,ラクダ スケーリングチゼル（30H&times;310mm&times;巾100）（8900N) 10029[rn]
30-19002,http://tshop.r10s.jp/arde/cabinet/item08/2202038_1.jpg?fitin=700:700,4449.6000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ラクダ スケーリングチゼル（30H×310mm×巾100）（8600N) 10028,,構造用合金鋼で作られた完全鍛造品です。<br>種々の掘削に強力な威力を発揮いたします。<br>硬度は、ＨＲＣ－５８に熱処理をほどこしており、<br>かつショットピーニングをしておりますので耐久力は抜群です。<br>【適応機種】<br>マキタ：8600N<br>日立：PH-85・H-90,ラクダ スケーリングチゼル（30H&times;310mm&times;巾100）（8600N) 10028：大工道具・金物の専門通販アルデ,大工道具建築道具三木金物金物の産地三木市鉋常三郎鋸チップソー砥石刃の黒幕ラクダ スケーリングチゼル（30H&times;310mm&times;巾100）（8600N) 10028,ラクダ スケーリングチゼル（30H&times;310mm&times;巾100）（8600N) 10028[rn]
30-19003,http://tshop.r10s.jp/arde/cabinet/item08/2202039_1.jpg?fitin=700:700,3603.2000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,清水製作所 スケーリングチゼル 17H×350mm×巾100 10026,,構造用合金鋼で作られた完全鍛造品です。<br>種々の掘削に強力な威力を発揮いたします。<br>硬度は、HRC-58に熱処理をほどこしており、<br>かつショットピーニングをしておりますので耐久力は抜群です。<br><br>適応機種<br>マキタ：8500N、8500NP、8500NTP、8038N、8700B、HR3511<br>日立：PH-40C、PH-40E、H-41、H-41E、PR-25B、PR-38E<br>リョービ：CH-410、CH-420、ED-250A、ED-350,清水製作所 スケーリングチゼル 17H&times;350mm&times;巾100 10026：大工道具・金物の専門通販アルデ,大工道具建築道具三木金物金物の産地三木市鉋常三郎鋸チップソー砥石刃の黒幕清水製作所 スケーリングチゼル 17H&times;350mm&times;巾100 10026,清水製作所 スケーリングチゼル 17H&times;350mm&times;巾100 10026[rn]
30-19004,http://tshop.r10s.jp/arde/cabinet/item08/2202040_1.jpg?fitin=700:700,1537.6000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ラクダ スケーリングチゼル 17H×320mm×巾75mm 電動ハンマー用 10025,,"構造用合金鋼で作られた完全鍛造品です。<br>種々の掘削に強力な威力を発揮いたします。<br>硬度は、HRC-58に熱処理をほどこしており、かつショットピーニングをしておりますので耐久力は抜群です。<br><br>寸法：17H×320mm×巾75mm<br><br>適応機種<br>マキタ：8500N, 8800N<br>日立：PH-40F, PR-38E<br>リョービ：CH-465, ED-383N",ラクダ スケーリングチゼル 17H&times;320mm&times;巾75mm 電動ハンマー用 10025：大工道具・金物の専門通販アルデ,大工道具建築道具三木金物金物の産地三木市鉋常三郎鋸チップソー砥石刃の黒幕ラクダ スケーリングチゼル 17H&times;320mm&times;巾75mm 電動ハンマー用 10025,ラクダ スケーリングチゼル 17H&times;320mm&times;巾75mm 電動ハンマー用 10025[rn]
30-19005,http://tshop.r10s.jp/arde/cabinet/item06/2202041_1.jpg?fitin=700:700,1244.0000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ラクダ スケーリングチゼル 17×270mm巾35mm 10022,,"適合機種<br><br>マキタ<br>電動ハンマ<br>8500N, 8500NP, 8500NTP, HM0801, HM0810, HM0810T, HM0811, HM0821, HM0830<br>ハンマドリル<br>8038N, 8700B, 8700N, 8800N, HR3511, HR3520, HR3530, HR3811, HR3811P, HR3850, HR4030C<br><br>日立<br>電動ハンマ<br>PH-40C, PH-40E, PH-40F, PH-45, H-41, H-41E, H-41SA, H-41SA2, H-41SA2(S), H-41SX, H-45, H-45SR<br>ハンマドリル<br>PR-25B, PR-38E, PR-50, DH-35, DH-38SA, DH-38SS, DH-38YC, DH-40SA, DH-40SR, DH-42, DH-45SA<br><br>リョービ<br>コンクリートハンマ<br>CH-410, CH-410A, CH-420, CH-420A, CH-425, CH-430, CH-460, CH-461, CH-462, CH-465, CH-465A<br>ハンマドリル<br>ED-250A, ED-350, ED-380, ED-380A, ED-381A, ED-382, ED-382A, ED-382NA, ED-382NPA, ED-383, ED-383N<br><br>ボッシュ<br>電動ハンマ<br>GSH388X<br><br>ヒルティ<br>電動ハンマ<br>TE500-X特長<br>ラクダ電動ハンマー用スケーリングチゼルは構造用合金鋼で作られた完全鍛造品であります。<br>スケーリングチゼルは種々の掘削に強力な威力を発揮いたします。<br>ラクダスケーリングチゼルの硬度は、HRC-58に熱処理をほどこしており、かつショットピーニングをしておりますので耐久力は抜群です。",ラクダ スケーリングチゼル 17&times;270mm巾35mm 10022：大工道具・金物の専門通販アルデ,大工道具建築道具三木金物金物の産地三木市鉋常三郎鋸チップソー砥石刃の黒幕ラクダ スケーリングチゼル 17&times;270mm巾35mm 10022,ラクダ スケーリングチゼル 17&times;270mm巾35mm 10022[rn]
30-19006,http://tshop.r10s.jp/arde/cabinet/item05/2202042_1.jpg?fitin=700:700,10436.8000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,清水製作所 電動ハンマー用 スクレッパワイド17×600mm（刃巾150） 10040,,Pタイル、クッションフロアの張替え、防水アスファルトのハガシ作業に便利です。<br>また、牛舎、鶏舎の清掃、工場の床掃除などにも喜ばれています。<br>2mm厚の替刃式により、作業効率がよく、経済的。<br>【サイズ】<br>17×600ｍｍ(替え刃装着時の全長740ｍｍ）<br>【適応機種】<br>マキタ電動ハンマー（8500N、NP、NTP）（HM0801、0810、0811他）<br>マキタハンマードリル（8038N、8700B、8700N、8800N）（HR3511、3520、3811)<br>日立電動ハンマー（PH-40C、40E、40F、45）（H-41、41E、41SA、45）<br>日立ハンマードリル（PR-25B、38E、50）（DH-35、38SA、38YC他）<br>リョービコンクリートハンマー（CH-410、410A、420、425、430）<br>リョービハンマードリル（ED-250A、350、380、381A、382）,清水製作所 電動ハンマー用 スクレッパワイド17&times;600mm（刃巾150） 10040：大工道具・金物の専門通販アルデ,大工道具建築道具三木金物金物の産地三木市鉋常三郎鋸チップソー砥石刃の黒幕清水製作所 電動ハンマー用 スクレッパワイド17&times;600mm（刃巾150） 10040,清水製作所 電動ハンマー用 スクレッパワイド17&times;600mm（刃巾150） 10040[rn]
30-19007,http://tshop.r10s.jp/arde/cabinet/item05/2202043_1.jpg?fitin=700:700,9979.2000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,清水製作所 電動ハンマー用 スクレッパワイド17×380mm（刃巾150） 10039,,Pタイル、クッションフロアの張替え、防水アスファルトのハガシ作業に便利です。<br>また、牛舎、鶏舎の清掃、工場の床掃除などにも喜ばれています。<br>2mm厚の替刃式により、作業効率がよく、経済的。<br>【サイズ】<br>17×380ｍｍ(替え刃装着時の全長520ｍｍ）<br>【適応機種】<br>マキタ電動ハンマー（8500N、NP、NTP）（HM0801、0810、0811他）<br>マキタハンマードリル（8038N、8700B、8700N、8800N）（HR3511、3520、3811)<br>日立電動ハンマー（PH-40C、40E、40F、45）（H-41、41E、41SA、45）<br>日立ハンマードリル（PR-25B、38E、50）（DH-35、38SA、38YC他）<br>リョービコンクリートハンマー（CH-410、410A、420、425、430）<br>リョービハンマードリル（ED-250A、350、380、381A、382）,清水製作所 電動ハンマー用 スクレッパワイド17&times;380mm（刃巾150） 10039：大工道具・金物の専門通販アルデ,大工道具建築道具三木金物金物の産地三木市鉋常三郎鋸チップソー砥石刃の黒幕清水製作所 電動ハンマー用 スクレッパワイド17&times;380mm（刃巾150） 10039,清水製作所 電動ハンマー用 スクレッパワイド17&times;380mm（刃巾150） 10039[rn]
30-19008,http://tshop.r10s.jp/arde/cabinet/item05/2202044_1.jpg?fitin=700:700,2592.0000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,清水製作所 電動ハンマー用 スクレッパワイド専用替刃150mm巾,,替え刃：巾150ｍｍ×長さ240ｍｍ×厚み2ｍｍ,清水製作所 電動ハンマー用 スクレッパワイド専用替刃150mm巾：大工道具・金物の専門通販アルデ,大工道具建築道具三木金物金物の産地三木市鉋常三郎鋸チップソー砥石刃の黒幕清水製作所 電動ハンマー用 スクレッパワイド専用替刃150mm巾,清水製作所 電動ハンマー用 スクレッパワイド専用替刃150mm巾[rn]
30-19009,http://tshop.r10s.jp/arde/cabinet/item05/2202045_1.jpg?fitin=700:700,1304.8000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ラクダ 電動ハンマー用スクレッパN型 専用替刃 90mm巾,,スクレッパN型用の替刃です。<br>巾90×長さ300×厚み2mm,ラクダ 電動ハンマー用スクレッパN型 専用替刃 90mm巾：大工道具・金物の専門通販アルデ,大工道具建築道具三木金物金物の産地三木市鉋常三郎鋸チップソー砥石刃の黒幕ラクダ 電動ハンマー用スクレッパN型 専用替刃 90mm巾,ラクダ 電動ハンマー用スクレッパN型 専用替刃 90mm巾[rn]
30-19010,http://tshop.r10s.jp/arde/cabinet/item06/2202048_1.jpg?fitin=700:700,1330.4000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ラクダ 片刃ケレンチゼル17mm×240mm(刃巾40mm,,"刃先は片刃でハガシ、ケレン作業に威力を発揮します。<br>40mm巾は刃厚を薄く仕上げ、軸が短く打撃力が強いので作業効率が良い。<br>50mm巾は裏スキタイプで刃厚を薄く仕上げてあります。<br />
<br />
【適応機種】<br />
マキタ電動ハンマー（8500N、NP、NTP）（HM0801、0810、0811他）<br />
マキタハンマードリル（8038N、8700B、8700N、8800N）（HR3511、3520、3811)<br />
日立電動ハンマー（PH-40C、40E、40F、45）（H-41、41E、41SA、45）<br />
日立ハンマードリル（PR-25B、38E、50）（DH-35、38SA、38YC他）<br />
リョービコンクリートハンマー（CH-410、410A、420、425、430）<br />
リョービハンマードリル（ED-250A、350、380、381A、382）",ラクダ 片刃ケレンチゼル17mm&times;240mm(刃巾40mm：大工道具・金物の専門通販アルデ,大工道具建築道具三木金物金物の産地三木市鉋常三郎鋸チップソー砥石刃の黒幕ラクダ 片刃ケレンチゼル17mm&times;240mm(刃巾40mm,ラクダ 片刃ケレンチゼル17mm&times;240mm(刃巾40mm[rn]
30-19011,http://tshop.r10s.jp/arde/cabinet/item05/2202050_1.jpg?fitin=700:700,4838.4000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,清水製作所 電動ハンマー用スコップ 17mm×400mm,,穴掘、溝堀、掘り起しに便利です。<br>手持ちの電動工具の適応機種をお選び下さい。<br><br>適応機種<br>マキタ電動ハンマー(8500N、NP、NTP)(HM0801、0810、0811他)<br>マキタハンマードリル(8038N、8700B、8700N、8800N)(HR3511、3520、3811)<br>日立電動ハンマー(PH-40C、40E、40F、45)(H-41、41E、41SA、45)<br>日立ハンマードリル(PR-25B、38E、50)(DH-35、38SA、38YC他)<br>リョービコンクリートハンマー(CH-410、410A、420、425、430)<br>リョービハンマードリル(ED-250A、350、380、381A、382),清水製作所 電動ハンマー用スコップ 17mm&times;400mm：大工道具・金物の専門通販アルデ,大工道具建築道具三木金物金物の産地三木市鉋常三郎鋸チップソー砥石刃の黒幕清水製作所 電動ハンマー用スコップ 17mm&times;400mm,清水製作所 電動ハンマー用スコップ 17mm&times;400mm[rn]
