30-79311,http://tshop.r10s.jp/interiortool/cabinet/362-222.jpg?fitin=700:700,3611.2000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > 手動切断工具 > のこぎり,丸包丁　相惣　362-224,表具用丸包丁,"お取り寄せ商品<br>
おまとめ梱包対応品特長<br>
　白鋼を使用しています。<br>
　織物素材なども丸包丁で裁断すれば、ホツレがでにくくきれいに仕上がります。<br>
　片刃になっています。<br>
<br>
※手作りのため、多少寸法や形状に差異のある場合があります。あらかじめご了承ください。<br>
<br>
刃渡り：約80mm(刃丈約55mm)<br>
全長：約190～200mm",丸包丁　相惣　362-224：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊丸包丁　相惣　362-224,表具用丸包丁。丸包丁　相惣　362-224[rn]
30-79312,http://tshop.r10s.jp/lamd/cabinet/03082894/img63155200.jpg?fitin=700:700,482.4000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > 手動切断工具 > カッター,アークランドサカモト GREAT TOOLミニパイプカッター ［GTPC-0316］,,"<FONT size=""2"">
狭い場所で威力を発揮。<br>
各種パイプ（銅管、アルミ管、真鍮管、硬質塩ビ管）の切断に便利。<br><br>
■用途：パイプ外径３～１６ｍｍ（１／８～５／８インチ）の銅管、アルミ管、真鍮管、硬質塩ビ管等の切断<br>
■切断能力：３～１６ｍｍ<br>
<br>
パッケージサイズ（mm) 縦×横×高さ：150×85×20<br>
パッケージ重量(g)：116<br>
生産国：台湾

<br>
販売元：アークランドサカモト
<br>
</FONT><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",アークランドサカモト GREAT TOOLミニパイプカッター ［GTPC-0316］：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品アークランドサカモト GREAT TOOLミニパイプカッター ［GTPC-0316］,アークランドサカモト GREAT TOOLミニパイプカッター ［GTPC-0316］[rn]
30-79313,http://tshop.r10s.jp/lamd/cabinet/03191978/img60773205.jpg?fitin=700:700,872.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > 手動切断工具 > カッター,MCC　チューブカッタ替刃　ＴＣＥ32,,"<TABLE border=""2"" style=""border-collapse: collapse"" width=""600"" id=""table1"" height=""200"" bordercolor=""#000000"">
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">商品名</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">MCC　チューブカッタ替刃　ＴＣＥ32</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">特　徴</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">
-
</FONT></TD>
 </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">仕　様</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">
ＴＣ－２８、ＴＣ－３２、ＴＣ－４２専用
</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><FONT size=""-1""><B>サイズ（約）mm</B></FONT></TD>
    <TD width=""465""><FONT size=""-1"">
-</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">重量（約）g</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">
-</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">内容量</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">-</FONT></TD>
  </tr>

<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">成分表記</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">-</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><FONT size=""-1""><B>材　質</B></FONT></TD>
    <TD width=""465""><FONT size=""-1"">
-</FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><FONT size=""-1""><B>生産国</B></FONT></TD>
    <TD width=""465""><FONT size=""-1"">-
</FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" height=""3"" width=""123""><FONT size=""-1""><B>メーカー</B></FONT></TD>
    <TD height=""3"" width=""465""><FONT size=""-1"">ＭＣＣ
</FONT></TD>
  </tr>
</TABLE><P><FONT size=""2"">※品質向上のため予告無く仕様を変更する場合がございます。<BR>
※商品画像の色合いは、画像処理上　若干異なる場合がございます。予めご了承下さい。 <BR>
※パッケージリニューアル等につき、商品画像が異なる場合がございます。予めご了承下さい。 </FONT></P><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",MCC　チューブカッタ替刃　ＴＣＥ32：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品MCC　チューブカッタ替刃　ＴＣＥ32,MCC　チューブカッタ替刃　ＴＣＥ32[rn]
30-79314,http://tshop.r10s.jp/lamd/cabinet/03191978/img60772951.jpg?fitin=700:700,10285.6000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > 手動切断工具 > カッター,MCC　ケーブルカッタ[CC-0302] 760mm,,"<TABLE border=""2"" style=""border-collapse: collapse"" width=""600"" id=""table1"" height=""200"" bordercolor=""#000000"">
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">商品名</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">MCC　ケーブルカッタ CC-0302　760mm</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">特　徴</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">
■刃は切断対象（ケーブル）に合わせた独自の形状、きれいな切り口で<br>　後工程の処理がラクラク。<br>
■一般電気工事、送電線工事、通信などにおける各種ケーブルの切断に<br>
　お使いください。

</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">仕　様</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">
切断可能最大径:30mm
</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><FONT size=""-1""><B>サイズ（約）mm</B></FONT></TD>
    <TD width=""465""><FONT size=""-1"">全長：760mm
</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">重量（約）g</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">4100g</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">内容量</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">-</FONT></TD>
  </tr>

<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">成分表記</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">-</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><FONT size=""-1""><B>材　質</B></FONT></TD>
    <TD width=""465""><FONT size=""-1"">
-</FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><FONT size=""-1""><B>生産国</B></FONT></TD>
    <TD width=""465""><FONT size=""-1"">-
</FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" height=""3"" width=""123""><FONT size=""-1""><B>メーカー</B></FONT></TD>
    <TD height=""3"" width=""465""><FONT size=""-1"">ＭＣＣ
</FONT></TD>
  </tr>
</TABLE><P><FONT size=""2"">※品質向上のため予告無く仕様を変更する場合がございます。<BR>
※商品画像の色合いは、画像処理上　若干異なる場合がございます。予めご了承下さい。 <BR>
※パッケージリニューアル等につき、商品画像が異なる場合がございます。予めご了承下さい。 </FONT></P><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",MCC　ケーブルカッタ[CC-0302] 760mm：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品MCC　ケーブルカッタ[CC-0302] 760mm,MCC　ケーブルカッタ[CC-0302] 760mm[rn]
30-79315,http://tshop.r10s.jp/lamd/cabinet/03152752/img60894285.gif?fitin=700:700,324.8000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > 手動切断工具 > カッター,OLFA　[オルファ]  カッター替刃[SB50K]  小/50枚入,,"<TABLE border=""2"" style=""border-collapse: collapse"" width=""600"" id=""table1"" height=""200"" bordercolor=""#000000"">
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>商品名</B></TD>
    <TD width=""465"">OLFA　[オルファ] カッター替刃[SB50K] 小/50枚入</tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>特　徴</B></TD>
    <TD width=""465"">・小型カッター用替刃。プラケース包装の５０枚入り。 <BR>
    ・プラケース包装の10枚入り。</TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>仕　様</B></TD>
    <TD width=""465"">小、刃厚：０．３８mm</TD>
</tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>サイズ（約）mm</B></TD>
    <TD width=""465"">-</TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>重量（約）g</B></TD>
    <TD width=""465"">-</TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>内容量</B></TD>
    <TD width=""465"">-</TD> </tr>

<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>成分表記</B></TD>
    <TD width=""465"">-</TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>材　質</B></TD>
    <TD width=""465"">合金工具鋼</TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>生産国</B></TD>
    <TD width=""465"">日本
</TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" height=""3"" width=""123""><B>メーカー</B></TD>
    <TD height=""3"" width=""465"">オルファ株式会社
</TD>
  </tr>
</TABLE><P><FONT size=""2"">※品質向上のため予告無く仕様を変更する場合がございます。<BR>※商品画像の色合いは、画像処理上　若干異なる場合がございます。予めご了承下さい。 <BR>
※パッケージリニューアル等につき、商品画像が異なる場合がございます。予めご了承下さい。 </FONT></P><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",OLFA　[オルファ]  カッター替刃[SB50K]  小/50枚入：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品OLFA　[オルファ]  カッター替刃[SB50K]  小/50枚入,OLFA　[オルファ]  カッター替刃[SB50K]  小/50枚入[rn]
30-79316,http://tshop.r10s.jp/lamd/cabinet/03152752/img60894087.gif?fitin=700:700,292.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > 手動切断工具 > カッター,OLFA　[オルファ]  リミテッドCK  [LTD-06],,"<TABLE border=""2"" style=""border-collapse: collapse"" width=""600"" id=""table1"" height=""200"" bordercolor=""#000000"">
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>商品名</B></TD>
    <TD width=""465"">OLFA　[オルファ]  リミテッドCK  [LTD-06]</tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>特　徴</B></TD>
    <TD width=""465"">・切るために美しく、上質のグレードアップカッター。 <BR>
    ・リミテッドの名にふさわしい、洗練されたデザインとフォルム。すべてにおいて使う人を満たす、ひとクラス上のカッターです。 <BR>
    ・削りにカットにタフな切れ味の多用途ナイフです。 <BR>
    ・ハンドワークからアウトドアまで広く使えます。 <BR>
    ・替刃式：刃を交換できる経済的なカッターです。 <BR>
    ・ネジロック式：刃先までしっかり固定できるネジロック式。</TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>仕　様</B></TD>
    <TD width=""465"">
・適合替刃：クラフトナイフＬ型替刃（ＸＢ３４）
・替刃式
・ネジロック式
</TD>
</tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>サイズ（約）mm</B></TD>
    <TD width=""465"">-</TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>重量（約）g</B></TD>
    <TD width=""465"">-</TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>内容量</B></TD>
    <TD width=""465"">-</TD> </tr>

<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>成分表記</B></TD>
    <TD width=""465"">-</TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>材　質</B></TD>
    <TD width=""465"">-</TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>生産国</B></TD>
    <TD width=""465"">日本
</TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" height=""3"" width=""123""><B>メーカー</B></TD>
    <TD height=""3"" width=""465"">オルファ株式会社
</TD>
  </tr>
</TABLE><P><FONT size=""2"">※品質向上のため予告無く仕様を変更する場合がございます。<BR>※商品画像の色合いは、画像処理上　若干異なる場合がございます。予めご了承下さい。 <BR>
※パッケージリニューアル等につき、商品画像が異なる場合がございます。予めご了承下さい。 </FONT></P><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",OLFA　[オルファ]  リミテッドCK  [LTD-06]：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品OLFA　[オルファ]  リミテッドCK  [LTD-06],OLFA　[オルファ]  リミテッドCK  [LTD-06][rn]
30-79317,http://tshop.r10s.jp/lamd/cabinet/03152752/img60894227.gif?fitin=700:700,308.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > 手動切断工具 > カッター,OLFA　[オルファ]  はさみ[169B]  Gカットはさみ,,"<TABLE border=""2"" style=""border-collapse: collapse"" width=""600"" id=""table1"" height=""200"" bordercolor=""#000000"">
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>商品名</B></TD>
    <TD width=""465"">OLFA　[オルファ]  はさみ[169B]  Gカットはさみ</tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>特　徴</B></TD>
    <TD width=""465"">・ステンレス刃の業務用はさみです。 <BR>
    ・刃はフィルムやビニールも滑らず簡単にカットできるギザ加工仕上げです。 <BR>
    ・ビニール・フィルム・皮・ゴム・ＰＰバンドなども滑らずに切ることができます。</TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>仕　様</B></TD>
    <TD width=""465"">ステンレス刃（刃：ギザ加工仕上げ）</TD>
</tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>サイズ（約）mm</B></TD>
    <TD width=""465"">-</TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>重量（約）g</B></TD>
    <TD width=""465"">-</TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>内容量</B></TD>
    <TD width=""465"">-</TD> </tr>

<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>成分表記</B></TD>
    <TD width=""465"">-</TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>材　質</B></TD>
    <TD width=""465"">-</TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B>生産国</B></TD>
    <TD width=""465"">日本
</TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" height=""3"" width=""123""><B>メーカー</B></TD>
    <TD height=""3"" width=""465"">オルファ株式会社
</TD>
  </tr>
</TABLE><P><FONT size=""2"">※品質向上のため予告無く仕様を変更する場合がございます。<BR>※商品画像の色合いは、画像処理上　若干異なる場合がございます。予めご了承下さい。 <BR>
※パッケージリニューアル等につき、商品画像が異なる場合がございます。予めご了承下さい。 </FONT></P><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",OLFA　[オルファ]  はさみ[169B]  Gカットはさみ：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品OLFA　[オルファ]  はさみ[169B]  Gカットはさみ,OLFA　[オルファ]  はさみ[169B]  Gカットはさみ[rn]
30-79318,http://tshop.r10s.jp/lamd/cabinet/03152752/img60829272.jpg?fitin=700:700,328.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > 手動切断工具 > カッター,NT エヌティー　ステンレスナイフ　VM－600GP,,"<TABLE border=""2"" style=""border-collapse: collapse"" width=""600"" id=""table1"" height=""200"" bordercolor=""#000000"">
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">商品名</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">エヌティー　ステンレスナイフ　ＶＭ-６００ＧＰ</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">特　徴</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">
用途：木工・園芸・フィッシング等
</FONT></TD>
 </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">仕　様</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"" color=""#ff0000"">＊</FONT><FONT size=""-1"" color=""#000000"">刃：ＢＶＭ－２１Ｐ １枚<br>
      ■刃厚：１．２ｍｍ<br>
      ■形式：替刃<br>
      ■替刃：ＢＶＭ－２１Ｐ、ＢＶＭー５１Ｐ
 </FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><FONT size=""-1""><B>サイズ（約）mm</B></FONT></TD>
    <TD width=""465""><FONT size=""-1"">縦124×横36×高さ13
</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">重量（約）ｇ</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">
57
</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">内容量</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">-
</FONT></TD>
  </tr>

<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">成分表記</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">-</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><FONT size=""-1""><B>材　質</B></FONT></TD>
    <TD width=""465""><FONT size=""-1"">
-
</FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><FONT size=""-1""><B>生産国</B></FONT></TD>
    <TD width=""465""><FONT size=""-1"">日本</FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" height=""3"" width=""123""><FONT size=""-1""><B>メーカー</B></FONT></TD>
    <TD height=""3"" width=""465""><FONT size=""-1"">エヌティー

</FONT></TD>
  </tr>
</TABLE><P><FONT size=""2"">※品質向上のため予告無く仕様を変更する場合がございます。<BR>
※商品画像の色合いは、画像処理上　若干異なる場合がございます。予めご了承下さい。 <BR>
※パッケージリニューアル等につき、商品画像が異なる場合がございます。予めご了承下さい。 </FONT></P><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",NT エヌティー　ステンレスナイフ　VM&minus;600GP：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品NT エヌティー　ステンレスナイフ　VM&minus;600GP,NT エヌティー　ステンレスナイフ　VM&minus;600GP[rn]
30-79319,http://tshop.r10s.jp/lamd/cabinet/00572191/img63191939.jpg?fitin=700:700,1050.4000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > 手動切断工具 > カッター,NTカッター エヌティー　革タチ　KT-2000GP　[BK],,"<TABLE border=""2"" style=""border-collapse: collapse"" width=""600"" id=""table1"" height=""200"" bordercolor=""#000000"">
<tr>
   <TD bgcolor=""#CCCCCC"" width=""123""><FONT size=""-1""><B>特長</B></FONT></TD>
    <TD width=""465""><FONT size=""-1"">軽くて丈夫なアルミダイキャスト製ボディに握りやすいゴムグリップを採用。 <BR>
    切りやすさを追求した新感覚の革たちナイフ。 <BR>
    皮革の裁断、皮のすきに適しています。 <BR>
    曲線の切り回しがしやすい斜刃と切り落としに便利な直刃つき。 </FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">仕　様</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"" color=""#000000"">・用途：皮革の裁断・革のすき等 <BR>
    ・使用可能替刃：BKT-300P,BKT-350P <BR>
    ・刃入り数：BKT-300、BKT-350各1枚 <BR>
    ・包装形態：ブリスター <BR>
    ・カラー：黒 </FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><FONT size=""-1""><B>サイズ（約）mm</B></FONT></TD>
    <TD width=""465""><FONT size=""-1"">-</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">重量（約）ｇ</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">-</FONT></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><B><FONT size=""-1"">内容量</FONT></B></TD>
    <TD width=""465""><FONT size=""-1"">-
</FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><FONT size=""-1""><B>材　質</B></FONT></TD>
    <TD width=""465""><FONT size=""-1"">-</FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""123""><FONT size=""-1""><B>生産国</B></FONT></TD>
    <TD width=""465""><FONT size=""-1"">日本
</FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" height=""3"" width=""123""><FONT size=""-1""><B>販売元</B></FONT></TD>
    <TD height=""3"" width=""465""><FONT size=""-1"">エヌティー株式会社

</FONT></TD>
  </tr>
</TABLE><P><FONT size=""2"">※品質向上のため予告無く仕様を変更する場合がございます。<BR>
※商品画像の色合いは、画像処理上　若干異なる場合がございます。予めご了承下さい。 <BR>
※パッケージリニューアル等につき、商品画像が異なる場合がございます。予めご了承下さい。 </FONT></P><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",NTカッター エヌティー　革タチ　KT-2000GP　[BK]：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品NTカッター エヌティー　革タチ　KT-2000GP　[BK],NTカッター エヌティー　革タチ　KT-2000GP　[BK][rn]
