29-97101,http://tshop.r10s.jp/monju/cabinet/hozan-2011/b-600-5.jpg?fitin=700:700,2758.4000,,花・ガーデン・DIY > DIY・工具 > 工具収納 > 工具箱,HOZANツールケース　B-600用工具差しB-600-5,,"<center>
<table border=""0"">
  <tr>
    <td align=""left""><font SIZE=""-1"">PVCフリー工具差し</font></td>
  </tr><tr>
    <td><font size=""-1"">外形寸法：425(W)×300(H)mm</font></td>
  </tr><tr>
    <td align=""left""><font SIZE=""-1"">重量：250g</font></td>
  </tr>
</table>
</center><br>",HOZANツールケース　B-600用工具差しB-600-5：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアHOZANツールケース　B-600用工具差しB-600-5,HOZANツールケース　B-600用工具差しB-600-5[rn]
29-97102,http://tshop.r10s.jp/monju/cabinet/sankyou/imgrc0068941569.jpg?fitin=700:700,791.2000,,花・ガーデン・DIY > DIY・工具 > 工具収納 > 工具箱,DBLTACT　ワークトートバッグ,,"●現場作業だけでなく普段使いにも使えるシンプルなデザイン<BR>
●表面と裏面はシンメトリー構造<br>
●６か所のポケット付きで大収納<BR>
●バック底面は足付き<br>
●サイズ：H350mm×W310mm×D190mm<br>
●質量：475g<br>",DBLTACT　ワークトートバッグ：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアDBLTACT　ワークトートバッグ,DBLTACT　ワークトートバッグ[rn]
29-97103,http://tshop.r10s.jp/monju/cabinet/hozan-2011/b-505-01.jpg?fitin=700:700,49792.0000,,花・ガーデン・DIY > DIY・工具 > 工具収納 > 工具箱,HOZANコンテナB-505,,"<center>
<table border=""0"">
  <tr>
    <td align=""center""><b>壊れやすい物や精密機器の搬送に</b></td>
  </tr><tr>
    <td align=""center"">　</td>
  </tr><tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/monju/cabinet/hozan-2011/b-505-04.jpg""></td>
  </tr><tr>
    <td align=""center"">　</td>
  </tr><tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/monju/cabinet/hozan-2011/b-505-03.jpg""></td>
  </tr><tr>
    <td>　　</td>
  </tr><tr>
    <td align=""center"">【製品仕様】</td>
  </tr><tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/monju/cabinet/hozan-2011/b-505-02.jpg""></td>
  </tr><tr>
    <td align=""center"">
    <table border=""1"">
      <tr>
        <td align=""center""><b><font size=""-1"">重量</font></b></td>
        <td align=""center"">4.9kg</td>
      </tr><tr>
        <td align=""center""><b><font size=""-1"">材質</font></b></td>
        <td align=""center"">ポリエチレン</td>
      </tr><tr>
        <td align=""center""><b><font size=""-1"">容量</font></b></td>
        <td align=""center"">43L</td>
      </tr><tr>
        <td align=""center""><b><font size=""-1"">耐荷重</font></b></td>
        <td align=""center"">15kg</td>
      </tr><tr>
        <td align=""center""><font SIZE=""-1""><b>付属品</b></font></td>
        <td align=""center""><font SIZE=""-1"">緩衝ウレタン×6<br>
        ショルダーベルト</font></td>
      </tr>
    </table>
    </td>
  </tr>
</table>
</center><br>",HOZANコンテナB-505：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアHOZANコンテナB-505,HOZANコンテナB-505[rn]
29-97104,http://tshop.r10s.jp/monju/cabinet/sankyou/imgrc0068562537.jpg?fitin=700:700,2292.0000,,花・ガーデン・DIY > DIY・工具 > 工具収納 > 工具箱,DBLTACT　オープンキャリーバッグ　イエロー,,"●機能性抜群な収納ポケット<BR>
・ツールに最適なポケットとホルダーが大小26ヶ所<BR>
●長尺物など収納<br>
・長尺ホルダーはテープフッカーとしても使え、使い方色々<BR>
●水弾きの良い撥水加工生地を使用<br>
・撥水加工をしていますのでバッグが長持ちします<br>
●サイドに便利なコンベックスホルダー付き<BR>
・使用頻度の高いコンベックスが収納出来ます<br>
●肩掛けショルダー付き<br>
・持ち運びに便利なショルダーベルトは長さ調整機能付き、ウレタンパッドで負荷軽減<br>
<BR>
★仕様★<br>
・サイズ：高さ250mm×幅420mm×奥205mm<br>
・重量：1325g<br>",DBLTACT　オープンキャリーバッグ　イエロー：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアDBLTACT　オープンキャリーバッグ　イエロー,DBLTACT　オープンキャリーバッグ　イエロー[rn]
29-97105,http://tshop.r10s.jp/monju/cabinet/sankyou/imgrc0068568423.jpg?fitin=700:700,930.4000,,花・ガーデン・DIY > DIY・工具 > 工具収納 > 工具箱,DBLTACT　トレジャーボックス　ブラック　Mサイズ,,"大きく開くので出し入れがしやすい！<BR>
ワーカー使いだけでなくアウトドアや普段使いにも使えるデザインです<BR>
ボックス自立型軽量布製<Br>
ファスナーが下まで降りるのが使い易さの特長<BR>
<BR>
★仕様★<BR>
・サイズ：高さ133mm×幅360mm×奥行180mm<br>
・重量：230g<br>",DBLTACT　トレジャーボックス　ブラック　Mサイズ：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアDBLTACT　トレジャーボックス　ブラック　Mサイズ,DBLTACT　トレジャーボックス　ブラック　Mサイズ[rn]
29-97106,http://tshop.r10s.jp/monju/cabinet/sankyou/imgrc0067801736.jpg?fitin=700:700,20000.0000,,花・ガーデン・DIY > DIY・工具 > 工具収納 > 工具箱,Trad Tool Box　合体式ツールチェスト　5段　引き出し45個タイプ,,"５段式の本格ツールチェスト！<BR>
用途に応じて４つに分割可能で単品でも持ち運びが可能です！<BR>
<BR>
●強化プラスチック・スチールボディで強度とデザイン性を兼ね備えました<BR>
●各ボックスと接合金具のコンビネーションで、がっしりした作りです<BR>
●電動工具から小物類まで幅広く収納できます<BR>
●キャスター付きで持ち運びが便利です<br>
●分割後の単品ボックスには全てハンドルが付いてます<BR>
<br>
★仕様★<BR>
・合体時サイズ：H890×W510×D300mm<br>
・合体時重量：18.7kg<br>
・材質：強化ＰＰ・スチール<br>
（ツールチェストＡ）<br>
　・サイズ：H225×W495×D254mm
　・重量：2.84kg<br>
（ツールチェストＢ）<br>
　・サイズ：H180×W495×D254mm<br>
　・引き出しサイズ：H65×W390×D215mm（２個）<br>
　・重量：5.49kg<br>
（ツールチェストＣ）<br>
　・サイズ：H180×W495×D254mm<br>
　・引き出しサイズ：H135×W390×D215mm<br>
　・重量：4.4kg<br>
（ツールチェスト）<BR>
　・サイズ：H440(BOXのみ305)×W520×D320mm<BR>
　・引き出しサイズ：H275×W400×D215mm<BR>
　・重量：5.97kg<br>",Trad Tool Box　合体式ツールチェスト　5段　引き出し45個タイプ：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアTrad Tool Box　合体式ツールチェスト　5段　引き出し45個タイプ,Trad Tool Box　合体式ツールチェスト　5段　引き出し45個タイプ[rn]
29-97107,http://tshop.r10s.jp/monju/cabinet/tone_01/c50b-00.jpg?fitin=700:700,26240.0000,,花・ガーデン・DIY > DIY・工具 > 工具収納 > 工具箱,トネ(TONE)シャッター付きサービスボード　ハーフタイプ　C50B,,"<center>
<table border=""0"">
  <tr>
    <td align=""left"" colspan=""3""><font size=""-1"">狭いスペースでも設置でき、高い収納力を発揮するハーフサイズのシャッター付サービスボード</font></td>
  </tr><tr>
    <td align=""left"" colspan=""3""><font size=""-1"">壁掛け、床置き、縦置き、横置きのいずれにも対応します</font></td>
  </tr><tr>
    <td align=""left"" colspan=""3""><font SIZE=""-1"">付属の収納用フックで工具を自由にレイアウトできます</font></td>
  </tr><tr>
    <td align=""left"" colspan=""3"">　</td>
  </tr><tr>
    <td align=""center"" colspan=""3""><img src=""http://image.rakuten.co.jp/monju/cabinet/tone_01/c50b-02.jpg"">　<img src=""http://image.rakuten.co.jp/monju/cabinet/tone_01/c50b-03.jpg""></td>
  </tr><tr>
    <td align=""left"" colspan=""3"">　　</td>
  </tr><tr>
    <td align=""left"" colspan=""3""><font SIZE=""-1"">質量：16.7kg</font></td>
  </tr><tr>
    <td align=""left"" colspan=""3""><font SIZE=""-1"">付属品</font></td>
  </tr><tr>
    <td align=""left"" colspan=""3"">
    <table border=""1"">
      <tr>
        <td align=""left""><font SIZE=""-1"">L形フック(ショート)ｘ5</font></td>
      </tr><tr>
        <td align=""left""><font SIZE=""-1"">L形フックｘ20</font></td>
      </tr><tr>
        <td align=""left""><font SIZE=""-1"">輪形フックｘ3</font></td>
      </tr><tr>
        <td align=""left""><font SIZE=""-1"">角形フックｘ4</font></td>
      </tr><tr>
        <td align=""left""><font SIZE=""-1"">ドライバーフックｘ5</font></td>
      </tr><tr>
        <td align=""left""><font SIZE=""-1"">壁掛け用フックｘ2</font></td>
      </tr><tr>
        <td align=""left""><font SIZE=""-1"">スタンドｘ2</font></td>
      </tr><tr>
        <td align=""left""><font SIZE=""-1"">スタンド・壁掛用フック取付ボルト(M8ｘ12)ｘ4</font></td>
      </tr><tr>
        <td align=""left""><font SIZE=""-1"">鍵ｘ2</font></td>
      </tr><tr>
        <td align=""left""><font SIZE=""-1"">取扱説明書</font></td>
      </tr>
    </table>
    </td>
  </tr><tr>
    <td align=""left"" colspan=""3"">
    <hr>
    </td>
  </tr><tr>
    <td align=""center"" colspan=""3"">【オプション】</td>
  </tr><tr>
    <td align=""center""><font SIZE=""-1"">輪形フックセット(3個組)</font></td>
    <td align=""center""><font SIZE=""-1"">角形フックセット(3個組)</font></td>
    <td align=""center""><font SIZE=""-1"">L形フック(ショート)セット(3個組)</font></td>
  </tr><tr>
    <td align=""center""><font SIZE=""-1"">L形フックセット(3個組)</font></td>
    <td align=""center""><font SIZE=""-1"">ドライバーフック</font></td>
    <td align=""center""><font SIZE=""-1"">シャッター付サービスボード(ハーフタイプ)</font></td>
  </tr>
</table>
</center><br>",トネ(TONE)シャッター付きサービスボード　ハーフタイプ　C50B：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアトネ(TONE)シャッター付きサービスボード　ハーフタイプ　C50B,トネ(TONE)シャッター付きサービスボード　ハーフタイプ　C50B[rn]
29-97108,http://tshop.r10s.jp/monju/cabinet/tone_01/pbh-d.jpg?fitin=700:700,371.2000,,花・ガーデン・DIY > DIY・工具 > 工具収納 > 工具箱,トネ(TONE)C50B　サービスボード用オプション　ドライバーフック,,"<center>
<table border=""0"">
  <tr>
    <td align=""center"" colspan=""3"">C50B用</td>
  </tr><tr>
    <td align=""center"" colspan=""3"">　</td>
  </tr><tr>
    <td align=""center""><font SIZE=""-1"">輪形フックセット(3個組)</font></td>
    <td align=""center""><font SIZE=""-1"">角形フックセット(3個組)</font></td>
    <td align=""center""><font SIZE=""-1"">L形フック(ショート)セット(3個組)</font></td>
  </tr><tr>
    <td align=""center""><font SIZE=""-1"">L形フックセット(3個組)</font></td>
    <td align=""center""><font SIZE=""-1"">ドライバーフック</font></td>
    <td align=""center""><font SIZE=""-1"">シャッター付サービスボード(ハーフタイプ)</font></td>
  </tr>
</table>
</center><br>",トネ(TONE)C50B　サービスボード用オプション　ドライバーフック：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアトネ(TONE)C50B　サービスボード用オプション　ドライバーフック,トネ(TONE)C50B　サービスボード用オプション　ドライバーフック[rn]
29-97109,http://tshop.r10s.jp/monju/cabinet/tone_01/pbh-l3.jpg?fitin=700:700,445.6000,,花・ガーデン・DIY > DIY・工具 > 工具収納 > 工具箱,トネ(TONE)C50B　サービスボード用オプション　L形フックセット3個組,,"<center>
<table border=""0"">
  <tr>
    <td align=""center"" colspan=""3"">C50B用</td>
  </tr><tr>
    <td align=""center"" colspan=""3"">　</td>
  </tr><tr>
    <td align=""center""><font SIZE=""-1"">輪形フックセット(3個組)</font></td>
    <td align=""center""><font SIZE=""-1"">角形フックセット(3個組)</font></td>
    <td align=""center""><font SIZE=""-1"">L形フック(ショート)セット(3個組)</font></td>
  </tr><tr>
    <td align=""center""><font SIZE=""-1"">L形フックセット(3個組)</font></td>
    <td align=""center""><font SIZE=""-1"">ドライバーフック</font></td>
    <td align=""center""><font SIZE=""-1"">シャッター付サービスボード(ハーフタイプ)</font></td>
  </tr>
</table>
</center><br>",トネ(TONE)C50B　サービスボード用オプション　L形フックセット3個組：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアトネ(TONE)C50B　サービスボード用オプション　L形フックセット3個組,トネ(TONE)C50B　サービスボード用オプション　L形フックセット3個組[rn]
29-97110,http://tshop.r10s.jp/monju/cabinet/sankyou/imgrc0067801733.jpg?fitin=700:700,6182.4000,,花・ガーデン・DIY > DIY・工具 > 工具収納 > 工具箱,Trad Tool Box　引き出し付きツールボックス　3段　引き出し2個タイプ,,"スチールと樹脂で出来たＮＥＷタイプのツールボックス<br>
超大容量スペース！<BR>
高級な表面塗装仕上げ！<br>
引き出しロック可能の連動式ロック構造部<BR>
超耐重ベアリングレール引き出し耐重圧12kg<br>
持ち手付き中皿付き<BR>
<br>
★仕様★<BR>
●本体サイズ：H289×W497×D253mm<br>
●引き出しサイズ：H38×W382×D200mm<br>
●中皿サイズ：H42×W465×D200mm<br>
●重量：6.6kg<br>
●本体材質：強化ＰＰ・スチール<br>
●中皿材質：強化ＰＰ<br>",Trad Tool Box　引き出し付きツールボックス　3段　引き出し2個タイプ：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアTrad Tool Box　引き出し付きツールボックス　3段　引き出し2個タイプ,Trad Tool Box　引き出し付きツールボックス　3段　引き出し2個タイプ[rn]
29-97111,http://tshop.r10s.jp/monju/cabinet/sankyou/imgrc0067801735.jpg?fitin=700:700,8064.0000,,花・ガーデン・DIY > DIY・工具 > 工具収納 > 工具箱,Trad Tool Box　引き出し付きツールボックス　4段　引き出し3個タイプ,,"スチールと樹脂で出来たＮＥＷタイプのツールボックス<br>
超大容量スペース！<BR>
高級な表面塗装仕上げ！<br>
引き出しロック可能の連動式ロック構造部<BR>
超耐重ベアリングレール引き出し耐重圧12kg<br>
持ち手付き中皿付き<BR>
<br>
★仕様★<BR>
●本体サイズ：H407×W497×D253mm<br>
●上段引き出しサイズ：H38×W382×D200mm<br>
●下段引き出しサイズ：H110×W382×D200mm<br>
●中皿サイズ：H42×W465×D200mm<br>
●重量：9.53kg<br>
●本体材質：強化ＰＰ・スチール<br>
●中皿材質：強化ＰＰ<br><br>",Trad Tool Box　引き出し付きツールボックス　4段　引き出し3個タイプ：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアTrad Tool Box　引き出し付きツールボックス　4段　引き出し3個タイプ,Trad Tool Box　引き出し付きツールボックス　4段　引き出し3個タイプ[rn]
