29-57101,http://tshop.r10s.jp/kiriyasan/cabinet/ikou_20100330/img10104784282.jpg?fitin=700:700,20240.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > その他,木箱　衣装箱　桐　総桐衣装箱2段重ね　製造直売　商品番号450T2　【smtb-F】02P03Dec16,桐たんす桐タンス衣裳箱衣装箱木製総桐,"<BR>
<BR>
<BR>※総桐衣装箱2段重ね※
<BR>
<BR>サイズ(本体外寸)間口930x奥行450x高さ380mm
<BR>材質　天然木桐(総桐100%)
<BR>金具　取っ手(亜鉛合金)隅金具(鉄)
<BR>塗装　とのこ仕上げ
<BR>製造　当社工場(静岡)
<BR>
<BR>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃かかります。",木箱　衣装箱　桐　総桐衣装箱2段重ね　製造直売　商品番号450T2　【smtb-F】02P03Dec16 ：きりやさん,木箱　衣装箱　桐　総桐衣装箱2段重ね　製造直売　商品番号450T2　【smtb-F】02P03Dec16,桐たんす桐タンス衣裳箱衣装箱木製総桐。木箱　衣装箱　桐　総桐衣装箱2段重ね　製造直売　商品番号450T2　【smtb-F】02P03Dec16[rn]
29-57102,http://tshop.r10s.jp/kiriyasan/cabinet/imgrc0065562093.jpg?fitin=700:700,2880.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > その他,桐たんす　収納　帯揚げ総桐帯締め・帯揚げ収納　製造直売　komono1 【smtb-F】02P20Nov15,帯締め　帯揚げ収納着物小物ケース桐総桐送料無料日本製,"<BR><BR><BR><BR>
<table style=""width: 99%;""><tr><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/imgrc0065562094.jpg""alt=""Photo"" width=""260"" height=""280""></a><br>
</td><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/imgrc0065562095.jpg""alt=""Photo"" width=""280"" height=""260""></a><br>
</td><td>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※仕切り板は取り外す事が出来<BR>帯締めや帯揚げなど<BR>自由にレイアウトして下さい。</td><td>
</font><font size=5 color=olive>
<br>※底は６mm厚の桐材を使用しべた底仕上げです<BR>角はやさしく丸みを付けました。
</td><td></font>
</td></tr></table>

<BR><BR><font size=5 color=olive>※大引出に帯と小物が収納できるように間口を少し小さくしてありますが奥行は</font><font size=5 color=red>３５０mm・３６０mm・３７０mm</font><font size=5 color=olive>から選択が出来ます（引出の金具のキャップから先側のサイズを測ってください）<BR><BR>※３種類から選択頂いても入らない場合がございますのでサイズは必ず測ってください。</font><BR><BR>

<BR><font size=5 color=red>※引出のサイズの測り方</font>
<a href=""http://image.rakuten.co.jp/kiriyasan/cabinet/imgrc0065581495.jpg"">
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/imgrc0065581495.jpg"" width=""260"" height=""200"">
<BR><BR><BR><BR></font>

<BR><font size=5 color=red>※２個セットもございます
<table style=""width: 99%;""><tr><td>
<a href=""http://item.rakuten.co.jp/kiriyasan/10000991/"">
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/imgrc0065562093.jpg""alt=""Photo"" width=""200"" height=""240""></a><br>
</td><td>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※商品番号komono2<BR>7,100円（税抜）
</td><td>
　
</font>
</td></tr></table>


<BR><font size=5 color=red>受注後（日・月・祭日を除く）10日での発送です</font><BR><BR>
<font size=5 color=red>※帯締め・帯揚げはついておりません。</font><BR><BR><BR>
<BR><BR><font size=5>●サイズ
<BR>　本体外寸　間口265x高さ50mm
<BR>
<BR>●素材　天然木桐（総桐100％）
<BR>
<BR>●板厚　側板１３mm・底板６mm・仕切り板６mm
<BR>
<BR>●塗装　生地仕上げ
<BR>
<BR>●仕様　可動式仕切り板・升（４升）べた底
<BR>
<BR>●付属品　仕切り板（３枚）
<BR>
<BR>●製造　　当社工場（静岡）</font>
<BR><BR><BR><font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります。</font><BR><BR>",桐たんす　収納　帯揚げ総桐帯締め・帯揚げ収納　製造直売　komono1 【smtb-F】02P20Nov15：きりやさん,桐たんす　収納　帯揚げ総桐帯締め・帯揚げ収納　製造直売　komono1 【smtb-F】02P20Nov15,帯締め　帯揚げ収納着物小物ケース桐総桐送料無料日本製。桐たんす　収納　帯揚げ総桐帯締め・帯揚げ収納　製造直売　komono1 【smtb-F】02P20Nov15[rn]
29-57103,http://tshop.r10s.jp/kiriyasan/cabinet/ikou_20100330/img10104773172.jpg?fitin=700:700,76000.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > その他,BL114総桐洋服箪笥(唐草)桐たんす収納ワードローブクローゼット衣装和たんすオーダー家具【smtb-F】02P19Mar12,桐箪笥桐たんす洋服箪笥クローゼット送料無料オーダー家具,"<BR>※受注生産※
<BR>
<BR>※総桐洋服箪笥※
<BR>サイズ(本体外寸)間口600x奥行560x高さ1750mm
<BR>　　　
<BR>素材　天然木桐(総桐100％)
<BR>板厚　天板・側板　２６mm
<BR>金具　　真鍮　
<BR>付属品　転倒防止金具
<BR>製造　　当社工場(静岡)
<BR>
<BR>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃かかります。
<BR>※お届けは基本玄関先までです、設置(有料)をご希望のお客様はご相談ください。
<BR>",BL114総桐洋服箪笥(唐草)桐たんす収納ワードローブクローゼット衣装和たんすオーダー家具【smtb-F】02P19Mar12：きりやさん,BL114総桐洋服箪笥(唐草)桐たんす収納ワードローブクローゼット衣装和たんすオーダー家具【smtb-F】02P19Mar12,桐箪笥桐たんす洋服箪笥クローゼット送料無料オーダー家具。BL114総桐洋服箪笥(唐草)桐たんす収納ワードローブクローゼット衣装和たんすオーダー家具【smtb-F】02P19Mar12[rn]
29-57104,http://tshop.r10s.jp/kiriyasan/cabinet/imgrc0073622006.jpg?fitin=700:700,400.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > その他,金具　取っ手　つまみ　B-１かん・時代色・足幅76mm　新古品　商品番号TY50　【smtb-F】P01Jul16,金具　DIY　取っ手　つまみ　引手　新古品　足幅76mm,"<BR><BR><BR>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57291937.jpg"" height=""200""width=""240"" align=left><BR><BR><BR>
<font size=5 color=olive>
<BR>※引き出しの金具が取り付けられる<BR>穴の芯から芯の幅が足幅です。<BR><font color=red>※六角ナット式ですので板厚は必要ありません。</font>
<br>
<br><br><br><br>
</small>
<p>
<BR><BR>
<table style=""width: 99%;""><tr><td>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57680985.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td><td>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57680984.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※金具を引出前板の穴に差し込みます。
</td><td>
<font size=5 color=olive>
<BR>※金具の足にクリーム色の座をはめます。
</font>
</td></tr></table>
<table style=""width: 99%;""><tr><td>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57680983.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td><td>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57680982.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※座をはめたら六角ナットを取り付けます。
</td><td>
<font size=5 color=olive>
<BR>※六角ナットを工具で締めます。
</font>
</td></tr></table>
<table style=""width: 99%;""><tr><td>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57680981.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td><td>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57680980.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※ナットを締めたら工具(螺子切り棒)<BR>を上下に動かしおります。<BR>※工具が無い場合はペンチ・<BR>ニッパーなどで切ってください。
</td><td>
<font size=5 color=olive>
<BR>※最後にクリーム色のキャップをはめます。<BR>※キャップを斜めにするとはめ易いです。
</font>
</td></tr></table>
<table style=""width: 99%;""><tr><td>
<a href=""http://item.rakuten.co.jp/kiriyasan/1507775/""><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img60247800.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td><td>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※有ると便利なネジ切り棒。画像をクリックすると商品ページに飛びます。
</td><td>
</font>
</td></tr></table>
<p>
<p>
<font size=5>
<font color=red>
<br>大好評です!ありがとうございます！
<br>のこりわずかとなりました!!</font>
<br>きりやさんよりお得な情報です♪
<br>中古・サンプル品・アウトレットの金具ですがまだまだ使えます<font color=green>
<BR>大大特価</font>でご提供!!
<br></font>
<font size=5>
<br>【注】中古品・アウトレット品などですので、返品やクレームは一切お受けできませんのでご了承くだい。</font>
<BR><BR><font size=5 color=red>※傷・塗装のはげ落ち・埃等がございます、ご了解の上お買い求め下さい。
</font>
<BR><BR><BR>
<font size=5 color=red>※梱包材は再利用致しております、ご了承下さい。
<BR><BR><BR><BR><font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります。<BR>※お届けは基本普通郵便での発送です。
<BR>
<BR>※送料ですが「送料ｘ個数」で計算されますが1個の場合は205円です、複数個の場合は重さを量り送料を修正させて戴きます。代引きは出来ません。</font><BR><BR><BR>
<BR><BR><font size=6>代引き不可</font><BR><BR>
<BR><BR><BR><font size=5 color=red>新古品・代引きは出来ません</font><BR><BR><font size=5 color=olive>●サイズ
<BR>　　110x35x10mm
<BR>
<BR>●素材　　亜鉛合金
<BR>
<BR>●色　　　時代色（黒）
<BR>
<BR>●仕様　　六角ナット式
<BR>
<BR>●付属品　六角ナット・キャップ
<BR>
<BR>●製造　　日本</font>
<BR>
<BR><BR><BR><BR><font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります。<BR>※お届けは基本普通郵便での発送です。
<BR>
<BR>※送料ですが「送料ｘ個数」で計算されますが1個の場合は205円です、複数個の場合は重さを量り送料を修正させて戴きます。代引きは出来ません。</font><BR><BR><BR>",金具　取っ手　つまみ　B-１かん・時代色・足幅76mm　新古品　商品番号TY50　【smtb-F】P01Jul16：きりやさん,金具　取っ手　つまみ　B-１かん・時代色・足幅76mm　新古品　商品番号TY50　【smtb-F】P01Jul16,金具　DIY　取っ手　つまみ　引手　新古品　足幅76mm。金具　取っ手　つまみ　B-１かん・時代色・足幅76mm　新古品　商品番号TY50　【smtb-F】P01Jul16[rn]
29-57105,http://tshop.r10s.jp/kiriyasan/cabinet/img63633860.jpg?fitin=700:700,142640.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > その他,桐タンス　ロッカー　洋服　総桐洋服箪笥(ネクタイ掛け付)特注品　製造直売　商品番号2727　【smtb-F】02P09JUL16,総桐箪笥桐たんす桐タンス収納洋服送料無料日本製特注品,"<BR><BR><font size=5 color=olive>商品番号　2727　↓</font><BR><BR>
<table style=""width: 99%;""><tr><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img61574382.jpg""alt=""Photo"" width=""400"" height=""450""></a><br>
</td><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img61574381.jpg""alt=""Photo"" width=""400"" height=""450""></a><BR>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※背板には２か所の補強板入り
</td><td>
<font size=5 color=olive>
<BR>※ネクタイ掛けが付いてます
</font>
</td></tr></table>

<table style=""width: 99%;""><tr><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img61574380.jpg""alt=""Photo"" width=""400"" height=""450""></a><br>
</td><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img61574379.jpg""alt=""Photo"" width=""400"" height=""350""></a><br>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※引き出の棚板は奥までの通し棚板です
</td><td>
<font size=5 color=olive>
※ロッカー部分の上下に化粧板</font>
</td></tr></table>
<BR><BR>
<BR>
<BR><font size=5 color=olive>商品番号　2727　↓</font><BR><BR>
<BR><BR><font size=5 color=blue>◆</font>
<font size=5 color=red><BR><BR>※特注品※</font>
<BR><font size=5>
<BR>●サイズ
<BR>　本体外寸　間口９００x奥行５５０x高さ１９００mm
<BR>　引出内寸　間口約８００x奥行約４９０x深さ１１５mm
<BR>　上台外寸　間口８９０x奥行５４５x高さ１５５０mm
<BR>　下台外寸　間口９００x奥行５５０x高さ３５０mm
<BR>●素材　　天然木桐(総桐100%)
<BR>
<BR>●板厚　　天板・側板(２６mm)背板・底板(６mm)
<BR>　　　　　　その他(１５mm)
<BR>
<BR>●塗装　　とのこ・蝋引き・防水加工
<BR>
<BR>●仕様　　２段重ね式・引出部分(通棚板)
<BR>　　　　　　ネクタイ掛け付
<BR>
<BR>●付属品　転倒防止ベルト・ジョイント・スベリロー
<BR>●製造　　当社工場(静岡)</font>
<BR>
<BR>
<BR><font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります。<BR>※お届けは基本玄関先までです。</font><BR><BR><BR>",桐タンス　ロッカー　洋服　総桐洋服箪笥(ネクタイ掛け付)特注品　製造直売　商品番号2727　【smtb-F】02P09JUL16 ：きりやさん,桐タンス　ロッカー　洋服　総桐洋服箪笥(ネクタイ掛け付)特注品　製造直売　商品番号2727　【smtb-F】02P09JUL16,総桐箪笥桐たんす桐タンス収納洋服送料無料日本製特注品。桐タンス　ロッカー　洋服　総桐洋服箪笥(ネクタイ掛け付)特注品　製造直売　商品番号2727　【smtb-F】02P09JUL16[rn]
29-57106,http://tshop.r10s.jp/kiriyasan/cabinet/img63653207.jpg?fitin=700:700,34400.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > その他,桐たんす　押入れ収納　木製　総桐押入れ収納庫ワイド４段５杯・キャスター付き　製造直売　商品番号79704　【smtb-F】02P01Oct16,桐たんす　収納　押入　木製　ワイド　キャスター付き送料無料,"<BR><BR><BR><font size=5 color=olive><BR><BR>●金具の色が選択できます</font><BR><BR>
<BR><BR><BR>
<BR><BR><font size=5><BR>下記、商品金額の横の</font><font size=5 color=red>赤枠内の「送料無料」</font><font size=5>は</font><font size=5 color=red>本土のみ</font><font size=5>です。</font><BR><BR>
<font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃かかります。
<BR>※お届けは基本玄関先までです。
<BR>※設置(有料)を希望のお客様はお尋ねください。</font><BR><BR>
<BR><BR><font size=5 color=red>受注後（日・月・祭日を除く）４日での発送です</font><BR><BR>
<font size=5 color=olive>●サイズ
<BR>　本体外寸　間口750x奥行750x高さ650mm
<BR>　　　　　　　（キャスター取付時高さ660mm）
<BR>
<BR>　引出内寸（小）間口320x奥行690x深さ120mm
<BR>　　　　　（大）間口680x奥行690x深さ120mm
<BR>
<BR>●素材　　天然木桐（総桐100％）
<BR>
<BR>●板厚　　背板・底板（６mm）その他（１３mm）
<BR>
<BR>●金具　　亜鉛合金
<BR>
<BR>●仕様　　小引出（２杯）大引出（３杯）
<BR>　　　　　　全段通棚板
<BR>　　　　　　キャスター付（お客様取り付け）
<BR>
<BR>●付属品　キャスター（４個・木ネジ１７本）
<BR>　　　　　　スベリロー（家具専用の蝋です）
<BR>
<BR>●製造　　当社工場（静岡）</font>
<BR><BR><BR><font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります<BR>※お届けは基本玄関先までです。</font><BR><BR>",桐たんす　押入れ収納　木製　総桐押入れ収納庫ワイド４段５杯・キャスター付き　製造直売　商品番号79704　【smtb-F】02P01Oct16：きりやさん,桐たんす　押入れ収納　木製　総桐押入れ収納庫ワイド４段５杯・キャスター付き　製造直売　商品番号79704　【smtb-F】02P01Oct16,桐たんす　収納　押入　木製　ワイド　キャスター付き送料無料。桐たんす　押入れ収納　木製　総桐押入れ収納庫ワイド４段５杯・キャスター付き　製造直売　商品番号79704　【smtb-F】02P01Oct16[rn]
29-57107,http://tshop.r10s.jp/kiriyasan/cabinet/imgrc0064988577.jpg?fitin=700:700,540.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > その他,金具　取っ手　つまみ　部品　笹舟かん・小・時代色　足幅35mm　商品番号6165016　【smtb-F】,金具桐たんす和家具部品修理取っ手つまみ,"<small>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57291937.jpg"" height=""200""width=""240"" align=left><BR><BR><BR>
<font size=5 color=olive>
<BR>※引き出しの金具が取り付けられる<BR>穴の芯から芯の幅が足幅です。<BR><font color=red>※六角ナット式ですので板厚は必要ありません。</font>
<br>
<br><br><br><br>
</small>
<p>
<BR><BR>
<table style=""width: 99%;""><tr><td>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57680985.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td><td>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57680984.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※金具を引出前板の穴に差し込みます。
</td><td>
<font size=5 color=olive>
<BR>※金具の足にクリーム色の座をはめます。
</font>
</td></tr></table>
<table style=""width: 99%;""><tr><td>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57680983.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td><td>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57680982.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※座をはめたら六角ナットを取り付けます。
</td><td>
<font size=5 color=olive>
<BR>※六角ナットを工具で締めます。
</font>
</td></tr></table>
<table style=""width: 99%;""><tr><td>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57680981.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td><td>
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57680980.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※ナットを締めたら工具(螺子切り棒)<BR>を上下に動かしおります。<BR>※工具が無い場合はペンチ・<BR>ニッパーなどで切ってください。
</td><td>
<font size=5 color=olive>
<BR>※最後にクリーム色のキャップをはめます。<BR>※キャップを斜めにするとはめ易いです。
</font>
</td></tr></table>
<table style=""width: 99%;""><tr><td>
<a href=""http://item.rakuten.co.jp/kiriyasan/1507775/""><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img60247800.jpg""alt=""Photo"" width=""240"" height=""200""></a><br>
</td><td>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※有ると便利なネジ切り棒。画像をクリックすると商品ページに飛びます。
</td><td>
</font>
</td></tr></table>
<BR><BR><font size=6>代引き不可</font><BR><BR>
<BR><font size=5 color=red>在庫が無くなりましたらお取り寄せです・代引き不可</font>
<BR><font size=5 color=olive>
<BR>●本体サイズ　全長　６８ｘ３０ｘ１５mm
<BR>
<BR>●足幅　　３５mm
<BR>
<BR>●素材　　亜鉛合金
<BR>
<BR>●色　　　時代色
<BR>
<BR>●仕様　　六角ナット
<BR>
<BR>●製造　　日本
<BR></font>
<BR><BR><font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります。<BR><BR>※送料ですが「送料ｘ個数」で計算されますが1個の場合は140円です、複数個の場合は重さを量り送料を修正させて戴きます。代引きは出来ません。</font><BR><BR><BR>",金具　取っ手　つまみ　部品　笹舟かん・小・時代色　足幅35mm　商品番号6165016　【smtb-F】：きりやさん,金具　取っ手　つまみ　部品　笹舟かん・小・時代色　足幅35mm　商品番号6165016　【smtb-F】,金具桐たんす和家具部品修理取っ手つまみ。金具　取っ手　つまみ　部品　笹舟かん・小・時代色　足幅35mm　商品番号6165016　【smtb-F】[rn]
29-57108,http://tshop.r10s.jp/kiriyasan/cabinet/ikou_20100330_001/img10104821747.jpg?fitin=700:700,110616.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > その他,桐タンス　着物　収納　総桐衣装箪笥　製造直売　商品番号345AB【smtb-F】,桐たんす桐箪笥着物収納送料無料オーダー家具,"<BR>※
<BR>
<BR><img src=""/kiriyasan/img1010180950.jpeg "" height=240 width=200>
<BR>
<BR>※当社、駿河指物師が一棹一棹丹精込めて仕込んでいきます。
<BR>
<BR>※お客様からのお問い合わせで良く聞くのが何処がどう違うのか違いが解らないと言う声を聞きます。当店では板の材質や厚み・造り(天板・臍組みであったり、引き出しが蟻組みであったり、胴丸仕上げであったり)の違い、金具の高い安いの違いなどで似た様なデザインであっても価格が変わってきます。
<BR>
<BR>
<BR>♪♪桐箪笥は究極な”エコ”です。孫の代まで使える、再生可能な箪笥。♪♪
<BR>
<font size=5>
<font color=red>
<BR>※サイズや金具・デザインなど変更した場合は
<BR>　それに応じて金額も変わります。　
<BR>
</font>
<BR>
<BR>※こちらの商品は<font size=6 color=red>代引き不可です。</font>
<BR>
<BR>
<BR>
<BR>◎受注生産◎
<BR>
<BR>サイズ(本体外寸)間口1050x奥行450x高さ1720mm
<BR>　　　(盆　内寸)間口935x奥行360x深さ60mm
<BR>　　　(引出内寸)間口980x奥行370x深さ150mm
<BR>材質　天然木桐(総桐100%)
<BR>板厚　天板・側板(１５mm)背板・底板(６mm)
<BR>金具　前飾り(真鍮)一部亜鉛合金
<BR>塗装　とのこ・蝋引き
<BR>仕様　２段重ね式・盆(８杯)・天丸仕上げ
<BR>付属品　転倒防止金具・ジョイント・スベリロー
<BR>製造　　当社工場(静岡)
<BR>
<BR>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります。",桐タンス　着物　収納　総桐衣装箪笥　製造直売　商品番号345AB【smtb-F】：きりやさん,桐タンス　着物　収納　総桐衣装箪笥　製造直売　商品番号345AB【smtb-F】,桐たんす桐箪笥着物収納送料無料オーダー家具。桐タンス　着物　収納　総桐衣装箪笥　製造直売　商品番号345AB【smtb-F】[rn]
