29-20701,http://tshop.r10s.jp/brico/cabinet/70/4962819001370_1.jpg?fitin=700:700,1504.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > その他,ケレン鎚 18ＭＭ,,"用途<br>
溶接作業用ハンマー<br>
<br>
機能・特徴<br>
錆・バリ落としにも最適です。<br>
<br>
仕様<br>
●全長：340mm<br>
●頭全長：330mm<br>
●刃巾：20mm<br>
●重量：430g<br>",ケレン鎚 18ＭＭ：ホームセンターブリコ,楽天ホームセンター工具通信販売アウトドア竹すだれカー用品雑貨エクステリアペット用品オンラインショップ防災用品キッチン用品防犯用品ガラス飛散防止転倒防止ライト収納インテリアプレゼントケレン鎚 18ＭＭ,ケレン鎚 18ＭＭ[rn]
29-20702,http://tshop.r10s.jp/brico/cabinet/58/4963979252558_1.jpg?fitin=700:700,1904.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > その他,ソマックス愛眼ソーセット フツウメ,,"用途<br>
鋸のアサリ取り<br>
<br>
機能・特徴<br>
刃の圧着ピストン及び要部はNC鋼を使用し、本体は赤外線塗装により入念に仕上げています。<br>
No.250ソーセットを更に改良し、刃のアタリ面がレンズにより約2倍に拡大され、作業が能率的です。<br>
本工鋸の刃数25mmあたり4～12山、厚み最高1.6mmまでに使用可能です。<br>
<br>
仕様<br>
●全長：180mm<br>
●重量：310g<br>
●ピストン部全長：2.2mm",ソマックス愛眼ソーセット フツウメ：ホームセンターブリコ,楽天ホームセンター工具通信販売アウトドア竹すだれカー用品雑貨エクステリアペット用品オンラインショップ防災用品キッチン用品防犯用品ガラス飛散防止転倒防止ライト収納インテリアプレゼントソマックス愛眼ソーセット フツウメ,ソマックス愛眼ソーセット フツウメ[rn]
29-20703,http://tshop.r10s.jp/brico/cabinet/67/4977292222167_1.jpg?fitin=700:700,158.4000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > その他,【メール便可〒】E-Value ケーブルクランプ PRO CCP-S,,■電気コード等の結束<br>■口を開いて閉じるだけで結束、固定が出来ます。<br><br>●プラスチック製<br>●パッケージサイズ：幅50mm×高さ50mm×奥行12mm<br>●パッケージ重量：10g,【メール便可〒】E-Value ケーブルクランプ PRO CCP-S：ホームセンターブリコ,楽天ホームセンター工具通信販売アウトドア竹すだれカー用品雑貨エクステリアペット用品オンラインショップ防災用品キッチン用品防犯用品ガラス飛散防止転倒防止ライト収納インテリアプレゼント【メール便可〒】E-Value ケーブルクランプ PRO CCP-S,【メール便可〒】E-Value ケーブルクランプ PRO CCP-S[rn]
29-20704,http://tshop.r10s.jp/brico/cabinet/21/4976226710121_1.jpg?fitin=700:700,358.4000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > その他,神沢鉄工 スクレィパー替刃 Ｋ－710－5,,"　用途<br>
スクレィパーD/SN兼用替刃(10枚入)<br>
<br>
機能・特徴<br>
刃が収納でき安全です。<br>
ポケットサイズで落ち運びが楽です。<br>
ステンレス鋼刃は、錆び難く、錆汚れが下地に付着しなくなります。<br>
<br>
仕様<br>
●刃渡り：39mm<br>
●刃巾：20mm<br>
●刃厚：0.25mm<br>
●全長：115mm<br>
●替刃10枚入<br>
<br>
注意事項<br>
刃は非常に鋭利なので、注意して取扱い願います。<br>
替刃の取替時は必ず安全の為、手袋を着用してください。",神沢鉄工 スクレィパー替刃 Ｋ&minus;710&minus;5：ホームセンターブリコ,楽天ホームセンター工具通信販売アウトドア竹すだれカー用品雑貨エクステリアペット用品オンラインショップ防災用品キッチン用品防犯用品ガラス飛散防止転倒防止ライト収納インテリアプレゼント神沢鉄工 スクレィパー替刃 Ｋ&minus;710&minus;5,神沢鉄工 スクレィパー替刃 Ｋ&minus;710&minus;5[rn]
29-20705,http://tshop.r10s.jp/brico/cabinet/42/4977292148542_1.jpg?fitin=700:700,1424.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > その他,藤原産業 SK11 小型腰袋2段 SPD-JY05-A,,"用途<br>
ツールの収納、携帯<br>
<br>
機能・特徴<br>
安全コードの取付に便利なD環・ハトメを豊富に配置しています。<br>
スパイダーシリーズとしてデザインを統一できます。<br>
<br>
仕様<br>
●大きなロゴを配置<br>
<br>
注意事項<br>
バックル、リベットなど金具類の変形、ゆるみ及びほつれなど異常のまま使用しないで下さい。<br>
合成繊維製品ですので、火気、薬品等に近づけての使用はおやめ下さい。<br>",藤原産業 SK11 小型腰袋2段 SPD-JY05-A：ホームセンターブリコ,楽天ホームセンター工具通信販売アウトドア竹すだれカー用品雑貨エクステリアペット用品オンラインショップ防災用品キッチン用品防犯用品ガラス飛散防止転倒防止ライト収納インテリアプレゼント藤原産業 SK11 小型腰袋2段 SPD-JY05-A,藤原産業 SK11 小型腰袋2段 SPD-JY05-A[rn]
29-20706,http://tshop.r10s.jp/brico/cabinet/21/01325942-102621_1.jpg?fitin=700:700,254.4000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > その他,【メール便可】オルファ スクレーパー Ｌ型 35LB 4901165102621,サビに強いステンレス刃,■はがす、削るなどの作業に。水洗いもできるステンレス刃。刃幅は60ミリ。刃とグリップは丈夫な一体成型です。,【メール便可】オルファ スクレーパー Ｌ型 35LB 4901165102621：ホームセンターブリコ,楽天ホームセンター工具通信販売アウトドア竹すだれカー用品雑貨エクステリアペット用品オンラインショップ防災用品キッチン用品防犯用品ガラス飛散防止転倒防止ライト収納インテリアプレゼント【メール便可】オルファ スクレーパー Ｌ型 35LB 4901165102621,サビに強いステンレス刃。【メール便可】オルファ スクレーパー Ｌ型 35LB 4901165102621[rn]
29-20707,http://tshop.r10s.jp/brico/cabinet/81/4977292222181_1.jpg?fitin=700:700,223.2000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > その他,【メール便可〒】E-Value ケーブルクランプ PRO CCP-L,,■電気コード等の結束<br>■口を開いて閉じるだけで結束、固定が出来ます。<br><br>●プラスチック製<br>●パッケージサイズ：幅110mm×高さ110mm×奥行15mm<br>●パッケージ重量：50g,【メール便可〒】E-Value ケーブルクランプ PRO CCP-L：ホームセンターブリコ,楽天ホームセンター工具通信販売アウトドア竹すだれカー用品雑貨エクステリアペット用品オンラインショップ防災用品キッチン用品防犯用品ガラス飛散防止転倒防止ライト収納インテリアプレゼント【メール便可〒】E-Value ケーブルクランプ PRO CCP-L,【メール便可〒】E-Value ケーブルクランプ PRO CCP-L[rn]
29-20708,http://tshop.r10s.jp/brico/cabinet/24/4977292143424_1.jpg?fitin=700:700,2464.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > その他,藤原産業 SK11 紅 腰袋3段 レッド SC-15R,,"用途<br>
ミニレベル、カッター、ラチェットレンチ等の収納<br>
<br>
機能・特徴<br>
ミニレベルが収納できるサイドポケットです。<br>
フリーループが付いていますので、セーフティ－コードを取り付け、自在にスライドが可能で作業性も抜群です。<br>
カッター、ラチェットレンチが収納できるポケットandホルダーです。<br>
<br>
仕様<br>
●3段腰袋<br>
●色：赤<br>
<br>
注意事項<br>
バックル、リベットなど金具類の変形、ゆるみ及びほつれなど異常のまま使用しないで下さい。<br>
腰をかがめたり、飛び跳ねたりすると工具が脱落する恐れがあります。市販の安全コードと併用して下さい。<br>
合成繊維製品ですので、火気、薬品等に近付けての使用はやめて下さい。<br>",藤原産業 SK11 紅 腰袋3段 レッド SC-15R：ホームセンターブリコ,楽天ホームセンター工具通信販売アウトドア竹すだれカー用品雑貨エクステリアペット用品オンラインショップ防災用品キッチン用品防犯用品ガラス飛散防止転倒防止ライト収納インテリアプレゼント藤原産業 SK11 紅 腰袋3段 レッド SC-15R,藤原産業 SK11 紅 腰袋3段 レッド SC-15R[rn]
29-20709,http://tshop.r10s.jp/brico/cabinet/03/4976226715003_1.jpg?fitin=700:700,1584.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > その他,神沢鉄工 スクレィパーＰＲＯ200Ｋ－715,,"用途<br>
剥し作業スクレィパー<br>
<br>
機能・特徴<br>
ペンキ剥しから、サビ落としまで対応しています。<br>
刃取り付け部には落下防止用のマグネットがついているので、刃の交換時も安心です。<br>
刃の交換や収納時は工具不要のダイヤルネジのみで行えます。<br>
高所作業時の落下防止の為、貫通穴を設けております。<br>
スライドヘッドで後部から刃をカバーできます。<br>
<br>
仕様<br>
●刃渡り：100mm<br>
●刃巾：18mm<br>
●刃厚：0.5mm<br>
●全長：200mm<br>
●厚刃4枚付",神沢鉄工 スクレィパーＰＲＯ200Ｋ&minus;715：ホームセンターブリコ,楽天ホームセンター工具通信販売アウトドア竹すだれカー用品雑貨エクステリアペット用品オンラインショップ防災用品キッチン用品防犯用品ガラス飛散防止転倒防止ライト収納インテリアプレゼント神沢鉄工 スクレィパーＰＲＯ200Ｋ&minus;715,神沢鉄工 スクレィパーＰＲＯ200Ｋ&minus;715[rn]
29-20710,http://tshop.r10s.jp/brico/cabinet/26/4976226770026_1.jpg?fitin=700:700,864.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > その他,【メール便可〒】神沢鉄工 スクレィパーＰｅＬａオレンジＫ－740－ＯＲ,,"用途<br>
剥し作業スクレィパー<br>
<br>
機能・特徴<br>
素材を傷つけにくいポリカーボネート刃を採用しています。<br>
カー＆バイク・ボード系スポーツに最適です。<br>
素材は全て樹脂なのでサビが発生しないです。<br>
コンパクトで軽量、刃の収納もでき、手軽に持ち運び頂けます。<br>
替刃式です。<br>
<br>
仕様<br>
●刃渡り：39mm<br>
●刃巾：20mm<br>
●刃厚：1mm<br>
●全長：115mm<br>
●本体カラー：オレンジ<br>
●替刃1枚付<br>",【メール便可〒】神沢鉄工 スクレィパーＰｅＬａオレンジＫ&minus;740&minus;ＯＲ：ホームセンターブリコ,楽天ホームセンター工具通信販売アウトドア竹すだれカー用品雑貨エクステリアペット用品オンラインショップ防災用品キッチン用品防犯用品ガラス飛散防止転倒防止ライト収納インテリアプレゼント【メール便可〒】神沢鉄工 スクレィパーＰｅＬａオレンジＫ&minus;740&minus;ＯＲ,【メール便可〒】神沢鉄工 スクレィパーＰｅＬａオレンジＫ&minus;740&minus;ＯＲ[rn]
29-20711,http://tshop.r10s.jp/brico/cabinet/06/4977292140706_1.jpg?fitin=700:700,738.4000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > その他,藤原産業 SK11 ローラーケース NI-3,,"用途<br>
内装用ローラーの収納<br>
<br>
機能・特徴<br>
丈夫なポリエステル生地を使用しています。<br>
内装ローラー、S字カッターの収納に最適です。<br>
<br>
仕様<br>
●サイズ：縦210×幅80mm<br>
●60mm幅ベルトまで対応<br>
●色：ブラック<br>
<br>
注意事項<br>
用途以外の使用はしないでください。<br>
火気・薬品等に近づけないでください。<br>
リベット等の金具の変形・ゆるみ及び糸のほつれなど、異常のまま使用しないでください。<br>",藤原産業 SK11 ローラーケース NI-3：ホームセンターブリコ,楽天ホームセンター工具通信販売アウトドア竹すだれカー用品雑貨エクステリアペット用品オンラインショップ防災用品キッチン用品防犯用品ガラス飛散防止転倒防止ライト収納インテリアプレゼント藤原産業 SK11 ローラーケース NI-3,藤原産業 SK11 ローラーケース NI-3[rn]
