29-75201,http://tshop.r10s.jp/kiriyasan/cabinet/ikou_20100330/img10104752437.jpg?fitin=700:700,123120.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > 衣装タンス,550AA総桐収納箪笥,桐たんす桐箪笥桐タンス収納整理着物注文家具送料無料,"<BR>※受注生産※
<BR>
<BR><BR>サイズ(本体外寸)間口1010x奥行450x高さ1720mm
<BR>　　　(引出内寸)間口920x奥行370x深さ145mm
<BR>　　　(盆内寸)間口875x奥行360x深さ60mm
<BR>素材　天然木桐(総桐100％)
<BR>板厚　天板・側板　２６mm
<BR>　　　背板・底板　　６mm
<BR>金具　亜鉛合金(一部真鍮・唐草かん・金)
<BR>塗装　とのこ・蝋引き
<BR>仕様　天丸仕上げ・全段通棚板・衣装盆(８杯)
<BR>　　　２段重ね式
<BR>付属品　転倒防止金具・スベリロー
<BR>製造　　当社工場(静岡)
<BR>
<BR>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃かかります。
<BR>※お届けは基本玄関先までです、設置ご希望のお客様はご相談下さい。
<BR>",550AA総桐収納箪笥：きりやさん,550AA総桐収納箪笥,桐たんす桐箪笥桐タンス収納整理着物注文家具送料無料。550AA総桐収納箪笥[rn]
29-75202,http://tshop.r10s.jp/kiriyasan/cabinet/imgrc0066081409.jpg?fitin=700:700,119232.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > 衣装タンス,桐箪笥　収納　着物　オリジナル総桐衣装箪笥・時代仕上げ・製造直売　商品番号345Y 【smtb-F】02P03Dec16,総桐　桐タンス　収納　日本製　静岡　衣装　和たんす　送料無料,"<BR><font size=5 color=olive>商品番号　345Y　↓<BR>

<table style=""width: 99%;""><tr><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57677749.jpg""alt=""Photo"" width=""200"" height=""240""></a><br>
</td><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57677748.jpg""alt=""Photo"" width=""200"" height=""240""></a><BR>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※お盆は８杯大引き出しは３杯で通し棚板<BR>になっています。
</td><td>
<font size=5 color=olive>
<BR>※下台大引出３杯の棚板は全段奥まで入った<BR>
　通し棚板で丈夫な造りです。
</font>
</td></tr></table>

<table style=""width: 99%;""><tr><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57677746.jpg""alt=""Photo"" width=""200"" height=""240""></a><br>
</td><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img57677747.jpg""alt=""Photo"" width=""200"" height=""240""></a><br>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※天板・側板は１５mm厚の桐材を使用し天丸加工で<BR>優しさを出し臍組み加工を施してあります。
</td><td>
<font size=5 color=olive>
※引出前板は１８mm厚の桐材(ワンランク上のA材)を使用して蟻組み加工を施しています。
</font>
</td></tr></table>
<BR><BR>
<BR>
<BR>


<table style=""width: 99%;""><tr><td>
<a href=""http://item.rakuten.co.jp/kiriyasan/10000991/"">
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/imgrc0065562093.jpg""alt=""Photo"" width=""200"" height=""240""></a><br>
</td><td>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※商品番号komono2<BR>２個セット<BR>7,100円（税抜）
</td><td>
<BR><font size=5 color=red>←帯締め・帯揚げの整理にあると便利です
　
</font>
</td></tr></table>
<BR><BR><font size=5 color=olive>商品番号　345Y　↓</font>
<BR><BR><BR>
<BR><BR><font size=5><BR>下記、商品金額の横の</font><font size=5 color=red>赤枠内の「送料無料」</font><font size=5>は</font><font size=5 color=red>本土のみ</font><font size=5>です。</font><BR><BR>
<font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃かかります。
<BR>※お届けは基本玄関先までです。
<BR>※設置(有料)を希望のお客様はお尋ねください。</font><BR><BR>
<BR>※こちらの商品は<font size=6 color=red>代引き不可です。</font>
<BR>
<BR>
<BR><font size=5 color=red>受注生産
</font>
<BR>
<BR> 
<BR><font size=5>●サイズ  
<BR>　本体外寸　間口1050x奥行470x高さ1720mm
<BR>
<BR>　上台外寸　間口1040x奥行465x高さ1115mm
<BR>　下台外寸　間口1050x奥行470x高さ605mm
<BR>
<BR>　引出内寸(小)間口295x奥行400x深さ130mm
<BR>　引出内寸(大)間口980x奥行400x深さ150mm
<BR>　盆内寸　　　間口940x奥行380x深さ60mm
<BR>
<BR>●素材　　天然木桐(総桐100%)
<BR>
<BR>●板厚　　天板・側板(１５mm)背板・底板(６mm)
<BR>　　　　引出前板(１８mm)その他(１５mm)
<BR>
<BR>●金具　　亜鉛合金（銀古美）
<BR>
<BR>●塗装　　時代仕上げ・とのこ・蝋引き
<BR>　　　　　　防水加工
<BR>
<BR>●仕様　　２段重ね式・天板(臍組)引出(蟻組)
<BR>　　　　　　全段通棚板・盆(８杯)小引出(３杯)
<BR>
<BR>●付属品　転倒防止ベルト・ジョイント・木ダボ
<BR>　　　　　　スベリロー
<BR>
<BR>●製造　　当社工場(静岡)
<BR></font>
<BR><font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります。
<BR>※お届けは基本玄関先までです、設置ご希望のお客様はご相談下さい。</font>
<BR>
<BR>",桐箪笥　収納　着物　オリジナル総桐衣装箪笥・時代仕上げ・製造直売　商品番号345Y 【smtb-F】02P03Dec16 ：きりやさん,桐箪笥　収納　着物　オリジナル総桐衣装箪笥・時代仕上げ・製造直売　商品番号345Y 【smtb-F】02P03Dec16,総桐　桐タンス　収納　日本製　静岡　衣装　和たんす　送料無料。桐箪笥　収納　着物　オリジナル総桐衣装箪笥・時代仕上げ・製造直売　商品番号345Y 【smtb-F】02P03Dec16[rn]
29-75203,http://tshop.r10s.jp/kiriyasan/cabinet/img56728776.jpg?fitin=700:700,224000.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > 衣装タンス,桐たんす　着物　収納　総桐衣装箪笥(盆１６杯)大容量の着物収納、天板(臍組み)高級金具を使用し駿河職人が真心込めて造ります製造直売　商品番号1116【smtb-F】,桐箪笥桐たんす桐タンス収納クローゼット送料無料新生活,"<BR>※受注生産商品はサイズ変更や金具変更・塗装(焼桐仕様・自然塗装)の変更
<BR>　など出来ます。ニーズにあった箪笥を作りませんか。気軽にお問合せください。
<BR>
<BR><img src=""/kiriyasan/img1010180950.jpeg "" height=240 width=200>
<BR>
<BR>※当社、駿河職人が一棹一棹丹精込めて仕込んでいきます。
<BR>
<BR>※お客様からのお問い合わせで良く聞くのが何処がどう違うのか違いが解らないと<BR>　言う声を聞きます。当店では板の材質や厚み・造り(天板・臍組みであったり、引き<BR>　出しが蟻組みであったり、胴丸仕上げであったり)の違い、金具の高い安いの違い<BR>　などで似た様なデザインであっても価格が変わってきます。
<BR>
<BR>
<BR>♪♪桐箪笥は究極な”エコ”です。孫の代まで使える、再生可能な箪笥。♪♪
<BR>
<BR>※桐材について※
<BR>
<BR>◎種類　桐(学名・ゴマノハグサ科の桐属に属する。世界に７種類
<BR>◎世界の７種(日本桐・シナ桐(中国桐)・台湾桐・九重桐・シナ白桐・朝鮮桐・雑種)　　
<BR>◎桐樹は東洋の特産樹種で中国・朝鮮・日本に限り産出する。
<BR>◎日本産桐の種類(日本桐・ラクダ桐(シナ桐)及び台湾桐、及び交配種などがある。
<BR>(日本では全国に産するも、主産地は福島・新潟・茨城・栃木・広島・山形・岩手・宮城
<BR>長野等)
<BR>◎特性は原産国が違うだけで日本桐でも中国桐でも同じです。
<BR>
<BR>　　　　　　　　　　　　　福田　要著「会津桐」昭和３１年２月発行　引用
<BR><BR><BR>
<ul class=""thumbnail clearFix"">
<table style=""width: 99%;""><tr><td>
<a href=""http://image.rakuten.co.jp/kiriyasan/cabinet/img64694433.jpg""><img
src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img64694433.jpg"" alt=""Photo"" width=""140"" height=""180""></a><br>
<strong><a>新牡丹・金色艶消し</a></strong><BR>
</td><td>
<a href=""http://image.rakuten.co.jp/kiriyasan/cabinet/img64694432.jpg"">
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img64694432.jpg"" alt=""Photo"" width=""140"" height=""180""></a><br>
<strong><a>オドリ桐・金色艶消し</a></strong><BR>
</td><td>
<a href=""http://image.rakuten.co.jp/kiriyasan/cabinet/img64694431.jpg"">
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img64694431.jpg"" alt=""Photo"" width=""140"" height=""180""></a><br>
<strong><a>花園・金色艶消し</a></strong><BR>
</td><td>
<BR>
</a></strong><BR>
</td></tr>
<BR><BR><BR><BR>

<table style=""width: 99%;""><tr><td>
<a href=""http://item.rakuten.co.jp/kiriyasan/10000991/"">
<img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/imgrc0065562093.jpg""alt=""Photo"" width=""200"" height=""240""></a><br>
</td><td>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※商品番号komono2<BR>２個セット<BR>7,100円（税抜）
</td><td>
<BR><font size=5 color=red>←帯締め・帯揚げの整理にあると便利です
　
</font>
</td></tr></table>



<BR>※受注生産※【smtb-f】
<BR>
<BR>サイズ(本体外寸)間口1020x奥行450x高さ1830mm
<BR>　　　(上台外寸)間口1010x奥行445x高さ880mm
<BR>　　　(下台外寸)間口1020x奥行450x高さ950mm
<BR>材質　天然木桐(総桐100%)
<BR>板厚　天板・側板(２０mm)地板・盆(１８mm)
<BR>　　　背板・盆底板(６mm)
<BR>金具　真鍮
<BR>塗装　とのこ・蝋引き
<BR>仕様　２段重ね式・天板(臍組み)盆(１６杯)
<BR>付属品　スベリロー・転倒防止金具・木ダボ
<BR>製造　　当社工場(静岡)
<BR>
<BR>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります。
<BR>※お届けは基本玄関先までです。設置(有料)ご希望のお客様はご相談ください。",桐たんす　着物　収納　総桐衣装箪笥(盆１６杯)大容量の着物収納、天板(臍組み)高級金具を使用し駿河職人が真心込めて造ります製造直売　商品番号1116【smtb-F】：きりやさん,桐たんす　着物　収納　総桐衣装箪笥(盆１６杯)大容量の着物収納、天板(臍組み)高級金具を使用し駿河職人が真心込めて造ります製造直売　商品番号1116【smtb-F】,桐箪笥桐たんす桐タンス収納クローゼット送料無料新生活。桐たんす　着物　収納　総桐衣装箪笥(盆１６杯)大容量の着物収納、天板(臍組み)高級金具を使用し駿河職人が真心込めて造ります製造直売　商品番号1116【smtb-F】[rn]
29-75204,http://tshop.r10s.jp/kiriyasan/cabinet/imgrc0073046203.jpg?fitin=700:700,140736.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > 衣装タンス,桐たんす　着物　収納　総桐衣装箪笥・盆タイプ　製造直売　商品番号3266,桐たんす　着物　収納　衣装　盆タイプ　備え付け　送料無料,"<BR><BR><font size=5 color=olive>クローゼットなどの備付用に製作したものです。↓</font><BR><BR><BR><BR><font size=5 color=red>受注生産</font>
<BR><BR><font size=5 color=olive>●サイズ
<BR>本体外寸（帯用）間口680x奥行450x高さ1010mm
<BR>盆内寸　（帯用）間口610x奥行390x深さ60mm
<BR>
<BR>　　　　（着物用）間口1030x奥行450x高さ1010mm
<BR>　　　　（着物用）間口970x奥行390x深さ60mm
<BR>
<BR>●素材　天然木桐（総桐100％）
<BR>
<BR>●板厚　背板・底板（６mm）その他（１５mm）
<BR>
<BR>●塗装　とのこ・蝋引き・防水加工
<BR>
<BR>●仕様　盆タイプ・扉無し・台輪なし・盆（各１０杯）
<BR>　　　　　固定棚１か所・天板（臍組）
<BR>
<BR>●付属品　　スベリロー（家具専用の蝋です）
<BR>
<BR>●製造　　　当社工場（静岡）</font>
<BR><BR><BR><font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります。<BR>※お届けは基本玄関先までです。</font><BR><BR><BR>",桐たんす　着物　収納　総桐衣装箪笥・盆タイプ　製造直売　商品番号3266 ：きりやさん,桐たんす　着物　収納　総桐衣装箪笥・盆タイプ　製造直売　商品番号3266,桐たんす　着物　収納　衣装　盆タイプ　備え付け　送料無料。桐たんす　着物　収納　総桐衣装箪笥・盆タイプ　製造直売　商品番号3266[rn]
29-75205,http://tshop.r10s.jp/kiriyasan/cabinet/img61729685.jpg?fitin=700:700,88000.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > 衣装タンス,桐たんす　収納　着物総桐衣装箪笥・板厚２６mm高さ1510mmミニタイプのかわいい桐箪笥重ね式　商品番号535　【smtb-F】P20Aug16,総桐箪笥桐たんす桐タンス収納着物整理和タンス送料無料,"<BR><font size=5 color=red>受注生産</font>
<BR>
<BR><font size=5>●サイズ
<BR>　本体外寸　　間口1010x奥行450x高さ1510mm
<BR>  上台外寸　　間口1000x奥行445x高さ920mm
<BR>　下台外寸　　間口1010x奥行450x高さ590mm　
<BR>　大引出内寸　間口920x奥行370x深さ135mm
<BR>　盆内寸　　　間口880x奥行365x深さ55mm
<BR>
<BR>●材質　　　　桐天然木(総桐100%)
<BR>
<BR>●板厚　　　　天板・側板(２６mm)
<BR>　　　　　　　背板・底板(　６mm)　
<BR>●金具　　　　一部真鍮・ダイキャスト
<BR>
<BR>●塗装　　　　とのこ・蝋引き・防水加工
<BR>
<BR>●仕様　　　　盆８杯・棚全段通し・２段重ね式
<BR>
<BR>●付属品　　　転倒防止ベルト・ジョイント金具
<BR>　　　　　　　　スベリロー・木ダボ
<BR>
<BR>●製造　　　　当社工場(静岡)
<BR></font>
<BR><font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります。<BR>※お届けは基本玄関先までです、設置(有料)ご希望のお客様はご相談下さい。</font>",桐たんす　収納　着物総桐衣装箪笥・板厚２６mm高さ1510mmミニタイプのかわいい桐箪笥重ね式　商品番号535　【smtb-F】P20Aug16 ：きりやさん,桐たんす　収納　着物総桐衣装箪笥・板厚２６mm高さ1510mmミニタイプのかわいい桐箪笥重ね式　商品番号535　【smtb-F】P20Aug16,総桐箪笥桐たんす桐タンス収納着物整理和タンス送料無料。桐たんす　収納　着物総桐衣装箪笥・板厚２６mm高さ1510mmミニタイプのかわいい桐箪笥重ね式　商品番号535　【smtb-F】P20Aug16[rn]
29-75206,http://tshop.r10s.jp/kiriyasan/cabinet/ikou_20100330/img10101676743.jpg?fitin=700:700,140400.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > 衣装タンス,411総桐衣装箪笥(牡丹)当店、駿河職人が真心込めて一棹一棹作ります。。【smtb-F】02P02aug10,桐たんす/桐箪笥/桐タンス/収納着物/送料無料/オーダー家具,"<small>
<BR>※受注生産※。<BR>【smtb-F】
<BR>
<br>素材　　天然木桐(総桐100％)
<br>表面加工　とのこ・蝋引き
<br> 
<br>サイズ　　本体　間口１０５０ｘ奥行450ｘ高さ1510mm
<br>　　　　　上台　間口1040ｘ奥行445ｘ高さ1010mm
<br>　　　　　下台　間口1050ｘ奥行450ｘ高さ500mm
<br> 
<BR>板厚　　　天板・側板　　２６mm
<BR>　　　　　背板・底板　　　６mm
<br>引出し内寸(大引出内寸)間口955ｘ奥行370ｘ深さ115mm
<br>　　　　　(小引出内寸)間口285ｘ奥行370ｘ深さ105mm
<br>　　　　　(盆内寸　　)間口915ｘ奥行355ｘ深さ50mm
<br>　　　　　(引戸内寸　)間口985ｘ奥行380ｘ高さ285mm
<br>金具　　真鍮
<br>仕様　　盆(５杯)・全段通棚板・胴丸仕上げ
<BR>付属品　ジョイント金具・鍵・スベリロー
<BR>製造　　当社工場(静岡)
<BR>
<br>過疎地・離島などは別途送料かかります。
<br>
<br><img src=""/kiriyasan/img10101632746.jpeg"" width=120 height=100>&nbsp;&nbsp;&nbsp<img src=""/kiriyasan/img10101632744.jpeg"" width=120 height=100>",411総桐衣装箪笥(牡丹)当店、駿河職人が真心込めて一棹一棹作ります。。【smtb-F】02P02aug10：きりやさん,411総桐衣装箪笥(牡丹)当店、駿河職人が真心込めて一棹一棹作ります。。【smtb-F】02P02aug10,桐たんす/桐箪笥/桐タンス/収納着物/送料無料/オーダー家具。411総桐衣装箪笥(牡丹)当店、駿河職人が真心込めて一棹一棹作ります。。【smtb-F】02P02aug10[rn]
29-75207,http://tshop.r10s.jp/kiriyasan/cabinet/img61603339.jpg?fitin=700:700,92000.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > 衣装タンス,桐たんす　着物　収納 オリジナル　総桐引戸付衣装箪笥板厚26mm 製造直売重ね式　ミニサイズ　商品番号698　【smtb-F】532P14Aug16,総桐箪笥桐たんす桐タンス収納着物整理引戸付送料無料,"<p>
<BR><BR><BR><BR>
<table style=""width: 99%;""><tr><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img61603341.jpg""alt=""Photo"" width=""400"" height=""460""></a><br>
</td><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/img61603340.jpg""alt=""Photo"" width=""400"" height=""460""></a><br>
</td><td>
</td></tr><tr><td>
<font size=5 color=olive>
<br>※引戸内にＨ型の可動式の棚が付観音扉内は盆が５杯入ってます。
</td><td>
</font><font size=5 color=olive>
<br>※下台大引き出し部分は奥までの全段通棚板です、気密性があり丈夫なつくりです。
</td><td>
</font>
</td></tr></table>
<BR><BR><BR>
<BR><BR><font size=5><BR>下記、商品金額の横の</font><font size=5 color=red>赤枠内の「送料無料」</font><font size=5>は</font><font size=5 color=red>本土のみ</font><font size=5>です。</font><BR><BR>
<font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃かかります。
<BR>※お届けは基本玄関先までです。
<BR>※設置(有料)を希望のお客様はお尋ねください。</font><BR><BR>
<BR><BR><font size=5 color=red></font> 
<BR><font size=5>●サイズ
<BR>　　本体外寸　間口1010x奥行450x高さ1510mm
<BR>　　上台外寸　間口1000x奥行445x高さ920mm
<BR>　　下台外寸　間口1010x奥行450x高さ590mm
<BR>
<BR>　　引出内寸(小)間口275x奥行380x深さ120mm
<BR>　　引出内寸(大)間口920x奥行380x深さ135mm
<BR>　　盆内寸　　　　間口875x奥行360x深さ50mm
<BR> 
<BR>●素材　　天然木桐(総桐100%)
<BR> 
<BR>●板厚　　天板・側板(２６mm)背板・底板(６mm)
<BR>　　　　　　　引出前板・棚板(１５mm)その他(１３mm)
<BR> 
<BR>●金具　　亜鉛合金・一部真鍮
<BR> 
<BR>●塗装　　とのこ・蝋引き・防水加工
<BR> 
<BR>●仕様　　２段重ね式・全段通棚板(下台)
<BR>　　　　　天板（臍組・４枚組継ぎ）　
<BR>           小引出し中央１杯鍵付盆(５杯)
<BR> 
<BR>●付属品　　木ダボ・スベリロー・ジョイント金具
転倒防止ベルト
<BR> 
<BR>●製造　　　当社工場(静岡)</font>
<BR> 
<BR><BR> 
<BR><font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります。
<BR>※お届けは基本玄関先までです。</font><BR><BR>",桐たんす　着物　収納 オリジナル　総桐引戸付衣装箪笥板厚26mm 製造直売重ね式　ミニサイズ　商品番号698　【smtb-F】532P14Aug16 ：きりやさん,桐たんす　着物　収納 オリジナル　総桐引戸付衣装箪笥板厚26mm 製造直売重ね式　ミニサイズ　商品番号698　【smtb-F】532P14Aug16,総桐箪笥桐たんす桐タンス収納着物整理引戸付送料無料。桐たんす　着物　収納 オリジナル　総桐引戸付衣装箪笥板厚26mm 製造直売重ね式　ミニサイズ　商品番号698　【smtb-F】532P14Aug16[rn]
29-75208,http://tshop.r10s.jp/kiriyasan/cabinet/imgrc0065270713.jpg?fitin=700:700,200067.2000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > 衣装タンス,桐たんす　法衣　袈裟　総桐法衣箪笥・特注品　製造直売　商品番号3481,総桐箪笥桐タンス桐たんす収納衣装法衣送料無料日本製特注品,"<BR><BR><BR><font size=5 color=olive>オーダー家具（特注品）のコーナーの商品は再見積もりです<BR><BR>商品番号　3481　　↓</font><BR><BR>
<BR><font size=5 color=red>※特注品※</font>
<BR><BR>
<font size=5>●サイズ　
<BR>　本体外寸　間口900x奥行600x高さ1800mm
<BR>　引出内寸　間口約820x奥行約540x深さ約84mm
<BR>　盆内寸　　間口約784x奥行約508x深さ70mm
<BR>
<BR>●板厚　　天板・側板・引出前板(18mm）
<BR>　　　　　　内貼り（20mm）背板・底板（6mm）
<BR>　　　　　　その他（15mm）
<BR>
<BR>●素材　　天然木桐（総桐100%)
<BR>
<BR>●金具　　亜鉛合金・一部真鍮
<BR>
<BR>●塗装　　とのこ・ろう引き・防水加工
<BR>
<BR>●仕様　　2段重ね式・天板（臍組）引出（蟻組）
<BR>　　　　　　全段通棚板・観音扉内（盆8杯）
<BR>　　　　　　浅引出（8杯）
<BR>
<BR>●付属品　　転倒防止ベルト・ジョイント
<BR>　　　　　　　スベリロー・木ダボ
<BR>
<BR>●製造　　　当社工場（静岡・産女工場）
<BR><BR></font>
<BR><BR><BR><font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります。<BR><BR>※お届けは基本玄関先までです。<BR></font>",桐たんす　法衣　袈裟　総桐法衣箪笥・特注品　製造直売　商品番号3481：きりやさん,桐たんす　法衣　袈裟　総桐法衣箪笥・特注品　製造直売　商品番号3481,総桐箪笥桐タンス桐たんす収納衣装法衣送料無料日本製特注品。桐たんす　法衣　袈裟　総桐法衣箪笥・特注品　製造直売　商品番号3481[rn]
29-75209,http://tshop.r10s.jp/kiriyasan/cabinet/imgrc0078175187.jpg?fitin=700:700,26240.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > 衣装タンス,桐箪笥　収納　着物　焼桐　桐衣装箪笥・ミニ・時代仕上げ　アウトレット　現品限り　製造直売　商品番号　花桐1　,桐箪笥　着物　収納　焼桐　アウトレット　現品限り　日本製,"<p>
<p>
<font size=5>
<font color=red>
<br>大好評です!ありがとうございます！
<br>のこりわずかとなりました!!</font>
<br>きりやさんよりお得な情報です♪
<br>撮影用・サンプル品・廃盤品・アウトレットなどを<font color=green>
<BR>大大特価</font>でご提供!!
<br></font>
<font size=5>
<br>【注】廃盤品・アウトレット品などですので、返品やクレームは一切お受けできませんのでご了承くだい。
<BR>※お届けの時は一度開梱し綺麗な状態にしてからのお届けです。(目溢しなど御座いましたらご容赦願います。)
<font color=red>
<BR>※梱包材は再利用しております、ご了承下さい。
</font>
<BR><BR><BR>
<p>
<BR><BR><BR>
<BR>
<table style=""width: 99%;""><tr><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/imgrc0078008417.jpg""alt=""Photo"" width=""440"" height=""440""></a><br>
</td><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/imgrc0078175187.jpg""alt=""Photo"" width=""440"" height=""440""></a><BR>
</td></tr><tr><td>

<font size=5 color=olive>
<br>●倉庫で長年眠ってました、扉が無くなり<BR>日に焼けしまいました。
</td><td>
<font size=5 color=olive>
<BR>●扉を新たに作り時代仕上げにしました。
</font>
</td></tr></table>
<BR><BR><font size=5>●背板と引出の底板はプリント合板です、<BR>ご使用には問題ないかと思いますがご承知<BR>の上お求めください。</font>
<BR><BR>
<BR>
<table style=""width: 99%;""><tr><td>
<a><img src=""http://image.rakuten.co.jp/kiriyasan/cabinet/imgrc0078240100.jpg""alt=""Photo"" width=""440"" height=""440""></a><br>
</td><td>
</td></tr><tr><td>

<font size=5 color=olive>
<br>●引き出しを抜いた状態です</font>
</td><td>

</td></tr></table>
<BR><BR>

<BR><font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃かかります。
<BR>※お届けは基本玄関先までです。
<BR>※設置(有料)を希望のお客様はお尋ねください。</font><BR><BR>
<BR><BR><BR><font size=5 color=red>アウトレット・現品限り</font><BR><BR><font size=5 color=olive>●サイズ
<BR> 　本体外寸　間口960x奥行440x高さ950mm
<BR>　 引出内寸(小）間口430x奥行370x深さ100mm
<BR>　　　　　（大・浅）間口905x奥行370x深さ100mm
<BR>　　　　　（大・深）間口905x奥行370x深さ140mm
<BR>　　盆内寸　間口905x奥行370x深さ45mm
<BR>
<BR>●素材　　天然木桐・一部プリント合板
<BR>
<BR>●板厚　　背板・底板（プリント合板）
<BR>　　　　　　その他（１３mm）
<BR>
<BR>●金具　　亜鉛合金
<BR>
<BR>●塗装　　時代仕上げ（焼桐）とのこ・蝋引き
<BR>　　　　　　防水加工
<BR>
<BR>●仕様　　盆（２杯）・小引出（２杯）
<BR>　　　　　　大引出（浅）１杯・大引出（深）２杯<BR>
<BR>●付属品　スベリロー（家具専用の蝋です）
<BR>
<BR>●製造　　当社工場（静岡）</font><BR><BR><BR>",桐箪笥　収納　着物　焼桐　桐衣装箪笥・ミニ・時代仕上げ　アウトレット　現品限り　製造直売　商品番号　花桐1　：きりやさん,桐箪笥　収納　着物　焼桐　桐衣装箪笥・ミニ・時代仕上げ　アウトレット　現品限り　製造直売　商品番号　花桐1　,桐箪笥　着物　収納　焼桐　アウトレット　現品限り　日本製。桐箪笥　収納　着物　焼桐　桐衣装箪笥・ミニ・時代仕上げ　アウトレット　現品限り　製造直売　商品番号　花桐1　[rn]
29-75210,http://tshop.r10s.jp/kiriyasan/cabinet/imgrc0069350382.jpg?fitin=700:700,30360.0000,,インテリア・寝具・収納 > 収納家具 > 和タンス > 桐タンス > 整理タンス,桐タンス　収納　着物　総桐整理箪笥５杯・上置きタイプ・特注品　製造直売　商品番号4227T　,桐箪笥　桐タンス　桐たんす　収納　着物送料無料特注品上置き,"<BR><BR><BR><font size=5><BR>下記、商品金額の横の</font><font size=5 color=red>赤枠内の「送料無料」</font><font size=5>は</font><font size=5 color=red>本土のみ</font><font size=5>です。</font><BR><BR>
<font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃かかります。
<BR>※お届けは基本玄関先までです。
<BR>※設置(有料)を希望のお客様はお尋ねください。</font><BR><BR>

<BR><BR><font size=5 color=olive>商品番号　4227　↓<BR><BR>
<BR><BR><font size=5 color=red>特注品</font>
<BR><font size=5>●サイズ
<BR>　本体外寸　間口1000x奥行445x高さ515mm
<BR>　引出内寸（浅引出）間口945x奥行380x深さ55mm
<BR>　　　　　（深引出）間口945x奥行380x深さ99mm
<BR>
<BR>●素材　　天然木桐（総桐100％）
<BR>
<BR>●板厚　　背板・底板（６mm）その他（１３mm）
<BR>
<BR>●金具　　亜鉛合金（TY16)
<BR>
<BR>●塗装　　とのこ・蝋引き・防水加工
<BR>
<BR>●仕様　　上置きタイプ
<BR>　　　　　　浅引出（３杯）深引出（２杯）
<BR>
<BR>●付属品　転倒防止ベルト・スベリロー
<BR>
<BR>●製造　　当社工場（静岡）</font>
<BR><BR><font size=5 color=red>※北海道・四国・九州・沖縄・その他の離島・過疎地は別途運賃掛かります。<BR><BR>※お届けは基本玄関先までです。</font><BR><BR>",桐タンス　収納　着物　総桐整理箪笥５杯・上置きタイプ・特注品　製造直売　商品番号4227T　：きりやさん,桐タンス　収納　着物　総桐整理箪笥５杯・上置きタイプ・特注品　製造直売　商品番号4227T　,桐箪笥　桐タンス　桐たんす　収納　着物送料無料特注品上置き。桐タンス　収納　着物　総桐整理箪笥５杯・上置きタイプ・特注品　製造直売　商品番号4227T　[rn]
