29-63801,http://tshop.r10s.jp/rcmdse/cabinet/hg03/hg-lc-4610sl.jpg?fitin=700:700,7840.0000,,インテリア・寝具・収納 > イス・チェア > 折りたたみチェア > 背もたれ付,デッキチェアー ガーデンチェア エクステリア ガーデン アウトドア リラックスチェアー LC-4610SL(代引不可)【送料無料】【smtb-f】,,<br><br>S字のデザインで体にフィットして座り心地抜群のリラックスチェア。折りたたみ式なのでコンパクトに収納！<br>【商品サイズ】<br>(約):幅65×奥行163～92.5×高さ81.5～114.5×座面高43cm<br>■　枕付<br>【仕様】<br>主材:スチール　張地:ポリエステル<br><br><br><br><font color=#ff9900>【代引きについて】</font><br>こちらの商品は、<font color=#ff0000>代引きでの出荷は受け付けておりません。</font><br><br><br><font color=#ff9900>【送料について】</font><br><font color=#ff0000>北海道、沖縄、離島は別途送料を頂きます。</font><center></center>,デッキチェアー ガーデンチェア エクステリア ガーデン アウトドア リラックスチェアー LC-4610SL(代引不可)【送料無料】【smtb-f】：リコメン堂生活館,デッキチェアー ガーデンチェア エクステリア ガーデン アウトドア リラックスチェアー LC-4610SL(代引不可)【送料無料】【smtb-f】,デッキチェアー ガーデンチェア エクステリア ガーデン アウトドア リラックスチェアー LC-4610SL(代引不可)【送料無料】【smtb-f】[rn]
29-63802,http://tshop.r10s.jp/rcmdse/cabinet/md114/j4934257228015-1.jpg?fitin=700:700,7844.8000,,インテリア・寝具・収納 > イス・チェア > 折りたたみチェア > 背もたれ付,リラックスチェアー 折りたたみ LC-4610BK 4934257228015 ブラック 代引き不可,,<table width=380 border=0 cellpadding=4 cellspacing=1 bgcolor=#b1b1b1><tr><td bgcolor=#f2f2f2><font size=2>リラックスチェアー 折りたたみ LC-4610BK 4934257228015 ブラック 代引き不可</font></td></tr><tr><td bgcolor=#FFFFFF><font size=2>S字のデザインで体にフィットして座り心地抜群のリラックスチェア。折りたたみ式なのでコンパクトに収納！</font></td></tr></table><br><table width=380 border=0 cellpadding=4 cellspacing=1 bgcolor=#b1b1b1><tr><td bgcolor=#f2f2f2 width=60><font size=2>サイズ</font></td><td bgcolor=#FFFFFF><font size=2>(約）H81.5～114.5×W65×D163～92.5×座面高43cm</font></td></tr><tr><td bgcolor=#f2f2f2><font size=2>素材</font></td><td bgcolor=#FFFFFF><font size=2>主材：スチール、張地：ポリエステル</font></td></tr><tr><td bgcolor=#f2f2f2><font size=2>仕様</font></td><td bgcolor=#FFFFFF><font size=2>枕付、カラー：ブラック <font color=red><b>※メーカーからの直送商品のため代引き不可となります。又、商品を複数個お買い上げの場合や、お届け先が北海道、沖縄、離島の場合等につきましては別途、送料の追加料金を頂戴致します。前もってお問合せください。</b></font>※ご入金後のキャンセルは不可となっております。</font></td></tr></table><TABLE width=600 bgcolor=#ffffff><TR><TD align=center bgcolor=#b1b1b1><TABLE border=0 width=100%><TR><TD align=center><FONT color=#ffffff size=4><B>リラックスチェアー 折りたたみ LC-4610BK 4934257228015 ブラック 代引き不可</B></FONT></TD></TR><TR><TD bgcolor=#cecfce></TD></TR></TABLE></TD></TR><TR><TD><IMG src=http://image.rakuten.co.jp/rcmdfa/cabinet/md114/j4934257228015-1.jpg width=600></TD></TR><TR><TD><BR><FONT size=3><B>リラックスチェアー 折りたたみ 椅子 イス LC-4610BK インテリア 家具 雑貨 代引不可 直送商品</B></FONT><BR><FONT color=#666666 size=2>S字のデザインで体にフィットして座り心地抜群のリラックスチェア。折りたたみ式なのでコンパクトに収納！</FONT><BR><BR></TD></TR><TR><TD><IMG src=http://image.rakuten.co.jp/rcmdfa/cabinet/md114/j4934257228015-2.jpg width=600></TD></TR><TR><TD align=right><FONT color=#999999 size=5><B>Item Information</B></FONT></TD></TR><TR><TD bgcolor=#f2f2f2 height=2></TD></TR><TR><TD><TABLE width=100% border=0 cellpadding=3 cellspacing=1 bgcolor=#b1b1b1><TR><TD width=20% align=center bgcolor=#f2f2f2><FONT size=2>サイズ</FONT></TD><TD width=80% bgcolor=#ffffff><FONT size=2>(約）H81.5～114.5×W65×D163～92.5×座面高43cm</FONT></TD></TR><TR><TD align=center bgcolor=#f2f2f2><FONT size=2>仕様</FONT></TD><TD bgcolor=#ffffff><FONT size=2>主材：スチール、張地：ポリエステル<BR>        枕付、カラー：ブラック <font color=red><b>※メーカーからの直送商品のため代引き不可となります。又、商品を複数個お買い上げの場合や、お届け先が北海道、沖縄、離島の場合等につきましては別途、送料の追加料金を頂戴致します。前もってお問合せください。</b></font>※ご入金後のキャンセルは不可となっております。</FONT><BR>        <FONT size=2></FONT></TD></TR><TR><TD align=center bgcolor=#f2f2f2><FONT size=2>付属品</FONT></TD><TD bgcolor=#ffffff><FONT size=2></FONT></TD></TR></TABLE></TD></TR><TR><TD><IMG src=http://image.rakuten.co.jp/rcmdfa/cabinet/md114/j4934257228015-3.jpg width=600></TD></TR></TD></TR></TABLE>,リラックスチェアー 折りたたみ LC-4610BK 4934257228015 ブラック 代引き不可：リコメン堂生活館,リラックスチェアー 折りたたみ LC-4610BK 4934257228015 ブラック 代引き不可,リラックスチェアー 折りたたみ LC-4610BK 4934257228015 ブラック 代引き不可[rn]
29-63803,http://tshop.r10s.jp/rcmdse/cabinet/dsproducts/181/0001065780-1.jpg?fitin=700:700,4800.0000,,インテリア・寝具・収納 > イス・チェア > 折りたたみチェア > 背もたれ付,高さ調節チェア（ブラウン） ※座面が無段階調節可能 〔椅子〕〔イス〕〔カウンター〕〔NK-017〕,,"<font color=""#BF0000""><b>■サイズ・色違い・関連商品</b></font><hr color=""#BF0000""><br><b>ホワイト 1 </b><br><b>ブラウン 1 </b><br><br><b>関連商品の検索結果一覧はこちら</b><br><br><br><font color=""#BF0000""><b>■商品内容</b></font><hr color=""#BF0000""><br>座面が無段階調節可能なので１台で様々な高さのテーブルに対応できます<br>キッチンでの立ち仕事やカウンターチェアとしてもおすすめです！<br>適度に弾力があるクッションなので、長時間の使用も疲れにくく快適に過ごせます<br>使わない時は折りたたんで収納可能<br><br><br><font color=""#BF0000""><b>■商品スペック</b></font><hr color=""#BF0000""><br>【商品名】<br>　高さ調節チェア（ブラウン）<br>【サイズ】<br>　商品サイズ（約）：幅36×奥行40?47×高さ75cm　<br>　座面高（約）：38.5?66cm<br>　折りたたみ時厚み（約）：12cm<br>【重量】<br>　商品重量（約）：3.8kg<br>【材質】<br>　ウレタンフォーム（合成皮革張り）・スチール<br>【塗装】<br>　粉体塗装<br>【生産国】<br>　台湾<br>【備考】<br>　実用新案取得商品<br>　座面高さ調節可能<br>　折りたたみ可能<br>　完成商品<br>【注意事項】<br>　耐荷重（約)：90kg<br><br><br>【配送日時指定について】<br>・この商品は、配送希望日と時間帯をご指定可能です。<br>・配送希望日は出荷目安(最長)の 2 - 30 日後の間でご指定ください。<br>・最短でのお届けをご希望の場合は「指定なし」を選択してください。<br>※配送エリア（沖縄・離島など）により、配送希望日のご指定をお受けしかねる場合がございます。<br><br><br><br><font color=""#BF0000""><b>■送料・配送についての注意事項</b></font><hr color=""#BF0000""><br>●本商品の出荷目安は<b>【1 - 4営業日　※土日・祝除く】</b>となります。<br><br>●お取り寄せ商品のため、稀にご注文入れ違い等により欠品・遅延となる場合がございます。<br><br>●本商品は同梱区分<b>【TS1792】</b>です。同梱区分が<b>【TS1792】</b>と記載されていない他商品と同時に購入された場合、梱包や配送が分かれます。<br><br>●沖縄、離島および一部地域への配送時に追加送料がかかる場合がございます。",高さ調節チェア（ブラウン） ※座面が無段階調節可能 〔椅子〕〔イス〕〔カウンター〕〔NK-017〕：リコメン堂生活館,高さ調節チェア（ブラウン） ※座面が無段階調節可能 〔椅子〕〔イス〕〔カウンター〕〔NK-017〕,高さ調節チェア（ブラウン） ※座面が無段階調節可能 〔椅子〕〔イス〕〔カウンター〕〔NK-017〕[rn]
29-63804,http://tshop.r10s.jp/rcmdse/cabinet/dsproducts/015/0000129014-1.jpg?fitin=700:700,1767.2000,,インテリア・寝具・収納 > イス・チェア > 折りたたみチェア > 背もたれ付,デラックスカラーチェア（レッド（赤））,,"<font color=""#BF0000""><b>■サイズ・色違い・関連商品</b></font><hr color=""#BF0000""><br><b>イエロー  </b><br><b>レッド  </b><br><b>ブラック  </b><br><b>ホワイト/4985396009249  </b><br><br><br><font color=""#BF0000""><b>■商品内容</b></font><hr color=""#BF0000""><br>シンプル折りたたみが出来るイスです。<br><br>がっちりしたイスが必要のない方には、<br>うってつけのシンプルでかさばらないイスですよ！<br><br>色のバリエーションも豊富だから、<br>お部屋の雰囲気にあわせるととってもおしゃれです！<br><br>色は全部で４種類！<br><b>レッド</b><b>ホワイト</b><b>ブラック</b><b>イエロー</b><br><br><b>好みで組み合わせてもいいですね♪♪</b><br><br><br><br><font color=""#BF0000""><b>■商品スペック</b></font><hr color=""#BF0000""><br>■全体サイズ<br>　幅32cm×奥48.5cm×高80cm<br><br>■座面サイズ<br>　座面サイズ：幅31.5cm×奥行31.5cm×高さ46cm<br>　座面厚み：4.5cm<br><br>■材質<br>　全体：スチールパイプ<br>　座面：ポリウレタン<br><br>■原産国<br>　中国<br><br>■重量<br>　約3kg<br><br><br><br><br><font color=""#BF0000""><b>■送料・配送についての注意事項</b></font><hr color=""#BF0000""><br>●本商品の出荷目安は<b>【1 - 3営業日　※土日・祝除く】</b>となります。<br><br>●お取り寄せ商品のため、稀にご注文入れ違い等により欠品・遅延となる場合がございます。<br><br>●本商品は同梱区分<b>【TS723】</b>です。同梱区分が<b>【TS723】</b>と記載されていない他商品と同時に購入された場合、梱包や配送が分かれます。<br><br>●沖縄、離島および一部地域への配送時に追加送料がかかる場合がございます。",デラックスカラーチェア（レッド（赤））：リコメン堂生活館,デラックスカラーチェア（レッド（赤））,デラックスカラーチェア（レッド（赤））[rn]
29-63805,http://tshop.r10s.jp/rcmdse/cabinet/sy40/sy-15-8226-837.jpg?fitin=700:700,1466.4000,,インテリア・寝具・収納 > イス・チェア > 折りたたみチェア > 背もたれ付,折畳み椅子 ブラック PFC－10BK,,"<table width=350 border=0 cellspacing=1 cellpadding=3 bgcolor=#999999><tr><td align=center bgcolor=#f2f2f2 width=88><font size=2>説明</font></td><td bgcolor=#ffffff><font size=2>コンパクトに折畳めて、収納するのに便利です。キッチン横などに置いておけば、料理の合間の休憩用の椅子として、お使い頂けます。</font></td></tr><tr><td align=center bgcolor=#f2f2f2 width=88><font size=2>内容</font></td><td bgcolor=#ffffff><font size=2>●折畳みサイズ＝約幅３１×奥行７×高さ８３ｃｍ●折畳みロック機能付（座面裏）</font></td></tr><tr><td align=center bgcolor=#f2f2f2 width=88><font size=2>サイズ</font></td><td bgcolor=#ffffff><font size=2>●現品約幅３１×奥行４４×高さ７３（座面高さ４４）ｃｍ・本体重量＝約２ｋｇ</font></td></tr><tr><td align=center bgcolor=#f2f2f2 width=88><font size=2>材料</font></td><td bgcolor=#ffffff><font size=2>●張地＝ビニールシート貼り、フレーム＝スチール（粉体塗装）</font></td></tr></table><div style=""width:720px;""><div style=""border:solid 1px #CCCCCC; margin-right:5px; margin-bottom:5px; width:350px; float:left""><img src=http://image.rakuten.co.jp/rcmdse/cabinet/sy40/sy-15-8226-837.jpg width=350></div></div>",折畳み椅子 ブラック PFC&minus;10BK：リコメン堂生活館,折畳み椅子 ブラック PFC&minus;10BK,折畳み椅子 ブラック PFC&minus;10BK[rn]
29-63806,http://tshop.r10s.jp/kagu-gamadas/cabinet/03682061/yell-01.jpg?fitin=700:700,11120.0000,,インテリア・寝具・収納 > イス・チェア > スタッキングチェア > 背もたれ付 > 肘掛なし,完成品！≪2脚セット≫布張りスタッキングチェアー◆ハイバックチェアー◆選べる10色！ファブリック張りダイニングチェアー食卓椅子2点セット◆ブラックダークグレークリムゾンレッドオレンジブルーグリーンチョコレートブラウンバイオレットパープル,省スペース！重ねて収納できるスタッキング機能付き！,"<!--ここから-->
<style>
#s-page table{
border-collapse : collapse ;
border-width : 1px 0 0 1px ;
border-style : solid ;
border-color : #c0c0c0 ;
}
#s-page table td {
border-width : 0 1px 1px 0;
border-style : solid;

padding : 1em;
font-size: small;
} 
</style>

</head>


<div id=""s-page"">

<table width=""400"" border=""1"">
  <tr>
    <td width=""66"" rowspan=""4""><p align=""center"">送料</p></td>
    <td width=""125"">本州/四国/九州</td>
    <td width=""187""><font size=""+1"" color=""#ff0000""><B>記載通り</B></font></td>
  </tr>
  <tr>
    <td>北海道</td>
    <td><font size=""+1"" color=""#ff0000"">別途お見積り</font></td>
  </tr>
  <tr>
    <td>沖縄</td>
    <td><font size=""+1"" color=""#ff0000"">別途お見積り</font></td>
  </tr>
  <tr>
    <td>離島</td>
    <td><font size=""+1"" color=""#ff0000"">別途お見積り</font></td>
  </tr>
</table><BR />




<table width=""400"" border=""1"">
  <tr>
    <td width=""66"" rowspan=""2"" align=""center"">在庫<br>状況</td>
    <td colspan=""3"">
    
<!-- 納期--> 
      <img src=""http://image.rakuten.co.jp/kagu-gamadas/cabinet/nouki/ari.jpg"">
      
      
<!-- 在庫あり（店・倉庫にある場合）＝画像名「　ari.jpg　」--> 
<!-- メーカープロパー取り寄せ　　　＝画像名「　toriyose.jpg　」-->
 
<!-- 予約のばあいは
　　　　＝画像名（例）「　1-gatsu-chu.jpg　」　月　-gatsu-　時期：上旬=jou　中旬＝chu　末＝matsu　-->
       
      
      <br><br><FONT size=""-1"">※納期は発送より３～７日程度です。<BR><BR>※入荷待ち予約販売についてはこちらをチェック </FONT></td>
  </tr>
  <tr>
    <td colspan=""3"">【在庫あり】他県倉庫からの取り寄せで3～7営業日程で出荷可能です。<br>---------------------------------------<br>
    【取り寄せ】ご注文確認後メーカーに発注し、3～5営業日程で出荷可能です。※稀にメーカーの急な欠品により納期が遅れる場合がございます。その場合はご注文確認メール内にてご案内いたします。
<BR>---------------------------------------<br>
    【○○入荷】入荷待ちとなっている、予約販売商品です。配達日のご指定がお受けできません。<BR>※商品入荷日決定後にご連絡いたしますので配達日をごご指示くださいませ。</td>
  </tr>
  <tr>
    <td width=""66"" rowspan=""2"" align=""center"">支払<br>方法</td>
    
    
<!-- 代引き不可商品は　下の画像名を「～pay-d.jpg""」にすること--> 
    <td colspan=""3""><img src=""http://image.rakuten.co.jp/kagu-gamadas/cabinet/footer/pay.jpg"" width=""234"" /></td>
  </tr>
  <tr>
    <td colspan=""3"">※代金引換もご利用　【　可　能　】　です。</td>


<!-- ここも↑　「※代金引換はご利用いただけません※<BR>お支払い方法を代引きにされた方は”銀行振込”に変更させて頂きます。」に差し替え--> 
  </tr>
 
</table>

<BR>

<table width=""400"" border=""1"">
  <tr>
    <td width=""66"" rowspan=""2""><p align=""center"">お届け</p></td>
    
   
<!-- 下の画像名を １名降ろし＝画像名「～1man.jpg」 ２名降ろし＝画像名「～2man.jpg」に-->  
    <td><img src=""http://image.rakuten.co.jp/kagu-gamadas/cabinet/setsumei/1man.jpg"" width=""274"" height=""126"" /></td>


  </tr>
<tr>
    <td>【１名配送】通常の１名配送になります。<br>---------------------------------------<br>
      【２名発送】トラックから２名で荷物を降ろし、玄関渡しを行うサービス（搬入設置は行っておりません）。<BR>・<font color=""#FF0000"">配達時間の指定が不可になります。</font><BR>・配達店よりお電話でご相談させていただきます。<BR><BR>
      ※２名配送降ろしサービス　詳細はこちら※</td>
  </tr>
</table>

<BR>
<table width=""400"" border=""1"">
  <tr>
    <td width=""66""><p align=""center"">詳細</p></td>
    <td width=""318"">
  《こちらのページは2脚セットの販売になります。》<br><br>
・重ねて収納できるカラフルなダイニングチェアーのご紹介です。<br><br>

・選べる10色！<br>バリエーションが豊富ですので、お部屋のデザインに合わせてお好みのカラーをお選びいただけます。<br><br>

・ハイバックタイプですので、座り心地抜群です。<br>
背もたれはゆるく歪曲しており、背中にフィットする形状となっております。
<br><br>

・【スタッキング機能】来客用の予備としても！<br>積み重ねて収納可能ですので、 使用しないときは重ねて省スペースに収納することができます。
<br><br>

・触り心地の良いファブリック張りです。<br><br>

・完成品でのお届けとなりますので、開梱後すぐにご使用頂けます。<br><br>
◆耐荷重：約80kg



    </td>
  </tr>
  <tr>
    <td width=""66""><p align=""center"">定価</p></td>
    <td>・小売希望価格：19,000円(税抜き)<BR></td>
  </tr>
  <tr>
    <td width=""66""><p align=""center"">サイズ</p></td>
    <td>【外寸】幅42×奥行き54.5×高さ95(座面高46)cm<BR></td>
  </tr>
  
<!-- 大型商品は必ず記載すること、搬入に困らない商品は荷物個数のみに --> 
  <tr>
    <td width=""66""><p align=""center"">梱包に<BR>ついて</p></td>
    <td>荷物個数： 1個<BR><BR></td>
  </tr>
  
<!-- 下記リンクに素材が該当する場合はリンクを貼ること --> 
  <tr>
    <td width=""66""><p align=""center"">素材</p></td>
    <td>・フレーム：スチール<BR>
　座面：ファブリック
    
  
<!-- 下記リンクに素材が該当する場合はリンクを貼ること -->  
    
  <!--   ※素材について 詳細はこちら--> </td>
  
<!-- リンク用URL：ガラス【 grass 】 -->
<!-- リンク用URL：天然木【 wood 】 -->
<!-- リンク用URL：パイン【 pine 】 -->
<!-- リンク用URL：組立て【 kd 】 -->
<!-- リンク用URL：籐製品【 ratan 】 -->


  
  </tr>
 
  <tr>
    <td width=""66""><p align=""center"">到着後</p></td>
    
   
<!-- 梱包状況や組み立てについて記載すること --> 
    <td>【完成品】開梱のみでご利用いただけます。</td>


<!-- 【完成品】開梱のみでご利用いただけます。 -->
<!-- 【半完成品】「**」のお取り付けをお願い致します。 -->
<!-- 【組み立て式】開梱後お組み立てをお願い致します。 -->
<!-- 【上下２分割】開梱後、積み重ねをお願いします。 -->
  </tr>
  <tr>
    <td width=""66""><p align=""center"">詳細</p></td>
    
<!-- 商品別の注意事項（返品条件、素材の特性等） -->
    <td>
    
    ※共通の注意事項はこちら(必ずご一読ください)<BR>
    </td>
  </tr>
</table>
<p><font size=""-1"">【3109特>P】&nbsp;※2脚組※スタッキングチェア＿エール(※色選択有り)　<BR /><font size=""-3"">[絞り込みワード] ***</font></font></p>
</div>


<!-- ここまで -->",完成品！≪2脚セット≫布張りスタッキングチェアー◆ハイバックチェアー◆選べる10色！ファブリック張りダイニングチェアー食卓椅子2点セット◆ブラックダークグレークリムゾンレッドオレンジブルーグリーンチョコレートブラウンバイオレットパープル：家具インテリアの専門店 ガマダス,ソファー 1人掛け 2人掛け 3人掛けコーナーソファー 応接ソファーセットソファーベッド カウチソファーガラステーブル テーブル学習机 学習デスク デスクマット コイズミ くろがねランドセル 男の子 女の子こたつ 炬燵 コタツ ダイニングこたつ 正方形 長方形 こたつセットダイニングセット 食卓セット 5点 7点シングルベッド セミダブルベッド ダブルベッド  ワイドダブルベッド食器棚 ダイニングボード キッチンパソコンデスク 書斎机布団 寝具 毛布北欧風 シンプル モダン カントリー アーバン マットレス 脚付きマットレスガーデン エクステリア ガーデンセット座椅子 オフィスチェアー デスクチェアー バーチェアー カウンターチェアーデザイナーズ家具 ジェネリック家具 リプロダクトアウトレット ギフト プレゼント 特集 新入学　新生活　母の日　父の日　敬老の日完成品！≪2脚セット≫布張りスタッキングチェアー◆ハイバックチェアー◆選べる10色！ファブリック張りダイニングチェアー食卓椅子2点セット◆ブラックダークグレークリムゾンレッドオレンジブルーグリーンチョコレートブラウンバイオレットパープル,省スペース！重ねて収納できるスタッキング機能付き！。完成品！≪2脚セット≫布張りスタッキングチェアー◆ハイバックチェアー◆選べる10色！ファブリック張りダイニングチェアー食卓椅子2点セット◆ブラックダークグレークリムゾンレッドオレンジブルーグリーンチョコレートブラウンバイオレットパープル[rn]
29-63807,http://tshop.r10s.jp/abcinterior/cabinet/449/449-151216-045.jpg?fitin=700:700,8180.8000,,インテリア・寝具・収納 > イス・チェア > スタッキングチェア > 背もたれ付 > 肘掛なし,TDC-9541 WH 9549 BK プレイン FINE ファイン 食堂 食卓 いす イス シンプル 洋風 合成皮革張り レザー張り あずま工芸,,"<table style=""border:#CCCCCC solid 1px; color: #333333; font-size: 12px;"" cellspacing=""3"" width=""330""><tbody><tr><td style="" background-color: #333;"" height=""30"" colspan=""2"" align=""left""><img src=""http://image.rakuten.co.jp/abcinterior/cabinet/pergi/parts/title_details.jpg"" width=""116"" height=""30"" alt=""アイテムディティール　商品概要"" /></td></tr><tr><td style=""border-top: #999999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td width=""116"" align=""left"" valign=""middle""><p style=""padding-left:10px;""><b>サイズ</b></p></td><td width=""212"" align=""left""><p style=""line-height:18px; padding-right:10px;"">幅450X奥行き550X高さ850x座高430(mm)</p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""20"" valign=""middle"" align=""left""><p style=""padding-left:10px;""><b>色</b></p></td><td height=""20"" align=""left""><p>ホワイト ブラック</p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""36"" valign=""middle"" align=""left""><p style=""padding-left:10px;""><b>素材・仕様</b></p></td><td height=""36"" align=""left""><p style=""line-height:18px; padding-right:10px;"">材質 張地 合成皮革 PVCレザー ウレタンフォーム スチールパイプ構造</p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""20"" valign=""middle"" align=""left""><p style=""padding-left:10px;""><b>お届けの形態</b></p></td><td height=""20"" align=""left""><p>完成品</p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""60"" valign=""middle"" align=""left""><p style=""padding-left:10px;""><b>注意点</b></p></td><td height=""60"" align=""left""><!--<p style=""line-height:18px; padding-right:10px;""><font color=""#0000ff"" size=""2"">弊社販売商品はご注文後メーカーよりお取り寄せになります。<br />ご注文時のタイミングで商品をお手配できない場合もございます。</font><br /><br />--><font color=""#ff0000"">北海道・沖縄・離島及び一部地域は別途送料が加算されます。<br /></font><br />お使いのモニターにより、実際の色と多少の差異がございます。<br />予めご了承くださいませ。 </p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""34"" align=""left""><font size=""2""><img style=""padding:10px 15px 10px 10px;"" src=""http://image.rakuten.co.jp/abcinterior/cabinet/pergi/parts/sp3.jpg"" alt=""スタッフの一言"" width=""90"" height=""75"" /></font></td><td height=""34"" align=""left""><p style=""line-height:18px; padding-right:10px;""></p></td></tr><tr><td bgcolor=""#DFDFDF"" height=""18"" colspan=""2"" align=""left""><p style=""padding-left:10px;""><strong>JAN CODE /4945718223661</strong></p></td></tr></tbody></table><DIV align=""center"">
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264829.jpg"" 

><br>
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264826.jpg"" 

><br>
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264830.jpg"" 

><br>
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264834.jpg"" 

><br>
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264828.jpg"" 

><br>

<!-- 「ランキング受賞速報」ここから -->
<div style=""width:720px; overflow:hidden; margin:20px 0; padding:0"">
<img src=""http://www.rakuten.ne.jp/gold/abcinterior/orders/rankin1.png"" width=""720""><br />
</div>
<!-- 「ランキング受賞速報」ここまで -->

<!-- 「ウルトラ新着速報」ここから -->
<div style=""width:720px; overflow:hidden; margin-bottom: 20px; padding:0"">
<img src=""http://www.rakuten.ne.jp/gold/abcinterior/orders/newitem1.png"" width=""720""><br />
</div>
<!-- 「ウルトラ新着速報」ここまで -->

<!-- 「ウルトラ実況ライブ」ここから -->
<div style=""width:720px; overflow:hidden; margin:20px 0; padding:0"">
<img src=""http://www.rakuten.ne.jp/gold/abcinterior/orders/live1.png"" width=""720""><br />
</div>
<!-- 「ウルトラ実況ライブ」ここまで -->

<!-- 「ウルトラ実況レビュー」ここから -->
<div style=""width:720px; overflow:hidden; margin:0; padding:0"">
<img src=""http://www.rakuten.ne.jp/gold/abcinterior/orders/review1.png"" width=""720""><br />
</div>
<!-- 「ウルトラ実況レビュー」ここまで -->

</DIV>",TDC-9541 WH 9549 BK プレイン FINE ファイン 食堂 食卓 いす イス シンプル 洋風 合成皮革張り レザー張り あずま工芸：ＡＢＣ　ＩＮＴＥＲＩＯＲ,家具インテリア送料無料ソファダイニングテーブルチェアイスキャビネット子供イスシェルフソファベッド激安家具激安インテリアTDC-9541 WH 9549 BK プレイン FINE ファイン 食堂 食卓 いす イス シンプル 洋風 合成皮革張り レザー張り あずま工芸,TDC-9541 WH 9549 BK プレイン FINE ファイン 食堂 食卓 いす イス シンプル 洋風 合成皮革張り レザー張り あずま工芸[rn]
