29-21301,http://tshop.r10s.jp/monju/cabinet/one_item/img60383541.jpg?fitin=700:700,3652.0000,,日用品雑貨・文房具・手芸 > 防災関連グッズ > その他,Reelex　バリアリール　赤無地,,"<IMG SRC=""http://image.rakuten.co.jp/monju/cabinet/one_item/img60383534.jpg""><br>
<IMG SRC=""http://image.rakuten.co.jp/monju/cabinet/one_item/img60383535.jpg""><br>用途<br>
●工場、発電所、駐車場、ビル設備の点検・修理等での立入り制限、区画分け<br>
<p>
特徴<br>
●コンパクトで持ち運びに便利です。<br>
●最大5mのロングストロークです。<br>
●マグネット付でワンタッチで金属部へ取付できます。<br>
<p>
仕様<br>
●表示内容:赤無地<br>
●シート厚み(mm):0.2<br>
●シート幅(mm):60<br>
●シートストローク(m):5<br>
<p>
材質・仕上げ<br>
●シート:軟質塩化ビニール<br>
●リールケース:ABS樹脂<br><br>",Reelex　バリアリール　赤無地：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアReelex　バリアリール　赤無地,Reelex　バリアリール　赤無地[rn]
29-21302,http://tshop.r10s.jp/monju/cabinet/one_item/img60383749.jpg?fitin=700:700,1101.6000,,日用品雑貨・文房具・手芸 > 防災関連グッズ > その他,ミヅシマ　カラーコーン用立体表示カバー　駐輪禁止,,"特徴<br>
●ご使用中のコーンにかぶせるだけでサインに早変わり、サインを新しく購入の必要がありません。（使用可能コーンサイズ70cm）<br>
<p>
用途<br>
●カラーコーン用立体表示カバー<br>
<p>
仕様<br>
●縦(mm):520<br>
●横(mm):390<br>
<P>
材質・仕上げ<br>
●ポリプロピレン（PP）<br>
<p>
注意事項<br>
●コーン別売です<br>",ミヅシマ　カラーコーン用立体表示カバー　駐輪禁止：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアミヅシマ　カラーコーン用立体表示カバー　駐輪禁止,ミヅシマ　カラーコーン用立体表示カバー　駐輪禁止[rn]
29-21303,http://tshop.r10s.jp/monju/cabinet/one_item/img60383531.jpg?fitin=700:700,3876.0000,,日用品雑貨・文房具・手芸 > 防災関連グッズ > その他,Reelex　バリアリール　黄・黒ストライブ,,"<IMG SRC=""http://image.rakuten.co.jp/monju/cabinet/one_item/img60383534.jpg""><br>
<IMG SRC=""http://image.rakuten.co.jp/monju/cabinet/one_item/img60383535.jpg""><br>用途<br>
●工場・施設・駐車場の立入り制限、区画分け。<br>
<p>
特徴<br>
●コンパクトで持ち運びに便利です。<br>
●最大5mのロングストロークです。<br>
●マグネット付でワンタッチで金属部へ取付できます。<br>
<p>
仕様<br>
●表示内容:トラ<br>
●シート厚み(mm):0.2<br>
●シート幅(mm):60<br>
●シートストローク(m):5<br>
<p>
材質・仕上げ<br>
●シート:軟質塩化ビニール<br>
●リールケース:ABS樹脂<br><br>",Reelex　バリアリール　黄・黒ストライブ：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアReelex　バリアリール　黄・黒ストライブ,Reelex　バリアリール　黄・黒ストライブ[rn]
29-21304,http://tshop.r10s.jp/monju/cabinet/one_item/img60383748.jpg?fitin=700:700,1101.6000,,日用品雑貨・文房具・手芸 > 防災関連グッズ > その他,ミヅシマ　カラーコーン用立体表示カバー　立入禁止,,"特徴<br>
●ご使用中のコーンにかぶせるだけでサインに早変わり、サインを新しく購入の必要がありません。（使用可能コーンサイズ70cm）<br>
<p>
用途<br>
●カラーコーン用立体表示カバー<br>
<p>
仕様<br>
●縦(mm):520<br>
●横(mm):390<br>
<P>
材質・仕上げ<br>
●ポリプロピレン（PP）<br>
<p>
注意事項<br>
●コーン別売です<br>",ミヅシマ　カラーコーン用立体表示カバー　立入禁止：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアミヅシマ　カラーコーン用立体表示カバー　立入禁止,ミヅシマ　カラーコーン用立体表示カバー　立入禁止[rn]
29-21305,http://tshop.r10s.jp/monju/cabinet/one_item/img60383533.jpg?fitin=700:700,3876.0000,,日用品雑貨・文房具・手芸 > 防災関連グッズ > その他,Reelex　バリアリール　関係者以外立入禁止,,"<IMG SRC=""http://image.rakuten.co.jp/monju/cabinet/one_item/img60383534.jpg""><br>
<IMG SRC=""http://image.rakuten.co.jp/monju/cabinet/one_item/img60383535.jpg""><br>用途<br>
●工場、発電所、駐車場等での立入り制限、区分け。
<br>
<p>
特徴<br>
●コンパクトで持ち運びに便利です。<br>
●最大5mのロングストロークです。<br>
●マグネット付でワンタッチで金属部へ取付できます。<br>
<p>
仕様<br>
●表示内容:危険・関係者以外立入禁止<br>
●シート厚み(mm):0.2<br>
●シート幅(mm):60<br>
●シートストローク(m):5<br>
<p>
材質・仕上げ<br>
●シート:軟質塩化ビニール<br>
●リールケース:ABS樹脂<br><br>",Reelex　バリアリール　関係者以外立入禁止：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアReelex　バリアリール　関係者以外立入禁止,Reelex　バリアリール　関係者以外立入禁止[rn]
29-21306,http://tshop.r10s.jp/monju/cabinet/one_item/img60383537.jpg?fitin=700:700,3876.0000,,日用品雑貨・文房具・手芸 > 防災関連グッズ > その他,Reelex　バリアリール　清掃中立入禁止,,"<IMG SRC=""http://image.rakuten.co.jp/monju/cabinet/one_item/img60383534.jpg""><br>
<IMG SRC=""http://image.rakuten.co.jp/monju/cabinet/one_item/img60383535.jpg""><br>用途<br>
●工場、ビルの清掃作業範囲内への立入り制限<br>
<p>
特徴<br>
●コンパクトで持ち運びに便利です。<br>
●最大5mのロングストロークです。<br>
●マグネット付でワンタッチで金属部へ取付できます。<br>
<p>
仕様<br>
●表示内容:清掃中立入禁止<br>
●シート厚み(mm):0.2<br>
●シート幅(mm):60<br>
●シートストローク(m):5<br>
<p>
材質・仕上げ<br>
●シート:軟質塩化ビニール<br>
●リールケース:ABS樹脂<br><br>",Reelex　バリアリール　清掃中立入禁止：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアReelex　バリアリール　清掃中立入禁止,Reelex　バリアリール　清掃中立入禁止[rn]
29-21307,http://tshop.r10s.jp/monju/cabinet/one_item/img60383746.jpg?fitin=700:700,1101.6000,,日用品雑貨・文房具・手芸 > 防災関連グッズ > その他,ミヅシマ　カラーコーン用立体表示カバー　駐車禁止,,"特徴<br>
●ご使用中のコーンにかぶせるだけでサインに早変わり、サインを新しく購入の必要がありません。（使用可能コーンサイズ70cm）<br>
<p>
用途<br>
●カラーコーン用立体表示カバー<br>
<p>
仕様<br>
●縦(mm):520<br>
●横(mm):390<br>
<P>
材質・仕上げ<br>
●ポリプロピレン（PP）<br>
<p>
注意事項<br>
●コーン別売です<br>",ミヅシマ　カラーコーン用立体表示カバー　駐車禁止：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアミヅシマ　カラーコーン用立体表示カバー　駐車禁止,ミヅシマ　カラーコーン用立体表示カバー　駐車禁止[rn]
29-21308,http://tshop.r10s.jp/monju/cabinet/one_item/img60383750.jpg?fitin=700:700,1003.2000,,日用品雑貨・文房具・手芸 > 防災関連グッズ > その他,ミヅシマ　カラーコーン用立体表示カバー　白無地,,"特徴<br>
●ご使用中のコーンにかぶせるだけでサインに早変わり、サインを新しく購入の必要がありません。（使用可能コーンサイズ70cm）<br>
<p>
用途<br>
●カラーコーン用立体表示カバー<br>
<p>
仕様<br>
●縦(mm):520<br>
●横(mm):390<br>
<P>
材質・仕上げ<br>
●ポリプロピレン（PP）<br>
<p>
注意事項<br>
●コーン別売です<br>",ミヅシマ　カラーコーン用立体表示カバー　白無地：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアミヅシマ　カラーコーン用立体表示カバー　白無地,ミヅシマ　カラーコーン用立体表示カバー　白無地[rn]
29-21309,http://tshop.r10s.jp/monju/cabinet/one_item/img60383536.jpg?fitin=700:700,587.2000,,日用品雑貨・文房具・手芸 > 防災関連グッズ > その他,Reelex　バリアリール　コーンアタッチメント（1個）,,"特徴<br>
●3ヶ所のすべり止めでアタッチメントをコーンからずれにくくしています。<br>
●４方向からシートを取付け可能です。<br>
●アタッチメントの連結ができるので持ち運びに便利です。<br>
<P>
仕様<br>
●バリアリール専用アタッチメント　1個入り　マグネットタイプ・コーンタイプ兼用<br>
<p>
材質・仕上げ<br>
●ポリプロピレン(PP）＋エラストマー<br>
●マグネットプレート:スチール<br>",Reelex　バリアリール　コーンアタッチメント（1個）：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアReelex　バリアリール　コーンアタッチメント（1個）,Reelex　バリアリール　コーンアタッチメント（1個）[rn]
29-21310,http://tshop.r10s.jp/monju/cabinet/one_item/img60383747.jpg?fitin=700:700,1101.6000,,日用品雑貨・文房具・手芸 > 防災関連グッズ > その他,ミヅシマ　カラーコーン用立体表示カバー　作業中,,"特徴<br>
●ご使用中のコーンにかぶせるだけでサインに早変わり、サインを新しく購入の必要がありません。（使用可能コーンサイズ70cm）<br>
<p>
用途<br>
●カラーコーン用立体表示カバー<br>
<p>
仕様<br>
●縦(mm):520<br>
●横(mm):390<br>
<P>
材質・仕上げ<br>
●ポリプロピレン（PP）<br>
<p>
注意事項<br>
●コーン別売です<br>",ミヅシマ　カラーコーン用立体表示カバー　作業中：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアミヅシマ　カラーコーン用立体表示カバー　作業中,ミヅシマ　カラーコーン用立体表示カバー　作業中[rn]
29-21311,http://tshop.r10s.jp/monju/cabinet/one_item/img60383539.jpg?fitin=700:700,3876.0000,,日用品雑貨・文房具・手芸 > 防災関連グッズ > その他,Reelex　バリアリール　ペンキぬりたて　立入禁止,,"<IMG SRC=""http://image.rakuten.co.jp/monju/cabinet/one_item/img60383534.jpg""><br>
<IMG SRC=""http://image.rakuten.co.jp/monju/cabinet/one_item/img60383535.jpg""><br>用途<br>
●工場、ビル等での塗装箇所への立入り制限<br>
<p>
特徴<br>
●コンパクトで持ち運びに便利です。<br>
●最大5mのロングストロークです。<br>
●マグネット付でワンタッチで金属部へ取付できます。<br>
<p>
仕様<br>
●表示内容:ペンキぬりたて　立入禁止<br>
●シート厚み(mm):0.2<br>
●シート幅(mm):60<br>
●シートストローク(m):5<br>
<p>
材質・仕上げ<br>
●シート:軟質塩化ビニール<br>
●リールケース:ABS樹脂<br><br>",Reelex　バリアリール　ペンキぬりたて　立入禁止：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアReelex　バリアリール　ペンキぬりたて　立入禁止,Reelex　バリアリール　ペンキぬりたて　立入禁止[rn]
